cell_id,Vireo chivi,Vireo chivi [agilis Group],Vireo chivi chivi/diversus
848180bffffffff,4.0,0.0,4.0
8481837ffffffff,2.0,0.0,2.0
8481851ffffffff,1.0,0.0,1.0
8481857ffffffff,2.0,0.0,2.0
84818bbffffffff,2.0,0.0,2.0
84818dbffffffff,9.0,0.0,9.0
84818e1ffffffff,19.0,0.0,19.0
8481999ffffffff,1.0,1.0,0.0
84819d1ffffffff,1.0,1.0,0.0
84819d9ffffffff,15.0,0.0,15.0
848a059ffffffff,1.0,0.0,0.0
848a069ffffffff,6.0,0.0,6.0
848a827ffffffff,9.0,1.0,8.0
848a913ffffffff,2.0,0.0,2.0
848a9c1ffffffff,3.0,0.0,3.0
848a9c9ffffffff,4.0,0.0,4.0
848af29ffffffff,3.0,1.0,2.0
848af69ffffffff,1.0,0.0,1.0
848b201ffffffff,5.0,0.0,5.0
848b203ffffffff,5.0,0.0,5.0
848b205ffffffff,3.0,0.0,3.0
848b223ffffffff,3.0,0.0,3.0
848b22dffffffff,2.0,0.0,2.0
848b269ffffffff,6.0,0.0,6.0
848b2cdffffffff,1.0,0.0,1.0
848b2e9ffffffff,1.0,0.0,1.0
848b513ffffffff,2.0,2.0,0.0
848b5cdffffffff,2.0,0.0,2.0
848b61dffffffff,2.0,0.0,0.0
848b637ffffffff,3.0,3.0,0.0
848b63bffffffff,1.0,1.0,0.0
848b693ffffffff,1.0,0.0,0.0
848b6cdffffffff,2.0,2.0,0.0
848b717ffffffff,1.0,0.0,1.0
848b745ffffffff,1.0,0.0,0.0
848b849ffffffff,3.0,0.0,3.0
848e6d9ffffffff,3.0,3.0,0.0
848f0d3ffffffff,2.0,2.0,0.0
848f2a9ffffffff,12.0,12.0,0.0
848f2bdffffffff,5.0,5.0,0.0
848f2e7ffffffff,1.0,1.0,0.0
848f2e9ffffffff,2.0,2.0,0.0
848f485ffffffff,7.0,0.0,7.0
848f721ffffffff,2.0,0.0,0.0
848f729ffffffff,1.0,1.0,0.0
848f74bffffffff,1.0,0.0,0.0
84a801bffffffff,3.0,0.0,0.0
84a8061ffffffff,1.0,0.0,1.0
84a8067ffffffff,10.0,0.0,2.0
84a806dffffffff,5.0,0.0,5.0
84a8101ffffffff,7.0,0.0,3.0
84a8103ffffffff,3.0,0.0,3.0
84a8105ffffffff,6.0,0.0,1.0
84a8107ffffffff,40.0,0.0,14.0
84a8109ffffffff,6.0,0.0,6.0
84a810bffffffff,9.0,0.0,4.0
84a810dffffffff,2.0,0.0,2.0
84a8117ffffffff,1.0,0.0,1.0
84a811bffffffff,1.0,0.0,1.0
84a8121ffffffff,6.0,0.0,5.0
84a8123ffffffff,5.0,0.0,5.0
84a8125ffffffff,10.0,0.0,2.0
84a8127ffffffff,1.0,0.0,1.0
84a8129ffffffff,8.0,0.0,6.0
84a812bffffffff,6.0,0.0,2.0
84a812dffffffff,30.0,0.0,3.0
84a8139ffffffff,1.0,0.0,1.0
84a813bffffffff,3.0,0.0,0.0
84a813dffffffff,1.0,0.0,1.0
84a8143ffffffff,16.0,0.0,13.0
84a8153ffffffff,2.0,0.0,2.0
84a8155ffffffff,27.0,0.0,24.0
84a8157ffffffff,3.0,0.0,3.0
84a815bffffffff,58.0,0.0,8.0
84a8163ffffffff,1.0,0.0,0.0
84a8167ffffffff,1.0,0.0,1.0
84a8189ffffffff,1.0,0.0,1.0
84a81a1ffffffff,3.0,0.0,0.0
84a81a7ffffffff,11.0,0.0,0.0
84a81c7ffffffff,1.0,0.0,1.0
84a81d9ffffffff,4.0,0.0,4.0
84a81e1ffffffff,22.0,0.0,9.0
84a81e7ffffffff,3.0,0.0,0.0
84a81e9ffffffff,34.0,0.0,17.0
84a81ebffffffff,2.0,0.0,0.0
84a81edffffffff,33.0,0.0,23.0
84a8267ffffffff,12.0,0.0,0.0
84a82e3ffffffff,2.0,0.0,0.0
84a8313ffffffff,3.0,0.0,3.0
84a831dffffffff,2.0,0.0,0.0
84a8333ffffffff,11.0,0.0,0.0
84a834bffffffff,2.0,0.0,0.0
84a835bffffffff,5.0,0.0,0.0
84a881bffffffff,3.0,3.0,0.0
84a8821ffffffff,1.0,1.0,0.0
84a883bffffffff,1.0,0.0,0.0
84a883dffffffff,2.0,0.0,0.0
84a8867ffffffff,4.0,4.0,0.0
84a88ddffffffff,1.0,0.0,0.0
84a88e9ffffffff,2.0,2.0,0.0
84a8917ffffffff,2.0,2.0,0.0
84a8953ffffffff,4.0,4.0,0.0
84a8a07ffffffff,2.0,0.0,0.0
84a8a53ffffffff,25.0,0.0,0.0
84a8a91ffffffff,2.0,2.0,0.0
84a8c05ffffffff,7.0,2.0,0.0
84a8c1dffffffff,1.0,0.0,0.0
84a8c25ffffffff,2.0,0.0,2.0
84a8c63ffffffff,1.0,0.0,1.0
84a8f41ffffffff,2.0,0.0,0.0
84a9013ffffffff,1.0,1.0,0.0
84a918bffffffff,2.0,0.0,0.0
84a9191ffffffff,3.0,0.0,0.0
84a9195ffffffff,3.0,0.0,0.0
84a91b1ffffffff,5.0,0.0,0.0
84a91b5ffffffff,5.0,0.0,0.0
84a91d1ffffffff,2.0,0.0,0.0
84a92ebffffffff,1.0,0.0,1.0
84a9411ffffffff,2.0,0.0,0.0
84a941bffffffff,2.0,0.0,0.0
84a9441ffffffff,3.0,0.0,0.0
84a9445ffffffff,2.0,0.0,0.0
84a944bffffffff,2.0,0.0,0.0
84a945bffffffff,2.0,0.0,0.0
84a9465ffffffff,3.0,0.0,3.0
84a94ddffffffff,1.0,0.0,0.0
84a94e3ffffffff,1.0,0.0,0.0
84a9509ffffffff,2.0,0.0,0.0
84a950dffffffff,6.0,0.0,0.0
84a953bffffffff,14.0,8.0,4.0
84a9565ffffffff,2.0,0.0,0.0
84a95edffffffff,5.0,5.0,0.0
84a9611ffffffff,5.0,0.0,0.0
84a9613ffffffff,19.0,0.0,0.0
84a9617ffffffff,32.0,0.0,0.0
84a9619ffffffff,24.0,0.0,0.0
84a9627ffffffff,3.0,0.0,0.0
84a9653ffffffff,34.0,0.0,0.0
84a96adffffffff,2.0,0.0,0.0
84a96e9ffffffff,3.0,0.0,0.0
84b2091ffffffff,3.0,0.0,0.0
84b2269ffffffff,2.0,0.0,0.0
84b2435ffffffff,17.0,0.0,0.0
84b248bffffffff,2.0,0.0,0.0
84b2499ffffffff,8.0,0.0,0.0
84b249bffffffff,1.0,0.0,0.0
84b249dffffffff,2.0,0.0,0.0
84b24cbffffffff,1.0,0.0,0.0
84b24d1ffffffff,15.0,0.0,0.0
84b24d3ffffffff,68.0,0.0,0.0
84b24d7ffffffff,2.0,0.0,0.0
84b24dbffffffff,45.0,0.0,0.0
84b25cdffffffff,9.0,0.0,0.0
84b2687ffffffff,1.0,0.0,0.0
84b268bffffffff,2.0,0.0,0.0
84b268dffffffff,2.0,0.0,0.0
84b2691ffffffff,1.0,0.0,0.0
84b2693ffffffff,1.0,0.0,0.0
84b269bffffffff,6.0,0.0,0.0
84b26b1ffffffff,2.0,0.0,0.0
84b26bdffffffff,23.0,0.0,0.0
84b26d1ffffffff,2.0,0.0,0.0
84b26d3ffffffff,3.0,0.0,0.0
84b26d7ffffffff,9.0,0.0,0.0
84b26dbffffffff,1.0,0.0,0.0
84b26ddffffffff,4.0,0.0,0.0
84b2723ffffffff,2.0,0.0,0.0
84b275bffffffff,1.0,0.0,0.0
84b2e91ffffffff,35.0,0.0,0.0
84b2e99ffffffff,6.0,0.0,0.0
84b3253ffffffff,2.0,0.0,2.0
84b325bffffffff,2.0,0.0,2.0
84b3421ffffffff,3.0,0.0,0.0
84b3425ffffffff,57.0,0.0,0.0
84b3427ffffffff,2.0,0.0,0.0
84b3447ffffffff,4.0,0.0,0.0
84b3463ffffffff,2.0,0.0,0.0
84b35a1ffffffff,5.0,0.0,0.0
84b35cdffffffff,4.0,0.0,0.0
84b35e1ffffffff,2.0,0.0,0.0
84b3627ffffffff,2.0,0.0,2.0
84b3663ffffffff,1.0,0.0,0.0
84b3665ffffffff,10.0,0.0,10.0
84b3715ffffffff,1.0,0.0,1.0
84c2c91ffffffff,5.0,0.0,0.0
84c2c95ffffffff,1.0,0.0,0.0
84c2c97ffffffff,11.0,0.0,0.0
84c2c99ffffffff,3.0,0.0,0.0
84c2cb3ffffffff,1.0,0.0,0.0
84c2cd3ffffffff,65.0,0.0,0.0
84c2ce1ffffffff,5.0,0.0,0.0
84c2ce7ffffffff,2.0,0.0,0.0
84c2d63ffffffff,1.0,0.0,0.0
84c2e21ffffffff,2.0,0.0,2.0
84c2e23ffffffff,8.0,0.0,7.0
84c2e31ffffffff,14.0,0.0,14.0
84c2e3dffffffff,3.0,0.0,0.0
84c2ebbffffffff,8.0,0.0,0.0
84c2f37ffffffff,3.0,0.0,0.0
84c34bbffffffff,2.0,0.0,0.0
