cell_id,Aegithalos iouschistos,Aegithalos iouschistos iouschistos,Aegithalos iouschistos sharpei,Aegithalos iouschistos bonvaloti/obscuratus
823c07fffffffff,5.0,2.0,0.0,0.0
823c0ffffffffff,13.0,11.0,0.0,0.0
823c1ffffffffff,4.0,3.0,0.0,0.0
823c47fffffffff,3.0,3.0,0.0,0.0
823c57fffffffff,5.0,5.0,0.0,0.0
823c5ffffffffff,51.0,0.0,0.0,25.0
823cdffffffffff,4.0,0.0,0.0,0.0
823ce7fffffffff,6.0,6.0,0.0,0.0
