cell_id,Catharus guttatus,Catharus guttatus [guttatus Group],Catharus guttatus [auduboni Group],Catharus guttatus faxoni/crymophilus
83128bfffffffff,29.0,0.0,0.0,0.0
8312b0fffffffff,18.0,0.0,0.0,0.0
8312b4fffffffff,11.0,0.0,0.0,0.0
8312c1fffffffff,4.0,0.0,0.0,0.0
8312c3fffffffff,4.0,0.0,0.0,0.0
8312c9fffffffff,3.0,0.0,0.0,0.0
8312cafffffffff,3.0,0.0,0.0,0.0
8312cbfffffffff,12.0,0.0,1.0,0.0
8312ccfffffffff,14.0,0.0,0.0,0.0
8312cefffffffff,5.0,0.0,0.0,0.0
8312d1fffffffff,18.0,0.0,0.0,0.0
8312d3fffffffff,2.0,0.0,0.0,0.0
8312d8fffffffff,17.0,0.0,0.0,0.0
8312d9fffffffff,1.0,0.0,0.0,0.0
8312dafffffffff,2.0,0.0,0.0,0.0
8312dbfffffffff,6.0,0.0,0.0,0.0
8312ddfffffffff,17.0,0.0,0.0,0.0
8312defffffffff,4.0,0.0,0.0,0.0
8312e8fffffffff,2.0,0.0,0.0,0.0
8312f1fffffffff,1.0,0.0,0.0,0.0
831382fffffffff,2.0,0.0,0.0,0.0
831383fffffffff,20.0,0.0,0.0,0.0
831386fffffffff,2.0,0.0,0.0,0.0
83138cfffffffff,13.0,0.0,0.0,0.0
831390fffffffff,1.0,0.0,0.0,0.0
831395fffffffff,2.0,0.0,0.0,0.0
83139efffffffff,6.0,0.0,0.0,0.0
8313a9fffffffff,1.0,0.0,0.0,0.0
831a84fffffffff,2.0,0.0,0.0,0.0
831aa0fffffffff,10.0,0.0,0.0,0.0
831aa2fffffffff,19.0,0.0,0.0,0.0
831aa3fffffffff,13.0,0.0,0.0,0.0
831aa6fffffffff,4.0,0.0,0.0,0.0
831aadfffffffff,1.0,0.0,0.0,0.0
831ab5fffffffff,1.0,0.0,0.0,0.0
831b8afffffffff,4.0,0.0,0.0,0.0
831b99fffffffff,3.0,0.0,0.0,0.0
831b9afffffffff,1.0,0.0,0.0,0.0
831b9bfffffffff,2.0,0.0,0.0,0.0
831b9cfffffffff,2.0,0.0,0.0,0.0
831b9efffffffff,4.0,0.0,0.0,0.0
831bb0fffffffff,2.0,0.0,0.0,0.0
831d24fffffffff,2.0,0.0,0.0,0.0
8322dbfffffffff,38.0,7.0,0.0,0.0
832601fffffffff,9.0,0.0,0.0,2.0
832604fffffffff,5.0,0.0,0.0,0.0
832605fffffffff,1.0,0.0,0.0,0.0
832608fffffffff,4.0,0.0,0.0,0.0
832609fffffffff,1.0,0.0,0.0,0.0
83260afffffffff,10.0,0.0,0.0,0.0
83260dfffffffff,7.0,0.0,0.0,0.0
83260efffffffff,6.0,0.0,0.0,3.0
832616fffffffff,1.0,0.0,0.0,0.0
83261efffffffff,2.0,0.0,0.0,0.0
832621fffffffff,6.0,0.0,0.0,0.0
832626fffffffff,22.0,0.0,0.0,0.0
832628fffffffff,11.0,0.0,0.0,0.0
832629fffffffff,10.0,0.0,0.0,0.0
83262bfffffffff,11.0,0.0,0.0,0.0
83262cfffffffff,48.0,0.0,0.0,0.0
83262dfffffffff,9.0,0.0,0.0,0.0
832631fffffffff,2.0,0.0,0.0,0.0
832634fffffffff,6.0,0.0,0.0,0.0
832640fffffffff,36.0,0.0,0.0,0.0
832641fffffffff,6.0,0.0,0.0,0.0
832642fffffffff,5.0,0.0,0.0,0.0
832643fffffffff,2.0,0.0,0.0,0.0
832646fffffffff,3.0,0.0,0.0,0.0
832648fffffffff,19.0,0.0,0.0,0.0
832649fffffffff,2.0,0.0,0.0,0.0
83264afffffffff,4.0,0.0,0.0,1.0
83264bfffffffff,2.0,0.0,0.0,0.0
83264cfffffffff,32.0,0.0,0.0,24.0
83264dfffffffff,25.0,0.0,0.0,2.0
83264efffffffff,31.0,0.0,0.0,0.0
832654fffffffff,8.0,0.0,0.0,0.0
832655fffffffff,2.0,0.0,0.0,0.0
832656fffffffff,1.0,0.0,0.0,0.0
832659fffffffff,12.0,0.0,0.0,0.0
83265bfffffffff,4.0,0.0,0.0,0.0
83265efffffffff,2.0,0.0,0.0,2.0
832661fffffffff,4.0,0.0,0.0,0.0
832662fffffffff,11.0,0.0,0.0,0.0
832663fffffffff,2.0,0.0,0.0,0.0
832664fffffffff,80.0,0.0,0.0,8.0
832665fffffffff,6.0,0.0,0.0,0.0
832666fffffffff,34.0,0.0,0.0,2.0
832668fffffffff,1.0,0.0,0.0,0.0
832669fffffffff,4.0,0.0,0.0,0.0
83266afffffffff,3.0,0.0,0.0,0.0
83266bfffffffff,2.0,0.0,0.0,0.0
83266cfffffffff,12.0,0.0,0.0,0.0
83266dfffffffff,11.0,0.0,0.0,0.0
83266efffffffff,2.0,0.0,0.0,0.0
832671fffffffff,2.0,0.0,0.0,0.0
832674fffffffff,14.0,0.0,0.0,0.0
832675fffffffff,5.0,0.0,0.0,0.0
832681fffffffff,120.0,2.0,9.0,0.0
832682fffffffff,4.0,0.0,0.0,0.0
832683fffffffff,12.0,0.0,0.0,0.0
832685fffffffff,16.0,0.0,1.0,0.0
832688fffffffff,85.0,4.0,8.0,2.0
832689fffffffff,20.0,2.0,3.0,0.0
83268afffffffff,9.0,3.0,4.0,0.0
83268bfffffffff,3.0,0.0,0.0,0.0
83268cfffffffff,109.0,2.0,4.0,0.0
83268dfffffffff,34.0,8.0,4.0,2.0
83268efffffffff,7.0,0.0,0.0,0.0
832690fffffffff,10.0,0.0,0.0,0.0
832692fffffffff,1.0,0.0,0.0,0.0
832694fffffffff,4.0,0.0,2.0,0.0
832695fffffffff,4.0,0.0,0.0,0.0
832696fffffffff,163.0,0.0,24.0,0.0
832698fffffffff,26.0,0.0,2.0,0.0
832699fffffffff,58.0,0.0,2.0,0.0
83269afffffffff,4.0,0.0,0.0,0.0
83269bfffffffff,10.0,0.0,0.0,0.0
83269cfffffffff,110.0,0.0,0.0,0.0
83269dfffffffff,14.0,0.0,0.0,0.0
83269efffffffff,5.0,0.0,0.0,0.0
8326a2fffffffff,2.0,0.0,0.0,0.0
8326a8fffffffff,30.0,5.0,2.0,0.0
8326a9fffffffff,13.0,9.0,0.0,0.0
8326aafffffffff,86.0,17.0,7.0,0.0
8326abfffffffff,39.0,9.0,1.0,3.0
8326acfffffffff,2.0,0.0,0.0,0.0
8326adfffffffff,3.0,0.0,0.0,3.0
8326aefffffffff,9.0,0.0,0.0,0.0
8326b0fffffffff,2.0,0.0,0.0,0.0
8326b2fffffffff,2.0,0.0,0.0,0.0
8326b3fffffffff,4.0,0.0,0.0,0.0
8326b6fffffffff,8.0,0.0,0.0,0.0
8326c1fffffffff,2.0,0.0,0.0,0.0
8326c4fffffffff,2.0,0.0,0.0,0.0
8326c8fffffffff,5.0,0.0,0.0,0.0
8326cdfffffffff,3.0,0.0,0.0,0.0
8326d1fffffffff,5.0,0.0,0.0,0.0
8326d2fffffffff,2.0,0.0,0.0,0.0
8326d3fffffffff,15.0,0.0,0.0,0.0
8326d4fffffffff,13.0,0.0,1.0,0.0
8326d5fffffffff,2.0,0.0,0.0,0.0
8326d6fffffffff,4.0,0.0,0.0,0.0
8326d9fffffffff,1.0,0.0,0.0,0.0
8326dbfffffffff,4.0,0.0,0.0,2.0
8326defffffffff,9.0,0.0,0.0,0.0
8326e2fffffffff,7.0,0.0,0.0,0.0
8326e5fffffffff,4.0,0.0,0.0,0.0
8326e6fffffffff,4.0,0.0,0.0,0.0
8326edfffffffff,17.0,0.0,0.0,6.0
8326eefffffffff,3.0,0.0,0.0,0.0
8326f0fffffffff,6.0,0.0,0.0,0.0
8326f2fffffffff,29.0,7.0,7.0,0.0
8326f4fffffffff,1.0,0.0,0.0,0.0
8326f6fffffffff,7.0,1.0,0.0,0.0
832702fffffffff,14.0,0.0,0.0,0.0
832703fffffffff,6.0,0.0,0.0,0.0
832708fffffffff,2.0,0.0,0.0,0.0
832709fffffffff,5.0,0.0,0.0,2.0
83270bfffffffff,2.0,0.0,0.0,0.0
83270dfffffffff,4.0,0.0,0.0,0.0
832711fffffffff,8.0,0.0,0.0,0.0
832719fffffffff,20.0,0.0,0.0,0.0
83271cfffffffff,23.0,0.0,0.0,0.0
83271efffffffff,1.0,0.0,0.0,0.0
832740fffffffff,4.0,0.0,0.0,0.0
832741fffffffff,3.0,0.0,0.0,0.0
832742fffffffff,8.0,0.0,0.0,0.0
832743fffffffff,10.0,0.0,0.0,0.0
832744fffffffff,13.0,0.0,0.0,0.0
832745fffffffff,3.0,0.0,0.0,0.0
832746fffffffff,26.0,0.0,0.0,0.0
832748fffffffff,115.0,0.0,0.0,0.0
832749fffffffff,99.0,0.0,0.0,0.0
83274afffffffff,2.0,0.0,0.0,0.0
83274bfffffffff,42.0,0.0,0.0,0.0
83274cfffffffff,5.0,0.0,0.0,0.0
83274dfffffffff,90.0,0.0,0.0,0.0
83274efffffffff,8.0,0.0,0.0,0.0
832750fffffffff,11.0,0.0,0.0,4.0
832751fffffffff,6.0,0.0,0.0,0.0
832752fffffffff,10.0,0.0,0.0,0.0
832753fffffffff,4.0,0.0,0.0,0.0
832754fffffffff,27.0,0.0,0.0,0.0
832755fffffffff,22.0,0.0,0.0,0.0
832756fffffffff,24.0,0.0,0.0,11.0
832758fffffffff,18.0,0.0,0.0,0.0
832759fffffffff,40.0,0.0,0.0,1.0
83275afffffffff,9.0,0.0,0.0,0.0
83275bfffffffff,16.0,0.0,0.0,0.0
83275cfffffffff,11.0,0.0,0.0,0.0
83275dfffffffff,114.0,0.0,0.0,0.0
83275efffffffff,1.0,0.0,0.0,0.0
832763fffffffff,27.0,0.0,0.0,0.0
832769fffffffff,13.0,0.0,0.0,0.0
83276afffffffff,22.0,0.0,0.0,2.0
83276bfffffffff,13.0,0.0,0.0,0.0
83276dfffffffff,2.0,0.0,0.0,0.0
83276efffffffff,7.0,0.0,0.0,0.0
832771fffffffff,1.0,0.0,0.0,0.0
832772fffffffff,10.0,0.0,0.0,0.0
832780fffffffff,1.0,0.0,0.0,0.0
832786fffffffff,4.0,0.0,0.0,0.0
83278bfffffffff,1.0,0.0,0.0,0.0
83278cfffffffff,1.0,0.0,0.0,0.0
832790fffffffff,2.0,0.0,0.0,0.0
832792fffffffff,13.0,0.0,0.0,0.0
832794fffffffff,2.0,0.0,0.0,0.0
832796fffffffff,2.0,0.0,0.0,0.0
8327a0fffffffff,5.0,0.0,0.0,0.0
8327a8fffffffff,2.0,0.0,0.0,0.0
8327aafffffffff,1.0,0.0,0.0,0.0
8327adfffffffff,3.0,0.0,0.0,0.0
8327b2fffffffff,2.0,0.0,0.0,0.0
832800fffffffff,2.0,0.0,0.0,0.0
832802fffffffff,54.0,5.0,0.0,0.0
832806fffffffff,2.0,0.0,0.0,0.0
832810fffffffff,6.0,0.0,0.0,0.0
832811fffffffff,1.0,0.0,0.0,0.0
832813fffffffff,3.0,0.0,0.0,0.0
832814fffffffff,10.0,1.0,9.0,0.0
832815fffffffff,72.0,0.0,0.0,0.0
832818fffffffff,84.0,0.0,0.0,0.0
832819fffffffff,16.0,0.0,0.0,0.0
83281afffffffff,6.0,0.0,0.0,0.0
83281bfffffffff,1.0,0.0,0.0,0.0
83281cfffffffff,34.0,0.0,0.0,0.0
83281dfffffffff,19.0,0.0,0.0,0.0
83281efffffffff,11.0,1.0,0.0,0.0
832830fffffffff,242.0,7.0,0.0,0.0
832831fffffffff,10.0,7.0,0.0,0.0
832832fffffffff,7.0,0.0,0.0,0.0
832833fffffffff,2.0,0.0,0.0,0.0
832834fffffffff,1100.0,367.0,0.0,0.0
832835fffffffff,59.0,10.0,17.0,0.0
832836fffffffff,1424.0,4.0,0.0,4.0
832882fffffffff,3.0,0.0,0.0,0.0
832883fffffffff,1.0,0.0,0.0,0.0
832884fffffffff,91.0,0.0,0.0,0.0
832885fffffffff,6.0,0.0,0.0,0.0
832886fffffffff,7.0,0.0,0.0,0.0
832888fffffffff,53.0,1.0,10.0,0.0
832889fffffffff,15.0,0.0,2.0,0.0
83288afffffffff,16.0,0.0,0.0,0.0
83288dfffffffff,7.0,0.0,0.0,0.0
83288efffffffff,6.0,0.0,0.0,0.0
832890fffffffff,1.0,0.0,0.0,0.0
832892fffffffff,22.0,0.0,0.0,0.0
832894fffffffff,11.0,1.0,0.0,0.0
832896fffffffff,2.0,0.0,0.0,0.0
832898fffffffff,12.0,0.0,1.0,0.0
83289afffffffff,2.0,0.0,2.0,0.0
83289cfffffffff,2.0,0.0,0.0,0.0
83289dfffffffff,4.0,0.0,0.0,0.0
83289efffffffff,5.0,0.0,0.0,0.0
8328a1fffffffff,2.0,0.0,0.0,0.0
8328a9fffffffff,14.0,0.0,0.0,0.0
8328abfffffffff,2.0,0.0,0.0,0.0
8328adfffffffff,5.0,0.0,0.0,0.0
8328aefffffffff,3.0,0.0,3.0,0.0
8328b1fffffffff,14.0,0.0,0.0,0.0
8328b2fffffffff,6.0,0.0,0.0,0.0
8328b5fffffffff,3.0,0.0,3.0,0.0
8328b6fffffffff,4.0,0.0,0.0,0.0
8328c0fffffffff,17.0,0.0,0.0,0.0
8328c2fffffffff,7.0,3.0,0.0,0.0
8328c4fffffffff,16.0,0.0,0.0,0.0
8328d1fffffffff,53.0,0.0,0.0,0.0
8328d2fffffffff,9.0,0.0,4.0,0.0
8328d3fffffffff,19.0,1.0,2.0,0.0
8328d4fffffffff,23.0,0.0,0.0,0.0
8328d5fffffffff,23.0,2.0,0.0,0.0
8328d6fffffffff,4.0,0.0,0.0,0.0
8328dbfffffffff,2.0,0.0,0.0,0.0
8328dcfffffffff,54.0,0.0,0.0,0.0
8328ddfffffffff,4.0,0.0,1.0,0.0
8328defffffffff,16.0,0.0,0.0,0.0
8328e6fffffffff,2.0,0.0,0.0,0.0
8328f0fffffffff,39.0,0.0,0.0,0.0
8328f3fffffffff,7.0,0.0,0.0,0.0
8328f4fffffffff,4.0,2.0,0.0,0.0
8328f5fffffffff,26.0,0.0,0.0,0.0
8328f6fffffffff,9.0,2.0,0.0,0.0
832912fffffffff,19.0,0.0,0.0,0.0
832913fffffffff,2.0,0.0,0.0,0.0
832916fffffffff,7.0,0.0,0.0,0.0
83291afffffffff,31.0,6.0,0.0,0.0
832984fffffffff,3.0,0.0,0.0,0.0
832985fffffffff,1.0,0.0,0.0,0.0
832986fffffffff,34.0,0.0,0.0,0.0
832989fffffffff,8.0,0.0,0.0,0.0
83298cfffffffff,27.0,0.0,2.0,0.0
83298dfffffffff,8.0,1.0,2.0,0.0
832990fffffffff,2.0,0.0,0.0,0.0
832992fffffffff,5.0,0.0,0.0,0.0
832994fffffffff,22.0,0.0,19.0,0.0
832995fffffffff,3.0,0.0,0.0,0.0
8329a0fffffffff,57.0,0.0,0.0,0.0
8329a1fffffffff,99.0,8.0,0.0,0.0
8329a2fffffffff,11.0,0.0,0.0,0.0
8329a3fffffffff,3.0,0.0,1.0,0.0
8329a4fffffffff,23.0,9.0,0.0,0.0
8329a5fffffffff,35.0,2.0,0.0,0.0
8329a6fffffffff,180.0,1.0,0.0,0.0
8329a9fffffffff,7.0,2.0,0.0,0.0
8329aafffffffff,1.0,0.0,1.0,0.0
8329abfffffffff,3.0,0.0,3.0,0.0
8329acfffffffff,48.0,0.0,0.0,0.0
8329adfffffffff,26.0,2.0,0.0,0.0
8329b0fffffffff,8.0,0.0,0.0,0.0
8329b1fffffffff,2.0,0.0,0.0,0.0
8329b2fffffffff,3.0,0.0,0.0,0.0
8329b5fffffffff,11.0,2.0,0.0,0.0
8329b6fffffffff,8.0,5.0,0.0,0.0
832a06fffffffff,36.0,0.0,0.0,1.0
832a10fffffffff,300.0,0.0,0.0,24.0
832a12fffffffff,343.0,0.0,0.0,2.0
832a13fffffffff,521.0,0.0,0.0,15.0
832a14fffffffff,56.0,0.0,0.0,5.0
832a15fffffffff,53.0,0.0,0.0,0.0
832a16fffffffff,44.0,0.0,0.0,9.0
832a1afffffffff,1.0,0.0,0.0,0.0
832a30fffffffff,205.0,0.0,0.0,2.0
832a31fffffffff,155.0,0.0,0.0,26.0
832a32fffffffff,151.0,0.0,0.0,13.0
832a33fffffffff,73.0,0.0,0.0,12.0
832a34fffffffff,132.0,0.0,0.0,2.0
832a36fffffffff,71.0,0.0,0.0,6.0
832a80fffffffff,1.0,0.0,0.0,1.0
832a81fffffffff,15.0,0.0,0.0,4.0
832a84fffffffff,81.0,0.0,0.0,0.0
832a85fffffffff,22.0,0.0,0.0,8.0
832a86fffffffff,3.0,0.0,0.0,0.0
832a88fffffffff,2.0,0.0,0.0,0.0
832a89fffffffff,20.0,0.0,0.0,0.0
832a8afffffffff,16.0,0.0,0.0,0.0
832a8bfffffffff,34.0,0.0,0.0,0.0
832a8cfffffffff,7.0,0.0,0.0,0.0
832a8dfffffffff,12.0,0.0,0.0,0.0
832a8efffffffff,5.0,0.0,0.0,0.0
832a90fffffffff,4.0,0.0,0.0,0.0
832a91fffffffff,4.0,0.0,0.0,2.0
832a93fffffffff,12.0,0.0,0.0,3.0
832a94fffffffff,4.0,0.0,0.0,4.0
832a95fffffffff,8.0,0.0,0.0,0.0
832a96fffffffff,4.0,0.0,0.0,0.0
832a98fffffffff,2.0,0.0,0.0,0.0
832a99fffffffff,117.0,0.0,0.0,0.0
832a9afffffffff,2.0,0.0,0.0,0.0
832a9bfffffffff,3.0,0.0,0.0,0.0
832a9cfffffffff,2.0,0.0,0.0,2.0
832a9dfffffffff,2.0,0.0,0.0,0.0
832aa0fffffffff,1.0,0.0,0.0,0.0
832aa1fffffffff,70.0,0.0,0.0,0.0
832aa2fffffffff,12.0,0.0,0.0,2.0
832aa3fffffffff,3.0,0.0,0.0,0.0
832aa4fffffffff,20.0,0.0,0.0,8.0
832aa5fffffffff,5.0,0.0,0.0,0.0
832aa6fffffffff,7.0,0.0,0.0,0.0
832aa8fffffffff,104.0,0.0,0.0,9.0
832aa9fffffffff,37.0,0.0,0.0,1.0
832aaafffffffff,5.0,0.0,0.0,0.0
832aabfffffffff,5.0,0.0,0.0,0.0
832aacfffffffff,596.0,0.0,0.0,15.0
832aadfffffffff,152.0,0.0,0.0,14.0
832aaefffffffff,83.0,0.0,0.0,2.0
832ab0fffffffff,35.0,0.0,0.0,0.0
832ab1fffffffff,8.0,0.0,0.0,2.0
832ab2fffffffff,249.0,0.0,0.0,2.0
832ab3fffffffff,2.0,0.0,0.0,0.0
832ab4fffffffff,192.0,0.0,0.0,12.0
832ab5fffffffff,184.0,0.0,0.0,81.0
832ab6fffffffff,62.0,0.0,0.0,2.0
832ad0fffffffff,5.0,0.0,0.0,2.0
832ad3fffffffff,7.0,0.0,0.0,7.0
832ad5fffffffff,3.0,0.0,0.0,2.0
832ad6fffffffff,7.0,0.0,0.0,0.0
832af0fffffffff,6.0,0.0,0.0,0.0
832af1fffffffff,7.0,0.0,0.0,0.0
832af2fffffffff,6.0,0.0,0.0,0.0
832af3fffffffff,5.0,0.0,0.0,0.0
832af6fffffffff,7.0,0.0,0.0,0.0
832b00fffffffff,1.0,0.0,0.0,0.0
832b01fffffffff,13.0,0.0,0.0,0.0
832b03fffffffff,25.0,0.0,0.0,0.0
832b0afffffffff,53.0,0.0,0.0,0.0
832b0cfffffffff,31.0,0.0,0.0,0.0
832b0efffffffff,4.0,0.0,0.0,0.0
832b10fffffffff,1.0,0.0,0.0,0.0
832b12fffffffff,3.0,0.0,0.0,0.0
832b13fffffffff,4.0,0.0,0.0,4.0
832b16fffffffff,102.0,0.0,0.0,3.0
832b18fffffffff,19.0,0.0,0.0,4.0
832b19fffffffff,26.0,0.0,0.0,0.0
832b1afffffffff,21.0,0.0,0.0,3.0
832b1bfffffffff,2.0,0.0,0.0,0.0
832b1cfffffffff,3.0,0.0,0.0,0.0
832b1dfffffffff,11.0,0.0,0.0,0.0
832b1efffffffff,2.0,0.0,0.0,0.0
832b22fffffffff,1.0,0.0,0.0,0.0
832b23fffffffff,12.0,0.0,0.0,0.0
832b25fffffffff,22.0,0.0,0.0,0.0
832b28fffffffff,4.0,0.0,0.0,0.0
832b2afffffffff,1.0,0.0,0.0,0.0
832b2cfffffffff,2.0,0.0,0.0,0.0
832b30fffffffff,4.0,0.0,0.0,0.0
832b31fffffffff,2.0,0.0,0.0,0.0
832b33fffffffff,2.0,0.0,0.0,0.0
832b80fffffffff,3.0,0.0,0.0,0.0
832b81fffffffff,28.0,0.0,0.0,0.0
832b82fffffffff,7.0,0.0,0.0,4.0
832b83fffffffff,154.0,0.0,0.0,17.0
832b85fffffffff,4.0,0.0,0.0,0.0
832b88fffffffff,14.0,0.0,0.0,0.0
832b89fffffffff,44.0,0.0,0.0,0.0
832b8afffffffff,38.0,0.0,0.0,12.0
832b8bfffffffff,2.0,0.0,0.0,0.0
832b8cfffffffff,63.0,0.0,0.0,5.0
832b8dfffffffff,100.0,0.0,0.0,0.0
832b8efffffffff,17.0,0.0,0.0,0.0
832b94fffffffff,2.0,0.0,0.0,0.0
832b96fffffffff,6.0,0.0,0.0,0.0
832b98fffffffff,89.0,0.0,0.0,2.0
832b99fffffffff,68.0,0.0,0.0,14.0
832b9afffffffff,32.0,0.0,0.0,2.0
832b9bfffffffff,424.0,0.0,0.0,23.0
832b9cfffffffff,36.0,0.0,0.0,5.0
832b9dfffffffff,265.0,0.0,0.0,32.0
832b9efffffffff,2.0,0.0,0.0,0.0
832ba0fffffffff,31.0,0.0,0.0,0.0
832ba1fffffffff,4.0,0.0,0.0,0.0
832ba4fffffffff,2.0,0.0,0.0,0.0
832ba5fffffffff,15.0,0.0,0.0,0.0
832ba8fffffffff,171.0,0.0,0.0,79.0
832ba9fffffffff,8.0,0.0,0.0,0.0
832baafffffffff,347.0,0.0,0.0,0.0
832babfffffffff,47.0,0.0,0.0,7.0
832bacfffffffff,78.0,0.0,0.0,2.0
832bb3fffffffff,6.0,0.0,0.0,0.0
8335a8fffffffff,8.0,0.0,0.0,0.0
834413fffffffff,2.0,0.0,0.0,0.0
834416fffffffff,3.0,0.0,0.0,0.0
83441afffffffff,32.0,0.0,0.0,18.0
83441efffffffff,25.0,0.0,0.0,3.0
834440fffffffff,22.0,0.0,0.0,0.0
834441fffffffff,2.0,0.0,0.0,0.0
834442fffffffff,1.0,0.0,0.0,0.0
834445fffffffff,10.0,0.0,0.0,0.0
834446fffffffff,3.0,0.0,0.0,0.0
834448fffffffff,1.0,0.0,0.0,0.0
834449fffffffff,4.0,0.0,0.0,0.0
83444bfffffffff,2.0,0.0,0.0,0.0
83444cfffffffff,9.0,0.0,0.0,0.0
834452fffffffff,10.0,0.0,0.0,0.0
834455fffffffff,5.0,0.0,0.0,0.0
834463fffffffff,3.0,0.0,0.0,0.0
834469fffffffff,2.0,0.0,0.0,0.0
83446afffffffff,6.0,0.0,0.0,0.0
83446cfffffffff,13.0,0.0,0.0,0.0
83446dfffffffff,7.0,0.0,0.0,0.0
83446efffffffff,28.0,0.0,0.0,0.0
834473fffffffff,15.0,0.0,0.0,0.0
834484fffffffff,11.0,0.0,0.0,0.0
8344a1fffffffff,2.0,0.0,0.0,0.0
8344a5fffffffff,2.0,0.0,0.0,0.0
8344a9fffffffff,2.0,0.0,0.0,0.0
8344abfffffffff,2.0,0.0,0.0,0.0
8344adfffffffff,3.0,0.0,0.0,0.0
8344aefffffffff,4.0,0.0,0.0,0.0
8344b5fffffffff,4.0,0.0,0.0,0.0
8344c0fffffffff,6.0,0.0,0.0,0.0
8344c1fffffffff,6.0,0.0,0.0,0.0
8344c2fffffffff,5.0,0.0,0.0,0.0
8344c3fffffffff,2.0,0.0,0.0,0.0
8344c8fffffffff,6.0,0.0,0.0,0.0
8344c9fffffffff,8.0,0.0,0.0,0.0
8344cafffffffff,36.0,0.0,0.0,0.0
8344cbfffffffff,10.0,0.0,0.0,0.0
8344ccfffffffff,12.0,0.0,0.0,0.0
8344cdfffffffff,8.0,0.0,0.0,0.0
8344cefffffffff,1.0,0.0,0.0,0.0
8344d0fffffffff,34.0,0.0,0.0,6.0
8344d1fffffffff,6.0,0.0,0.0,2.0
8344d2fffffffff,3.0,0.0,0.0,3.0
8344d3fffffffff,3.0,0.0,0.0,0.0
8344d5fffffffff,7.0,0.0,0.0,0.0
8344d8fffffffff,8.0,0.0,0.0,0.0
8344d9fffffffff,46.0,0.0,0.0,0.0
8344dafffffffff,7.0,0.0,0.0,0.0
8344dcfffffffff,2.0,0.0,0.0,2.0
8344ddfffffffff,12.0,0.0,0.0,0.0
8344defffffffff,1.0,0.0,0.0,0.0
8344e0fffffffff,2.0,0.0,0.0,0.0
8344e4fffffffff,2.0,0.0,0.0,0.0
8344e5fffffffff,5.0,0.0,0.0,0.0
8344e6fffffffff,2.0,0.0,0.0,2.0
8344e8fffffffff,8.0,0.0,0.0,0.0
8344e9fffffffff,5.0,0.0,0.0,0.0
8344eefffffffff,1.0,0.0,0.0,0.0
8344f0fffffffff,19.0,0.0,0.0,7.0
8344f3fffffffff,10.0,0.0,0.0,0.0
8344f4fffffffff,11.0,0.0,0.0,2.0
8344f5fffffffff,17.0,0.0,0.0,0.0
8344f6fffffffff,1.0,0.0,0.0,0.0
834505fffffffff,2.0,0.0,0.0,0.0
834508fffffffff,3.0,0.0,0.0,0.0
834509fffffffff,19.0,0.0,0.0,0.0
83450bfffffffff,3.0,0.0,0.0,0.0
83450efffffffff,2.0,0.0,0.0,0.0
834521fffffffff,3.0,0.0,0.0,0.0
834523fffffffff,1.0,0.0,0.0,0.0
834524fffffffff,4.0,0.0,0.0,0.0
834528fffffffff,8.0,0.0,0.0,0.0
83452afffffffff,2.0,0.0,0.0,0.0
83452bfffffffff,2.0,0.0,0.0,0.0
83452efffffffff,7.0,0.0,0.0,0.0
