cell_id,Pygochelidon cyanoleuca,Pygochelidon cyanoleuca cyanoleuca,Pygochelidon cyanoleuca peruviana,Pygochelidon cyanoleuca patagonica
846d693ffffffff,7.0,7.0,0.0,0.0
846d699ffffffff,11.0,0.0,0.0,0.0
846d69bffffffff,108.0,3.0,0.0,0.0
846d69dffffffff,7.0,5.0,0.0,0.0
84814e7ffffffff,2.0,0.0,0.0,0.0
8481587ffffffff,2.0,0.0,0.0,0.0
84819d3ffffffff,4.0,0.0,0.0,0.0
848b0c9ffffffff,3.0,0.0,0.0,0.0
848b2a7ffffffff,2.0,0.0,0.0,0.0
848b61dffffffff,2.0,0.0,0.0,0.0
848b633ffffffff,1.0,0.0,0.0,0.0
848b693ffffffff,1.0,0.0,0.0,0.0
848b9d5ffffffff,1.0,0.0,0.0,0.0
848e45dffffffff,2.0,0.0,0.0,0.0
848e623ffffffff,2.0,0.0,0.0,0.0
848e62dffffffff,6.0,3.0,2.0,0.0
848e665ffffffff,2.0,2.0,0.0,0.0
848f0dbffffffff,7.0,7.0,0.0,0.0
848f2a9ffffffff,9.0,9.0,0.0,0.0
848f461ffffffff,3.0,0.0,0.0,3.0
848f503ffffffff,3.0,0.0,3.0,0.0
848f505ffffffff,6.0,0.0,4.0,0.0
848f507ffffffff,4.0,0.0,4.0,0.0
848f50dffffffff,5.0,0.0,2.0,0.0
848f563ffffffff,2.0,0.0,0.0,0.0
848f723ffffffff,1.0,0.0,0.0,0.0
84a8113ffffffff,3.0,3.0,0.0,0.0
84a840dffffffff,2.0,0.0,0.0,0.0
84a8767ffffffff,2.0,0.0,0.0,0.0
84a88bbffffffff,1.0,1.0,0.0,0.0
84a88ddffffffff,2.0,2.0,0.0,0.0
84a88ebffffffff,4.0,4.0,0.0,0.0
84a8a17ffffffff,2.0,2.0,0.0,0.0
84a92cbffffffff,4.0,0.0,0.0,0.0
84a92d7ffffffff,1.0,1.0,0.0,0.0
84a94e5ffffffff,6.0,0.0,0.0,0.0
84a9617ffffffff,4.0,0.0,0.0,0.0
84a9623ffffffff,2.0,0.0,0.0,0.0
84a9625ffffffff,2.0,0.0,0.0,0.0
84a9653ffffffff,6.0,0.0,0.0,0.0
84a9711ffffffff,2.0,0.0,0.0,0.0
84a9713ffffffff,2.0,0.0,0.0,0.0
84a9719ffffffff,2.0,0.0,0.0,0.0
84b2007ffffffff,6.0,0.0,0.0,0.0
84b2015ffffffff,21.0,0.0,0.0,0.0
84b2039ffffffff,1.0,0.0,0.0,0.0
84b20a5ffffffff,2.0,0.0,0.0,0.0
84b2191ffffffff,35.0,0.0,0.0,0.0
84b2197ffffffff,7.0,0.0,0.0,0.0
84b2199ffffffff,2.0,0.0,0.0,0.0
84b21bbffffffff,16.0,0.0,0.0,0.0
84b21d7ffffffff,1.0,0.0,0.0,0.0
84b21d9ffffffff,7.0,0.0,0.0,0.0
84b2413ffffffff,1.0,0.0,0.0,1.0
84b2493ffffffff,1.0,0.0,0.0,0.0
84b2499ffffffff,2.0,0.0,0.0,0.0
84b249bffffffff,2.0,0.0,0.0,0.0
84b24d3ffffffff,2.0,0.0,0.0,0.0
84b24dbffffffff,4.0,0.0,0.0,0.0
84b2537ffffffff,1.0,0.0,0.0,0.0
84b25cdffffffff,6.0,0.0,0.0,0.0
84b25e7ffffffff,2.0,0.0,0.0,0.0
84b270dffffffff,4.0,0.0,0.0,0.0
84b2749ffffffff,6.0,2.0,0.0,0.0
84b2c03ffffffff,3.0,0.0,0.0,0.0
84b2c05ffffffff,6.0,0.0,0.0,0.0
84b2c0dffffffff,75.0,0.0,0.0,12.0
84b2c11ffffffff,2.0,0.0,0.0,0.0
84b2c35ffffffff,2.0,0.0,0.0,0.0
84b2c39ffffffff,2.0,0.0,0.0,0.0
84b2c41ffffffff,80.0,0.0,0.0,12.0
84b2c43ffffffff,2.0,0.0,0.0,0.0
84b2c45ffffffff,3.0,0.0,0.0,0.0
84b2c47ffffffff,19.0,0.0,0.0,8.0
84b2c49ffffffff,11.0,0.0,0.0,0.0
84b2c4bffffffff,1.0,0.0,0.0,0.0
84b2c4dffffffff,9.0,0.0,0.0,0.0
84b2c51ffffffff,2.0,0.0,0.0,0.0
84b2c55ffffffff,1.0,0.0,0.0,0.0
84b2c5dffffffff,9.0,0.0,0.0,0.0
84b2da3ffffffff,1.0,0.0,0.0,0.0
84b2dc3ffffffff,2.0,0.0,0.0,0.0
84b2dcbffffffff,12.0,0.0,0.0,0.0
84b2ddbffffffff,3.0,0.0,0.0,0.0
84b2e05ffffffff,3.0,0.0,0.0,0.0
84b2e21ffffffff,12.0,0.0,0.0,0.0
84b2e27ffffffff,18.0,0.0,0.0,0.0
84b2e29ffffffff,4.0,0.0,0.0,0.0
84b2e2dffffffff,31.0,0.0,0.0,0.0
84b2e33ffffffff,2.0,0.0,0.0,0.0
84b2e3dffffffff,4.0,0.0,0.0,0.0
84b2e65ffffffff,2.0,0.0,0.0,0.0
84b2e67ffffffff,6.0,0.0,0.0,0.0
84b2e69ffffffff,3.0,0.0,0.0,0.0
84b2e6dffffffff,11.0,0.0,0.0,0.0
84b2e91ffffffff,2.0,0.0,0.0,0.0
84b2ec7ffffffff,12.0,0.0,0.0,0.0
84b3257ffffffff,1.0,0.0,0.0,1.0
84b3301ffffffff,3.0,0.0,0.0,0.0
84b3425ffffffff,3.0,0.0,0.0,0.0
84b342dffffffff,3.0,0.0,0.0,0.0
84b34dbffffffff,1.0,0.0,0.0,0.0
84b3511ffffffff,4.0,0.0,0.0,0.0
84b3515ffffffff,8.0,4.0,0.0,0.0
84b3539ffffffff,7.0,0.0,0.0,0.0
84b35bdffffffff,2.0,0.0,0.0,0.0
84b3731ffffffff,2.0,2.0,0.0,0.0
84c2c57ffffffff,1.0,0.0,0.0,0.0
84c2c5bffffffff,2.0,0.0,0.0,0.0
84c2c97ffffffff,2.0,0.0,0.0,0.0
84c2ca7ffffffff,2.0,0.0,0.0,0.0
84c2d6bffffffff,5.0,0.0,0.0,0.0
84c2e99ffffffff,1.0,0.0,0.0,0.0
84c2eb9ffffffff,2.0,0.0,0.0,0.0
84c2ebbffffffff,6.0,0.0,0.0,0.0
84c2f11ffffffff,3.0,0.0,0.0,0.0
84c2f15ffffffff,2.0,0.0,0.0,0.0
84c2f3dffffffff,6.0,0.0,0.0,0.0
84c3053ffffffff,3.0,0.0,0.0,3.0
84c320dffffffff,4.0,0.0,0.0,0.0
84c3217ffffffff,3.0,0.0,0.0,3.0
84c3241ffffffff,4.0,0.0,0.0,0.0
84c32e1ffffffff,11.0,0.0,0.0,9.0
84c348bffffffff,1.0,0.0,0.0,0.0
84ce817ffffffff,3.0,0.0,0.0,0.0
84ce819ffffffff,2.0,0.0,0.0,0.0
84ce881ffffffff,5.0,0.0,0.0,0.0
84ce887ffffffff,2.0,0.0,0.0,0.0
84ce8a9ffffffff,2.0,0.0,0.0,0.0
84ce8c1ffffffff,8.0,0.0,0.0,0.0
84ce8c3ffffffff,2.0,0.0,0.0,2.0
84ce8cdffffffff,1.0,0.0,0.0,0.0
84ce8e1ffffffff,10.0,0.0,0.0,0.0
84ce9d7ffffffff,2.0,0.0,0.0,0.0
84ceaa5ffffffff,2.0,0.0,0.0,0.0
84ceaa7ffffffff,2.0,0.0,0.0,0.0
84ceaa9ffffffff,2.0,0.0,0.0,0.0
84ceaadffffffff,2.0,0.0,0.0,0.0
84cf127ffffffff,2.0,0.0,0.0,2.0
84cf8c1ffffffff,2.0,0.0,0.0,2.0
84cf913ffffffff,2.0,0.0,0.0,0.0
84cf943ffffffff,14.0,0.0,0.0,0.0
84cfa21ffffffff,3.0,0.0,0.0,0.0
84cfa45ffffffff,2.0,0.0,0.0,0.0
84cfa47ffffffff,4.0,0.0,0.0,0.0
84cfacdffffffff,1.0,0.0,0.0,1.0
84df683ffffffff,1.0,0.0,0.0,0.0
84df699ffffffff,2.0,0.0,0.0,0.0
84df6b7ffffffff,4.0,0.0,0.0,4.0
84df6d7ffffffff,2.0,0.0,0.0,1.0
