cell_id,Leptotila verreauxi,Leptotila verreauxi [verreauxi Group],Leptotila verreauxi decolor,Leptotila verreauxi [brasiliensis Group]
844523bffffffff,120.0,0.0,0.0,0.0
8445241ffffffff,60.0,0.0,0.0,0.0
8445243ffffffff,462.0,0.0,0.0,0.0
8445245ffffffff,62.0,0.0,0.0,0.0
8445247ffffffff,723.0,0.0,0.0,0.0
8445249ffffffff,431.0,0.0,0.0,0.0
844524bffffffff,225.0,0.0,0.0,0.0
844524dffffffff,41.0,0.0,0.0,0.0
8445251ffffffff,86.0,0.0,0.0,0.0
8445253ffffffff,7.0,1.0,0.0,0.0
8445255ffffffff,319.0,0.0,0.0,0.0
8445257ffffffff,51.0,0.0,0.0,0.0
8445259ffffffff,2.0,0.0,0.0,0.0
844525bffffffff,340.0,47.0,0.0,0.0
844525dffffffff,26.0,1.0,0.0,0.0
8445261ffffffff,105.0,0.0,0.0,0.0
8445263ffffffff,866.0,0.0,0.0,0.0
8445267ffffffff,21.0,0.0,0.0,0.0
8445269ffffffff,66.0,0.0,0.0,0.0
844526bffffffff,390.0,6.0,0.0,0.0
844526dffffffff,44.0,0.0,0.0,0.0
8445281ffffffff,30.0,0.0,0.0,0.0
8445283ffffffff,26.0,9.0,0.0,0.0
8445285ffffffff,51.0,4.0,0.0,0.0
8445287ffffffff,171.0,14.0,0.0,0.0
8445289ffffffff,789.0,1.0,0.0,0.0
844528bffffffff,2.0,0.0,0.0,0.0
844528dffffffff,119.0,3.0,0.0,0.0
8445291ffffffff,13.0,0.0,0.0,0.0
8445293ffffffff,1.0,0.0,0.0,0.0
8445295ffffffff,3.0,0.0,0.0,0.0
8445297ffffffff,59.0,0.0,0.0,0.0
8445299ffffffff,3.0,0.0,0.0,0.0
844529bffffffff,8.0,2.0,0.0,0.0
84452a1ffffffff,95.0,13.0,0.0,0.0
84452a3ffffffff,25.0,5.0,0.0,0.0
84452a5ffffffff,668.0,0.0,0.0,0.0
84452a7ffffffff,57.0,4.0,0.0,0.0
84452a9ffffffff,164.0,2.0,0.0,0.0
84452abffffffff,29.0,1.0,0.0,0.0
84452adffffffff,2319.0,108.0,0.0,0.0
84452b3ffffffff,20.0,0.0,0.0,0.0
84452b5ffffffff,20.0,0.0,0.0,0.0
84452b7ffffffff,2.0,0.0,0.0,0.0
84452b9ffffffff,92.0,7.0,0.0,0.0
84452bdffffffff,201.0,20.0,0.0,0.0
84452c1ffffffff,121.0,3.0,0.0,0.0
84452c3ffffffff,609.0,3.0,0.0,0.0
84452c5ffffffff,302.0,8.0,0.0,0.0
84452c7ffffffff,850.0,1.0,0.0,0.0
84452c9ffffffff,70.0,0.0,0.0,0.0
84452cbffffffff,22.0,1.0,0.0,0.0
84452cdffffffff,8.0,0.0,0.0,0.0
84452d5ffffffff,23.0,0.0,0.0,0.0
84452d7ffffffff,2.0,0.0,0.0,0.0
84452d9ffffffff,71.0,2.0,0.0,0.0
84452dbffffffff,60.0,0.0,0.0,0.0
84452ddffffffff,8.0,0.0,0.0,0.0
84452e1ffffffff,6422.0,84.0,0.0,0.0
84452e3ffffffff,445.0,1.0,0.0,0.0
84452e5ffffffff,2454.0,29.0,0.0,0.0
84452e7ffffffff,251.0,0.0,0.0,0.0
84452e9ffffffff,154.0,0.0,0.0,0.0
84452ebffffffff,507.0,11.0,0.0,0.0
84452edffffffff,64.0,0.0,0.0,0.0
8445309ffffffff,38.0,0.0,0.0,0.0
8445319ffffffff,14.0,0.0,0.0,0.0
8445321ffffffff,2.0,0.0,0.0,0.0
844532bffffffff,34.0,0.0,0.0,0.0
8445343ffffffff,186.0,0.0,0.0,0.0
8445349ffffffff,9.0,0.0,0.0,0.0
844534dffffffff,9.0,0.0,0.0,0.0
8445351ffffffff,113.0,0.0,0.0,0.0
8445353ffffffff,160.0,0.0,0.0,0.0
8445355ffffffff,21.0,0.0,0.0,0.0
8445359ffffffff,1.0,0.0,0.0,0.0
844535bffffffff,7.0,0.0,0.0,0.0
844535dffffffff,12.0,0.0,0.0,0.0
8445363ffffffff,8.0,0.0,0.0,0.0
8445365ffffffff,9.0,0.0,0.0,0.0
8445367ffffffff,2.0,0.0,0.0,0.0
8445649ffffffff,30.0,0.0,0.0,0.0
84456dbffffffff,2.0,0.0,0.0,0.0
8445721ffffffff,167.0,65.0,0.0,0.0
8445723ffffffff,10.0,7.0,0.0,0.0
8445725ffffffff,554.0,4.0,0.0,0.0
8445727ffffffff,9.0,2.0,0.0,0.0
844572dffffffff,13.0,5.0,0.0,0.0
8445749ffffffff,13.0,0.0,0.0,0.0
844574dffffffff,16.0,0.0,0.0,0.0
8445761ffffffff,34.0,0.0,0.0,0.0
8445765ffffffff,19.0,0.0,0.0,0.0
8445767ffffffff,60.0,6.0,0.0,0.0
8445769ffffffff,8.0,2.0,0.0,0.0
8448005ffffffff,2.0,0.0,0.0,0.0
8448021ffffffff,2.0,0.0,0.0,0.0
8448027ffffffff,2.0,0.0,0.0,0.0
8448029ffffffff,3.0,0.0,0.0,0.0
844802bffffffff,7.0,0.0,0.0,0.0
8448035ffffffff,3.0,0.0,0.0,0.0
8448065ffffffff,68.0,0.0,0.0,0.0
8448067ffffffff,11.0,0.0,0.0,0.0
844806dffffffff,20.0,0.0,0.0,0.0
8448097ffffffff,49.0,0.0,0.0,0.0
84480a1ffffffff,6.0,0.0,0.0,0.0
84480a5ffffffff,12.0,0.0,0.0,0.0
84480a9ffffffff,2.0,0.0,0.0,0.0
84480adffffffff,989.0,0.0,0.0,0.0
84480bbffffffff,4.0,0.0,0.0,0.0
84480bdffffffff,13.0,0.0,0.0,0.0
84480e5ffffffff,45.0,0.0,0.0,0.0
84480e7ffffffff,3.0,0.0,0.0,0.0
84480edffffffff,5.0,0.0,0.0,0.0
844814dffffffff,4.0,0.0,0.0,0.0
8448159ffffffff,2.0,0.0,0.0,0.0
844815bffffffff,111.0,0.0,0.0,0.0
84481d1ffffffff,2.0,0.0,0.0,0.0
84481d7ffffffff,25.0,0.0,0.0,0.0
84481dbffffffff,26.0,0.0,0.0,0.0
8448225ffffffff,1.0,0.0,0.0,0.0
8448309ffffffff,39.0,6.0,0.0,0.0
844830dffffffff,4.0,4.0,0.0,0.0
8448321ffffffff,2.0,0.0,0.0,0.0
8448323ffffffff,4.0,0.0,0.0,0.0
8448329ffffffff,17.0,0.0,0.0,0.0
844832bffffffff,22.0,2.0,0.0,0.0
8448331ffffffff,73.0,0.0,0.0,0.0
8448333ffffffff,73.0,0.0,0.0,0.0
8448337ffffffff,274.0,0.0,0.0,0.0
844833bffffffff,113.0,0.0,0.0,0.0
844833dffffffff,7.0,0.0,0.0,0.0
8448347ffffffff,2.0,0.0,0.0,0.0
8448361ffffffff,1476.0,33.0,0.0,0.0
8448363ffffffff,1356.0,38.0,0.0,0.0
8448365ffffffff,74.0,0.0,0.0,0.0
8448367ffffffff,149.0,6.0,0.0,0.0
8448369ffffffff,1013.0,19.0,0.0,0.0
844836dffffffff,134.0,2.0,0.0,0.0
8448561ffffffff,2.0,0.0,0.0,0.0
844856bffffffff,2.0,0.0,0.0,0.0
8448803ffffffff,4.0,0.0,0.0,0.0
8448805ffffffff,13.0,0.0,0.0,0.0
844880dffffffff,314.0,0.0,0.0,0.0
8448825ffffffff,87.0,0.0,0.0,0.0
8448829ffffffff,7.0,0.0,0.0,0.0
844882bffffffff,31.0,0.0,0.0,0.0
844882dffffffff,374.0,0.0,0.0,0.0
8448831ffffffff,4.0,0.0,0.0,0.0
8448835ffffffff,1.0,0.0,0.0,0.0
8448839ffffffff,4.0,0.0,0.0,0.0
844883dffffffff,1.0,0.0,0.0,0.0
8448845ffffffff,6.0,0.0,0.0,0.0
8448849ffffffff,2.0,0.0,0.0,0.0
844884bffffffff,10.0,0.0,0.0,0.0
844884dffffffff,20.0,0.0,0.0,0.0
8448861ffffffff,4.0,0.0,0.0,0.0
8448863ffffffff,7.0,0.0,0.0,0.0
8448865ffffffff,3.0,0.0,0.0,0.0
8448867ffffffff,72.0,0.0,0.0,0.0
8448869ffffffff,65.0,0.0,0.0,0.0
844886bffffffff,304.0,0.0,0.0,0.0
844886dffffffff,6.0,0.0,0.0,0.0
8448903ffffffff,43.0,0.0,0.0,0.0
844890bffffffff,20.0,0.0,0.0,0.0
8448911ffffffff,1.0,0.0,0.0,0.0
8448919ffffffff,11.0,0.0,0.0,0.0
844891bffffffff,2.0,0.0,0.0,0.0
844891dffffffff,76.0,0.0,0.0,0.0
8448951ffffffff,926.0,0.0,0.0,0.0
8448953ffffffff,97.0,0.0,0.0,0.0
8448955ffffffff,17.0,0.0,0.0,0.0
8448957ffffffff,71.0,0.0,0.0,0.0
8448959ffffffff,592.0,0.0,0.0,0.0
844895bffffffff,96.0,0.0,0.0,0.0
84489c3ffffffff,4.0,0.0,0.0,0.0
84489cbffffffff,5.0,0.0,0.0,0.0
84489d9ffffffff,215.0,0.0,0.0,0.0
84489ddffffffff,4.0,0.0,0.0,0.0
8448a21ffffffff,682.0,0.0,0.0,0.0
8448a23ffffffff,3.0,0.0,0.0,0.0
8448a25ffffffff,6.0,0.0,0.0,0.0
8448a27ffffffff,161.0,0.0,0.0,0.0
8448a29ffffffff,8.0,0.0,0.0,0.0
8448a2bffffffff,5.0,0.0,0.0,0.0
8448a2dffffffff,46.0,0.0,0.0,0.0
8448a65ffffffff,7.0,0.0,0.0,0.0
8448a67ffffffff,7.0,0.0,0.0,0.0
8448b13ffffffff,2718.0,1.0,0.0,0.0
8448b15ffffffff,6927.0,0.0,0.0,0.0
8448b17ffffffff,215.0,0.0,0.0,0.0
8448b19ffffffff,5.0,0.0,0.0,0.0
8448b1bffffffff,8.0,0.0,0.0,0.0
8448b1dffffffff,15.0,0.0,0.0,0.0
8448b23ffffffff,475.0,0.0,0.0,0.0
8448b2bffffffff,2127.0,0.0,0.0,0.0
8448b31ffffffff,104.0,0.0,0.0,0.0
8448b33ffffffff,20.0,0.0,0.0,0.0
8448b35ffffffff,25.0,0.0,0.0,0.0
8448b37ffffffff,235.0,0.0,0.0,0.0
8448b39ffffffff,15832.0,0.0,0.0,0.0
8448b3bffffffff,125.0,0.0,0.0,0.0
8448b3dffffffff,4547.0,0.0,0.0,0.0
8448b47ffffffff,1.0,0.0,0.0,0.0
8448b4dffffffff,23.0,0.0,0.0,0.0
8448b51ffffffff,1.0,0.0,0.0,0.0
8448b5bffffffff,140.0,0.0,0.0,0.0
8448e09ffffffff,5.0,0.0,0.0,0.0
8448e0bffffffff,1.0,0.0,0.0,0.0
8448e0dffffffff,2.0,0.0,0.0,0.0
8448e11ffffffff,7.0,0.0,0.0,0.0
8448e13ffffffff,53.0,0.0,0.0,0.0
8448e19ffffffff,13.0,0.0,0.0,0.0
8448e1bffffffff,1.0,0.0,0.0,0.0
8448e37ffffffff,1.0,0.0,0.0,0.0
8448e41ffffffff,1.0,0.0,0.0,0.0
8448e43ffffffff,1.0,0.0,0.0,0.0
8448e49ffffffff,53.0,0.0,0.0,0.0
8448e4bffffffff,20.0,0.0,0.0,0.0
8448e4dffffffff,7.0,0.0,0.0,0.0
8448e53ffffffff,8.0,0.0,0.0,0.0
8448e55ffffffff,70.0,0.0,0.0,0.0
8448e57ffffffff,5.0,0.0,0.0,0.0
8448e59ffffffff,7.0,0.0,0.0,0.0
8448e5dffffffff,12.0,0.0,0.0,0.0
8449801ffffffff,85.0,0.0,0.0,0.0
8449803ffffffff,4.0,2.0,0.0,0.0
8449807ffffffff,5.0,0.0,0.0,0.0
8449809ffffffff,128.0,0.0,0.0,0.0
844980dffffffff,5.0,0.0,0.0,0.0
8449827ffffffff,2.0,0.0,0.0,0.0
8449839ffffffff,1.0,0.0,0.0,0.0
8449851ffffffff,1.0,0.0,0.0,0.0
8449853ffffffff,2.0,0.0,0.0,0.0
8449855ffffffff,16.0,0.0,0.0,0.0
8449857ffffffff,4.0,0.0,0.0,0.0
8449861ffffffff,7.0,2.0,0.0,0.0
8449865ffffffff,21.0,4.0,0.0,0.0
8449869ffffffff,53.0,23.0,0.0,0.0
844986dffffffff,70.0,23.0,0.0,0.0
8449889ffffffff,28.0,0.0,0.0,0.0
84498c7ffffffff,5.0,0.0,0.0,0.0
84498c9ffffffff,59.0,0.0,0.0,0.0
84498cbffffffff,2.0,0.0,0.0,0.0
84498d9ffffffff,1.0,0.0,0.0,0.0
84498dbffffffff,5.0,1.0,0.0,0.0
8449901ffffffff,32.0,2.0,0.0,0.0
8449903ffffffff,34.0,0.0,0.0,0.0
8449905ffffffff,15.0,4.0,0.0,0.0
8449907ffffffff,15.0,2.0,0.0,0.0
8449909ffffffff,3.0,0.0,0.0,0.0
844990bffffffff,16.0,0.0,0.0,0.0
844990dffffffff,1.0,0.0,0.0,0.0
8449911ffffffff,2.0,0.0,0.0,0.0
8449913ffffffff,31.0,0.0,0.0,0.0
8449917ffffffff,8.0,0.0,0.0,0.0
844991dffffffff,33.0,4.0,0.0,0.0
8449929ffffffff,14.0,0.0,0.0,0.0
844992bffffffff,23.0,5.0,0.0,0.0
844993bffffffff,4.0,0.0,0.0,0.0
844993dffffffff,4.0,0.0,0.0,0.0
8449941ffffffff,27.0,0.0,0.0,0.0
8449945ffffffff,2.0,0.0,0.0,0.0
8449949ffffffff,5.0,0.0,0.0,0.0
844994bffffffff,26.0,0.0,0.0,0.0
8449951ffffffff,1.0,0.0,0.0,0.0
8449959ffffffff,120.0,3.0,0.0,0.0
844995dffffffff,8.0,2.0,0.0,0.0
8449961ffffffff,593.0,74.0,0.0,0.0
8449963ffffffff,1108.0,482.0,0.0,0.0
8449965ffffffff,636.0,41.0,0.0,0.0
8449967ffffffff,244.0,9.0,0.0,0.0
8449969ffffffff,491.0,21.0,0.0,0.0
844996bffffffff,121.0,0.0,0.0,0.0
844996dffffffff,160.0,14.0,0.0,0.0
8449981ffffffff,48.0,0.0,0.0,0.0
8449983ffffffff,4.0,0.0,0.0,0.0
8449985ffffffff,3.0,0.0,0.0,0.0
8449987ffffffff,469.0,0.0,0.0,0.0
844998dffffffff,2.0,0.0,0.0,0.0
84499abffffffff,1.0,0.0,0.0,0.0
84499b1ffffffff,42.0,0.0,0.0,0.0
84499b5ffffffff,6.0,0.0,0.0,0.0
84499b7ffffffff,6.0,0.0,0.0,0.0
84499bbffffffff,2.0,0.0,0.0,0.0
84499bdffffffff,2.0,0.0,0.0,0.0
84499c1ffffffff,19.0,0.0,0.0,0.0
84499c5ffffffff,51.0,0.0,0.0,0.0
84499c7ffffffff,7.0,0.0,0.0,0.0
84499cdffffffff,62.0,0.0,0.0,0.0
84499d5ffffffff,6.0,0.0,0.0,0.0
84499ddffffffff,8.0,0.0,0.0,0.0
84499e3ffffffff,93.0,0.0,0.0,0.0
84499e7ffffffff,6.0,0.0,0.0,0.0
84499e9ffffffff,3.0,0.0,0.0,0.0
84499ebffffffff,30.0,0.0,0.0,0.0
8449a17ffffffff,1.0,0.0,0.0,0.0
8449a21ffffffff,9.0,0.0,0.0,0.0
8449a23ffffffff,24.0,0.0,0.0,0.0
8449a27ffffffff,2.0,0.0,0.0,0.0
8449a2bffffffff,66.0,0.0,0.0,0.0
8449a31ffffffff,2.0,0.0,0.0,0.0
8449a3dffffffff,54.0,0.0,0.0,0.0
8449a81ffffffff,100.0,0.0,0.0,0.0
8449a83ffffffff,46.0,0.0,0.0,0.0
8449a85ffffffff,373.0,7.0,0.0,0.0
8449a87ffffffff,23.0,1.0,0.0,0.0
8449a89ffffffff,107.0,7.0,0.0,0.0
8449a8bffffffff,77.0,2.0,0.0,0.0
8449a8dffffffff,185.0,3.0,0.0,0.0
8449a91ffffffff,790.0,44.0,0.0,0.0
8449a93ffffffff,423.0,20.0,0.0,0.0
8449a95ffffffff,6.0,0.0,0.0,0.0
8449a97ffffffff,207.0,0.0,0.0,0.0
8449a99ffffffff,5.0,0.0,0.0,0.0
8449a9bffffffff,57.0,2.0,0.0,0.0
8449a9dffffffff,1.0,0.0,0.0,0.0
8449aa1ffffffff,67.0,0.0,0.0,0.0
8449aa3ffffffff,226.0,13.0,0.0,0.0
8449aa5ffffffff,4.0,0.0,0.0,0.0
8449aa7ffffffff,20.0,3.0,0.0,0.0
8449aa9ffffffff,11.0,0.0,0.0,0.0
8449aabffffffff,12.0,0.0,0.0,0.0
8449aadffffffff,1.0,0.0,0.0,0.0
8449ab1ffffffff,148.0,0.0,0.0,0.0
8449ab3ffffffff,9.0,0.0,0.0,0.0
8449ab5ffffffff,32.0,0.0,0.0,0.0
8449ab7ffffffff,2.0,0.0,0.0,0.0
8449abbffffffff,3.0,0.0,0.0,0.0
8449abdffffffff,22.0,4.0,0.0,0.0
8449ac7ffffffff,10.0,0.0,0.0,0.0
8449ad5ffffffff,29.0,2.0,0.0,0.0
8449ad7ffffffff,43.0,4.0,0.0,0.0
8449ae1ffffffff,1.0,0.0,0.0,0.0
8449ae3ffffffff,101.0,8.0,0.0,0.0
8449ae9ffffffff,1.0,0.0,0.0,0.0
8449aebffffffff,5.0,0.0,0.0,0.0
8449b03ffffffff,5.0,0.0,0.0,0.0
8449b0bffffffff,19.0,0.0,0.0,0.0
8449b0dffffffff,4.0,0.0,0.0,0.0
8449b15ffffffff,4.0,0.0,0.0,0.0
8449b19ffffffff,71.0,0.0,0.0,0.0
8449b1dffffffff,9.0,0.0,0.0,0.0
8449b21ffffffff,7.0,2.0,0.0,0.0
8449b23ffffffff,2.0,0.0,0.0,0.0
8449b29ffffffff,1.0,0.0,0.0,0.0
8449b2bffffffff,9.0,0.0,0.0,0.0
8449b2dffffffff,20.0,0.0,0.0,0.0
8449b31ffffffff,140.0,2.0,0.0,0.0
8449b33ffffffff,721.0,67.0,0.0,0.0
8449b35ffffffff,20.0,1.0,0.0,0.0
8449b37ffffffff,76.0,24.0,0.0,0.0
8449b39ffffffff,8.0,0.0,0.0,0.0
8449b3bffffffff,64.0,0.0,0.0,0.0
8449b3dffffffff,9.0,0.0,0.0,0.0
8449b53ffffffff,66.0,0.0,0.0,0.0
8449b55ffffffff,39.0,0.0,0.0,0.0
8449b57ffffffff,97.0,0.0,0.0,0.0
8449b65ffffffff,1.0,0.0,0.0,0.0
8449b67ffffffff,8.0,2.0,0.0,0.0
8449b6bffffffff,10.0,0.0,0.0,0.0
8449b6dffffffff,4.0,0.0,0.0,0.0
845e659ffffffff,3.0,0.0,0.0,0.0
845f005ffffffff,1.0,0.0,0.0,0.0
845f00dffffffff,2.0,0.0,0.0,0.0
845f013ffffffff,1.0,0.0,0.0,0.0
845f025ffffffff,4.0,0.0,0.0,0.0
845f02bffffffff,2.0,0.0,0.0,0.0
845f03dffffffff,3.0,0.0,0.0,0.0
845f083ffffffff,89.0,0.0,0.0,0.0
845f087ffffffff,4.0,0.0,0.0,0.0
845f08bffffffff,4.0,0.0,0.0,0.0
845f091ffffffff,1.0,0.0,0.0,0.0
845f095ffffffff,76.0,0.0,0.0,0.0
845f09dffffffff,19.0,0.0,0.0,0.0
845f0b9ffffffff,9.0,0.0,0.0,0.0
845f0d7ffffffff,22.0,0.0,0.0,0.0
845f107ffffffff,3.0,0.0,0.0,0.0
845f117ffffffff,2.0,0.0,0.0,0.0
845f129ffffffff,3.0,0.0,0.0,0.0
845f12bffffffff,9.0,0.0,0.0,0.0
845f131ffffffff,2.0,0.0,0.0,0.0
845f13bffffffff,3.0,0.0,0.0,0.0
845f13dffffffff,20.0,0.0,0.0,0.0
845f143ffffffff,6.0,0.0,0.0,0.0
845f161ffffffff,2.0,0.0,0.0,0.0
845f163ffffffff,4.0,0.0,0.0,0.0
845f1c3ffffffff,10.0,0.0,0.0,0.0
845f1cbffffffff,20.0,0.0,0.0,0.0
845f1e9ffffffff,18.0,0.0,0.0,0.0
845f1edffffffff,5.0,0.0,0.0,0.0
845f291ffffffff,60.0,0.0,0.0,1.0
845f295ffffffff,133.0,0.0,0.0,0.0
845f297ffffffff,7.0,0.0,0.0,0.0
845f299ffffffff,123.0,0.0,0.0,0.0
845f29dffffffff,115.0,0.0,0.0,0.0
845f2b1ffffffff,5.0,0.0,0.0,0.0
845f2b3ffffffff,51.0,0.0,0.0,0.0
845f2b9ffffffff,8.0,0.0,0.0,0.0
845f2bbffffffff,247.0,0.0,0.0,0.0
845f2d1ffffffff,68.0,0.0,0.0,0.0
845f2d3ffffffff,31.0,0.0,0.0,0.0
845f2d5ffffffff,10.0,0.0,0.0,0.0
845f2d7ffffffff,29.0,0.0,0.0,0.0
845f2dbffffffff,7.0,0.0,0.0,0.0
845f403ffffffff,19.0,0.0,0.0,0.0
845f407ffffffff,11.0,0.0,0.0,0.0
845f411ffffffff,1.0,0.0,0.0,0.0
845f415ffffffff,25.0,0.0,0.0,0.0
845f42bffffffff,44.0,0.0,0.0,0.0
845f437ffffffff,3.0,0.0,0.0,0.0
845f439ffffffff,1.0,0.0,0.0,0.0
845f445ffffffff,3.0,0.0,0.0,0.0
845f461ffffffff,1.0,0.0,0.0,0.0
845f46bffffffff,2.0,0.0,0.0,0.0
845f483ffffffff,10.0,0.0,0.0,0.0
845f485ffffffff,1.0,0.0,0.0,0.0
845f487ffffffff,38.0,0.0,0.0,0.0
845f491ffffffff,11.0,0.0,0.0,0.0
845f49bffffffff,5.0,0.0,0.0,0.0
845f4a3ffffffff,8.0,0.0,0.0,0.0
845f4a7ffffffff,8.0,0.0,0.0,0.0
845f4a9ffffffff,28.0,0.0,0.0,0.0
845f4abffffffff,9.0,0.0,0.0,0.0
845f4b3ffffffff,158.0,6.0,0.0,0.0
845f4b5ffffffff,1.0,0.0,0.0,0.0
845f4b9ffffffff,3.0,0.0,0.0,0.0
845f4bdffffffff,37.0,0.0,0.0,0.0
845f4e3ffffffff,1.0,0.0,0.0,0.0
845f4e5ffffffff,6.0,0.0,0.0,0.0
845f4e7ffffffff,10.0,0.0,0.0,0.0
845f50bffffffff,8.0,0.0,0.0,0.0
845f569ffffffff,4.0,0.0,0.0,0.0
845f581ffffffff,30.0,0.0,0.0,0.0
845f583ffffffff,378.0,0.0,0.0,0.0
845f587ffffffff,3.0,0.0,0.0,0.0
845f58bffffffff,30.0,0.0,0.0,0.0
845f595ffffffff,29.0,0.0,0.0,0.0
845f5abffffffff,1.0,0.0,0.0,0.0
845f5b5ffffffff,1059.0,48.0,0.0,0.0
845f5b9ffffffff,86.0,0.0,0.0,0.0
845f5bdffffffff,238.0,3.0,0.0,0.0
845f5d7ffffffff,4.0,0.0,0.0,0.0
845f683ffffffff,16.0,0.0,0.0,0.0
845f689ffffffff,2.0,0.0,0.0,0.0
845f68bffffffff,33.0,3.0,0.0,0.0
845f6abffffffff,4.0,0.0,0.0,0.0
845f711ffffffff,3.0,0.0,0.0,0.0
845f713ffffffff,3.0,0.0,0.0,0.0
845f759ffffffff,4.0,0.0,0.0,0.0
845f75dffffffff,8.0,0.0,0.0,0.0
8466005ffffffff,29.0,0.0,0.0,0.0
8466009ffffffff,3.0,0.0,0.0,0.0
846600dffffffff,8.0,0.0,0.0,0.0
8466017ffffffff,2.0,0.0,0.0,0.0
846601bffffffff,71.0,4.0,0.0,0.0
8466021ffffffff,352.0,1.0,0.0,0.0
8466023ffffffff,60.0,0.0,0.0,0.0
8466025ffffffff,99.0,0.0,0.0,0.0
8466027ffffffff,50.0,0.0,0.0,0.0
8466029ffffffff,156.0,0.0,0.0,0.0
846602bffffffff,34.0,0.0,0.0,0.0
846602dffffffff,2.0,0.0,0.0,0.0
8466035ffffffff,16.0,0.0,0.0,0.0
8466037ffffffff,2.0,0.0,0.0,0.0
846603dffffffff,14.0,0.0,0.0,0.0
8466043ffffffff,10.0,0.0,0.0,0.0
8466045ffffffff,140.0,0.0,0.0,0.0
8466047ffffffff,30.0,0.0,0.0,0.0
8466049ffffffff,2.0,0.0,0.0,0.0
846604dffffffff,9.0,0.0,0.0,0.0
8466051ffffffff,2.0,0.0,0.0,0.0
8466055ffffffff,6.0,0.0,0.0,0.0
8466057ffffffff,6.0,0.0,0.0,0.0
8466059ffffffff,8.0,1.0,0.0,0.0
846605bffffffff,4.0,0.0,0.0,0.0
8466061ffffffff,16.0,0.0,0.0,0.0
