cell_id,Heterophasia pulchella,Heterophasia pulchella nigroaurita,Heterophasia pulchella pulchella
833c52fffffffff,10.0,0.0,0.0
833c58fffffffff,3.0,0.0,0.0
833c5bfffffffff,4.0,0.0,0.0
833d1efffffffff,1.0,0.0,0.0
83404cfffffffff,10.0,0.0,8.0
