cell_id,Myiodynastes maculatus,Myiodynastes maculatus [maculatus Group],Myiodynastes maculatus solitarius
8481245ffffffff,4.0,0.0,0.0
848124bffffffff,74.0,0.0,5.0
848124dffffffff,9.0,0.0,0.0
84812bdffffffff,8.0,0.0,0.0
84812d1ffffffff,2.0,0.0,0.0
84812d7ffffffff,16.0,0.0,1.0
8481301ffffffff,1.0,0.0,0.0
8481303ffffffff,1.0,0.0,1.0
8481321ffffffff,2.0,0.0,0.0
8481323ffffffff,3.0,0.0,0.0
8481329ffffffff,2.0,0.0,2.0
848132bffffffff,1.0,0.0,0.0
8481331ffffffff,3.0,0.0,0.0
8481335ffffffff,3.0,0.0,0.0
8481339ffffffff,113.0,0.0,13.0
8481343ffffffff,5.0,0.0,0.0
848134dffffffff,2.0,0.0,0.0
8481363ffffffff,31.0,0.0,1.0
8481403ffffffff,4.0,0.0,0.0
8481407ffffffff,1.0,0.0,0.0
848141dffffffff,2.0,0.0,0.0
8481423ffffffff,9.0,0.0,0.0
8481429ffffffff,1.0,0.0,0.0
8481431ffffffff,14.0,0.0,0.0
8481439ffffffff,4.0,0.0,0.0
848144bffffffff,3.0,0.0,0.0
8481459ffffffff,1.0,0.0,0.0
848145dffffffff,16.0,0.0,0.0
848146bffffffff,5.0,0.0,0.0
8481485ffffffff,2.0,0.0,0.0
84814a1ffffffff,2.0,0.0,0.0
84814a9ffffffff,26.0,0.0,0.0
84814adffffffff,37.0,0.0,0.0
84814c7ffffffff,2.0,0.0,0.0
84814d5ffffffff,49.0,0.0,0.0
84814e3ffffffff,12.0,0.0,0.0
84814e5ffffffff,17.0,0.0,0.0
84814e7ffffffff,86.0,0.0,0.0
8481583ffffffff,7.0,0.0,0.0
848159dffffffff,3.0,0.0,0.0
84815a1ffffffff,2.0,0.0,0.0
84815abffffffff,8.0,0.0,0.0
84815c9ffffffff,13.0,0.0,0.0
84815d9ffffffff,28.0,0.0,0.0
84815dbffffffff,11.0,0.0,0.0
84815e9ffffffff,3.0,0.0,2.0
848162bffffffff,11.0,0.0,0.0
8481635ffffffff,9.0,0.0,0.0
8481637ffffffff,1.0,0.0,0.0
8481711ffffffff,44.0,0.0,2.0
8481713ffffffff,44.0,0.0,16.0
8481715ffffffff,1.0,0.0,0.0
848175dffffffff,2.0,0.0,0.0
8481811ffffffff,2.0,0.0,2.0
8481839ffffffff,1.0,0.0,0.0
8481851ffffffff,7.0,0.0,4.0
8481857ffffffff,5.0,0.0,0.0
8481859ffffffff,4.0,0.0,4.0
848185bffffffff,4.0,0.0,0.0
8481881ffffffff,7.0,0.0,0.0
8481885ffffffff,11.0,0.0,0.0
848188dffffffff,1.0,0.0,0.0
84818a7ffffffff,2.0,0.0,0.0
84818abffffffff,2.0,0.0,0.0
84818b3ffffffff,2.0,0.0,0.0
84818c3ffffffff,3.0,0.0,0.0
84818dbffffffff,7.0,0.0,0.0
84818e1ffffffff,3.0,0.0,0.0
84818e3ffffffff,2.0,0.0,0.0
8481a17ffffffff,2.0,0.0,2.0
8481a93ffffffff,4.0,0.0,4.0
8481ac3ffffffff,4.0,0.0,0.0
8481ad1ffffffff,12.0,0.0,6.0
848a00bffffffff,1.0,0.0,0.0
848a01dffffffff,3.0,0.0,0.0
848a051ffffffff,2.0,0.0,0.0
848a059ffffffff,5.0,0.0,0.0
848a05bffffffff,2.0,0.0,0.0
848a05dffffffff,2.0,0.0,0.0
848a069ffffffff,7.0,0.0,0.0
848a155ffffffff,12.0,0.0,0.0
848a191ffffffff,1.0,0.0,0.0
848a213ffffffff,4.0,0.0,0.0
848a21bffffffff,2.0,0.0,0.0
848a23bffffffff,2.0,0.0,0.0
848a317ffffffff,2.0,0.0,0.0
848a337ffffffff,2.0,0.0,0.0
848a451ffffffff,46.0,0.0,0.0
848a459ffffffff,33.0,0.0,0.0
848a45bffffffff,68.0,0.0,0.0
848a45dffffffff,95.0,2.0,0.0
848a68bffffffff,5.0,0.0,3.0
848a699ffffffff,82.0,9.0,3.0
848a69bffffffff,1.0,0.0,0.0
848a69dffffffff,7.0,0.0,0.0
848a6b5ffffffff,2.0,0.0,0.0
848a6d3ffffffff,58.0,0.0,0.0
848a6d7ffffffff,121.0,0.0,0.0
848a6d9ffffffff,53.0,0.0,0.0
848a6dbffffffff,41.0,0.0,0.0
848a809ffffffff,4.0,0.0,0.0
848a827ffffffff,2.0,0.0,0.0
848a8c9ffffffff,6.0,0.0,0.0
848a8cbffffffff,3.0,0.0,0.0
848a8cdffffffff,30.0,0.0,0.0
848a8d9ffffffff,6.0,0.0,0.0
848a925ffffffff,2.0,0.0,0.0
848a927ffffffff,3.0,0.0,0.0
848a9c9ffffffff,1.0,0.0,0.0
848a9cdffffffff,1.0,0.0,0.0
848a9e1ffffffff,1.0,0.0,0.0
848aa8bffffffff,4.0,0.0,0.0
848aa97ffffffff,5.0,0.0,0.0
848aa9dffffffff,6.0,0.0,0.0
848aaa3ffffffff,4.0,0.0,0.0
848aab1ffffffff,22.0,0.0,0.0
848aab3ffffffff,1.0,0.0,0.0
848aab5ffffffff,11.0,0.0,0.0
848aab9ffffffff,4.0,0.0,0.0
848aabdffffffff,1.0,0.0,0.0
848ad15ffffffff,1.0,0.0,0.0
848ad89ffffffff,6.0,0.0,0.0
848ad8dffffffff,1.0,0.0,0.0
848ada9ffffffff,2.0,0.0,0.0
848adbbffffffff,23.0,0.0,0.0
848adc5ffffffff,3.0,0.0,0.0
848ade3ffffffff,4.0,0.0,0.0
848adebffffffff,3.0,0.0,0.0
848ae5bffffffff,28.0,0.0,0.0
848af09ffffffff,45.0,4.0,0.0
848af0bffffffff,9.0,0.0,0.0
848af11ffffffff,3.0,0.0,0.0
848af1dffffffff,9.0,0.0,0.0
848af29ffffffff,19.0,0.0,0.0
848af2bffffffff,12.0,0.0,0.0
848af2dffffffff,3.0,0.0,0.0
848af41ffffffff,10.0,0.0,0.0
848af43ffffffff,1.0,0.0,0.0
848af45ffffffff,34.0,0.0,0.0
848af47ffffffff,2.0,0.0,0.0
848af4dffffffff,3.0,0.0,0.0
848af61ffffffff,23.0,0.0,0.0
848af63ffffffff,10.0,0.0,0.0
848af67ffffffff,2.0,0.0,0.0
848af69ffffffff,150.0,8.0,0.0
848af6bffffffff,19.0,0.0,0.0
848b045ffffffff,8.0,0.0,0.0
848b05dffffffff,5.0,0.0,2.0
848b06dffffffff,1.0,0.0,0.0
848b0b5ffffffff,3.0,0.0,0.0
848b0c1ffffffff,4.0,0.0,0.0
848b0c3ffffffff,5.0,0.0,0.0
848b0c9ffffffff,29.0,0.0,11.0
848b0cdffffffff,5.0,0.0,3.0
848b0d1ffffffff,55.0,0.0,4.0
848b0d9ffffffff,3.0,0.0,0.0
848b0dbffffffff,3.0,0.0,0.0
848b0ddffffffff,2.0,0.0,0.0
848b0e7ffffffff,3.0,0.0,0.0
848b105ffffffff,3.0,0.0,0.0
848b11bffffffff,2.0,0.0,0.0
848b11dffffffff,10.0,0.0,0.0
848b201ffffffff,12.0,0.0,0.0
848b205ffffffff,28.0,0.0,1.0
848b207ffffffff,2.0,0.0,0.0
848b20bffffffff,12.0,0.0,0.0
848b20dffffffff,7.0,0.0,0.0
848b211ffffffff,9.0,0.0,0.0
848b213ffffffff,23.0,0.0,0.0
848b221ffffffff,23.0,0.0,1.0
848b223ffffffff,115.0,0.0,0.0
848b229ffffffff,42.0,0.0,16.0
848b22bffffffff,3.0,0.0,0.0
848b22dffffffff,107.0,0.0,12.0
848b235ffffffff,2.0,0.0,0.0
848b23bffffffff,6.0,0.0,3.0
848b23dffffffff,6.0,0.0,0.0
848b247ffffffff,4.0,0.0,0.0
848b261ffffffff,2.0,0.0,0.0
848b269ffffffff,10.0,0.0,6.0
848b293ffffffff,1.0,0.0,0.0
848b29bffffffff,3.0,0.0,0.0
848b2a5ffffffff,17.0,0.0,0.0
848b2a7ffffffff,25.0,0.0,3.0
848b2c5ffffffff,23.0,0.0,2.0
848b2c7ffffffff,2.0,0.0,0.0
848b2cdffffffff,3.0,0.0,0.0
848b2dbffffffff,2.0,0.0,0.0
848b2e9ffffffff,23.0,0.0,0.0
848b2ebffffffff,1.0,0.0,0.0
848b2edffffffff,1.0,0.0,0.0
848b315ffffffff,42.0,0.0,0.0
848b319ffffffff,2.0,0.0,0.0
848b31bffffffff,4.0,0.0,0.0
848b345ffffffff,13.0,0.0,6.0
848b363ffffffff,12.0,0.0,0.0
848b401ffffffff,8.0,0.0,2.0
848b40dffffffff,35.0,0.0,3.0
848b429ffffffff,7.0,0.0,0.0
848b445ffffffff,7.0,0.0,0.0
848b449ffffffff,8.0,0.0,0.0
848b44bffffffff,55.0,0.0,0.0
848b44dffffffff,94.0,0.0,13.0
848b459ffffffff,11.0,0.0,0.0
848b461ffffffff,1.0,0.0,0.0
848b469ffffffff,6.0,0.0,0.0
848b46bffffffff,8.0,0.0,0.0
848b483ffffffff,4.0,0.0,0.0
848b511ffffffff,4.0,0.0,0.0
848b513ffffffff,34.0,0.0,0.0
848b521ffffffff,1.0,0.0,0.0
848b525ffffffff,1.0,0.0,0.0
848b527ffffffff,3.0,0.0,0.0
848b529ffffffff,7.0,0.0,0.0
848b52dffffffff,5.0,0.0,0.0
848b53dffffffff,1.0,0.0,0.0
848b561ffffffff,2.0,0.0,0.0
848b563ffffffff,15.0,0.0,0.0
848b567ffffffff,13.0,0.0,1.0
848b56bffffffff,2.0,0.0,0.0
848b5c3ffffffff,6.0,0.0,0.0
848b5cdffffffff,36.0,0.0,0.0
848b5d1ffffffff,2.0,0.0,0.0
848b603ffffffff,1.0,0.0,0.0
848b617ffffffff,370.0,0.0,7.0
848b61bffffffff,3.0,0.0,0.0
848b623ffffffff,1.0,0.0,1.0
848b627ffffffff,14.0,0.0,0.0
848b635ffffffff,3.0,0.0,0.0
848b637ffffffff,33.0,0.0,2.0
848b639ffffffff,3.0,0.0,0.0
848b63bffffffff,90.0,0.0,9.0
848b691ffffffff,1.0,0.0,0.0
848b693ffffffff,6.0,0.0,0.0
848b699ffffffff,1.0,0.0,0.0
848b69bffffffff,5.0,0.0,1.0
848b69dffffffff,1.0,0.0,0.0
848b6bbffffffff,3.0,0.0,0.0
848b6c1ffffffff,27.0,0.0,0.0
848b6c5ffffffff,6.0,0.0,0.0
848b6c9ffffffff,4.0,0.0,0.0
848b6cbffffffff,2.0,0.0,0.0
848b6cdffffffff,139.0,0.0,0.0
848b6e5ffffffff,4.0,0.0,0.0
848b6e7ffffffff,13.0,0.0,2.0
848b6edffffffff,36.0,0.0,5.0
848b709ffffffff,21.0,0.0,0.0
848b713ffffffff,249.0,0.0,10.0
848b717ffffffff,8.0,0.0,0.0
848b71bffffffff,13.0,0.0,6.0
848b72dffffffff,3.0,0.0,0.0
848b745ffffffff,12.0,0.0,0.0
848b747ffffffff,19.0,0.0,4.0
848b74bffffffff,21.0,0.0,0.0
848b751ffffffff,2.0,0.0,2.0
848b755ffffffff,4.0,0.0,0.0
848b757ffffffff,6.0,0.0,4.0
848b75bffffffff,22.0,0.0,1.0
848b75dffffffff,19.0,0.0,0.0
848b761ffffffff,11.0,0.0,2.0
848b763ffffffff,1.0,0.0,0.0
848b821ffffffff,2.0,0.0,0.0
848b833ffffffff,1.0,0.0,0.0
848b849ffffffff,35.0,0.0,0.0
848b881ffffffff,16.0,0.0,1.0
848b8dbffffffff,2.0,0.0,2.0
848b98dffffffff,1.0,0.0,0.0
848b999ffffffff,6.0,0.0,0.0
848b99dffffffff,6.0,0.0,0.0
848b9d1ffffffff,2.0,0.0,0.0
848b9d5ffffffff,40.0,0.0,0.0
848ba05ffffffff,2.0,0.0,0.0
848ba09ffffffff,9.0,0.0,0.0
848ba0dffffffff,2.0,0.0,0.0
848ba21ffffffff,3.0,0.0,0.0
848ba55ffffffff,11.0,0.0,0.0
848ba63ffffffff,30.0,0.0,6.0
848ba65ffffffff,31.0,0.0,6.0
848baddffffffff,1.0,0.0,0.0
848bb53ffffffff,6.0,0.0,0.0
848bb59ffffffff,413.0,0.0,51.0
848e641ffffffff,12.0,0.0,0.0
848e643ffffffff,40.0,0.0,7.0
848e649ffffffff,24.0,0.0,0.0
848e64bffffffff,42.0,0.0,1.0
848e651ffffffff,44.0,0.0,11.0
848e659ffffffff,2.0,0.0,0.0
848e65bffffffff,6.0,0.0,0.0
848e6cbffffffff,2.0,0.0,0.0
848f08bffffffff,4.0,0.0,0.0
848f093ffffffff,11.0,0.0,0.0
848f099ffffffff,26.0,0.0,0.0
848f0d1ffffffff,46.0,0.0,0.0
848f0d3ffffffff,150.0,18.0,0.0
848f0d5ffffffff,21.0,3.0,0.0
848f0d7ffffffff,9.0,3.0,0.0
848f0d9ffffffff,7.0,0.0,0.0
848f0dbffffffff,44.0,0.0,0.0
848f0ddffffffff,14.0,0.0,0.0
848f281ffffffff,3.0,0.0,0.0
848f287ffffffff,29.0,0.0,0.0
848f289ffffffff,3.0,0.0,0.0
848f28bffffffff,1.0,0.0,0.0
848f28dffffffff,77.0,0.0,0.0
848f291ffffffff,2.0,0.0,0.0
848f295ffffffff,87.0,0.0,0.0
848f2a1ffffffff,16.0,0.0,0.0
848f2a9ffffffff,190.0,0.0,0.0
848f2abffffffff,24.0,0.0,0.0
848f2b3ffffffff,2.0,0.0,0.0
848f2b9ffffffff,111.0,7.0,0.0
848f2bbffffffff,59.0,2.0,0.0
848f2bdffffffff,232.0,21.0,0.0
848f2c1ffffffff,1.0,0.0,0.0
848f2c3ffffffff,21.0,2.0,0.0
848f2c5ffffffff,2.0,0.0,0.0
848f2c9ffffffff,21.0,4.0,0.0
848f2cbffffffff,62.0,0.0,0.0
848f2cdffffffff,184.0,2.0,0.0
848f2d5ffffffff,1.0,0.0,0.0
848f2e3ffffffff,34.0,8.0,0.0
848f2e7ffffffff,16.0,0.0,0.0
848f2ebffffffff,13.0,0.0,0.0
848f401ffffffff,292.0,0.0,38.0
848f403ffffffff,1.0,0.0,0.0
848f407ffffffff,10.0,0.0,0.0
848f40dffffffff,16.0,0.0,0.0
848f423ffffffff,2.0,0.0,0.0
848f429ffffffff,4.0,0.0,0.0
848f431ffffffff,3.0,0.0,0.0
848f437ffffffff,8.0,0.0,0.0
848f439ffffffff,81.0,0.0,13.0
848f447ffffffff,2.0,0.0,0.0
848f44bffffffff,24.0,9.0,9.0
848f455ffffffff,3.0,0.0,0.0
848f461ffffffff,103.0,0.0,16.0
848f463ffffffff,284.0,0.0,34.0
848f465ffffffff,33.0,0.0,4.0
848f467ffffffff,3.0,0.0,0.0
848f46bffffffff,3.0,0.0,2.0
848f46dffffffff,5.0,0.0,0.0
848f485ffffffff,4.0,0.0,0.0
848f489ffffffff,1.0,0.0,0.0
848f48dffffffff,3.0,2.0,0.0
848f4a5ffffffff,20.0,0.0,1.0
848f4a7ffffffff,5.0,0.0,0.0
848f4adffffffff,51.0,0.0,2.0
848f4b3ffffffff,12.0,0.0,2.0
848f4b5ffffffff,2.0,0.0,0.0
848f4c7ffffffff,15.0,0.0,3.0
848f545ffffffff,21.0,0.0,0.0
848f54dffffffff,14.0,0.0,0.0
848f5d3ffffffff,30.0,0.0,1.0
848f5d7ffffffff,12.0,0.0,0.0
848f5d9ffffffff,6.0,0.0,0.0
848f5ddffffffff,21.0,0.0,1.0
848f611ffffffff,18.0,0.0,2.0
848f613ffffffff,19.0,0.0,0.0
848f617ffffffff,1.0,0.0,0.0
848f61bffffffff,33.0,0.0,0.0
848f631ffffffff,1.0,0.0,0.0
848f6b5ffffffff,4.0,0.0,0.0
848f6cdffffffff,1.0,0.0,0.0
848f6e9ffffffff,12.0,0.0,0.0
848f71bffffffff,17.0,1.0,0.0
848f71dffffffff,2.0,0.0,0.0
848f721ffffffff,7.0,0.0,0.0
848f729ffffffff,4.0,0.0,0.0
848f72bffffffff,6.0,0.0,0.0
848f733ffffffff,26.0,0.0,2.0
848f737ffffffff,2.0,0.0,0.0
848f741ffffffff,2.0,0.0,0.0
848f74bffffffff,5.0,0.0,0.0
848f74dffffffff,4.0,0.0,0.0
848f763ffffffff,2.0,0.0,0.0
848f765ffffffff,6.0,0.0,0.0
848f76bffffffff,6.0,0.0,0.0
84a5969ffffffff,15.0,0.0,0.0
84a8001ffffffff,4.0,0.0,0.0
84a8013ffffffff,3.0,0.0,0.0
84a8019ffffffff,14.0,0.0,0.0
84a801bffffffff,132.0,0.0,0.0
84a8025ffffffff,3.0,0.0,0.0
84a802dffffffff,17.0,0.0,0.0
84a8035ffffffff,2.0,0.0,0.0
84a803dffffffff,5.0,0.0,0.0
84a8049ffffffff,14.0,0.0,0.0
84a804bffffffff,1.0,0.0,0.0
84a804dffffffff,39.0,0.0,0.0
84a8055ffffffff,1.0,0.0,0.0
84a8057ffffffff,20.0,0.0,0.0
84a805dffffffff,15.0,0.0,0.0
84a8061ffffffff,69.0,0.0,19.0
84a8063ffffffff,12.0,0.0,0.0
84a8065ffffffff,24.0,0.0,7.0
84a8067ffffffff,296.0,0.0,66.0
84a8069ffffffff,25.0,0.0,0.0
84a806bffffffff,3.0,0.0,0.0
84a806dffffffff,6.0,0.0,0.0
84a808dffffffff,4.0,0.0,0.0
84a8097ffffffff,2.0,0.0,0.0
84a80a5ffffffff,4.0,0.0,0.0
84a80b1ffffffff,7.0,0.0,2.0
84a80bbffffffff,2.0,0.0,0.0
84a80c3ffffffff,30.0,0.0,0.0
84a80c9ffffffff,3.0,0.0,0.0
84a80d3ffffffff,1.0,0.0,0.0
84a80d5ffffffff,2.0,0.0,0.0
84a80e1ffffffff,4.0,0.0,0.0
84a80e3ffffffff,3.0,0.0,0.0
84a80edffffffff,3.0,0.0,0.0
84a8101ffffffff,1174.0,0.0,26.0
84a8103ffffffff,345.0,0.0,35.0
84a8105ffffffff,575.0,0.0,9.0
84a8107ffffffff,427.0,0.0,28.0
84a8109ffffffff,175.0,0.0,11.0
84a810bffffffff,157.0,0.0,10.0
84a810dffffffff,26.0,0.0,0.0
84a8113ffffffff,13.0,0.0,2.0
84a8115ffffffff,203.0,0.0,85.0
84a8117ffffffff,47.0,0.0,2.0
84a8119ffffffff,37.0,0.0,5.0
84a811bffffffff,3.0,0.0,0.0
84a811dffffffff,46.0,0.0,8.0
84a8121ffffffff,20.0,0.0,0.0
84a8123ffffffff,143.0,0.0,3.0
84a8125ffffffff,58.0,0.0,11.0
84a8127ffffffff,172.0,0.0,16.0
84a8129ffffffff,125.0,0.0,22.0
84a812bffffffff,262.0,0.0,12.0
84a812dffffffff,101.0,0.0,11.0
84a8131ffffffff,189.0,0.0,12.0
84a8133ffffffff,5.0,0.0,0.0
84a8137ffffffff,6.0,0.0,0.0
84a8139ffffffff,240.0,0.0,89.0
84a813bffffffff,173.0,0.0,23.0
84a813dffffffff,31.0,0.0,0.0
84a8143ffffffff,146.0,0.0,6.0
84a8151ffffffff,22.0,0.0,2.0
84a8153ffffffff,78.0,0.0,11.0
84a8155ffffffff,305.0,0.0,18.0
84a8157ffffffff,150.0,0.0,5.0
84a8159ffffffff,5.0,0.0,0.0
84a815bffffffff,340.0,0.0,69.0
84a815dffffffff,2.0,0.0,0.0
84a8163ffffffff,39.0,0.0,0.0
84a8167ffffffff,11.0,0.0,0.0
84a8181ffffffff,5.0,0.0,0.0
84a8185ffffffff,51.0,0.0,0.0
84a8187ffffffff,21.0,0.0,0.0
84a8189ffffffff,2.0,0.0,0.0
84a818dffffffff,54.0,0.0,0.0
84a8191ffffffff,3.0,0.0,0.0
84a8193ffffffff,1.0,0.0,0.0
84a8195ffffffff,86.0,0.0,6.0
84a8197ffffffff,1.0,0.0,0.0
84a8199ffffffff,6.0,0.0,0.0
84a81a1ffffffff,12.0,0.0,0.0
84a81a5ffffffff,2.0,0.0,0.0
84a81a7ffffffff,12.0,0.0,0.0
84a81a9ffffffff,9.0,0.0,0.0
84a81abffffffff,26.0,0.0,0.0
84a81adffffffff,5.0,0.0,0.0
84a81b1ffffffff,14.0,0.0,0.0
84a81b3ffffffff,3.0,0.0,0.0
84a81b9ffffffff,5.0,0.0,0.0
84a81bbffffffff,35.0,0.0,0.0
84a81bdffffffff,15.0,0.0,0.0
84a81c1ffffffff,2.0,0.0,0.0
84a81c3ffffffff,49.0,0.0,0.0
84a81c5ffffffff,1.0,0.0,0.0
84a81c7ffffffff,9.0,0.0,0.0
84a81c9ffffffff,2.0,0.0,0.0
84a81cdffffffff,168.0,0.0,0.0
84a81d1ffffffff,5.0,0.0,0.0
84a81d9ffffffff,64.0,0.0,18.0
84a81ddffffffff,4.0,0.0,0.0
84a81e1ffffffff,102.0,0.0,1.0
84a81e3ffffffff,37.0,0.0,0.0
84a81e7ffffffff,38.0,0.0,0.0
84a81e9ffffffff,183.0,0.0,9.0
84a81ebffffffff,12.0,0.0,0.0
84a81edffffffff,1030.0,0.0,129.0
84a8203ffffffff,8.0,0.0,0.0
84a8207ffffffff,12.0,0.0,0.0
84a8211ffffffff,1.0,0.0,0.0
84a8213ffffffff,5.0,0.0,0.0
84a8215ffffffff,10.0,0.0,0.0
84a8219ffffffff,8.0,0.0,0.0
84a821bffffffff,2.0,0.0,0.0
84a8221ffffffff,2.0,0.0,0.0
84a8225ffffffff,3.0,0.0,0.0
84a8229ffffffff,2.0,0.0,0.0
84a822bffffffff,22.0,0.0,0.0
84a8235ffffffff,10.0,0.0,0.0
84a8237ffffffff,21.0,0.0,0.0
84a823bffffffff,2.0,0.0,0.0
84a8241ffffffff,28.0,0.0,0.0
84a8245ffffffff,19.0,0.0,0.0
84a8247ffffffff,9.0,0.0,0.0
84a824bffffffff,5.0,0.0,0.0
84a8253ffffffff,2.0,0.0,0.0
84a8257ffffffff,2.0,0.0,0.0
84a825bffffffff,3.0,0.0,0.0
84a8261ffffffff,6.0,0.0,0.0
84a8265ffffffff,10.0,0.0,0.0
84a8267ffffffff,6.0,0.0,0.0
84a826dffffffff,26.0,0.0,0.0
84a8287ffffffff,9.0,0.0,0.0
84a8289ffffffff,4.0,0.0,0.0
84a8291ffffffff,8.0,0.0,0.0
84a829bffffffff,3.0,0.0,0.0
84a82a1ffffffff,3.0,0.0,0.0
84a82a5ffffffff,5.0,0.0,0.0
84a82a7ffffffff,7.0,0.0,0.0
84a82abffffffff,4.0,0.0,0.0
84a82c3ffffffff,4.0,0.0,0.0
84a82c5ffffffff,3.0,0.0,0.0
84a82c9ffffffff,17.0,0.0,0.0
84a82cbffffffff,1.0,0.0,0.0
84a82d1ffffffff,2.0,0.0,0.0
84a82d3ffffffff,11.0,0.0,0.0
84a82dbffffffff,7.0,0.0,0.0
84a82ddffffffff,4.0,0.0,0.0
84a82e1ffffffff,22.0,0.0,20.0
84a82e3ffffffff,7.0,0.0,0.0
84a82e7ffffffff,2.0,0.0,0.0
84a8311ffffffff,60.0,0.0,0.0
84a8313ffffffff,68.0,0.0,6.0
84a8315ffffffff,12.0,0.0,0.0
84a8317ffffffff,37.0,0.0,0.0
84a8319ffffffff,17.0,0.0,3.0
84a831bffffffff,56.0,0.0,0.0
84a831dffffffff,40.0,0.0,0.0
84a8331ffffffff,2.0,0.0,2.0
84a8333ffffffff,54.0,0.0,8.0
84a8337ffffffff,11.0,0.0,3.0
84a833bffffffff,51.0,0.0,0.0
84a834bffffffff,2.0,0.0,0.0
84a8351ffffffff,2.0,0.0,0.0
84a8353ffffffff,142.0,0.0,5.0
84a8357ffffffff,82.0,0.0,0.0
84a8359ffffffff,8.0,0.0,1.0
84a835bffffffff,56.0,0.0,0.0
84a835dffffffff,17.0,0.0,2.0
84a8403ffffffff,21.0,0.0,0.0
84a8405ffffffff,9.0,0.0,1.0
84a840dffffffff,71.0,0.0,1.0
84a8411ffffffff,11.0,0.0,0.0
84a8413ffffffff,5.0,0.0,0.0
84a8421ffffffff,15.0,0.0,0.0
84a842bffffffff,2.0,0.0,0.0
84a8439ffffffff,3.0,0.0,0.0
84a8441ffffffff,8.0,0.0,0.0
84a8443ffffffff,1.0,0.0,1.0
84a8447ffffffff,2.0,0.0,0.0
84a844dffffffff,27.0,0.0,0.0
84a845bffffffff,12.0,0.0,0.0
84a8461ffffffff,13.0,0.0,0.0
84a8463ffffffff,151.0,0.0,6.0
84a8465ffffffff,3.0,0.0,0.0
84a84a3ffffffff,1.0,0.0,0.0
84a84a5ffffffff,9.0,0.0,3.0
84a84d9ffffffff,11.0,0.0,0.0
84a84e1ffffffff,4.0,0.0,4.0
84a8501ffffffff,3.0,0.0,0.0
84a8519ffffffff,2.0,0.0,0.0
84a851bffffffff,2.0,0.0,0.0
84a8535ffffffff,1.0,0.0,0.0
84a8559ffffffff,4.0,0.0,0.0
84a855dffffffff,33.0,0.0,4.0
84a856dffffffff,1.0,0.0,1.0
84a8591ffffffff,306.0,0.0,36.0
84a8593ffffffff,2.0,0.0,0.0
84a8597ffffffff,4.0,0.0,0.0
84a8599ffffffff,174.0,0.0,8.0
84a85a1ffffffff,4.0,0.0,0.0
84a85a7ffffffff,2.0,0.0,0.0
84a85b3ffffffff,7.0,0.0,0.0
84a85b7ffffffff,2.0,0.0,0.0
84a85b9ffffffff,6.0,0.0,2.0
84a85d3ffffffff,116.0,0.0,13.0
84a85d7ffffffff,23.0,0.0,0.0
84a8605ffffffff,14.0,0.0,0.0
84a8607ffffffff,6.0,0.0,0.0
84a860dffffffff,61.0,0.0,0.0
84a8621ffffffff,2.0,0.0,0.0
84a8629ffffffff,17.0,0.0,0.0
84a862dffffffff,2.0,0.0,0.0
84a8639ffffffff,3.0,0.0,0.0
84a8645ffffffff,2.0,0.0,0.0
84a8647ffffffff,5.0,0.0,0.0
84a864bffffffff,2.0,0.0,0.0
84a8653ffffffff,5.0,0.0,0.0
84a865bffffffff,7.0,0.0,0.0
84a8687ffffffff,2.0,0.0,0.0
84a8691ffffffff,6.0,0.0,0.0
84a8697ffffffff,1.0,0.0,0.0
84a86a1ffffffff,2.0,0.0,0.0
84a86bdffffffff,2.0,0.0,0.0
84a86c3ffffffff,2.0,0.0,0.0
84a86e7ffffffff,8.0,0.0,0.0
84a8701ffffffff,14.0,0.0,1.0
84a8709ffffffff,1.0,0.0,0.0
84a870bffffffff,1.0,0.0,0.0
84a871bffffffff,13.0,0.0,0.0
84a8737ffffffff,59.0,0.0,8.0
84a8743ffffffff,1.0,0.0,0.0
84a8759ffffffff,15.0,0.0,0.0
84a8763ffffffff,2.0,0.0,0.0
84a8767ffffffff,2.0,0.0,0.0
84a8769ffffffff,4.0,0.0,0.0
84a876bffffffff,1.0,0.0,0.0
84a876dffffffff,10.0,0.0,0.0
84a8805ffffffff,20.0,0.0,0.0
84a8807ffffffff,15.0,0.0,0.0
84a880dffffffff,3.0,0.0,0.0
84a8811ffffffff,105.0,0.0,8.0
84a8813ffffffff,12.0,0.0,0.0
84a8817ffffffff,7.0,0.0,0.0
84a8819ffffffff,4.0,0.0,0.0
84a881bffffffff,32.0,0.0,1.0
84a8825ffffffff,2.0,0.0,0.0
84a882dffffffff,68.0,0.0,0.0
84a8831ffffffff,3.0,0.0,0.0
84a8839ffffffff,8.0,0.0,0.0
84a883bffffffff,10.0,0.0,2.0
84a883dffffffff,1.0,0.0,0.0
84a8841ffffffff,1.0,0.0,0.0
84a8849ffffffff,319.0,0.0,4.0
84a884bffffffff,2.0,0.0,0.0
84a884dffffffff,26.0,0.0,1.0
84a8853ffffffff,2.0,0.0,0.0
84a8857ffffffff,11.0,0.0,0.0
84a885dffffffff,1.0,0.0,0.0
84a8861ffffffff,2.0,0.0,0.0
84a8863ffffffff,39.0,0.0,0.0
84a8867ffffffff,16.0,0.0,0.0
84a886bffffffff,2.0,0.0,0.0
84a886dffffffff,4.0,0.0,0.0
84a8889ffffffff,5.0,0.0,0.0
84a8895ffffffff,4.0,0.0,4.0
84a88a9ffffffff,4.0,0.0,0.0
