cell_id,Jacana jacana,Jacana jacana hypomelaena,Jacana jacana [jacana Group]
84660c7ffffffff,2.0,0.0,0.0
84660cbffffffff,11.0,0.0,0.0
84660d1ffffffff,4.0,0.0,0.0
84660d3ffffffff,5.0,0.0,0.0
84660d9ffffffff,12.0,0.0,0.0
84660dbffffffff,10.0,0.0,0.0
84660ddffffffff,1.0,0.0,0.0
84660e1ffffffff,176.0,2.0,0.0
84660e3ffffffff,90.0,2.0,0.0
84660e5ffffffff,2.0,0.0,0.0
84660e7ffffffff,31.0,2.0,0.0
84660e9ffffffff,43.0,0.0,0.0
84660ebffffffff,139.0,0.0,0.0
8466103ffffffff,6.0,0.0,0.0
8466105ffffffff,33.0,4.0,0.0
8466107ffffffff,665.0,77.0,0.0
8466111ffffffff,5.0,0.0,0.0
8466113ffffffff,41.0,0.0,2.0
8466117ffffffff,14.0,0.0,0.0
8466119ffffffff,174.0,13.0,0.0
846611bffffffff,4.0,0.0,0.0
8466139ffffffff,910.0,71.0,0.0
846613bffffffff,2.0,0.0,0.0
846613dffffffff,13.0,0.0,0.0
8466153ffffffff,44.0,0.0,0.0
846615bffffffff,11.0,0.0,0.0
8466163ffffffff,382.0,36.0,0.0
8466165ffffffff,10.0,5.0,0.0
8466167ffffffff,60.0,6.0,0.0
8466185ffffffff,2.0,0.0,0.0
846618bffffffff,66.0,0.0,0.0
8466193ffffffff,444.0,14.0,0.0
8466195ffffffff,13.0,0.0,0.0
8466199ffffffff,10.0,0.0,0.0
846619bffffffff,456.0,42.0,0.0
846619dffffffff,8.0,0.0,0.0
84661a5ffffffff,109.0,1.0,2.0
84661adffffffff,5.0,0.0,0.0
84661b3ffffffff,284.0,0.0,6.0
84661b9ffffffff,27.0,0.0,0.0
84661bbffffffff,7.0,0.0,0.0
84661c1ffffffff,5.0,0.0,0.0
84661c5ffffffff,1.0,0.0,0.0
84661c9ffffffff,6.0,0.0,0.0
84661cbffffffff,14.0,1.0,0.0
84661cdffffffff,46.0,0.0,0.0
84661d1ffffffff,19.0,4.0,0.0
84661d7ffffffff,36.0,0.0,0.0
84661e1ffffffff,1.0,0.0,0.0
84661e9ffffffff,9.0,0.0,0.0
84661ebffffffff,165.0,0.0,0.0
8466201ffffffff,30.0,5.0,0.0
8466203ffffffff,4.0,0.0,0.0
8466205ffffffff,36.0,3.0,0.0
8466207ffffffff,4.0,0.0,0.0
846620bffffffff,520.0,35.0,0.0
8466213ffffffff,4.0,0.0,0.0
8466219ffffffff,13.0,0.0,0.0
846621bffffffff,3.0,0.0,0.0
846621dffffffff,9.0,0.0,0.0
8466221ffffffff,1093.0,165.0,0.0
8466223ffffffff,15.0,1.0,0.0
8466225ffffffff,137.0,12.0,0.0
8466227ffffffff,77.0,0.0,0.0
846622bffffffff,23.0,1.0,0.0
8466233ffffffff,4.0,0.0,0.0
8466235ffffffff,1.0,0.0,0.0
8466237ffffffff,7.0,2.0,0.0
846623bffffffff,4.0,0.0,0.0
846623dffffffff,3.0,2.0,0.0
8466251ffffffff,1.0,0.0,0.0
8466257ffffffff,16.0,2.0,0.0
846625bffffffff,3.0,0.0,0.0
8466281ffffffff,1.0,0.0,0.0
8466285ffffffff,20.0,0.0,0.0
846628bffffffff,12.0,0.0,0.0
8466291ffffffff,7.0,0.0,0.0
846629bffffffff,11.0,0.0,0.0
846629dffffffff,2.0,0.0,0.0
84662b1ffffffff,1.0,0.0,0.0
84662b5ffffffff,43.0,0.0,0.0
84662bdffffffff,5.0,0.0,0.0
84662c1ffffffff,18.0,0.0,0.0
84662c5ffffffff,2.0,0.0,0.0
84662c9ffffffff,51.0,0.0,0.0
84662cdffffffff,41.0,0.0,0.0
84662d3ffffffff,6.0,0.0,0.0
84662e1ffffffff,3.0,0.0,0.0
84662e5ffffffff,7.0,0.0,0.0
84662e9ffffffff,8.0,0.0,0.0
84662ebffffffff,2.0,0.0,0.0
8466311ffffffff,90.0,0.0,0.0
8466313ffffffff,316.0,5.0,0.0
8466317ffffffff,1.0,0.0,0.0
846631bffffffff,193.0,1.0,0.0
846640dffffffff,2.0,0.0,0.0
8466411ffffffff,62.0,0.0,2.0
8466415ffffffff,46.0,0.0,4.0
8466417ffffffff,5.0,0.0,0.0
846641dffffffff,161.0,0.0,10.0
8466437ffffffff,1.0,0.0,0.0
8466441ffffffff,6.0,0.0,0.0
8466453ffffffff,2.0,0.0,0.0
8466455ffffffff,2.0,0.0,0.0
846645dffffffff,2.0,0.0,2.0
8466505ffffffff,1.0,0.0,0.0
8466509ffffffff,12.0,0.0,0.0
8466527ffffffff,7.0,0.0,0.0
8466529ffffffff,137.0,0.0,4.0
846652dffffffff,70.0,0.0,0.0
8466537ffffffff,6.0,0.0,0.0
8466541ffffffff,5.0,0.0,0.0
8466545ffffffff,254.0,0.0,2.0
8466547ffffffff,11.0,0.0,0.0
8466549ffffffff,118.0,0.0,0.0
846654bffffffff,123.0,0.0,2.0
846654dffffffff,72.0,0.0,0.0
8466561ffffffff,84.0,0.0,0.0
8466563ffffffff,6.0,0.0,0.0
8466565ffffffff,85.0,0.0,16.0
8466567ffffffff,28.0,0.0,0.0
8466569ffffffff,95.0,0.0,0.0
846656bffffffff,31.0,0.0,5.0
846656dffffffff,46.0,0.0,0.0
84665abffffffff,26.0,0.0,6.0
84665bdffffffff,68.0,0.0,6.0
84665e9ffffffff,10.0,0.0,0.0
8466601ffffffff,5.0,0.0,0.0
846660dffffffff,7.0,0.0,0.0
846661dffffffff,3.0,0.0,0.0
8466623ffffffff,10.0,0.0,0.0
8466629ffffffff,2.0,0.0,0.0
8466631ffffffff,2.0,0.0,0.0
8466637ffffffff,12.0,0.0,0.0
8466639ffffffff,41.0,0.0,0.0
846663dffffffff,19.0,0.0,0.0
8466641ffffffff,15.0,0.0,2.0
8466643ffffffff,1.0,0.0,0.0
8466645ffffffff,7.0,0.0,0.0
8466647ffffffff,60.0,0.0,0.0
846664dffffffff,78.0,0.0,0.0
846666bffffffff,2.0,0.0,0.0
846666dffffffff,1.0,0.0,0.0
8466701ffffffff,1.0,0.0,0.0
8466705ffffffff,25.0,0.0,0.0
8466707ffffffff,2.0,0.0,0.0
8466709ffffffff,1.0,0.0,0.0
846670dffffffff,53.0,0.0,0.0
8466715ffffffff,4.0,0.0,0.0
8466721ffffffff,8.0,0.0,0.0
8466723ffffffff,15.0,0.0,0.0
8466725ffffffff,22.0,0.0,0.0
8466727ffffffff,460.0,0.0,35.0
8466729ffffffff,7.0,0.0,0.0
8466731ffffffff,1.0,0.0,0.0
8466735ffffffff,51.0,0.0,0.0
8466737ffffffff,24.0,0.0,19.0
8466749ffffffff,3.0,0.0,0.0
846674bffffffff,5.0,0.0,0.0
8466759ffffffff,5.0,0.0,0.0
846675dffffffff,210.0,0.0,0.0
8466761ffffffff,2.0,0.0,0.0
8466763ffffffff,33.0,0.0,0.0
8466765ffffffff,5.0,0.0,0.0
8466769ffffffff,2.0,0.0,0.0
846676dffffffff,6.0,0.0,0.0
8466a01ffffffff,12.0,0.0,0.0
8466a03ffffffff,65.0,4.0,0.0
8466a05ffffffff,3.0,0.0,0.0
8466a07ffffffff,5.0,5.0,0.0
8466a0bffffffff,10.0,0.0,0.0
8466a15ffffffff,121.0,21.0,0.0
8466a17ffffffff,25.0,0.0,0.0
8466a1dffffffff,611.0,47.0,0.0
8466a2bffffffff,2.0,0.0,0.0
8466a31ffffffff,35.0,1.0,0.0
8466a33ffffffff,4.0,0.0,0.0
8466a37ffffffff,4.0,2.0,0.0
8466a39ffffffff,222.0,16.0,0.0
8466a3bffffffff,4.0,3.0,0.0
8466a3dffffffff,29.0,0.0,0.0
8466a51ffffffff,7538.0,746.0,0.0
8466a55ffffffff,89.0,1.0,0.0
8466a57ffffffff,119.0,0.0,0.0
8466a59ffffffff,92.0,0.0,0.0
8466a5bffffffff,609.0,23.0,0.0
8466a5dffffffff,139.0,9.0,0.0
8466aedffffffff,3.0,0.0,0.0
8466c01ffffffff,164.0,0.0,0.0
8466c03ffffffff,3.0,0.0,0.0
8466c05ffffffff,17.0,0.0,0.0
8466c07ffffffff,5.0,0.0,0.0
8466c09ffffffff,8.0,0.0,0.0
8466c0bffffffff,5.0,0.0,0.0
8466c19ffffffff,8.0,0.0,0.0
8466c1dffffffff,6.0,0.0,0.0
8466c21ffffffff,188.0,0.0,0.0
8466c23ffffffff,224.0,0.0,0.0
8466c27ffffffff,90.0,0.0,0.0
8466c29ffffffff,14.0,0.0,0.0
8466c2bffffffff,25.0,0.0,0.0
8466c37ffffffff,8.0,0.0,0.0
8466c39ffffffff,2.0,0.0,0.0
8466c3bffffffff,3.0,0.0,0.0
8466c41ffffffff,26.0,0.0,0.0
8466c45ffffffff,19.0,0.0,0.0
8466c47ffffffff,76.0,0.0,0.0
8466c49ffffffff,123.0,0.0,0.0
8466c4dffffffff,6.0,0.0,0.0
8466c53ffffffff,8.0,0.0,0.0
8466c55ffffffff,1.0,0.0,0.0
8466c57ffffffff,43.0,0.0,0.0
8466c59ffffffff,4.0,0.0,0.0
8466c5bffffffff,8.0,0.0,0.0
8466c5dffffffff,113.0,0.0,0.0
8466c63ffffffff,184.0,11.0,0.0
8466c65ffffffff,47.0,0.0,0.0
8466c6bffffffff,23.0,0.0,0.0
8466c6dffffffff,1.0,0.0,0.0
8466c95ffffffff,2.0,0.0,0.0
8466cb3ffffffff,3.0,0.0,0.0
8466cc5ffffffff,4.0,0.0,0.0
8466ce1ffffffff,44.0,0.0,0.0
8466ce9ffffffff,42.0,0.0,0.0
8466cedffffffff,15.0,0.0,0.0
8466d05ffffffff,120.0,0.0,23.0
8466d0dffffffff,225.0,0.0,22.0
8466d13ffffffff,3.0,0.0,0.0
8466d1bffffffff,9.0,0.0,0.0
8466d21ffffffff,2.0,0.0,0.0
8466d23ffffffff,8.0,0.0,0.0
8466d25ffffffff,18.0,0.0,0.0
8466d27ffffffff,2.0,0.0,1.0
8466d29ffffffff,4.0,0.0,0.0
8466d47ffffffff,2.0,0.0,0.0
8466d59ffffffff,2.0,0.0,0.0
8466d81ffffffff,3.0,0.0,0.0
8466d89ffffffff,3.0,0.0,0.0
8466d8dffffffff,2.0,0.0,2.0
8466db1ffffffff,4.0,0.0,0.0
8466dc1ffffffff,19.0,0.0,2.0
8466dc3ffffffff,678.0,0.0,103.0
8466dc7ffffffff,100.0,0.0,7.0
8466dc9ffffffff,142.0,0.0,0.0
8466dcbffffffff,19.0,0.0,0.0
8466dcdffffffff,25.0,0.0,0.0
8466dd1ffffffff,2.0,0.0,0.0
8466dd3ffffffff,9.0,0.0,0.0
8466ddbffffffff,14.0,0.0,0.0
8466dddffffffff,31.0,0.0,4.0
8466de3ffffffff,55.0,0.0,3.0
8466de7ffffffff,6.0,0.0,2.0
8466debffffffff,10.0,0.0,2.0
8466e03ffffffff,25.0,0.0,0.0
8466e05ffffffff,57.0,2.0,0.0
8466e09ffffffff,5.0,0.0,0.0
8466e0bffffffff,181.0,0.0,0.0
8466e0dffffffff,87.0,11.0,0.0
8466e11ffffffff,73.0,0.0,0.0
8466e13ffffffff,18.0,0.0,0.0
8466e15ffffffff,160.0,0.0,0.0
8466e17ffffffff,25.0,0.0,0.0
8466e19ffffffff,27.0,0.0,0.0
8466e1dffffffff,112.0,0.0,0.0
8466e21ffffffff,4.0,2.0,0.0
8466e23ffffffff,25.0,1.0,0.0
8466e29ffffffff,4.0,0.0,0.0
8466e2bffffffff,2.0,0.0,0.0
8466e31ffffffff,1.0,0.0,0.0
8466e39ffffffff,50.0,0.0,0.0
8466e3bffffffff,34.0,0.0,0.0
8466e41ffffffff,6.0,0.0,0.0
8466e43ffffffff,241.0,16.0,13.0
8466e45ffffffff,137.0,0.0,0.0
8466e47ffffffff,47.0,0.0,0.0
8466e4bffffffff,1.0,0.0,0.0
8466e4dffffffff,17.0,0.0,0.0
8466e51ffffffff,11.0,0.0,2.0
8466e53ffffffff,313.0,0.0,4.0
8466e55ffffffff,2.0,0.0,0.0
8466e57ffffffff,1209.0,0.0,0.0
8466e59ffffffff,6.0,0.0,0.0
8466e5bffffffff,36.0,0.0,1.0
8466e63ffffffff,548.0,16.0,0.0
8466e65ffffffff,189.0,0.0,5.0
8466e67ffffffff,5.0,0.0,0.0
8466e69ffffffff,66.0,3.0,0.0
8466e6bffffffff,34.0,0.0,0.0
8466e6dffffffff,494.0,0.0,11.0
8466e8dffffffff,4.0,0.0,0.0
8466e9dffffffff,2.0,0.0,0.0
8466eadffffffff,5.0,0.0,0.0
8466ec1ffffffff,24.0,0.0,0.0
8466ec5ffffffff,24.0,0.0,0.0
8466ec7ffffffff,157.0,0.0,0.0
8466ec9ffffffff,2.0,0.0,0.0
8466ecbffffffff,30.0,0.0,0.0
8466ee1ffffffff,4.0,0.0,0.0
8466ee5ffffffff,143.0,0.0,0.0
8466ee7ffffffff,10.0,0.0,0.0
8466eebffffffff,1.0,0.0,0.0
8466eedffffffff,10.0,0.0,0.0
8466f01ffffffff,1.0,0.0,0.0
8466f11ffffffff,421.0,0.0,0.0
8466f15ffffffff,202.0,0.0,0.0
8466f17ffffffff,27.0,0.0,0.0
8466f19ffffffff,183.0,0.0,0.0
8466f1dffffffff,169.0,0.0,10.0
8466f51ffffffff,30.0,0.0,0.0
8466f53ffffffff,8.0,0.0,0.0
8466f57ffffffff,1391.0,0.0,92.0
8466f59ffffffff,427.0,0.0,0.0
8466f5bffffffff,284.0,0.0,8.0
8467413ffffffff,87.0,0.0,2.0
8467421ffffffff,14.0,0.0,0.0
8467423ffffffff,6.0,0.0,0.0
8467425ffffffff,23.0,0.0,0.0
8467427ffffffff,8.0,0.0,0.0
8467429ffffffff,4.0,0.0,0.0
846742bffffffff,2.0,0.0,0.0
846742dffffffff,69.0,0.0,4.0
8467431ffffffff,1.0,0.0,0.0
8467433ffffffff,38.0,0.0,1.0
8467435ffffffff,10.0,0.0,0.0
8467437ffffffff,24.0,0.0,0.0
846743bffffffff,3.0,0.0,0.0
846743dffffffff,142.0,0.0,15.0
8467481ffffffff,1.0,0.0,0.0
84674a1ffffffff,29.0,0.0,1.0
84674a5ffffffff,13.0,0.0,0.0
84674a7ffffffff,209.0,0.0,15.0
84674adffffffff,1.0,0.0,0.0
84674c5ffffffff,28.0,0.0,0.0
84674c7ffffffff,2.0,0.0,0.0
84674c9ffffffff,30.0,0.0,2.0
84674cbffffffff,6.0,0.0,0.0
84674cdffffffff,102.0,0.0,0.0
84674d9ffffffff,4.0,0.0,0.0
84674e1ffffffff,20.0,0.0,0.0
84674e3ffffffff,3.0,0.0,0.0
84674e7ffffffff,4.0,0.0,0.0
84674e9ffffffff,1.0,0.0,0.0
84674edffffffff,267.0,0.0,23.0
8467503ffffffff,6.0,0.0,0.0
8467519ffffffff,10.0,0.0,0.0
846751bffffffff,3.0,0.0,0.0
8467521ffffffff,2.0,0.0,0.0
8467523ffffffff,172.0,0.0,2.0
8467525ffffffff,2.0,0.0,0.0
8467527ffffffff,6.0,0.0,0.0
846752dffffffff,13.0,0.0,0.0
8467531ffffffff,18.0,0.0,0.0
8467535ffffffff,136.0,0.0,0.0
8467537ffffffff,86.0,0.0,0.0
8467539ffffffff,60.0,0.0,0.0
846753dffffffff,14.0,0.0,0.0
8467553ffffffff,173.0,0.0,0.0
8467555ffffffff,2.0,0.0,0.0
8467581ffffffff,25.0,0.0,5.0
8467583ffffffff,2.0,0.0,0.0
8467587ffffffff,1.0,0.0,0.0
8467589ffffffff,7.0,0.0,0.0
846758dffffffff,4.0,0.0,1.0
8467595ffffffff,2.0,0.0,0.0
8467599ffffffff,95.0,0.0,3.0
846759bffffffff,9.0,0.0,0.0
84675a1ffffffff,2.0,0.0,0.0
84675a3ffffffff,2.0,0.0,0.0
84675a5ffffffff,2.0,0.0,0.0
84675a7ffffffff,7.0,0.0,0.0
84675a9ffffffff,11.0,0.0,0.0
84675abffffffff,23.0,0.0,0.0
84675b1ffffffff,9.0,0.0,0.0
84675b3ffffffff,20.0,0.0,0.0
84675b5ffffffff,1.0,0.0,0.0
84675b7ffffffff,4.0,0.0,0.0
84675c1ffffffff,15.0,0.0,0.0
84675c5ffffffff,17.0,0.0,0.0
84675c7ffffffff,68.0,0.0,0.0
84675c9ffffffff,4.0,0.0,0.0
84675cbffffffff,162.0,0.0,0.0
84675cdffffffff,3.0,0.0,0.0
84675d3ffffffff,3.0,0.0,0.0
84675d5ffffffff,7.0,0.0,0.0
84675d9ffffffff,16.0,0.0,0.0
84675ddffffffff,10.0,0.0,0.0
84675e1ffffffff,2.0,0.0,0.0
84675e3ffffffff,6.0,0.0,0.0
84675e9ffffffff,2.0,0.0,0.0
84675ebffffffff,24.0,0.0,2.0
84678b3ffffffff,2.0,0.0,0.0
8480023ffffffff,2.0,0.0,0.0
8480025ffffffff,2.0,0.0,0.0
8480053ffffffff,1.0,0.0,0.0
8480055ffffffff,1.0,0.0,0.0
848005bffffffff,1.0,0.0,0.0
8480089ffffffff,4.0,0.0,4.0
84800c3ffffffff,2.0,0.0,0.0
84800c7ffffffff,1.0,0.0,0.0
84800cbffffffff,6.0,0.0,0.0
84800e1ffffffff,4.0,0.0,0.0
84800e3ffffffff,1.0,0.0,1.0
8480101ffffffff,29.0,0.0,0.0
8480105ffffffff,78.0,0.0,1.0
8480107ffffffff,14.0,0.0,0.0
8480109ffffffff,78.0,0.0,17.0
848010dffffffff,10.0,0.0,0.0
848011bffffffff,61.0,0.0,0.0
8480139ffffffff,2.0,0.0,0.0
8480141ffffffff,153.0,0.0,21.0
8480143ffffffff,14.0,0.0,3.0
8480145ffffffff,1.0,0.0,0.0
8480147ffffffff,36.0,0.0,16.0
8480149ffffffff,21.0,0.0,5.0
848014bffffffff,4.0,0.0,0.0
8480153ffffffff,5.0,0.0,0.0
848015dffffffff,1.0,0.0,0.0
848016bffffffff,9.0,0.0,0.0
84801cdffffffff,3.0,0.0,0.0
84802b5ffffffff,2.0,0.0,0.0
84802b7ffffffff,19.0,0.0,0.0
8480301ffffffff,95.0,0.0,3.0
8480305ffffffff,8.0,0.0,3.0
8480307ffffffff,11.0,0.0,8.0
8480309ffffffff,23.0,0.0,7.0
848030dffffffff,50.0,0.0,7.0
8480321ffffffff,1.0,0.0,0.0
8480323ffffffff,11.0,0.0,3.0
8480329ffffffff,2.0,0.0,0.0
848032bffffffff,35.0,0.0,7.0
848032dffffffff,4.0,0.0,0.0
8480335ffffffff,1.0,0.0,0.0
8480345ffffffff,1.0,0.0,0.0
8480347ffffffff,9.0,0.0,0.0
8480359ffffffff,1.0,0.0,0.0
8480363ffffffff,12.0,0.0,6.0
8480369ffffffff,11.0,0.0,5.0
848036bffffffff,3.0,0.0,3.0
848040bffffffff,5.0,0.0,0.0
848041dffffffff,8.0,0.0,0.0
8480445ffffffff,25.0,0.0,0.0
8480447ffffffff,3.0,0.0,0.0
8480463ffffffff,1.0,0.0,0.0
8480465ffffffff,2.0,0.0,0.0
8480469ffffffff,3.0,0.0,0.0
848046dffffffff,3.0,0.0,0.0
8480481ffffffff,6.0,0.0,0.0
8480487ffffffff,2.0,0.0,0.0
84804e9ffffffff,2.0,0.0,0.0
848054bffffffff,24.0,0.0,0.0
848054dffffffff,2.0,0.0,0.0
8480559ffffffff,2.0,0.0,0.0
848064dffffffff,2.0,0.0,0.0
8480653ffffffff,2.0,0.0,0.0
848066bffffffff,3.0,0.0,0.0
8480685ffffffff,2.0,0.0,0.0
848068bffffffff,2.0,0.0,0.0
84806a3ffffffff,4.0,0.0,0.0
84806a7ffffffff,7.0,0.0,0.0
84806abffffffff,19.0,0.0,0.0
84806c9ffffffff,2.0,0.0,0.0
84806ddffffffff,4.0,0.0,0.0
8480709ffffffff,2.0,0.0,0.0
8480733ffffffff,6.0,0.0,0.0
8480737ffffffff,30.0,0.0,0.0
8480745ffffffff,8.0,0.0,0.0
8480747ffffffff,3.0,0.0,0.0
8480a4dffffffff,4.0,0.0,4.0
8481029ffffffff,5.0,0.0,0.0
848102dffffffff,2.0,0.0,0.0
8481053ffffffff,3.0,0.0,0.0
8481069ffffffff,3.0,0.0,0.0
8481101ffffffff,5.0,0.0,4.0
8481107ffffffff,9.0,0.0,0.0
8481109ffffffff,2.0,0.0,1.0
848110bffffffff,6.0,0.0,0.0
8481117ffffffff,4.0,0.0,0.0
8481119ffffffff,7.0,0.0,0.0
8481125ffffffff,41.0,0.0,11.0
848112dffffffff,22.0,0.0,5.0
8481143ffffffff,4.0,0.0,1.0
848114bffffffff,2.0,0.0,0.0
8481153ffffffff,9.0,0.0,0.0
8481157ffffffff,1.0,0.0,0.0
848115dffffffff,2.0,0.0,2.0
8481161ffffffff,34.0,0.0,0.0
8481163ffffffff,3.0,0.0,0.0
8481167ffffffff,2.0,0.0,0.0
848116bffffffff,1.0,0.0,0.0
84811a7ffffffff,1.0,0.0,1.0
84811abffffffff,12.0,0.0,3.0
84811c5ffffffff,2.0,0.0,0.0
84811c9ffffffff,1.0,0.0,1.0
84811e9ffffffff,2.0,0.0,0.0
84811edffffffff,1.0,0.0,1.0
8481211ffffffff,6.0,0.0,0.0
848121dffffffff,7.0,0.0,5.0
8481243ffffffff,5.0,0.0,2.0
848124bffffffff,7.0,0.0,2.0
848126dffffffff,2.0,0.0,0.0
84812bbffffffff,1.0,0.0,0.0
84812bdffffffff,3.0,0.0,0.0
84812d1ffffffff,1.0,0.0,1.0
84812d7ffffffff,16.0,0.0,7.0
84812d9ffffffff,3.0,0.0,1.0
8481301ffffffff,2.0,0.0,0.0
8481303ffffffff,7.0,0.0,0.0
8481305ffffffff,4.0,0.0,0.0
8481307ffffffff,7.0,0.0,1.0
848130dffffffff,2.0,0.0,0.0
8481317ffffffff,2.0,0.0,0.0
848131dffffffff,2.0,0.0,0.0
8481321ffffffff,10.0,0.0,1.0
8481323ffffffff,10.0,0.0,0.0
8481327ffffffff,2.0,0.0,0.0
8481329ffffffff,3.0,0.0,0.0
848132bffffffff,6.0,0.0,0.0
8481331ffffffff,4.0,0.0,0.0
8481335ffffffff,12.0,0.0,2.0
8481337ffffffff,2.0,0.0,2.0
8481339ffffffff,52.0,0.0,8.0
848133dffffffff,18.0,0.0,0.0
8481341ffffffff,3.0,0.0,1.0
8481343ffffffff,3.0,0.0,0.0
848134bffffffff,1.0,0.0,0.0
