cell_id,Calidris alpina,Calidris alpina pacifica/arcticola,Calidris alpina hudsonia,Calidris alpina arctica,Calidris alpina schinzii,Calidris alpina alpina/centralis,Calidris alpina [sakhalina Group]
830126fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
830130fffffffff,181.0,0.0,0.0,0.0,0.0,0.0,0.0
830131fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
830135fffffffff,406.0,0.0,0.0,0.0,0.0,0.0,0.0
830153fffffffff,110.0,0.0,0.0,0.0,0.0,0.0,0.0
83015afffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83015efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8301b3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8302c9fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8302cafffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8302cdfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8302cefffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83041afffffffff,172.0,0.0,0.0,0.0,0.0,0.0,0.0
8304ccfffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0
8304cdfffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
8304ebfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830588fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83058cfffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
830705fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830740fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830741fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
830742fffffffff,99.0,0.0,0.0,0.0,1.0,0.0,0.0
830743fffffffff,210.0,0.0,0.0,0.0,0.0,0.0,0.0
830744fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
830745fffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0
830746fffffffff,221.0,0.0,0.0,0.0,4.0,0.0,0.0
83074efffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
830751fffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0
830753fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
830755fffffffff,76.0,0.0,0.0,0.0,0.0,0.0,0.0
830758fffffffff,172.0,0.0,0.0,0.0,3.0,0.0,0.0
83075cfffffffff,271.0,0.0,0.0,0.0,8.0,0.0,0.0
83075dfffffffff,632.0,0.0,0.0,0.0,11.0,0.0,0.0
83075efffffffff,220.0,0.0,0.0,0.0,12.0,0.0,0.0
830762fffffffff,87.0,0.0,0.0,0.0,0.0,0.0,0.0
830763fffffffff,85.0,0.0,0.0,0.0,1.0,0.0,0.0
830770fffffffff,155.0,0.0,0.0,0.0,6.0,0.0,0.0
830771fffffffff,61.0,0.0,0.0,0.0,0.0,0.0,0.0
830773fffffffff,623.0,0.0,0.0,0.0,1.0,0.0,0.0
830775fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
830802fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830806fffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0
830810fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
830811fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
830813fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830815fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
830819fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
83081efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830833fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830836fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
830880fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
830882fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830883fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
830884fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830885fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
830886fffffffff,82.0,0.0,0.0,0.0,0.0,0.0,0.0
830888fffffffff,67.0,0.0,0.0,0.0,0.0,2.0,0.0
83088afffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83088dfffffffff,3.0,0.0,0.0,0.0,1.0,0.0,0.0
83088efffffffff,10.0,0.0,0.0,0.0,0.0,2.0,0.0
830890fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
830893fffffffff,94.0,0.0,0.0,0.0,0.0,0.0,0.0
830895fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
830896fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
830898fffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0
830899fffffffff,96.0,0.0,0.0,0.0,0.0,6.0,0.0
83089afffffffff,175.0,0.0,0.0,0.0,0.0,0.0,0.0
83089bfffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
83089cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83089dfffffffff,39.0,0.0,0.0,0.0,0.0,2.0,0.0
83089efffffffff,76.0,0.0,0.0,0.0,0.0,0.0,0.0
8308b0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8308b1fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
8308b3fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8308b6fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8308c2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8308c6fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8308c9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8308cdfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8308d0fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8308d1fffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
8308d3fffffffff,4.0,0.0,0.0,0.0,0.0,2.0,0.0
8308d4fffffffff,22.0,0.0,0.0,0.0,1.0,0.0,0.0
8308d5fffffffff,12.0,0.0,0.0,0.0,1.0,0.0,0.0
8308d8fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
8308defffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8308e4fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8308e9fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8308ecfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
