cell_id,Fregata magnificens,Fregata magnificens rothschildi,Fregata magnificens magnificens
8254affffffffff,1.0,0.0,0.0
825e4ffffffffff,1.0,0.0,0.0
825e5ffffffffff,16.0,0.0,0.0
825e77fffffffff,1.0,0.0,0.0
825f0ffffffffff,1.0,0.0,0.0
825f17fffffffff,5.0,0.0,0.0
825f4ffffffffff,31.0,0.0,0.0
825f5ffffffffff,81.0,0.0,0.0
826617fffffffff,7.0,0.0,0.0
82661ffffffffff,1.0,0.0,0.0
826627fffffffff,33.0,0.0,0.0
826637fffffffff,6.0,0.0,0.0
826687fffffffff,2.0,0.0,0.0
8266a7fffffffff,72.0,0.0,0.0
8266affffffffff,1.0,0.0,0.0
8266b7fffffffff,77.0,0.0,0.0
8266d7fffffffff,8.0,0.0,0.0
8266f7fffffffff,3.0,0.0,0.0
826747fffffffff,51.0,0.0,0.0
826757fffffffff,17.0,0.0,0.0
82675ffffffffff,1.0,0.0,0.0
82676ffffffffff,3.0,0.0,0.0
826777fffffffff,1.0,0.0,0.0
826787fffffffff,2.0,0.0,0.0
82679ffffffffff,34.0,0.0,0.0
826c5ffffffffff,6.0,0.0,0.0
826c67fffffffff,2.0,0.0,0.0
826d07fffffffff,18.0,0.0,0.0
826d17fffffffff,1.0,0.0,0.0
826d27fffffffff,10.0,0.0,0.0
826d2ffffffffff,8.0,0.0,0.0
826d37fffffffff,12.0,0.0,0.0
826d6ffffffffff,161.0,0.0,0.0
826d77fffffffff,1.0,0.0,0.0
828047fffffffff,2.0,0.0,0.0
828057fffffffff,2.0,0.0,0.0
828e67fffffffff,2.0,0.0,0.0
828e77fffffffff,7.0,0.0,0.0
828f0ffffffffff,8.0,0.0,0.0
828f2ffffffffff,10.0,0.0,0.0
828f57fffffffff,21.0,0.0,0.0
828f5ffffffffff,3.0,0.0,0.0
82a817fffffffff,2.0,0.0,0.0
82a8a7fffffffff,3.0,0.0,0.0
82b21ffffffffff,6.0,0.0,0.0
82b227fffffffff,7.0,0.0,0.0
82b307fffffffff,2.0,0.0,0.0
82b337fffffffff,3.0,0.0,0.0
82c207fffffffff,1.0,0.0,0.0
82c21ffffffffff,3.0,0.0,0.0
82c2e7fffffffff,10.0,0.0,0.0
82c2f7fffffffff,7.0,0.0,0.0
