cell_id,Poodytes punctatus,Poodytes punctatus [punctatus Group],Poodytes punctatus caudatus
82bb0ffffffffff,24.0,3.0,0.0
82bb2ffffffffff,17.0,0.0,0.0
82bb57fffffffff,5.0,0.0,0.0
82bb77fffffffff,5.0,0.0,0.0
82da87fffffffff,26.0,2.0,0.0
82da97fffffffff,3.0,0.0,0.0
82daaffffffffff,37.0,0.0,0.0
