cell_id,Lonchura punctulata,Lonchura punctulata punctulata,Lonchura punctulata [nisoria Group]
8439061ffffffff,1.0,0.0,0.0
8439065ffffffff,21.0,0.0,0.0
8439069ffffffff,2.0,0.0,0.0
843906dffffffff,24.0,0.0,0.0
8439103ffffffff,31.0,0.0,0.0
843910bffffffff,2.0,0.0,0.0
8439151ffffffff,35.0,0.0,0.0
8439155ffffffff,11.0,0.0,0.0
8439159ffffffff,196.0,0.0,0.0
843915dffffffff,18.0,0.0,0.0
8439317ffffffff,6.0,0.0,0.0
8439333ffffffff,42.0,0.0,0.0
8439337ffffffff,9.0,0.0,0.0
843c021ffffffff,2.0,0.0,0.0
843c029ffffffff,295.0,76.0,0.0
843c02dffffffff,81.0,24.0,0.0
843c063ffffffff,1.0,0.0,0.0
843c065ffffffff,8.0,0.0,0.0
843c067ffffffff,15.0,0.0,0.0
843c06dffffffff,2.0,0.0,0.0
843c0a3ffffffff,2.0,0.0,0.0
843c0a5ffffffff,3.0,0.0,0.0
843c0b5ffffffff,70.0,0.0,11.0
843c0bdffffffff,20.0,0.0,0.0
843c105ffffffff,1.0,0.0,0.0
843c117ffffffff,10.0,0.0,0.0
843c135ffffffff,2.0,0.0,0.0
843c159ffffffff,158.0,2.0,0.0
843c15bffffffff,2.0,0.0,0.0
843c165ffffffff,8.0,0.0,0.0
843c187ffffffff,2.0,0.0,0.0
843c189ffffffff,7.0,0.0,0.0
843c18bffffffff,1.0,0.0,0.0
843c191ffffffff,26.0,0.0,0.0
843c193ffffffff,2.0,0.0,0.0
843c199ffffffff,23.0,0.0,0.0
843c19bffffffff,3.0,0.0,0.0
843c19dffffffff,6.0,0.0,0.0
843c1a3ffffffff,2.0,0.0,0.0
843c1b5ffffffff,52.0,0.0,0.0
843c1c1ffffffff,1.0,0.0,0.0
843c1c3ffffffff,117.0,0.0,0.0
843c1c9ffffffff,13.0,0.0,0.0
843c1d3ffffffff,5.0,0.0,0.0
843c1d5ffffffff,1.0,0.0,0.0
843c1d7ffffffff,9.0,0.0,0.0
843c1e9ffffffff,46.0,0.0,0.0
843c305ffffffff,2.0,0.0,0.0
843c307ffffffff,2.0,0.0,0.0
843c315ffffffff,1.0,0.0,0.0
843c329ffffffff,2.0,0.0,0.0
843c32bffffffff,6.0,0.0,0.0
843c333ffffffff,23.0,0.0,0.0
843c335ffffffff,39.0,0.0,0.0
843c337ffffffff,8.0,0.0,0.0
843c33bffffffff,19.0,0.0,0.0
843c33dffffffff,17.0,0.0,0.0
843c361ffffffff,2.0,0.0,0.0
843c369ffffffff,32.0,0.0,0.0
843c36bffffffff,14.0,0.0,0.0
843c521ffffffff,7.0,0.0,0.0
843c525ffffffff,13.0,0.0,0.0
843c527ffffffff,13.0,0.0,0.0
843c533ffffffff,27.0,0.0,0.0
843c537ffffffff,20.0,0.0,0.0
843c581ffffffff,45.0,0.0,0.0
843c585ffffffff,71.0,0.0,0.0
843c587ffffffff,7.0,0.0,0.0
843c58dffffffff,2.0,0.0,0.0
843c591ffffffff,1.0,0.0,0.0
843c595ffffffff,12.0,0.0,0.0
843c5a1ffffffff,16.0,0.0,0.0
843c5a9ffffffff,72.0,0.0,0.0
843c5abffffffff,11.0,0.0,0.0
843c5adffffffff,1.0,0.0,0.0
843c5b3ffffffff,3.0,0.0,0.0
843c5b7ffffffff,7.0,0.0,0.0
843c5bdffffffff,22.0,0.0,0.0
843c5cbffffffff,11.0,0.0,0.0
843c5d5ffffffff,6.0,0.0,0.0
843c5e3ffffffff,12.0,0.0,0.0
843c5ebffffffff,2.0,0.0,0.0
843c801ffffffff,14.0,0.0,0.0
843c805ffffffff,56.0,0.0,0.0
843c807ffffffff,7.0,0.0,0.0
843c809ffffffff,5.0,0.0,0.0
843c80dffffffff,29.0,0.0,0.0
843c815ffffffff,2.0,0.0,0.0
843c82dffffffff,3.0,0.0,0.0
843c839ffffffff,19.0,0.0,0.0
843c843ffffffff,21.0,0.0,0.0
843c84dffffffff,6.0,0.0,0.0
843c853ffffffff,3.0,0.0,0.0
843c855ffffffff,4.0,0.0,0.0
843c869ffffffff,1.0,0.0,0.0
843c86dffffffff,2.0,0.0,0.0
843c885ffffffff,5.0,0.0,0.0
843c889ffffffff,5.0,0.0,0.0
843c899ffffffff,63.0,0.0,0.0
843c8c1ffffffff,3.0,0.0,0.0
843c8c3ffffffff,12.0,0.0,0.0
843c8c5ffffffff,2.0,0.0,0.0
843c8c7ffffffff,9.0,0.0,0.0
843c8c9ffffffff,17.0,0.0,0.0
843c8cbffffffff,48.0,0.0,0.0
843c8d3ffffffff,1.0,0.0,0.0
843c8d7ffffffff,15.0,0.0,0.0
843c8d9ffffffff,53.0,0.0,0.0
843c8dbffffffff,60.0,0.0,0.0
843c8e1ffffffff,8.0,0.0,0.0
843c8e3ffffffff,3.0,0.0,0.0
843c8e5ffffffff,328.0,0.0,0.0
843c8e7ffffffff,5.0,0.0,0.0
843c8edffffffff,101.0,0.0,0.0
843c905ffffffff,2.0,0.0,0.0
843c909ffffffff,11.0,0.0,0.0
843c90bffffffff,11.0,0.0,0.0
843c90dffffffff,1.0,0.0,0.0
843c911ffffffff,2.0,0.0,0.0
843c915ffffffff,8.0,0.0,0.0
843c917ffffffff,3.0,0.0,0.0
843c921ffffffff,5.0,0.0,0.0
843c923ffffffff,2.0,0.0,0.0
843c925ffffffff,12.0,0.0,0.0
843c927ffffffff,11.0,0.0,0.0
843c929ffffffff,38.0,0.0,0.0
843c92bffffffff,12.0,0.0,0.0
843c92dffffffff,33.0,0.0,0.0
843c931ffffffff,101.0,0.0,0.0
843c939ffffffff,4.0,0.0,0.0
843c93bffffffff,54.0,0.0,0.0
843c93dffffffff,4.0,0.0,0.0
843c941ffffffff,8.0,0.0,0.0
843c943ffffffff,55.0,0.0,0.0
843c947ffffffff,6.0,0.0,0.0
843c94bffffffff,2.0,0.0,0.0
843c953ffffffff,4.0,0.0,0.0
843c957ffffffff,2.0,0.0,0.0
843c959ffffffff,44.0,0.0,0.0
843c95bffffffff,12.0,0.0,0.0
843c963ffffffff,3.0,0.0,0.0
843c967ffffffff,18.0,0.0,0.0
843c9c3ffffffff,3.0,0.0,0.0
843c9cbffffffff,4.0,0.0,0.0
843c9d9ffffffff,7.0,0.0,0.0
843c9e9ffffffff,11.0,0.0,0.0
843ca01ffffffff,3.0,0.0,0.0
843ca21ffffffff,5.0,0.0,0.0
843ca25ffffffff,101.0,0.0,0.0
843ca2dffffffff,2.0,0.0,0.0
843ca41ffffffff,1.0,0.0,0.0
843ca45ffffffff,1.0,0.0,0.0
843ca47ffffffff,2.0,0.0,0.0
843ca83ffffffff,4.0,0.0,0.0
843ca85ffffffff,1.0,0.0,0.0
843ca87ffffffff,62.0,0.0,0.0
843ca8bffffffff,4.0,0.0,0.0
843ca8dffffffff,18.0,0.0,0.0
843ca91ffffffff,1.0,0.0,0.0
843ca93ffffffff,17.0,0.0,0.0
843ca95ffffffff,17.0,0.0,0.0
843ca97ffffffff,209.0,8.0,0.0
843ca9dffffffff,35.0,0.0,0.0
843cab1ffffffff,78.0,0.0,0.0
843cab3ffffffff,1.0,0.0,0.0
843cab5ffffffff,2.0,0.0,0.0
843cab7ffffffff,31.0,0.0,0.0
843cab9ffffffff,47.0,0.0,0.0
843cabbffffffff,4.0,0.0,0.0
843cabdffffffff,16.0,0.0,0.0
843cac3ffffffff,2.0,0.0,0.0
843cac7ffffffff,1.0,0.0,0.0
843caddffffffff,2.0,0.0,0.0
843cae3ffffffff,10.0,0.0,0.0
843cb01ffffffff,3.0,0.0,0.0
843cb03ffffffff,49.0,0.0,0.0
843cb09ffffffff,6.0,0.0,0.0
843cb0bffffffff,8.0,0.0,0.0
843cb0dffffffff,2.0,0.0,0.0
843cb11ffffffff,161.0,0.0,0.0
843cb13ffffffff,12.0,0.0,0.0
843cb15ffffffff,221.0,0.0,0.0
843cb17ffffffff,14.0,0.0,0.0
843cb19ffffffff,79.0,0.0,0.0
843cb1dffffffff,1913.0,0.0,0.0
843cb29ffffffff,2.0,0.0,0.0
843cb35ffffffff,3.0,0.0,0.0
843cb39ffffffff,98.0,0.0,0.0
843cb3bffffffff,20.0,0.0,0.0
843cb3dffffffff,2.0,0.0,0.0
843cb41ffffffff,18.0,0.0,0.0
843cb45ffffffff,40.0,0.0,0.0
843cb47ffffffff,68.0,0.0,0.0
843cb4bffffffff,78.0,0.0,0.0
843cb4dffffffff,7.0,0.0,0.0
843cb51ffffffff,9.0,0.0,0.0
843cb59ffffffff,15.0,0.0,0.0
843cb5dffffffff,194.0,0.0,0.0
843cb61ffffffff,7.0,0.0,0.0
843cb65ffffffff,29.0,0.0,0.0
843cb69ffffffff,39.0,0.0,0.0
843cb6bffffffff,24.0,0.0,0.0
843cb6dffffffff,26.0,0.0,0.0
843cc03ffffffff,1.0,0.0,0.0
843cc0bffffffff,2.0,0.0,0.0
843cc0dffffffff,5.0,0.0,0.0
843cc21ffffffff,16.0,0.0,0.0
843cc29ffffffff,6.0,0.0,0.0
843cc2bffffffff,2.0,0.0,0.0
843cc43ffffffff,7.0,0.0,0.0
843cc45ffffffff,211.0,0.0,0.0
843cc47ffffffff,15.0,0.0,0.0
843cc4bffffffff,2.0,0.0,0.0
843cc51ffffffff,3.0,0.0,0.0
843cc55ffffffff,3.0,0.0,0.0
843cc5bffffffff,18.0,0.0,0.0
843cc5dffffffff,2.0,0.0,0.0
843cc63ffffffff,3.0,0.0,0.0
843cc67ffffffff,1.0,0.0,0.0
843cc6bffffffff,84.0,0.0,0.0
843cc6dffffffff,2.0,0.0,0.0
843cc9dffffffff,2.0,0.0,0.0
843ccb5ffffffff,3.0,0.0,0.0
843ccb7ffffffff,5.0,0.0,0.0
843ccc9ffffffff,4.0,0.0,0.0
843ccd5ffffffff,2.0,0.0,0.0
843cd13ffffffff,2.0,0.0,0.0
843cd8bffffffff,7.0,0.0,0.0
843cd91ffffffff,92.0,0.0,13.0
843cd93ffffffff,1.0,0.0,0.0
843cd9bffffffff,9.0,0.0,0.0
843cd9dffffffff,4.0,0.0,4.0
843cdb1ffffffff,1.0,0.0,0.0
843cdbbffffffff,6.0,0.0,0.0
843cdcdffffffff,7.0,0.0,0.0
843cddbffffffff,1.0,0.0,0.0
843cde3ffffffff,2.0,0.0,0.0
843cde7ffffffff,2.0,0.0,0.0
843ce01ffffffff,2.0,0.0,0.0
843ce03ffffffff,31.0,0.0,0.0
843ce07ffffffff,4.0,0.0,0.0
843ce09ffffffff,16.0,0.0,0.0
843ce0bffffffff,7.0,0.0,0.0
843ce11ffffffff,16.0,0.0,0.0
843ce13ffffffff,12.0,0.0,0.0
843ce15ffffffff,191.0,0.0,0.0
843ce17ffffffff,3.0,0.0,0.0
843ce19ffffffff,3.0,0.0,0.0
843ce1bffffffff,32.0,0.0,0.0
843ce1dffffffff,50.0,0.0,0.0
843ce29ffffffff,4.0,0.0,0.0
843ce2bffffffff,1.0,0.0,0.0
843ce2dffffffff,7.0,0.0,0.0
843ce31ffffffff,5.0,0.0,0.0
843ce37ffffffff,1.0,0.0,0.0
843ce3bffffffff,29.0,0.0,0.0
843ce41ffffffff,2.0,0.0,0.0
843ce43ffffffff,2.0,0.0,0.0
843ce45ffffffff,2.0,0.0,0.0
843ce47ffffffff,18.0,0.0,0.0
843ce4bffffffff,13.0,0.0,0.0
843ce4dffffffff,2.0,0.0,0.0
843ce51ffffffff,25.0,0.0,2.0
843ce53ffffffff,1.0,0.0,0.0
843ce55ffffffff,35.0,0.0,0.0
843ce57ffffffff,75.0,0.0,0.0
843ce5dffffffff,10.0,0.0,0.0
843ce81ffffffff,28.0,0.0,0.0
843ce83ffffffff,12.0,0.0,0.0
843ce85ffffffff,26.0,0.0,0.0
843ce87ffffffff,14.0,0.0,0.0
843ce8bffffffff,1.0,0.0,0.0
843ce8dffffffff,5.0,0.0,0.0
843cea1ffffffff,43.0,0.0,0.0
843cea5ffffffff,10.0,0.0,0.0
843cea7ffffffff,44.0,0.0,0.0
843ceb5ffffffff,2.0,0.0,0.0
843cebdffffffff,21.0,0.0,0.0
843cec1ffffffff,132.0,0.0,0.0
843cec3ffffffff,31.0,0.0,0.0
843cec9ffffffff,43.0,0.0,0.0
843cecbffffffff,2.0,0.0,0.0
843cecdffffffff,76.0,0.0,0.0
843ced1ffffffff,16.0,0.0,0.0
843ced3ffffffff,1.0,0.0,0.0
843ced5ffffffff,5.0,0.0,0.0
843ced9ffffffff,9.0,0.0,0.0
843cedbffffffff,1.0,0.0,0.0
843ceddffffffff,19.0,0.0,0.0
843cee7ffffffff,2.0,0.0,0.0
843cf05ffffffff,6.0,0.0,0.0
843cf0bffffffff,8.0,0.0,0.0
843cf0dffffffff,12.0,0.0,0.0
843cf11ffffffff,179.0,0.0,0.0
843cf13ffffffff,9.0,0.0,0.0
843cf17ffffffff,85.0,0.0,0.0
843cf1bffffffff,5.0,0.0,0.0
843cf21ffffffff,8.0,0.0,0.0
843cf25ffffffff,1.0,0.0,0.0
843cf27ffffffff,17.0,0.0,0.0
843cf29ffffffff,793.0,19.0,0.0
843cf2dffffffff,295.0,4.0,0.0
843cf33ffffffff,5.0,0.0,0.0
843cf3bffffffff,2.0,0.0,0.0
843cf41ffffffff,38.0,0.0,0.0
843cf43ffffffff,30.0,0.0,0.0
843cf47ffffffff,22.0,0.0,0.0
843cf4bffffffff,5.0,0.0,0.0
843cf4dffffffff,2.0,0.0,0.0
843cf61ffffffff,74.0,0.0,0.0
843cf65ffffffff,12.0,0.0,0.0
843cf67ffffffff,80.0,1.0,0.0
843cf69ffffffff,52.0,0.0,0.0
843cf6bffffffff,14.0,0.0,0.0
843cf6dffffffff,11.0,0.0,0.0
843d101ffffffff,17.0,0.0,0.0
843d103ffffffff,20.0,0.0,0.0
843d107ffffffff,776.0,0.0,0.0
843d109ffffffff,36.0,0.0,0.0
843d10dffffffff,69.0,0.0,0.0
843d115ffffffff,7.0,0.0,0.0
843d11dffffffff,5.0,0.0,0.0
843d123ffffffff,4.0,0.0,0.0
843d131ffffffff,8.0,0.0,0.0
843d135ffffffff,146.0,0.0,0.0
843d137ffffffff,60.0,0.0,0.0
843d139ffffffff,1026.0,0.0,0.0
843d13bffffffff,8.0,0.0,0.0
843d13dffffffff,132.0,0.0,0.0
843d141ffffffff,6.0,0.0,0.0
843d143ffffffff,3.0,0.0,0.0
843d145ffffffff,4.0,0.0,0.0
843d147ffffffff,107.0,0.0,0.0
843d15dffffffff,9.0,0.0,0.0
843d161ffffffff,1.0,0.0,0.0
843d16bffffffff,57.0,0.0,0.0
843d1a7ffffffff,2.0,0.0,0.0
843d1a9ffffffff,4.0,0.0,0.0
843d1e5ffffffff,2.0,0.0,0.0
843d1e7ffffffff,3.0,0.0,0.0
843d1edffffffff,39.0,0.0,0.0
843d301ffffffff,5.0,0.0,0.0
843d305ffffffff,8.0,0.0,0.0
843d307ffffffff,13.0,0.0,0.0
843d30dffffffff,1.0,0.0,0.0
843d321ffffffff,1.0,0.0,0.0
843d323ffffffff,59.0,0.0,0.0
843d325ffffffff,39.0,0.0,0.0
843d32bffffffff,11.0,0.0,0.0
843d32dffffffff,2.0,0.0,0.0
843d335ffffffff,30.0,0.0,0.0
843d33dffffffff,23.0,0.0,0.0
843d345ffffffff,7.0,0.0,0.0
843d349ffffffff,2.0,0.0,0.0
843d34dffffffff,2.0,0.0,0.0
843d363ffffffff,124.0,0.0,0.0
843d36bffffffff,69.0,0.0,0.0
843d845ffffffff,9.0,0.0,0.0
843d847ffffffff,3.0,0.0,0.0
843d851ffffffff,1.0,0.0,0.0
843d853ffffffff,20.0,0.0,0.0
843d855ffffffff,2.0,0.0,0.0
843d859ffffffff,49.0,0.0,0.0
843d85bffffffff,2.0,0.0,0.0
843d85dffffffff,2.0,0.0,0.0
843d86bffffffff,11.0,0.0,0.0
843d899ffffffff,6.0,0.0,0.0
843d8a5ffffffff,2.0,0.0,0.0
843d8b1ffffffff,196.0,0.0,0.0
843d8b7ffffffff,4.0,0.0,0.0
843d8b9ffffffff,9.0,0.0,0.0
843d8bdffffffff,7.0,0.0,0.0
843d8c1ffffffff,65.0,0.0,0.0
843d8d1ffffffff,2.0,0.0,0.0
843d8d5ffffffff,113.0,0.0,0.0
843d8dbffffffff,2.0,0.0,0.0
843d8ddffffffff,60.0,0.0,0.0
843d907ffffffff,9.0,0.0,0.0
843d915ffffffff,42.0,0.0,0.0
843d929ffffffff,76.0,0.0,0.0
843d92dffffffff,7.0,0.0,0.0
843d933ffffffff,7.0,0.0,0.0
843d93bffffffff,18.0,0.0,0.0
843d93dffffffff,2.0,0.0,0.0
843d963ffffffff,15.0,0.0,0.0
843d967ffffffff,125.0,0.0,0.0
843d96bffffffff,2.0,0.0,0.0
843d96dffffffff,11.0,0.0,0.0
843d983ffffffff,11.0,0.0,0.0
843d987ffffffff,83.0,0.0,0.0
843d98dffffffff,31.0,0.0,0.0
843d993ffffffff,26.0,0.0,0.0
843d997ffffffff,1.0,0.0,0.0
843d99dffffffff,3.0,0.0,0.0
843d9a3ffffffff,2.0,0.0,0.0
843d9a5ffffffff,10.0,0.0,0.0
843d9a7ffffffff,5.0,0.0,0.0
843d9abffffffff,6.0,0.0,0.0
843d9adffffffff,5.0,0.0,0.0
843d9b1ffffffff,14.0,0.0,0.0
843d9b7ffffffff,398.0,0.0,0.0
843d9b9ffffffff,121.0,0.0,0.0
843d9bdffffffff,7.0,0.0,0.0
843d9d1ffffffff,6.0,0.0,0.0
843d9d3ffffffff,5.0,0.0,0.0
843d9dbffffffff,7.0,0.0,0.0
843d9e5ffffffff,110.0,0.0,0.0
843d9e7ffffffff,5.0,0.0,0.0
843d9edffffffff,18.0,0.0,0.0
843da0bffffffff,3.0,0.0,0.0
843da11ffffffff,279.0,0.0,0.0
843da13ffffffff,105.0,0.0,0.0
843da15ffffffff,4.0,0.0,0.0
843da17ffffffff,2.0,0.0,0.0
843da19ffffffff,49.0,0.0,0.0
843da1bffffffff,85.0,0.0,0.0
843da1dffffffff,431.0,0.0,0.0
843da21ffffffff,10.0,0.0,0.0
843da25ffffffff,17.0,0.0,0.0
843da2dffffffff,4.0,0.0,0.0
843da33ffffffff,38.0,0.0,0.0
843da37ffffffff,238.0,0.0,0.0
843da3bffffffff,2.0,0.0,0.0
843da3dffffffff,3.0,0.0,0.0
843da57ffffffff,22.0,0.0,0.0
843da69ffffffff,3.0,0.0,0.0
843da81ffffffff,23.0,0.0,0.0
843da89ffffffff,5.0,0.0,0.0
843da8bffffffff,4.0,0.0,0.0
843da91ffffffff,7.0,0.0,0.0
843da93ffffffff,2.0,0.0,0.0
843da95ffffffff,9.0,0.0,0.0
843da97ffffffff,16.0,0.0,0.0
843da99ffffffff,5.0,0.0,0.0
843da9dffffffff,10.0,0.0,0.0
843daa1ffffffff,1.0,0.0,0.0
843daa5ffffffff,11.0,0.0,0.0
843daa7ffffffff,2.0,0.0,0.0
843daadffffffff,2.0,0.0,0.0
843dab5ffffffff,3.0,0.0,0.0
843dac9ffffffff,256.0,0.0,0.0
843dacbffffffff,4.0,0.0,0.0
843dad1ffffffff,341.0,0.0,0.0
843dad5ffffffff,150.0,0.0,0.0
843dad7ffffffff,6.0,0.0,0.0
843dad9ffffffff,28.0,0.0,0.0
843dadbffffffff,4.0,0.0,0.0
843daddffffffff,336.0,0.0,0.0
843dae1ffffffff,12.0,0.0,0.0
843dae5ffffffff,1.0,0.0,0.0
843dae7ffffffff,7.0,0.0,0.0
843daebffffffff,8.0,0.0,0.0
843daedffffffff,1.0,0.0,0.0
843db03ffffffff,5.0,0.0,0.0
843db09ffffffff,3.0,0.0,0.0
843db13ffffffff,18.0,0.0,0.0
843db23ffffffff,2.0,0.0,0.0
843db25ffffffff,6.0,0.0,0.0
843db29ffffffff,9.0,0.0,0.0
843db2dffffffff,32.0,0.0,0.0
843db31ffffffff,7.0,0.0,0.0
843db33ffffffff,2.0,0.0,0.0
843db35ffffffff,2.0,0.0,0.0
843db39ffffffff,2.0,0.0,0.0
843db3bffffffff,9.0,0.0,0.0
843db3dffffffff,1.0,0.0,0.0
843db51ffffffff,9.0,0.0,0.0
843db55ffffffff,10.0,0.0,0.0
843db57ffffffff,29.0,0.0,0.0
843db61ffffffff,5.0,0.0,0.0
843db65ffffffff,20.0,0.0,0.0
843db67ffffffff,55.0,0.0,0.0
843db6dffffffff,3.0,0.0,0.0
84400c1ffffffff,4.0,0.0,0.0
8440193ffffffff,2.0,0.0,0.0
8440197ffffffff,1.0,0.0,0.0
84401a1ffffffff,2.0,0.0,0.0
844022bffffffff,18.0,0.0,0.0
84402d7ffffffff,119.0,0.0,0.0
8440329ffffffff,4.0,0.0,0.0
8440349ffffffff,1.0,0.0,0.0
8440413ffffffff,6.0,0.0,0.0
8440435ffffffff,2.0,0.0,0.0
8440439ffffffff,3.0,0.0,0.0
844048bffffffff,3.0,0.0,0.0
8440491ffffffff,2.0,0.0,0.0
8440499ffffffff,20.0,0.0,0.0
844049bffffffff,3.0,0.0,0.0
84404b1ffffffff,2.0,0.0,0.0
84404c1ffffffff,10.0,0.0,0.0
84404c3ffffffff,1.0,0.0,0.0
84404c5ffffffff,14.0,0.0,0.0
84404c7ffffffff,1.0,0.0,0.0
84404cbffffffff,59.0,0.0,0.0
84404cdffffffff,9.0,0.0,0.0
84404ddffffffff,63.0,0.0,0.0
84404e9ffffffff,2.0,0.0,0.0
844054dffffffff,2.0,0.0,0.0
84405cbffffffff,5.0,0.0,1.0
8440619ffffffff,53.0,0.0,0.0
844061bffffffff,10.0,0.0,0.0
8440653ffffffff,1.0,0.0,0.0
84406abffffffff,2.0,0.0,2.0
84406b1ffffffff,4.0,0.0,0.0
84406b3ffffffff,2.0,0.0,0.0
84406b7ffffffff,8.0,0.0,0.0
8440711ffffffff,1.0,0.0,0.0
8440717ffffffff,2.0,0.0,0.0
8440719ffffffff,2.0,0.0,0.0
844071dffffffff,1.0,0.0,0.0
844075dffffffff,4.0,0.0,0.0
8440a6bffffffff,2.0,0.0,0.0
8440c49ffffffff,5.0,0.0,0.0
8440e27ffffffff,2.0,0.0,0.0
8440e39ffffffff,13.0,0.0,0.0
8440e3bffffffff,1.0,0.0,0.0
8440e3dffffffff,19.0,0.0,0.0
8440e69ffffffff,2.0,0.0,0.0
8440f13ffffffff,3.0,0.0,0.0
8441035ffffffff,14.0,0.0,0.0
8441037ffffffff,89.0,0.0,0.0
844109bffffffff,2.0,0.0,0.0
8441105ffffffff,3.0,0.0,0.0
8441111ffffffff,4.0,0.0,0.0
844111dffffffff,2.0,0.0,0.0
8441129ffffffff,4.0,0.0,0.0
8441163ffffffff,1.0,0.0,0.0
8441181ffffffff,3.0,0.0,0.0
8441185ffffffff,8.0,0.0,0.0
844118bffffffff,14.0,0.0,0.0
8441199ffffffff,4.0,0.0,0.0
844119dffffffff,6.0,0.0,0.0
84411a7ffffffff,2.0,0.0,0.0
84411b5ffffffff,7.0,0.0,0.0
84411bdffffffff,2.0,0.0,0.0
84411c1ffffffff,3.0,0.0,0.0
84411c3ffffffff,2.0,0.0,0.0
84411c9ffffffff,49.0,0.0,0.0
84411cbffffffff,1979.0,0.0,0.0
84411d5ffffffff,32.0,0.0,0.0
84411d7ffffffff,9.0,0.0,0.0
84411d9ffffffff,2.0,0.0,0.0
84411ddffffffff,31.0,0.0,0.0
84411e3ffffffff,5.0,0.0,0.0
844141bffffffff,1.0,0.0,1.0
8441421ffffffff,3.0,0.0,0.0
8441431ffffffff,13.0,0.0,2.0
8441433ffffffff,2.0,0.0,0.0
8441439ffffffff,7.0,0.0,0.0
8441483ffffffff,1.0,0.0,0.0
8441487ffffffff,1.0,0.0,0.0
844148bffffffff,1.0,0.0,0.0
8441491ffffffff,4.0,0.0,0.0
8441497ffffffff,6.0,0.0,0.0
84414b3ffffffff,6.0,0.0,0.0
84414b7ffffffff,2.0,0.0,0.0
84414c3ffffffff,16.0,0.0,0.0
84414cbffffffff,3.0,0.0,0.0
84414d7ffffffff,2.0,0.0,0.0
84414d9ffffffff,25.0,0.0,3.0
8441517ffffffff,2.0,0.0,0.0
8441539ffffffff,7.0,0.0,0.0
844153bffffffff,14.0,0.0,0.0
844153dffffffff,3.0,0.0,0.0
8441547ffffffff,2.0,0.0,0.0
8441593ffffffff,2.0,0.0,0.0
84415a1ffffffff,2.0,0.0,0.0
84415c1ffffffff,1.0,0.0,0.0
84415cbffffffff,24.0,0.0,0.0
84415e1ffffffff,2.0,0.0,0.0
84415e7ffffffff,5.0,0.0,0.0
84415edffffffff,29.0,0.0,0.0
8441643ffffffff,21.0,0.0,0.0
844164bffffffff,1.0,0.0,0.0
8441655ffffffff,2.0,0.0,2.0
8441681ffffffff,1.0,0.0,0.0
8441695ffffffff,1.0,0.0,0.0
844169bffffffff,8.0,0.0,0.0
84416abffffffff,3.0,0.0,0.0
84416b1ffffffff,4.0,0.0,4.0
84416b7ffffffff,14.0,0.0,2.0
84416bbffffffff,1.0,0.0,0.0
84416bdffffffff,4.0,0.0,0.0
84416c1ffffffff,2.0,0.0,0.0
84416c3ffffffff,9.0,0.0,0.0
84416cdffffffff,3.0,0.0,0.0
84416d1ffffffff,4.0,0.0,0.0
84416d3ffffffff,9.0,0.0,0.0
84416d5ffffffff,7.0,0.0,0.0
