cell_id,Sterna hirundo,Sterna hirundo hirundo/tibetana,Sterna hirundo longipennis,Sterna hirundo hirundo/tibetana x longipennis
820777fffffffff,1.0,0.0,0.0,0.0
82089ffffffffff,8.0,0.0,0.0,0.0
820c17fffffffff,2.0,0.0,2.0,0.0
820ca7fffffffff,4.0,0.0,0.0,0.0
820e4ffffffffff,24.0,0.0,0.0,0.0
820e5ffffffffff,2.0,0.0,0.0,0.0
820e6ffffffffff,2.0,0.0,0.0,0.0
820e87fffffffff,8.0,0.0,0.0,0.0
820e8ffffffffff,2.0,0.0,0.0,0.0
820e97fffffffff,3.0,0.0,0.0,0.0
820ecffffffffff,61.0,0.0,0.0,0.0
820edffffffffff,1.0,0.0,0.0,0.0
820eeffffffffff,163.0,1.0,0.0,0.0
82124ffffffffff,4.0,0.0,0.0,0.0
821257fffffffff,3.0,2.0,0.0,0.0
82125ffffffffff,2.0,0.0,0.0,0.0
82128ffffffffff,11.0,0.0,0.0,0.0
82129ffffffffff,6.0,0.0,0.0,0.0
8212c7fffffffff,8.0,0.0,0.0,0.0
8212cffffffffff,30.0,0.0,0.0,0.0
8212d7fffffffff,7.0,0.0,0.0,0.0
8212dffffffffff,3.0,0.0,0.0,0.0
8212effffffffff,2.0,0.0,0.0,0.0
821657fffffffff,14.0,0.0,14.0,0.0
82182ffffffffff,22.0,0.0,0.0,0.0
821847fffffffff,2.0,0.0,0.0,0.0
82184ffffffffff,24.0,2.0,0.0,0.0
82185ffffffffff,25.0,1.0,0.0,0.0
821867fffffffff,5.0,0.0,0.0,0.0
821877fffffffff,1.0,0.0,0.0,0.0
82192ffffffffff,6.0,2.0,0.0,0.0
821947fffffffff,16.0,3.0,0.0,0.0
82194ffffffffff,95.0,59.0,0.0,0.0
821957fffffffff,13.0,6.0,0.0,0.0
82195ffffffffff,3.0,0.0,0.0,0.0
82196ffffffffff,3.0,1.0,0.0,0.0
821977fffffffff,1.0,0.0,0.0,0.0
821aa7fffffffff,254.0,0.0,0.0,0.0
821ab7fffffffff,10.0,0.0,0.0,0.0
821b87fffffffff,10.0,0.0,0.0,0.0
821b8ffffffffff,2.0,0.0,0.0,0.0
821b97fffffffff,3.0,0.0,0.0,0.0
821b9ffffffffff,93.0,0.0,0.0,0.0
821bb7fffffffff,12.0,0.0,0.0,0.0
821e07fffffffff,52.0,1.0,0.0,0.0
821e0ffffffffff,7.0,2.0,0.0,0.0
821e17fffffffff,20.0,0.0,0.0,0.0
821e27fffffffff,10.0,0.0,0.0,0.0
821e2ffffffffff,2.0,0.0,0.0,0.0
821e37fffffffff,26.0,0.0,0.0,0.0
821e5ffffffffff,7.0,7.0,0.0,0.0
821e67fffffffff,2.0,0.0,0.0,0.0
821ea7fffffffff,34.0,12.0,0.0,0.0
821ec7fffffffff,4.0,1.0,0.0,0.0
821ecffffffffff,4.0,1.0,0.0,0.0
821edffffffffff,18.0,0.0,0.0,0.0
821ee7fffffffff,3.0,0.0,0.0,0.0
821eeffffffffff,6.0,3.0,0.0,0.0
821ef7fffffffff,6.0,6.0,0.0,0.0
821f07fffffffff,1.0,1.0,0.0,0.0
821f0ffffffffff,2.0,0.0,0.0,0.0
821f17fffffffff,2.0,2.0,0.0,0.0
821f1ffffffffff,32.0,4.0,0.0,0.0
821f37fffffffff,4.0,0.0,0.0,0.0
821f47fffffffff,1.0,0.0,0.0,0.0
821f57fffffffff,6.0,2.0,0.0,0.0
821f77fffffffff,13.0,0.0,0.0,0.0
821f87fffffffff,33.0,0.0,0.0,0.0
821f8ffffffffff,4.0,0.0,0.0,0.0
821f9ffffffffff,5.0,2.0,0.0,0.0
821fa7fffffffff,4.0,0.0,0.0,0.0
821faffffffffff,3.0,0.0,0.0,0.0
821fb7fffffffff,3.0,0.0,0.0,0.0
822017fffffffff,2.0,0.0,0.0,0.0
82201ffffffffff,1.0,0.0,0.0,0.0
822037fffffffff,6.0,0.0,0.0,0.0
8220a7fffffffff,4.0,4.0,0.0,0.0
822157fffffffff,4.0,0.0,0.0,0.0
82219ffffffffff,3.0,0.0,0.0,0.0
8222dffffffffff,29.0,0.0,26.0,0.0
82240ffffffffff,2.0,0.0,0.0,0.0
82242ffffffffff,1.0,0.0,0.0,0.0
822437fffffffff,6.0,0.0,0.0,0.0
822477fffffffff,2.0,1.0,1.0,0.0
822517fffffffff,10.0,2.0,5.0,0.0
82255ffffffffff,1.0,0.0,1.0,0.0
822607fffffffff,8.0,0.0,0.0,0.0
82260ffffffffff,25.0,1.0,0.0,0.0
822617fffffffff,4.0,2.0,0.0,0.0
82261ffffffffff,14.0,0.0,0.0,0.0
822627fffffffff,12.0,0.0,0.0,0.0
82262ffffffffff,22.0,0.0,0.0,0.0
822637fffffffff,7.0,0.0,0.0,0.0
822647fffffffff,78.0,0.0,0.0,0.0
82264ffffffffff,147.0,0.0,0.0,0.0
822657fffffffff,71.0,0.0,0.0,0.0
82265ffffffffff,8.0,0.0,0.0,0.0
822667fffffffff,130.0,3.0,0.0,0.0
82266ffffffffff,41.0,3.0,0.0,0.0
822677fffffffff,35.0,0.0,0.0,0.0
822687fffffffff,53.0,0.0,0.0,0.0
82268ffffffffff,83.0,0.0,0.0,0.0
822697fffffffff,144.0,0.0,0.0,0.0
82269ffffffffff,50.0,0.0,0.0,0.0
8226a7fffffffff,5.0,0.0,0.0,0.0
8226affffffffff,136.0,2.0,0.0,0.0
8226b7fffffffff,5.0,0.0,0.0,0.0
8226c7fffffffff,23.0,0.0,0.0,0.0
8226cffffffffff,18.0,0.0,0.0,0.0
8226d7fffffffff,17.0,0.0,0.0,0.0
8226dffffffffff,26.0,0.0,0.0,0.0
8226e7fffffffff,53.0,0.0,0.0,0.0
8226effffffffff,10.0,0.0,0.0,0.0
8226f7fffffffff,16.0,0.0,0.0,0.0
822707fffffffff,17.0,0.0,0.0,0.0
82270ffffffffff,13.0,2.0,0.0,0.0
822717fffffffff,21.0,0.0,0.0,0.0
82271ffffffffff,1.0,0.0,0.0,0.0
822727fffffffff,1.0,0.0,0.0,0.0
82272ffffffffff,9.0,0.0,0.0,0.0
822747fffffffff,80.0,7.0,0.0,0.0
82274ffffffffff,278.0,0.0,0.0,0.0
822757fffffffff,126.0,2.0,0.0,0.0
82275ffffffffff,248.0,5.0,0.0,0.0
822767fffffffff,25.0,0.0,0.0,0.0
82276ffffffffff,91.0,34.0,0.0,0.0
822777fffffffff,36.0,0.0,0.0,0.0
822787fffffffff,7.0,0.0,0.0,0.0
82278ffffffffff,6.0,0.0,0.0,0.0
822797fffffffff,27.0,0.0,0.0,0.0
82279ffffffffff,4.0,0.0,0.0,0.0
8227a7fffffffff,15.0,0.0,0.0,0.0
8227affffffffff,15.0,0.0,0.0,0.0
822807fffffffff,67.0,0.0,0.0,0.0
822817fffffffff,14.0,0.0,0.0,0.0
82281ffffffffff,52.0,0.0,0.0,0.0
822827fffffffff,4.0,0.0,0.0,0.0
822837fffffffff,1120.0,5.0,0.0,0.0
822887fffffffff,75.0,0.0,0.0,0.0
82288ffffffffff,98.0,0.0,0.0,0.0
822897fffffffff,20.0,0.0,0.0,0.0
