cell_id,Himantopus mexicanus,Himantopus mexicanus mexicanus,Himantopus mexicanus knudseni,Himantopus mexicanus melanurus,Himantopus mexicanus mexicanus x melanurus
8412dedffffffff,2.0,0.0,0.0,0.0,0.0
8412e13ffffffff,10.0,0.0,0.0,0.0,0.0
8412e1bffffffff,7.0,0.0,0.0,0.0,0.0
8412e81ffffffff,10.0,0.0,0.0,0.0,0.0
8412e83ffffffff,6.0,0.0,0.0,0.0,0.0
8412e85ffffffff,2.0,0.0,0.0,0.0,0.0
8412e87ffffffff,2.0,2.0,0.0,0.0,0.0
8412e89ffffffff,6.0,0.0,0.0,0.0,0.0
8412e8bffffffff,8.0,0.0,0.0,0.0,0.0
8412e8dffffffff,79.0,0.0,0.0,0.0,0.0
8412e95ffffffff,11.0,0.0,0.0,0.0,0.0
8412ea1ffffffff,29.0,0.0,0.0,0.0,0.0
8412ea3ffffffff,207.0,1.0,0.0,0.0,0.0
8412ea5ffffffff,10.0,0.0,0.0,0.0,0.0
8412ea7ffffffff,84.0,0.0,0.0,0.0,0.0
8412ea9ffffffff,39.0,1.0,0.0,0.0,0.0
8412eabffffffff,4.0,0.0,0.0,0.0,0.0
8412eb1ffffffff,23.0,0.0,0.0,0.0,0.0
8412eb3ffffffff,14.0,0.0,0.0,0.0,0.0
8412eb5ffffffff,19.0,0.0,0.0,0.0,0.0
8412eb7ffffffff,17.0,0.0,0.0,0.0,0.0
8412eb9ffffffff,32.0,0.0,0.0,0.0,0.0
8412ebbffffffff,14.0,0.0,0.0,0.0,0.0
8412ebdffffffff,2.0,0.0,0.0,0.0,0.0
8412ec1ffffffff,375.0,8.0,0.0,0.0,0.0
8412ec3ffffffff,29.0,0.0,0.0,0.0,0.0
8412ec5ffffffff,71.0,0.0,0.0,0.0,0.0
8412ec7ffffffff,85.0,2.0,0.0,0.0,0.0
8412ec9ffffffff,45.0,7.0,0.0,0.0,0.0
8412ecbffffffff,60.0,6.0,0.0,0.0,0.0
8412ecdffffffff,51.0,0.0,0.0,0.0,0.0
8412ed3ffffffff,15.0,0.0,0.0,0.0,0.0
8412edbffffffff,3.0,0.0,0.0,0.0,0.0
8412eddffffffff,2.0,0.0,0.0,0.0,0.0
8412ee3ffffffff,4.0,0.0,0.0,0.0,0.0
8426069ffffffff,11.0,0.0,0.0,0.0,0.0
84260b9ffffffff,191.0,2.0,0.0,0.0,0.0
84260bbffffffff,4.0,0.0,0.0,0.0,0.0
8426227ffffffff,2.0,0.0,0.0,0.0,0.0
8426311ffffffff,1.0,0.0,0.0,0.0,0.0
8426317ffffffff,2.0,0.0,0.0,0.0,0.0
8426353ffffffff,2.0,0.0,0.0,0.0,0.0
8426357ffffffff,7.0,0.0,0.0,0.0,0.0
8426403ffffffff,28.0,5.0,0.0,0.0,0.0
8426405ffffffff,56.0,4.0,0.0,0.0,0.0
8426407ffffffff,47.0,2.0,0.0,0.0,0.0
842640dffffffff,49.0,2.0,0.0,0.0,0.0
8426415ffffffff,98.0,10.0,0.0,0.0,0.0
8426417ffffffff,18.0,2.0,0.0,0.0,0.0
842641dffffffff,8.0,0.0,0.0,0.0,0.0
8426431ffffffff,2.0,0.0,0.0,0.0,0.0
8426433ffffffff,2.0,0.0,0.0,0.0,0.0
8426437ffffffff,29.0,0.0,0.0,0.0,0.0
8426439ffffffff,115.0,14.0,0.0,0.0,0.0
842643bffffffff,80.0,10.0,0.0,0.0,0.0
8426443ffffffff,1.0,0.0,0.0,0.0,0.0
8426455ffffffff,3.0,0.0,0.0,0.0,0.0
8426461ffffffff,208.0,7.0,0.0,0.0,0.0
8426463ffffffff,19.0,0.0,0.0,0.0,0.0
8426469ffffffff,2.0,0.0,0.0,0.0,0.0
842646bffffffff,117.0,3.0,0.0,0.0,0.0
842646dffffffff,3.0,0.0,0.0,0.0,0.0
8426489ffffffff,7.0,0.0,0.0,0.0,0.0
84264a5ffffffff,4.0,0.0,0.0,0.0,0.0
84264adffffffff,34.0,0.0,0.0,0.0,0.0
84264e1ffffffff,2.0,0.0,0.0,0.0,0.0
84264e5ffffffff,138.0,0.0,0.0,0.0,0.0
84264e7ffffffff,4.0,0.0,0.0,0.0,0.0
84264edffffffff,24.0,0.0,0.0,0.0,0.0
8426505ffffffff,2.0,0.0,0.0,0.0,0.0
842652bffffffff,10.0,0.0,0.0,0.0,0.0
8426533ffffffff,5.0,5.0,0.0,0.0,0.0
8426541ffffffff,2.0,2.0,0.0,0.0,0.0
8426555ffffffff,36.0,3.0,0.0,0.0,0.0
8426561ffffffff,3.0,0.0,0.0,0.0,0.0
842656dffffffff,2.0,0.0,0.0,0.0,0.0
8426583ffffffff,5.0,2.0,0.0,0.0,0.0
842658bffffffff,11.0,0.0,0.0,0.0,0.0
8426591ffffffff,2.0,0.0,0.0,0.0,0.0
8426593ffffffff,39.0,0.0,0.0,0.0,0.0
8426595ffffffff,1.0,0.0,0.0,0.0,0.0
8426599ffffffff,4.0,0.0,0.0,0.0,0.0
842659bffffffff,1049.0,0.0,0.0,0.0,0.0
842659dffffffff,5.0,0.0,0.0,0.0,0.0
84265a3ffffffff,4.0,0.0,0.0,0.0,0.0
84265a7ffffffff,4.0,0.0,0.0,0.0,0.0
84265b1ffffffff,47.0,0.0,0.0,0.0,0.0
84265b5ffffffff,9.0,0.0,0.0,0.0,0.0
84265b7ffffffff,13.0,0.0,0.0,0.0,0.0
84265b9ffffffff,831.0,32.0,0.0,0.0,0.0
84265d3ffffffff,15.0,0.0,0.0,0.0,0.0
84265d7ffffffff,3.0,0.0,0.0,0.0,0.0
84265d9ffffffff,542.0,1.0,0.0,0.0,0.0
84265dbffffffff,196.0,0.0,0.0,0.0,0.0
84265ddffffffff,2.0,0.0,0.0,0.0,0.0
8426609ffffffff,26.0,0.0,0.0,0.0,0.0
842660bffffffff,5.0,0.0,0.0,0.0,0.0
842661dffffffff,2.0,0.0,0.0,0.0,0.0
8426623ffffffff,2.0,0.0,0.0,0.0,0.0
8426625ffffffff,39.0,4.0,0.0,0.0,0.0
8426641ffffffff,9.0,0.0,0.0,0.0,0.0
842664bffffffff,2.0,0.0,0.0,0.0,0.0
84266a1ffffffff,10.0,0.0,0.0,0.0,0.0
84266a5ffffffff,15.0,0.0,0.0,0.0,0.0
84266a9ffffffff,9.0,0.0,0.0,0.0,0.0
84266adffffffff,186.0,10.0,0.0,0.0,0.0
84266c5ffffffff,6.0,0.0,0.0,0.0,0.0
84266e1ffffffff,1472.0,53.0,0.0,0.0,0.0
84266e3ffffffff,6.0,2.0,0.0,0.0,0.0
84266e7ffffffff,39.0,2.0,0.0,0.0,0.0
84266edffffffff,2.0,0.0,0.0,0.0,0.0
842670bffffffff,2.0,0.0,0.0,0.0,0.0
8426711ffffffff,41.0,3.0,0.0,0.0,0.0
8426713ffffffff,8.0,0.0,0.0,0.0,0.0
8426717ffffffff,47.0,0.0,0.0,0.0,0.0
8426719ffffffff,1096.0,90.0,0.0,0.0,0.0
842671bffffffff,43.0,2.0,0.0,0.0,0.0
8426805ffffffff,5.0,0.0,0.0,0.0,0.0
842680bffffffff,113.0,0.0,0.0,0.0,0.0
842681bffffffff,174.0,0.0,0.0,0.0,0.0
842682dffffffff,2.0,0.0,0.0,0.0,0.0
8426841ffffffff,2.0,0.0,0.0,0.0,0.0
842684bffffffff,2.0,0.0,0.0,0.0,0.0
842684dffffffff,8.0,3.0,0.0,0.0,0.0
8426851ffffffff,58.0,6.0,0.0,0.0,0.0
8426859ffffffff,5.0,0.0,0.0,0.0,0.0
842685bffffffff,2.0,0.0,0.0,0.0,0.0
842685dffffffff,16.0,0.0,0.0,0.0,0.0
842686bffffffff,28.0,0.0,0.0,0.0,0.0
8426881ffffffff,19.0,0.0,0.0,0.0,0.0
8426889ffffffff,54.0,0.0,0.0,0.0,0.0
842688bffffffff,9.0,0.0,0.0,0.0,0.0
842688dffffffff,2.0,0.0,0.0,0.0,0.0
8426899ffffffff,16.0,0.0,0.0,0.0,0.0
842689dffffffff,4.0,0.0,0.0,0.0,0.0
84268a1ffffffff,9.0,0.0,0.0,0.0,0.0
84268a3ffffffff,38.0,0.0,0.0,0.0,0.0
84268a7ffffffff,9.0,0.0,0.0,0.0,0.0
84268adffffffff,42.0,0.0,0.0,0.0,0.0
84268b3ffffffff,9.0,0.0,0.0,0.0,0.0
84268c1ffffffff,2.0,0.0,0.0,0.0,0.0
84268c3ffffffff,3.0,0.0,0.0,0.0,0.0
84268c7ffffffff,65.0,0.0,0.0,0.0,0.0
84268cbffffffff,1.0,0.0,0.0,0.0,0.0
84268cdffffffff,158.0,0.0,0.0,0.0,0.0
84268d3ffffffff,104.0,0.0,0.0,0.0,0.0
84268d5ffffffff,3.0,0.0,0.0,0.0,0.0
84268d7ffffffff,696.0,0.0,0.0,0.0,0.0
84268dbffffffff,1.0,0.0,0.0,0.0,0.0
84268e1ffffffff,2.0,0.0,0.0,0.0,0.0
8426905ffffffff,244.0,25.0,0.0,0.0,0.0
842690bffffffff,4.0,0.0,0.0,0.0,0.0
842690dffffffff,4.0,0.0,0.0,0.0,0.0
8426913ffffffff,4.0,2.0,0.0,0.0,0.0
8426921ffffffff,12.0,5.0,0.0,0.0,0.0
8426923ffffffff,105.0,13.0,0.0,0.0,0.0
8426927ffffffff,14.0,2.0,0.0,0.0,0.0
8426929ffffffff,356.0,49.0,0.0,0.0,0.0
842692bffffffff,8.0,1.0,0.0,0.0,0.0
8426939ffffffff,10.0,0.0,0.0,0.0,0.0
8426945ffffffff,18.0,2.0,0.0,0.0,0.0
8426949ffffffff,4.0,0.0,0.0,0.0,0.0
842694bffffffff,2.0,2.0,0.0,0.0,0.0
842694dffffffff,109.0,18.0,0.0,0.0,0.0
8426957ffffffff,51.0,6.0,0.0,0.0,0.0
842695bffffffff,2.0,0.0,0.0,0.0,0.0
8426961ffffffff,1812.0,958.0,0.0,0.0,0.0
8426963ffffffff,578.0,102.0,0.0,0.0,0.0
8426965ffffffff,61.0,7.0,0.0,0.0,0.0
8426967ffffffff,12.0,4.0,0.0,0.0,0.0
8426969ffffffff,3793.0,854.0,0.0,0.0,0.0
842696bffffffff,18.0,5.0,0.0,0.0,0.0
8426987ffffffff,25.0,0.0,0.0,0.0,0.0
8426995ffffffff,5.0,0.0,0.0,0.0,0.0
84269bbffffffff,2.0,2.0,0.0,0.0,0.0
84269c1ffffffff,89.0,0.0,0.0,0.0,0.0
84269c3ffffffff,19.0,0.0,0.0,0.0,0.0
84269cbffffffff,26.0,0.0,0.0,0.0,0.0
84269cdffffffff,123.0,0.0,0.0,0.0,0.0
84269e9ffffffff,2.0,0.0,0.0,0.0,0.0
84269ebffffffff,2.0,0.0,0.0,0.0,0.0
8426a15ffffffff,1.0,0.0,0.0,0.0,0.0
8426a27ffffffff,13.0,0.0,0.0,0.0,0.0
8426a29ffffffff,33.0,4.0,0.0,0.0,0.0
8426a2bffffffff,2.0,0.0,0.0,0.0,0.0
8426a37ffffffff,37.0,0.0,0.0,0.0,0.0
8426a41ffffffff,11.0,5.0,0.0,0.0,0.0
8426a4bffffffff,2.0,0.0,0.0,0.0,0.0
8426a51ffffffff,2.0,0.0,0.0,0.0,0.0
8426a81ffffffff,3.0,0.0,0.0,0.0,0.0
8426a85ffffffff,1.0,0.0,0.0,0.0,0.0
8426a87ffffffff,21.0,0.0,0.0,0.0,0.0
8426a8bffffffff,143.0,0.0,0.0,0.0,0.0
8426a91ffffffff,4.0,0.0,0.0,0.0,0.0
8426a9dffffffff,13.0,0.0,0.0,0.0,0.0
8426aa1ffffffff,1905.0,0.0,0.0,0.0,0.0
8426aa3ffffffff,1.0,0.0,0.0,0.0,0.0
8426aa5ffffffff,359.0,0.0,0.0,0.0,0.0
8426aa7ffffffff,44.0,0.0,0.0,0.0,0.0
8426aa9ffffffff,11.0,0.0,0.0,0.0,0.0
8426aabffffffff,60.0,0.0,0.0,0.0,0.0
8426aadffffffff,223.0,0.0,0.0,0.0,0.0
8426ab7ffffffff,1.0,0.0,0.0,0.0,0.0
8426abdffffffff,4.0,0.0,0.0,0.0,0.0
8426ac5ffffffff,4.0,0.0,0.0,0.0,0.0
8426ac9ffffffff,9.0,2.0,0.0,0.0,0.0
8426acbffffffff,68.0,6.0,0.0,0.0,0.0
8426ae3ffffffff,1.0,0.0,0.0,0.0,0.0
8426ae7ffffffff,4.0,0.0,0.0,0.0,0.0
8426ae9ffffffff,38.0,0.0,0.0,0.0,0.0
8426b0bffffffff,42.0,2.0,0.0,0.0,0.0
8426b11ffffffff,2.0,0.0,0.0,0.0,0.0
8426b19ffffffff,6.0,0.0,0.0,0.0,0.0
8426b25ffffffff,70.0,4.0,0.0,0.0,0.0
8426b27ffffffff,5.0,0.0,0.0,0.0,0.0
8426b31ffffffff,2.0,0.0,0.0,0.0,0.0
8426b33ffffffff,6.0,0.0,0.0,0.0,0.0
8426b3bffffffff,5.0,0.0,0.0,0.0,0.0
8426b55ffffffff,1.0,0.0,0.0,0.0,0.0
8426b61ffffffff,4.0,0.0,0.0,0.0,0.0
8426b65ffffffff,2.0,0.0,0.0,0.0,0.0
8426b6dffffffff,7.0,0.0,0.0,0.0,0.0
8426c11ffffffff,8.0,0.0,0.0,0.0,0.0
8426c19ffffffff,7.0,0.0,0.0,0.0,0.0
8426c1dffffffff,17.0,0.0,0.0,0.0,0.0
8426c21ffffffff,1.0,0.0,0.0,0.0,0.0
8426c25ffffffff,9.0,0.0,0.0,0.0,0.0
8426c2dffffffff,2.0,0.0,0.0,0.0,0.0
8426c31ffffffff,3.0,0.0,0.0,0.0,0.0
8426c33ffffffff,1.0,0.0,0.0,0.0,0.0
8426c35ffffffff,4.0,0.0,0.0,0.0,0.0
8426c37ffffffff,167.0,2.0,0.0,0.0,0.0
8426c43ffffffff,74.0,4.0,0.0,0.0,0.0
8426c53ffffffff,4.0,0.0,0.0,0.0,0.0
8426c55ffffffff,8.0,0.0,0.0,0.0,0.0
8426c5dffffffff,2.0,0.0,0.0,0.0,0.0
8426c61ffffffff,1.0,0.0,0.0,0.0,0.0
8426c65ffffffff,3.0,0.0,0.0,0.0,0.0
8426c83ffffffff,30.0,0.0,0.0,0.0,0.0
8426c87ffffffff,83.0,0.0,0.0,0.0,0.0
8426c89ffffffff,243.0,4.0,0.0,0.0,0.0
8426c8dffffffff,1.0,0.0,0.0,0.0,0.0
8426ca7ffffffff,2.0,2.0,0.0,0.0,0.0
8426ca9ffffffff,4.0,0.0,0.0,0.0,0.0
8426cabffffffff,2.0,0.0,0.0,0.0,0.0
8426cb5ffffffff,4.0,0.0,0.0,0.0,0.0
8426cb9ffffffff,599.0,0.0,0.0,0.0,0.0
8426cbbffffffff,12.0,0.0,0.0,0.0,0.0
8426cbdffffffff,344.0,7.0,0.0,0.0,0.0
8426ce5ffffffff,4.0,0.0,0.0,0.0,0.0
8426d01ffffffff,5.0,0.0,0.0,0.0,0.0
8426d03ffffffff,3.0,0.0,0.0,0.0,0.0
8426d09ffffffff,33.0,1.0,0.0,0.0,0.0
8426d15ffffffff,35.0,0.0,0.0,0.0,0.0
8426d17ffffffff,10.0,0.0,0.0,0.0,0.0
8426d19ffffffff,7.0,0.0,0.0,0.0,0.0
8426d1bffffffff,4.0,0.0,0.0,0.0,0.0
8426d1dffffffff,11.0,0.0,0.0,0.0,0.0
8426d21ffffffff,4.0,0.0,0.0,0.0,0.0
8426d2bffffffff,2.0,0.0,0.0,0.0,0.0
8426d31ffffffff,16.0,1.0,0.0,0.0,0.0
8426d33ffffffff,17.0,0.0,0.0,0.0,0.0
8426d35ffffffff,45.0,3.0,0.0,0.0,0.0
8426d39ffffffff,30.0,0.0,0.0,0.0,0.0
8426d3bffffffff,15.0,2.0,0.0,0.0,0.0
8426d41ffffffff,9.0,0.0,0.0,0.0,0.0
8426d43ffffffff,6.0,0.0,0.0,0.0,0.0
8426d45ffffffff,2.0,0.0,0.0,0.0,0.0
8426d47ffffffff,2.0,0.0,0.0,0.0,0.0
8426d4bffffffff,30.0,2.0,0.0,0.0,0.0
8426d4dffffffff,5.0,0.0,0.0,0.0,0.0
8426d51ffffffff,9.0,9.0,0.0,0.0,0.0
8426d55ffffffff,3.0,0.0,0.0,0.0,0.0
8426d57ffffffff,1.0,0.0,0.0,0.0,0.0
8426d59ffffffff,8.0,0.0,0.0,0.0,0.0
8426d5dffffffff,3.0,0.0,0.0,0.0,0.0
8426d81ffffffff,8.0,4.0,0.0,0.0,0.0
8426d83ffffffff,10.0,0.0,0.0,0.0,0.0
8426d89ffffffff,10.0,0.0,0.0,0.0,0.0
8426d8bffffffff,8.0,0.0,0.0,0.0,0.0
8426d8dffffffff,2.0,0.0,0.0,0.0,0.0
8426d91ffffffff,1.0,0.0,0.0,0.0,0.0
8426d95ffffffff,239.0,67.0,0.0,0.0,0.0
8426d9dffffffff,10.0,0.0,0.0,0.0,0.0
8426da1ffffffff,5.0,0.0,0.0,0.0,0.0
8426da3ffffffff,11.0,0.0,0.0,0.0,0.0
8426da5ffffffff,2.0,0.0,0.0,0.0,0.0
8426da7ffffffff,18.0,0.0,0.0,0.0,0.0
8426da9ffffffff,32.0,4.0,0.0,0.0,0.0
8426dabffffffff,16.0,0.0,0.0,0.0,0.0
8426dadffffffff,72.0,2.0,0.0,0.0,0.0
8426db1ffffffff,7.0,0.0,0.0,0.0,0.0
8426db3ffffffff,16.0,0.0,0.0,0.0,0.0
8426db7ffffffff,2.0,0.0,0.0,0.0,0.0
8426db9ffffffff,30.0,10.0,0.0,0.0,0.0
8426dbbffffffff,10.0,7.0,0.0,0.0,0.0
8426dbdffffffff,33.0,0.0,0.0,0.0,0.0
8426dc1ffffffff,2.0,0.0,0.0,0.0,0.0
8426dc7ffffffff,2.0,0.0,0.0,0.0,0.0
8426dc9ffffffff,1.0,0.0,0.0,0.0,0.0
8426dcbffffffff,11.0,0.0,0.0,0.0,0.0
8426dcdffffffff,3.0,0.0,0.0,0.0,0.0
8426dd5ffffffff,12.0,1.0,0.0,0.0,0.0
8426dd7ffffffff,30.0,0.0,0.0,0.0,0.0
8426dd9ffffffff,42.0,0.0,0.0,0.0,0.0
8426ddbffffffff,67.0,0.0,0.0,0.0,0.0
8426dddffffffff,2.0,0.0,0.0,0.0,0.0
8426de1ffffffff,52.0,3.0,0.0,0.0,0.0
8426de3ffffffff,9.0,3.0,0.0,0.0,0.0
8426de5ffffffff,32.0,0.0,0.0,0.0,0.0
8426de7ffffffff,460.0,32.0,0.0,0.0,0.0
8426de9ffffffff,5.0,0.0,0.0,0.0,0.0
8426debffffffff,8.0,0.0,0.0,0.0,0.0
8426dedffffffff,21.0,0.0,0.0,0.0,0.0
8426e05ffffffff,2.0,0.0,0.0,0.0,0.0
8426e21ffffffff,1699.0,37.0,0.0,0.0,0.0
8426e23ffffffff,1.0,0.0,0.0,0.0,0.0
8426e2bffffffff,8.0,0.0,0.0,0.0,0.0
8426e2dffffffff,1253.0,39.0,0.0,0.0,0.0
8426e67ffffffff,2.0,0.0,0.0,0.0,0.0
8426eadffffffff,2.0,0.0,0.0,0.0,0.0
8426ecbffffffff,3.0,3.0,0.0,0.0,0.0
8426f01ffffffff,5.0,0.0,0.0,0.0,0.0
8426f07ffffffff,7.0,0.0,0.0,0.0,0.0
8426f0dffffffff,2.0,0.0,0.0,0.0,0.0
8426f11ffffffff,20.0,0.0,0.0,0.0,0.0
8426f15ffffffff,18.0,0.0,0.0,0.0,0.0
8426f17ffffffff,16.0,0.0,0.0,0.0,0.0
8426f19ffffffff,2.0,0.0,0.0,0.0,0.0
8426f1dffffffff,1.0,0.0,0.0,0.0,0.0
8426f21ffffffff,24.0,0.0,0.0,0.0,0.0
8426f23ffffffff,10.0,0.0,0.0,0.0,0.0
8426f25ffffffff,275.0,0.0,0.0,0.0,0.0
8426f27ffffffff,5.0,0.0,0.0,0.0,0.0
8426f29ffffffff,2.0,0.0,0.0,0.0,0.0
8426f2dffffffff,280.0,0.0,0.0,0.0,0.0
8426f31ffffffff,11.0,0.0,0.0,0.0,0.0
8426f33ffffffff,43.0,2.0,0.0,0.0,0.0
8426f35ffffffff,9.0,0.0,0.0,0.0,0.0
8426f37ffffffff,5.0,1.0,0.0,0.0,0.0
8426f39ffffffff,14.0,0.0,0.0,0.0,0.0
8426f3bffffffff,8.0,0.0,0.0,0.0,0.0
8426f3dffffffff,6.0,0.0,0.0,0.0,0.0
8426f5bffffffff,2.0,0.0,0.0,0.0,0.0
8427435ffffffff,2.0,0.0,0.0,0.0,0.0
8427581ffffffff,8.0,0.0,0.0,0.0,0.0
842758bffffffff,3.0,0.0,0.0,0.0,0.0
842759dffffffff,2.0,0.0,0.0,0.0,0.0
84275c3ffffffff,1274.0,49.0,0.0,0.0,0.0
84275d5ffffffff,126.0,2.0,0.0,0.0,0.0
84275d7ffffffff,2.0,0.0,0.0,0.0,0.0
84275ddffffffff,1.0,0.0,0.0,0.0,0.0
8427851ffffffff,4.0,0.0,0.0,0.0,0.0
842785bffffffff,17.0,2.0,0.0,0.0,0.0
8427861ffffffff,562.0,17.0,0.0,0.0,0.0
8427863ffffffff,2.0,0.0,0.0,0.0,0.0
8427867ffffffff,10.0,0.0,0.0,0.0,0.0
842786bffffffff,1.0,0.0,0.0,0.0,0.0
8427905ffffffff,4.0,0.0,0.0,0.0,0.0
8427909ffffffff,6.0,0.0,0.0,0.0,0.0
8427913ffffffff,18.0,0.0,0.0,0.0,0.0
842791bffffffff,6.0,0.0,0.0,0.0,0.0
8427921ffffffff,1.0,0.0,0.0,0.0,0.0
8427923ffffffff,1.0,0.0,0.0,0.0,0.0
8427927ffffffff,171.0,0.0,0.0,0.0,0.0
8427929ffffffff,7.0,0.0,0.0,0.0,0.0
8427931ffffffff,2.0,0.0,0.0,0.0,0.0
8427937ffffffff,25.0,4.0,0.0,0.0,0.0
8427941ffffffff,4.0,0.0,0.0,0.0,0.0
8427943ffffffff,4.0,0.0,0.0,0.0,0.0
8427945ffffffff,2.0,0.0,0.0,0.0,0.0
8427949ffffffff,7.0,0.0,0.0,0.0,0.0
842794bffffffff,17.0,0.0,0.0,0.0,0.0
8427961ffffffff,4.0,0.0,0.0,0.0,0.0
8427963ffffffff,206.0,5.0,0.0,0.0,0.0
8427965ffffffff,6.0,0.0,0.0,0.0,0.0
8427967ffffffff,290.0,8.0,0.0,0.0,0.0
8427969ffffffff,7.0,0.0,0.0,0.0,0.0
842796bffffffff,3.0,0.0,0.0,0.0,0.0
842796dffffffff,2.0,0.0,0.0,0.0,0.0
842798dffffffff,2.0,0.0,0.0,0.0,0.0
8427997ffffffff,5.0,0.0,0.0,0.0,0.0
84279a3ffffffff,7.0,0.0,0.0,0.0,0.0
84279e1ffffffff,61.0,0.0,0.0,0.0,0.0
84279e3ffffffff,47.0,0.0,0.0,0.0,0.0
84279e9ffffffff,10.0,0.0,0.0,0.0,0.0
84279ebffffffff,72.0,8.0,0.0,0.0,0.0
8427a01ffffffff,2.0,0.0,0.0,0.0,0.0
8427a03ffffffff,5.0,0.0,0.0,0.0,0.0
8427a05ffffffff,3.0,0.0,0.0,0.0,0.0
8427a0dffffffff,2.0,0.0,0.0,0.0,0.0
8427a2bffffffff,5.0,0.0,0.0,0.0,0.0
8427a2dffffffff,121.0,0.0,0.0,0.0,0.0
8427a39ffffffff,2.0,0.0,0.0,0.0,0.0
8427a3dffffffff,2.0,0.0,0.0,0.0,0.0
8427a47ffffffff,1.0,0.0,0.0,0.0,0.0
8427a4bffffffff,2.0,0.0,0.0,0.0,0.0
8427a63ffffffff,9.0,0.0,0.0,0.0,0.0
8427ae5ffffffff,8.0,0.0,0.0,0.0,0.0
8427b03ffffffff,4.0,0.0,0.0,0.0,0.0
