cell_id,Geokichla citrina,Geokichla citrina [citrina Group],Geokichla citrina cyanota,Geokichla citrina albogularis/andamanensis,Geokichla citrina [aurimacula Group]
843ca45ffffffff,7.0,0.0,0.0,0.0,0.0
843ca47ffffffff,3.0,0.0,0.0,0.0,0.0
843ca69ffffffff,3.0,0.0,0.0,0.0,0.0
843ca85ffffffff,4.0,0.0,0.0,0.0,0.0
843ca8bffffffff,5.0,0.0,0.0,0.0,0.0
843ca93ffffffff,2.0,0.0,0.0,0.0,0.0
843ca97ffffffff,5.0,0.0,0.0,0.0,0.0
843cab7ffffffff,10.0,0.0,0.0,0.0,0.0
843cb01ffffffff,1.0,0.0,0.0,0.0,0.0
843cb11ffffffff,2.0,0.0,0.0,0.0,0.0
843cb13ffffffff,20.0,0.0,0.0,0.0,0.0
843cb1dffffffff,5.0,0.0,0.0,0.0,0.0
843cb35ffffffff,3.0,0.0,0.0,0.0,0.0
843cb39ffffffff,12.0,0.0,0.0,0.0,0.0
843cb3bffffffff,2.0,0.0,0.0,0.0,0.0
843cb3dffffffff,2.0,0.0,0.0,0.0,0.0
843cb41ffffffff,2.0,0.0,0.0,0.0,0.0
843cb45ffffffff,46.0,0.0,0.0,0.0,0.0
843cb47ffffffff,28.0,0.0,0.0,0.0,0.0
843cb4bffffffff,4.0,0.0,0.0,0.0,0.0
843cb4dffffffff,39.0,0.0,0.0,0.0,0.0
843cb51ffffffff,17.0,0.0,0.0,0.0,0.0
843cb59ffffffff,14.0,0.0,0.0,0.0,0.0
843cb5dffffffff,180.0,0.0,5.0,0.0,0.0
843cb65ffffffff,68.0,0.0,0.0,0.0,0.0
843cb69ffffffff,22.0,0.0,0.0,0.0,0.0
843cb6bffffffff,3.0,0.0,0.0,0.0,0.0
843cb6dffffffff,33.0,0.0,0.0,0.0,0.0
843cc03ffffffff,3.0,0.0,0.0,0.0,0.0
843cc0bffffffff,1.0,0.0,0.0,0.0,0.0
843cc21ffffffff,2.0,0.0,0.0,0.0,0.0
843cc29ffffffff,2.0,0.0,0.0,0.0,0.0
843cc41ffffffff,33.0,0.0,0.0,0.0,0.0
843cc43ffffffff,2.0,0.0,0.0,0.0,0.0
843cc45ffffffff,11.0,0.0,0.0,0.0,0.0
843cc55ffffffff,29.0,0.0,0.0,0.0,0.0
843cc5dffffffff,4.0,0.0,0.0,0.0,0.0
843cc6bffffffff,36.0,0.0,0.0,0.0,0.0
843cc6dffffffff,4.0,0.0,0.0,0.0,0.0
843cd43ffffffff,1.0,0.0,0.0,0.0,0.0
843cdb7ffffffff,2.0,0.0,0.0,0.0,0.0
843cddbffffffff,1.0,0.0,0.0,0.0,0.0
843ce03ffffffff,2.0,0.0,0.0,0.0,0.0
843ce11ffffffff,15.0,0.0,0.0,0.0,0.0
843ce15ffffffff,16.0,0.0,0.0,0.0,0.0
843ce1bffffffff,2.0,0.0,0.0,0.0,0.0
843ce29ffffffff,3.0,0.0,0.0,0.0,0.0
843ce2bffffffff,1.0,0.0,0.0,0.0,0.0
843ce2dffffffff,5.0,0.0,0.0,0.0,0.0
843ce31ffffffff,1.0,0.0,0.0,0.0,0.0
843ce3bffffffff,12.0,0.0,0.0,0.0,0.0
843ce47ffffffff,2.0,0.0,0.0,0.0,0.0
843ce4bffffffff,5.0,0.0,0.0,0.0,0.0
843ce4dffffffff,17.0,0.0,0.0,0.0,0.0
843ce51ffffffff,5.0,0.0,0.0,0.0,0.0
843ce55ffffffff,33.0,0.0,0.0,0.0,0.0
843ce59ffffffff,2.0,0.0,0.0,0.0,0.0
843ce5dffffffff,3.0,0.0,0.0,0.0,0.0
843cec1ffffffff,16.0,0.0,0.0,0.0,0.0
843cec3ffffffff,4.0,0.0,0.0,0.0,0.0
843cec9ffffffff,3.0,0.0,0.0,0.0,0.0
843ced5ffffffff,9.0,0.0,0.0,0.0,0.0
843cee1ffffffff,2.0,0.0,0.0,0.0,0.0
843cf01ffffffff,2.0,0.0,0.0,0.0,0.0
843cf05ffffffff,140.0,4.0,0.0,0.0,0.0
843cf0bffffffff,14.0,0.0,0.0,0.0,0.0
843cf0dffffffff,2.0,0.0,0.0,0.0,0.0
843cf11ffffffff,129.0,0.0,0.0,0.0,0.0
843cf13ffffffff,5.0,0.0,0.0,0.0,0.0
843cf17ffffffff,13.0,0.0,0.0,0.0,0.0
843cf1bffffffff,5.0,0.0,0.0,0.0,0.0
843cf21ffffffff,12.0,0.0,0.0,0.0,0.0
843cf25ffffffff,3.0,0.0,0.0,0.0,0.0
843cf27ffffffff,3.0,0.0,0.0,0.0,0.0
843cf29ffffffff,51.0,2.0,0.0,0.0,0.0
843cf2dffffffff,357.0,52.0,0.0,0.0,0.0
843cf31ffffffff,6.0,0.0,0.0,0.0,0.0
843cf33ffffffff,5.0,0.0,0.0,0.0,0.0
843cf39ffffffff,2.0,0.0,0.0,0.0,0.0
843cf3bffffffff,2.0,0.0,0.0,0.0,0.0
843cf3dffffffff,4.0,0.0,0.0,0.0,0.0
843cf41ffffffff,4.0,0.0,0.0,0.0,0.0
843cf43ffffffff,41.0,0.0,0.0,0.0,0.0
843cf47ffffffff,16.0,0.0,0.0,0.0,0.0
843cf51ffffffff,5.0,0.0,0.0,0.0,0.0
843cf65ffffffff,1.0,0.0,0.0,0.0,0.0
843cf67ffffffff,5.0,0.0,0.0,0.0,0.0
843cf69ffffffff,3.0,0.0,0.0,0.0,0.0
843cf6bffffffff,1.0,0.0,0.0,0.0,0.0
843d101ffffffff,2.0,0.0,0.0,0.0,0.0
843d103ffffffff,2.0,0.0,0.0,0.0,0.0
843d107ffffffff,503.0,0.0,0.0,0.0,0.0
843d10dffffffff,2.0,0.0,0.0,0.0,0.0
843d131ffffffff,44.0,0.0,0.0,0.0,0.0
843d135ffffffff,12.0,0.0,0.0,0.0,0.0
843d137ffffffff,129.0,0.0,0.0,0.0,0.0
843d139ffffffff,47.0,0.0,0.0,0.0,0.0
843d13dffffffff,27.0,0.0,0.0,0.0,0.0
843d1edffffffff,3.0,0.0,0.0,0.0,0.0
843d33dffffffff,2.0,0.0,0.0,0.0,0.0
843d363ffffffff,1.0,0.0,0.0,0.0,0.0
843d817ffffffff,1.0,0.0,0.0,0.0,0.0
843d851ffffffff,1.0,0.0,0.0,0.0,0.0
843d853ffffffff,40.0,0.0,0.0,0.0,0.0
843d859ffffffff,5.0,0.0,0.0,0.0,0.0
843d85bffffffff,2.0,0.0,0.0,0.0,0.0
843d85dffffffff,1.0,0.0,0.0,0.0,0.0
843d8b1ffffffff,10.0,0.0,0.0,0.0,0.0
843d8c1ffffffff,5.0,0.0,0.0,0.0,0.0
843d8c3ffffffff,11.0,0.0,0.0,0.0,0.0
843d8d5ffffffff,49.0,0.0,0.0,0.0,0.0
843d8ddffffffff,37.0,0.0,0.0,0.0,0.0
843d981ffffffff,1.0,0.0,1.0,0.0,0.0
843d983ffffffff,29.0,0.0,4.0,0.0,0.0
843d985ffffffff,1.0,0.0,0.0,0.0,0.0
843d987ffffffff,42.0,0.0,16.0,0.0,0.0
843d98dffffffff,4.0,0.0,0.0,0.0,0.0
843d993ffffffff,103.0,0.0,2.0,0.0,0.0
843d997ffffffff,5.0,0.0,0.0,0.0,0.0
843d9a7ffffffff,19.0,0.0,0.0,0.0,0.0
843d9abffffffff,4.0,0.0,0.0,0.0,0.0
843d9adffffffff,5.0,0.0,3.0,0.0,0.0
843d9b1ffffffff,3.0,0.0,2.0,0.0,0.0
843d9b7ffffffff,242.0,0.0,9.0,0.0,0.0
843d9b9ffffffff,74.0,0.0,4.0,0.0,0.0
843d9bbffffffff,7.0,0.0,0.0,0.0,0.0
843d9d1ffffffff,13.0,0.0,0.0,0.0,0.0
843d9d3ffffffff,4.0,0.0,0.0,0.0,0.0
843d9dbffffffff,51.0,0.0,0.0,0.0,0.0
843d9e5ffffffff,266.0,0.0,3.0,0.0,0.0
843d9e7ffffffff,6.0,0.0,0.0,0.0,0.0
843da11ffffffff,158.0,0.0,0.0,0.0,0.0
843da13ffffffff,10.0,0.0,0.0,0.0,0.0
843da15ffffffff,3.0,0.0,0.0,0.0,0.0
843da1bffffffff,6.0,0.0,0.0,0.0,0.0
843da1dffffffff,58.0,0.0,0.0,0.0,0.0
843da37ffffffff,150.0,0.0,0.0,0.0,0.0
843da91ffffffff,4.0,0.0,0.0,0.0,0.0
843da93ffffffff,1.0,0.0,0.0,0.0,0.0
843da97ffffffff,4.0,0.0,0.0,0.0,0.0
843da99ffffffff,1.0,0.0,0.0,0.0,0.0
843daa5ffffffff,2.0,0.0,0.0,0.0,0.0
843dab5ffffffff,5.0,0.0,0.0,0.0,0.0
843dac9ffffffff,16.0,0.0,0.0,0.0,0.0
843dad1ffffffff,263.0,0.0,0.0,0.0,0.0
843dad5ffffffff,1.0,0.0,0.0,0.0,0.0
843dad9ffffffff,19.0,0.0,0.0,0.0,0.0
843dadbffffffff,3.0,0.0,0.0,0.0,0.0
843daddffffffff,102.0,0.0,0.0,0.0,0.0
843db23ffffffff,2.0,0.0,0.0,0.0,0.0
843db37ffffffff,1.0,0.0,0.0,0.0,0.0
84404c5ffffffff,11.0,0.0,0.0,0.0,0.0
84404ddffffffff,61.0,0.0,0.0,0.0,0.0
8440613ffffffff,2.0,0.0,0.0,0.0,0.0
8440619ffffffff,1.0,0.0,0.0,0.0,0.0
84406b7ffffffff,2.0,0.0,0.0,0.0,0.0
8440b53ffffffff,6.0,0.0,0.0,0.0,0.0
8440e3dffffffff,1.0,0.0,0.0,0.0,0.0
8441035ffffffff,2.0,0.0,0.0,0.0,0.0
8441037ffffffff,30.0,0.0,0.0,0.0,0.0
8441199ffffffff,5.0,0.0,0.0,0.0,0.0
84411b5ffffffff,1.0,0.0,0.0,0.0,0.0
84411c7ffffffff,1.0,0.0,0.0,0.0,0.0
84411c9ffffffff,12.0,0.0,0.0,0.0,0.0
84411cbffffffff,34.0,0.0,0.0,0.0,5.0
84411d5ffffffff,15.0,0.0,0.0,0.0,0.0
8441541ffffffff,6.0,0.0,0.0,0.0,0.0
84415a1ffffffff,8.0,0.0,0.0,0.0,0.0
84415edffffffff,2.0,0.0,0.0,0.0,0.0
8441703ffffffff,2.0,0.0,0.0,0.0,0.0
8441719ffffffff,42.0,0.0,0.0,0.0,1.0
844192bffffffff,1.0,0.0,0.0,0.0,0.0
8442d93ffffffff,23.0,0.0,0.0,0.0,0.0
8442d97ffffffff,25.0,0.0,0.0,0.0,0.0
8442db3ffffffff,8.0,0.0,0.0,0.0,0.0
8442db5ffffffff,2.0,0.0,0.0,0.0,0.0
8442db7ffffffff,15.0,0.0,0.0,0.0,0.0
8442dbbffffffff,11.0,0.0,0.0,0.0,0.0
8442dbdffffffff,3.0,0.0,0.0,0.0,0.0
8460021ffffffff,12.0,0.0,0.0,0.0,0.0
8460025ffffffff,378.0,0.0,30.0,0.0,0.0
8460027ffffffff,12.0,0.0,0.0,0.0,0.0
846002dffffffff,334.0,0.0,16.0,0.0,0.0
846004dffffffff,13.0,0.0,0.0,0.0,0.0
8460061ffffffff,156.0,0.0,11.0,0.0,0.0
8460065ffffffff,311.0,0.0,86.0,0.0,0.0
8460067ffffffff,72.0,0.0,23.0,0.0,0.0
8460069ffffffff,151.0,0.0,8.0,0.0,0.0
846006dffffffff,624.0,0.0,91.0,0.0,0.0
8460103ffffffff,2.0,0.0,0.0,0.0,0.0
846010bffffffff,2.0,0.0,0.0,0.0,0.0
8460111ffffffff,44.0,0.0,0.0,0.0,0.0
8460113ffffffff,275.0,0.0,0.0,0.0,0.0
8460115ffffffff,47.0,0.0,0.0,0.0,0.0
8460117ffffffff,196.0,0.0,0.0,0.0,0.0
8460119ffffffff,40.0,0.0,0.0,0.0,0.0
846011bffffffff,279.0,0.0,10.0,0.0,0.0
846011dffffffff,64.0,0.0,0.0,0.0,0.0
846012bffffffff,2.0,0.0,0.0,0.0,0.0
8460131ffffffff,23.0,0.0,0.0,0.0,0.0
8460133ffffffff,2.0,0.0,0.0,0.0,0.0
8460139ffffffff,58.0,0.0,0.0,0.0,0.0
846013bffffffff,4.0,0.0,0.0,0.0,0.0
8460143ffffffff,2.0,0.0,0.0,0.0,0.0
8460145ffffffff,98.0,0.0,0.0,0.0,0.0
8460149ffffffff,8.0,0.0,0.0,0.0,0.0
846014dffffffff,205.0,0.0,0.0,0.0,0.0
8460151ffffffff,94.0,0.0,0.0,0.0,0.0
8460153ffffffff,131.0,0.0,3.0,0.0,0.0
8460157ffffffff,44.0,0.0,0.0,0.0,0.0
8460159ffffffff,88.0,0.0,13.0,0.0,0.0
846015bffffffff,359.0,0.0,90.0,0.0,0.0
846015dffffffff,10.0,0.0,0.0,0.0,0.0
8460169ffffffff,464.0,0.0,0.0,0.0,0.0
846016bffffffff,3.0,0.0,0.0,0.0,0.0
84601a5ffffffff,2.0,0.0,0.0,0.0,0.0
84601e1ffffffff,5.0,0.0,0.0,0.0,0.0
84601e5ffffffff,102.0,0.0,0.0,0.0,0.0
84601e9ffffffff,1079.0,0.0,0.0,0.0,0.0
84601edffffffff,199.0,0.0,0.0,0.0,0.0
8460221ffffffff,7.0,0.0,0.0,0.0,0.0
8460225ffffffff,98.0,0.0,31.0,0.0,0.0
8460227ffffffff,3.0,0.0,1.0,0.0,0.0
8460229ffffffff,4.0,0.0,2.0,0.0,0.0
846022dffffffff,170.0,0.0,4.0,0.0,0.0
8460261ffffffff,65.0,0.0,23.0,0.0,0.0
8460263ffffffff,38.0,0.0,12.0,0.0,0.0
8460267ffffffff,209.0,0.0,53.0,0.0,0.0
8460269ffffffff,4.0,0.0,0.0,0.0,0.0
8460309ffffffff,3.0,0.0,0.0,0.0,0.0
846030bffffffff,22.0,0.0,0.0,0.0,0.0
8460311ffffffff,920.0,0.0,79.0,0.0,0.0
8460313ffffffff,1119.0,0.0,19.0,0.0,0.0
8460315ffffffff,130.0,0.0,15.0,0.0,0.0
8460317ffffffff,786.0,0.0,88.0,0.0,0.0
8460319ffffffff,625.0,0.0,83.0,0.0,0.0
846031bffffffff,1009.0,0.0,81.0,0.0,0.0
846031dffffffff,924.0,0.0,0.0,0.0,0.0
8460327ffffffff,10.0,0.0,0.0,0.0,0.0
8460329ffffffff,7.0,0.0,0.0,0.0,0.0
846032dffffffff,32.0,0.0,0.0,0.0,0.0
8460331ffffffff,78.0,0.0,1.0,0.0,0.0
8460333ffffffff,206.0,0.0,36.0,0.0,0.0
8460335ffffffff,248.0,0.0,0.0,0.0,0.0
8460339ffffffff,2.0,0.0,0.0,0.0,0.0
846033bffffffff,167.0,0.0,32.0,0.0,0.0
8460343ffffffff,3.0,0.0,0.0,0.0,0.0
8460351ffffffff,15.0,0.0,0.0,0.0,0.0
8460353ffffffff,331.0,0.0,61.0,0.0,0.0
8460357ffffffff,22.0,0.0,2.0,0.0,0.0
846035bffffffff,37.0,0.0,2.0,0.0,0.0
8460367ffffffff,4.0,0.0,0.0,0.0,0.0
8460369ffffffff,2.0,0.0,0.0,0.0,0.0
846036bffffffff,2.0,0.0,0.0,0.0,0.0
846036dffffffff,4.0,0.0,0.0,0.0,0.0
8460881ffffffff,24.0,0.0,0.0,0.0,0.0
8460883ffffffff,1.0,0.0,0.0,0.0,0.0
8460885ffffffff,40.0,0.0,0.0,0.0,0.0
8460887ffffffff,136.0,0.0,0.0,0.0,0.0
8460889ffffffff,60.0,0.0,0.0,0.0,0.0
846088bffffffff,5.0,0.0,0.0,0.0,0.0
846088dffffffff,10.0,0.0,0.0,0.0,0.0
846089dffffffff,16.0,0.0,0.0,0.0,0.0
84608a1ffffffff,2.0,0.0,0.0,0.0,0.0
84608a3ffffffff,21.0,0.0,0.0,0.0,0.0
84608a9ffffffff,2.0,0.0,0.0,0.0,0.0
84608abffffffff,57.0,0.0,0.0,0.0,0.0
84608b1ffffffff,10.0,0.0,0.0,0.0,0.0
84608b5ffffffff,366.0,0.0,0.0,0.0,0.0
84608b9ffffffff,21.0,0.0,0.0,0.0,0.0
84608bdffffffff,461.0,0.0,0.0,0.0,0.0
84608c3ffffffff,3.0,0.0,0.0,0.0,0.0
84608d1ffffffff,28.0,0.0,0.0,0.0,0.0
84608d5ffffffff,51.0,0.0,0.0,0.0,0.0
84608d7ffffffff,51.0,0.0,0.0,0.0,0.0
84608dbffffffff,6.0,0.0,0.0,0.0,0.0
84608ddffffffff,3.0,0.0,0.0,0.0,0.0
8460901ffffffff,36.0,0.0,0.0,0.0,0.0
8460905ffffffff,4.0,0.0,0.0,0.0,0.0
846090dffffffff,2.0,0.0,0.0,0.0,0.0
8460915ffffffff,31.0,0.0,0.0,0.0,0.0
8460921ffffffff,3.0,0.0,3.0,0.0,0.0
8460923ffffffff,3.0,0.0,2.0,0.0,0.0
8460925ffffffff,197.0,0.0,0.0,0.0,0.0
8460927ffffffff,96.0,0.0,0.0,0.0,0.0
846092dffffffff,2.0,0.0,0.0,0.0,0.0
8460939ffffffff,7.0,0.0,0.0,0.0,0.0
846093bffffffff,4.0,0.0,0.0,0.0,0.0
846093dffffffff,2.0,0.0,0.0,0.0,0.0
8460941ffffffff,6.0,0.0,0.0,0.0,0.0
8460943ffffffff,6.0,0.0,0.0,0.0,0.0
8460947ffffffff,4.0,0.0,0.0,0.0,0.0
846094bffffffff,4.0,0.0,0.0,0.0,0.0
846094dffffffff,103.0,0.0,0.0,0.0,0.0
8460961ffffffff,146.0,0.0,0.0,0.0,0.0
8460965ffffffff,146.0,0.0,0.0,0.0,0.0
8460969ffffffff,22.0,0.0,0.0,0.0,0.0
846096dffffffff,10.0,0.0,0.0,0.0,0.0
846099bffffffff,19.0,0.0,0.0,0.0,0.0
84609b7ffffffff,10.0,0.0,0.0,0.0,0.0
84609e3ffffffff,2.0,0.0,0.0,0.0,0.0
8460a25ffffffff,4.0,0.0,0.0,0.0,0.0
8460a27ffffffff,427.0,0.0,0.0,0.0,0.0
8460a61ffffffff,165.0,0.0,0.0,0.0,0.0
8460a63ffffffff,15.0,0.0,0.0,0.0,0.0
8460a83ffffffff,27.0,0.0,0.0,0.0,0.0
8460a89ffffffff,6.0,0.0,0.0,0.0,0.0
8460a8bffffffff,22.0,0.0,0.0,0.0,0.0
8460a91ffffffff,784.0,0.0,0.0,0.0,0.0
8460a95ffffffff,159.0,0.0,0.0,0.0,0.0
8460a97ffffffff,108.0,0.0,0.0,0.0,0.0
8460a99ffffffff,208.0,0.0,0.0,0.0,0.0
8460a9bffffffff,2.0,0.0,0.0,0.0,0.0
8460a9dffffffff,353.0,0.0,0.0,0.0,0.0
8460ab3ffffffff,7.0,0.0,0.0,0.0,0.0
8460ab5ffffffff,9.0,0.0,0.0,0.0,0.0
8460ab7ffffffff,10.0,0.0,0.0,0.0,0.0
8460ab9ffffffff,1.0,0.0,0.0,0.0,0.0
8460abbffffffff,34.0,0.0,0.0,0.0,0.0
8460ad1ffffffff,19.0,0.0,0.0,0.0,0.0
8460ad3ffffffff,76.0,0.0,0.0,0.0,0.0
8460ad5ffffffff,4.0,0.0,0.0,0.0,0.0
8460ad7ffffffff,460.0,0.0,0.0,0.0,0.0
8460ad9ffffffff,4.0,0.0,0.0,0.0,0.0
8460adbffffffff,31.0,0.0,0.0,0.0,0.0
8460b15ffffffff,2.0,0.0,0.0,0.0,0.0
8460b17ffffffff,8.0,0.0,0.0,0.0,0.0
8460b27ffffffff,11.0,0.0,0.0,0.0,0.0
8460b29ffffffff,3.0,0.0,0.0,0.0,0.0
8460b2dffffffff,2.0,0.0,0.0,0.0,0.0
8460b3dffffffff,23.0,0.0,0.0,0.0,0.0
8460b41ffffffff,12.0,0.0,0.0,0.0,0.0
8460b45ffffffff,6.0,0.0,0.0,0.0,0.0
8460b47ffffffff,23.0,0.0,0.0,0.0,0.0
8460b49ffffffff,3.0,0.0,0.0,0.0,0.0
8460b65ffffffff,2.0,0.0,0.0,0.0,0.0
8460b69ffffffff,3.0,0.0,0.0,0.0,0.0
8460b6dffffffff,2.0,0.0,0.0,0.0,0.0
8460f65ffffffff,11.0,0.0,0.0,0.0,0.0
8460f6dffffffff,10.0,0.0,0.0,0.0,0.0
8461021ffffffff,8.0,0.0,0.0,0.0,0.0
8461025ffffffff,2.0,0.0,0.0,0.0,0.0
846102dffffffff,4.0,0.0,0.0,0.0,0.0
846103dffffffff,2.0,0.0,0.0,0.0,0.0
8461067ffffffff,7.0,0.0,0.0,0.0,0.0
8461113ffffffff,2.0,0.0,0.0,0.0,0.0
8461117ffffffff,33.0,0.0,0.0,0.0,0.0
846111bffffffff,6.0,0.0,0.0,0.0,0.0
84611a1ffffffff,8.0,0.0,0.0,0.0,0.0
84611adffffffff,2.0,0.0,0.0,0.0,0.0
84611c9ffffffff,2.0,0.0,0.0,0.0,0.0
84611e1ffffffff,12.0,1.0,0.0,0.0,0.0
84611ebffffffff,1.0,0.0,0.0,0.0,0.0
84611edffffffff,1.0,0.0,0.0,0.0,0.0
8461885ffffffff,70.0,0.0,0.0,0.0,0.0
8461887ffffffff,38.0,0.0,0.0,0.0,0.0
846188bffffffff,4.0,0.0,0.0,0.0,0.0
8461893ffffffff,3.0,0.0,0.0,0.0,0.0
846189bffffffff,9.0,0.0,0.0,0.0,0.0
84618b9ffffffff,11.0,0.0,0.0,0.0,0.0
84618c1ffffffff,11.0,0.0,0.0,0.0,0.0
84618c3ffffffff,3.0,0.0,0.0,0.0,0.0
84618c5ffffffff,265.0,0.0,0.0,0.0,0.0
84618c7ffffffff,3.0,0.0,0.0,0.0,0.0
84618cbffffffff,26.0,0.0,0.0,0.0,0.0
84618d1ffffffff,15.0,0.0,0.0,0.0,0.0
84618d7ffffffff,4.0,0.0,0.0,0.0,0.0
84618ebffffffff,5.0,0.0,0.0,0.0,0.0
8461981ffffffff,2.0,0.0,0.0,0.0,0.0
84619a5ffffffff,71.0,0.0,0.0,0.0,0.0
84619bdffffffff,7.0,0.0,0.0,0.0,0.0
8461a91ffffffff,3.0,0.0,0.0,0.0,0.0
8461a9dffffffff,14.0,0.0,0.0,0.0,0.0
8461ab7ffffffff,90.0,0.0,0.0,0.0,0.0
8461abbffffffff,2.0,0.0,0.0,0.0,0.0
8461ad7ffffffff,2.0,0.0,0.0,0.0,0.0
84640b9ffffffff,16.0,0.0,0.0,0.0,0.0
84640bdffffffff,6.0,0.0,0.0,0.0,0.0
846416dffffffff,135.0,29.0,0.0,0.0,0.0
8464193ffffffff,7.0,0.0,0.0,0.0,0.0
8464225ffffffff,2.0,2.0,0.0,0.0,0.0
846422dffffffff,2.0,0.0,0.0,0.0,0.0
8464267ffffffff,2.0,0.0,0.0,0.0,0.0
846426dffffffff,2.0,0.0,0.0,0.0,0.0
846428bffffffff,1.0,0.0,0.0,0.0,0.0
84642b1ffffffff,7.0,0.0,0.0,0.0,0.0
84642bbffffffff,2.0,0.0,0.0,0.0,0.0
8464313ffffffff,1.0,0.0,0.0,0.0,0.0
8464319ffffffff,42.0,10.0,0.0,0.0,0.0
8464343ffffffff,4.0,2.0,0.0,0.0,0.0
8464359ffffffff,25.0,5.0,0.0,0.0,0.0
846435bffffffff,2.0,0.0,0.0,0.0,0.0
8464821ffffffff,2.0,0.0,0.0,0.0,0.0
