cell_id,Athene noctua,Athene noctua [noctua Group],Athene noctua spilogastra/somaliensis,Athene noctua lilith,Athene noctua bactriana
831093fffffffff,2.0,0.0,0.0,0.0,0.0
8314b2fffffffff,2.0,0.0,0.0,0.0,0.0
831590fffffffff,1.0,0.0,0.0,0.0,0.0
831591fffffffff,1.0,0.0,0.0,0.0,0.0
831592fffffffff,2.0,0.0,0.0,0.0,0.0
831598fffffffff,9.0,0.0,0.0,0.0,0.0
83159cfffffffff,2.0,0.0,0.0,0.0,0.0
8315b3fffffffff,5.0,0.0,0.0,0.0,0.0
831829fffffffff,7.0,0.0,0.0,0.0,0.0
831845fffffffff,4.0,0.0,0.0,0.0,0.0
831849fffffffff,28.0,0.0,0.0,0.0,0.0
83184bfffffffff,26.0,0.0,0.0,0.0,0.0
83184dfffffffff,9.0,0.0,0.0,0.0,0.0
83185bfffffffff,99.0,0.0,0.0,0.0,0.0
831860fffffffff,5.0,4.0,0.0,0.0,0.0
831861fffffffff,2.0,0.0,0.0,0.0,0.0
831863fffffffff,2.0,0.0,0.0,0.0,0.0
831865fffffffff,6.0,0.0,0.0,0.0,0.0
831868fffffffff,10.0,2.0,0.0,0.0,0.0
831869fffffffff,15.0,4.0,0.0,0.0,0.0
83186afffffffff,11.0,0.0,0.0,0.0,0.0
83186bfffffffff,2.0,0.0,0.0,0.0,0.0
83186cfffffffff,28.0,0.0,0.0,0.0,0.0
83186dfffffffff,12.0,4.0,0.0,0.0,0.0
83186efffffffff,3.0,0.0,0.0,0.0,0.0
831875fffffffff,4.0,0.0,0.0,0.0,0.0
831940fffffffff,59.0,13.0,0.0,0.0,0.0
831941fffffffff,142.0,17.0,0.0,0.0,0.0
831942fffffffff,174.0,69.0,0.0,0.0,0.0
831943fffffffff,57.0,9.0,0.0,0.0,0.0
831946fffffffff,19.0,3.0,0.0,0.0,0.0
831948fffffffff,64.0,11.0,0.0,0.0,0.0
831949fffffffff,2.0,2.0,0.0,0.0,0.0
83194afffffffff,171.0,7.0,0.0,0.0,0.0
83194bfffffffff,4.0,0.0,0.0,0.0,0.0
83194cfffffffff,79.0,8.0,0.0,0.0,0.0
83194dfffffffff,33.0,2.0,0.0,0.0,0.0
83194efffffffff,217.0,13.0,0.0,0.0,0.0
831951fffffffff,15.0,0.0,0.0,0.0,0.0
831953fffffffff,1.0,0.0,0.0,0.0,0.0
831955fffffffff,12.0,0.0,0.0,0.0,0.0
831958fffffffff,18.0,0.0,0.0,0.0,0.0
831959fffffffff,16.0,2.0,0.0,0.0,0.0
83195bfffffffff,42.0,0.0,0.0,0.0,0.0
83195cfffffffff,41.0,0.0,0.0,0.0,0.0
83195dfffffffff,164.0,10.0,0.0,0.0,0.0
831968fffffffff,7.0,0.0,0.0,0.0,0.0
831969fffffffff,59.0,0.0,0.0,0.0,0.0
83196bfffffffff,2.0,0.0,0.0,0.0,0.0
83196dfffffffff,2.0,0.0,0.0,0.0,0.0
831973fffffffff,89.0,2.0,0.0,0.0,0.0
831e01fffffffff,5.0,0.0,0.0,0.0,0.0
831e02fffffffff,30.0,1.0,0.0,0.0,0.0
831e03fffffffff,7.0,0.0,0.0,0.0,0.0
831e06fffffffff,3.0,0.0,0.0,0.0,0.0
831e08fffffffff,53.0,0.0,0.0,0.0,0.0
831e0afffffffff,473.0,0.0,0.0,0.0,0.0
831e0bfffffffff,4.0,0.0,0.0,0.0,0.0
831e0cfffffffff,54.0,0.0,0.0,0.0,0.0
831e0efffffffff,254.0,3.0,0.0,0.0,0.0
831e12fffffffff,2.0,0.0,0.0,0.0,0.0
831e13fffffffff,1.0,0.0,0.0,0.0,0.0
831e16fffffffff,4.0,0.0,0.0,0.0,0.0
831e19fffffffff,55.0,0.0,0.0,0.0,0.0
831e1afffffffff,1.0,0.0,0.0,0.0,0.0
831e1bfffffffff,117.0,0.0,0.0,0.0,0.0
831e1cfffffffff,49.0,0.0,0.0,0.0,0.0
831e1dfffffffff,82.0,0.0,0.0,0.0,0.0
831e29fffffffff,2.0,0.0,0.0,0.0,0.0
831e32fffffffff,4.0,0.0,0.0,0.0,0.0
831e42fffffffff,4.0,0.0,0.0,0.0,0.0
831e49fffffffff,3.0,0.0,0.0,0.0,0.0
831e4afffffffff,2.0,0.0,0.0,0.0,0.0
831e4bfffffffff,4.0,0.0,0.0,0.0,0.0
