cell_id,Elaenia albiceps,Elaenia albiceps [albiceps Group],Elaenia albiceps chilensis,Elaenia albiceps modesta
8266c7fffffffff,5.0,0.0,0.0,0.0
8266d7fffffffff,1823.0,186.0,0.0,0.0
8266dffffffffff,707.0,112.0,0.0,0.0
828007fffffffff,1.0,0.0,1.0,0.0
828017fffffffff,32.0,0.0,20.0,0.0
828027fffffffff,3.0,0.0,0.0,0.0
828037fffffffff,33.0,0.0,11.0,0.0
828107fffffffff,4.0,0.0,2.0,0.0
82811ffffffffff,2.0,0.0,2.0,0.0
828127fffffffff,6.0,0.0,2.0,0.0
82812ffffffffff,2.0,0.0,0.0,0.0
828137fffffffff,41.0,0.0,15.0,0.0
828147fffffffff,13.0,0.0,12.0,0.0
828187fffffffff,7.0,0.0,5.0,0.0
82818ffffffffff,22.0,0.0,17.0,0.0
8281affffffffff,15.0,0.0,6.0,0.0
828b07fffffffff,1.0,0.0,0.0,0.0
828b0ffffffffff,1.0,0.0,0.0,0.0
828b27fffffffff,171.0,1.0,1.0,0.0
828b2ffffffffff,149.0,0.0,0.0,0.0
828b37fffffffff,2.0,0.0,2.0,0.0
828b47fffffffff,1.0,0.0,0.0,0.0
828b67fffffffff,809.0,0.0,0.0,0.0
828b6ffffffffff,188.0,0.0,0.0,0.0
828b77fffffffff,33.0,0.0,0.0,0.0
828ba7fffffffff,3.0,0.0,0.0,0.0
828bb7fffffffff,105.0,0.0,0.0,0.0
828e47fffffffff,2.0,0.0,0.0,0.0
828e67fffffffff,212.0,0.0,0.0,31.0
828e6ffffffffff,148.0,0.0,0.0,1.0
828e77fffffffff,4.0,0.0,0.0,0.0
828f0ffffffffff,264.0,35.0,0.0,0.0
828f2ffffffffff,98.0,12.0,0.0,0.0
828f47fffffffff,112.0,0.0,0.0,0.0
828f4ffffffffff,1.0,0.0,0.0,0.0
828f57fffffffff,503.0,0.0,0.0,16.0
828f5ffffffffff,103.0,0.0,0.0,0.0
828f77fffffffff,499.0,43.0,0.0,0.0
82a597fffffffff,9.0,0.0,0.0,0.0
82a807fffffffff,6.0,0.0,4.0,0.0
82a817fffffffff,92.0,0.0,29.0,0.0
82a81ffffffffff,3.0,0.0,1.0,0.0
82a827fffffffff,2.0,0.0,0.0,0.0
82a837fffffffff,1.0,0.0,0.0,0.0
82a847fffffffff,7.0,0.0,1.0,0.0
82a857fffffffff,2.0,0.0,0.0,0.0
82a85ffffffffff,12.0,0.0,0.0,0.0
82a867fffffffff,4.0,0.0,0.0,0.0
82a877fffffffff,3.0,0.0,0.0,0.0
82a88ffffffffff,2.0,0.0,0.0,0.0
82a8affffffffff,23.0,0.0,13.0,0.0
82a8c7fffffffff,9.0,0.0,9.0,0.0
82a8cffffffffff,20.0,0.0,0.0,0.0
82a8d7fffffffff,2.0,0.0,2.0,0.0
82a8e7fffffffff,1.0,0.0,1.0,0.0
82a8f7fffffffff,3.0,0.0,3.0,0.0
82a947fffffffff,1.0,0.0,0.0,0.0
82a94ffffffffff,9.0,0.0,1.0,0.0
82a957fffffffff,2.0,0.0,0.0,0.0
82a967fffffffff,1.0,0.0,0.0,0.0
82b207fffffffff,90.0,0.0,0.0,0.0
82b20ffffffffff,44.0,0.0,0.0,0.0
82b21ffffffffff,372.0,0.0,0.0,0.0
82b22ffffffffff,2.0,0.0,0.0,0.0
82b247fffffffff,115.0,0.0,0.0,0.0
82b24ffffffffff,88.0,0.0,0.0,0.0
82b257fffffffff,17.0,0.0,0.0,0.0
82b25ffffffffff,351.0,0.0,0.0,0.0
82b267fffffffff,45.0,0.0,0.0,0.0
82b26ffffffffff,4.0,0.0,0.0,0.0
82b277fffffffff,140.0,0.0,0.0,0.0
82b2c7fffffffff,7536.0,0.0,1992.0,0.0
82b2cffffffffff,762.0,0.0,216.0,0.0
82b2dffffffffff,1094.0,0.0,97.0,0.0
82b2e7fffffffff,512.0,0.0,69.0,0.0
82b2effffffffff,243.0,0.0,50.0,0.0
82b307fffffffff,1365.0,0.0,0.0,683.0
82b30ffffffffff,33.0,0.0,0.0,13.0
82b31ffffffffff,2.0,0.0,0.0,0.0
82b327fffffffff,118.0,6.0,0.0,0.0
82b32ffffffffff,2.0,0.0,0.0,0.0
82b337fffffffff,37.0,0.0,0.0,0.0
82b347fffffffff,317.0,0.0,0.0,0.0
82b34ffffffffff,8.0,0.0,0.0,0.0
82b357fffffffff,177.0,0.0,0.0,0.0
82b35ffffffffff,271.0,8.0,0.0,0.0
82b367fffffffff,8.0,0.0,1.0,0.0
82b36ffffffffff,6.0,0.0,0.0,0.0
82b377fffffffff,6.0,0.0,0.0,0.0
82c2cffffffffff,5.0,0.0,0.0,0.0
82c2e7fffffffff,102.0,2.0,0.0,0.0
82c2effffffffff,11.0,0.0,0.0,0.0
82c327fffffffff,7.0,0.0,0.0,0.0
82c32ffffffffff,17.0,0.0,1.0,0.0
82c347fffffffff,32.0,0.0,0.0,0.0
82c34ffffffffff,15.0,0.0,0.0,0.0
82c367fffffffff,24.0,0.0,0.0,0.0
82c36ffffffffff,4.0,0.0,0.0,0.0
82c377fffffffff,37.0,0.0,0.0,0.0
82ce17fffffffff,52.0,0.0,1.0,0.0
82ce87fffffffff,2107.0,0.0,206.0,0.0
82ce8ffffffffff,2934.0,0.0,218.0,0.0
82ce97fffffffff,82.0,0.0,0.0,0.0
82ce9ffffffffff,898.0,0.0,44.0,0.0
82cea7fffffffff,1276.0,0.0,647.0,0.0
82ceaffffffffff,3644.0,0.0,263.0,0.0
82ceb7fffffffff,3.0,0.0,0.0,0.0
82cf17fffffffff,966.0,8.0,298.0,0.0
82cf37fffffffff,3.0,0.0,0.0,0.0
82cf87fffffffff,20.0,0.0,11.0,0.0
82cf8ffffffffff,543.0,0.0,78.0,0.0
82cf9ffffffffff,3.0,0.0,0.0,0.0
82cfa7fffffffff,21.0,0.0,6.0,0.0
82cfaffffffffff,590.0,0.0,193.0,0.0
82df47fffffffff,1192.0,0.0,264.0,0.0
82df4ffffffffff,2.0,0.0,0.0,0.0
82df6ffffffffff,551.0,8.0,89.0,0.0
