cell_id,Pheucticus aureoventris,Pheucticus aureoventris meridensis,Pheucticus aureoventris crissalis,Pheucticus aureoventris uropygialis/terminalis,Pheucticus aureoventris aureoventris
8466083ffffffff,9.0,0.0,0.0,0.0,0.0
846608bffffffff,11.0,0.0,0.0,0.0,0.0
8466095ffffffff,20.0,0.0,0.0,0.0,0.0
846609dffffffff,13.0,0.0,0.0,0.0,0.0
84660b1ffffffff,74.0,0.0,0.0,0.0,0.0
84660b3ffffffff,3.0,0.0,0.0,0.0,0.0
84660b5ffffffff,140.0,0.0,0.0,1.0,0.0
84660b7ffffffff,30.0,0.0,0.0,0.0,0.0
84660b9ffffffff,97.0,0.0,0.0,0.0,0.0
84660bbffffffff,106.0,0.0,0.0,0.0,0.0
84660bdffffffff,18.0,0.0,0.0,0.0,0.0
84660c3ffffffff,68.0,0.0,0.0,0.0,0.0
84660ddffffffff,3.0,0.0,0.0,0.0,0.0
846619dffffffff,1.0,0.0,0.0,0.0,0.0
8466291ffffffff,24.0,4.0,0.0,0.0,0.0
8466c65ffffffff,3.0,0.0,0.0,0.0,0.0
8466c69ffffffff,1.0,0.0,0.0,0.0,0.0
8466d03ffffffff,2.0,0.0,0.0,0.0,0.0
8466d15ffffffff,18.0,0.0,1.0,0.0,0.0
8466d19ffffffff,75.0,0.0,0.0,0.0,0.0
8466d1dffffffff,7.0,0.0,3.0,0.0,0.0
8466d39ffffffff,1.0,0.0,0.0,0.0,0.0
8466d3bffffffff,4.0,0.0,2.0,0.0,0.0
8466d51ffffffff,28.0,0.0,0.0,0.0,0.0
8466d53ffffffff,65.0,0.0,0.0,0.0,0.0
8466d57ffffffff,8.0,0.0,0.0,0.0,0.0
8466d5bffffffff,3.0,0.0,0.0,0.0,0.0
8466da5ffffffff,2.0,0.0,0.0,0.0,0.0
8466dadffffffff,2.0,0.0,0.0,0.0,0.0
8466de1ffffffff,2.0,0.0,0.0,0.0,0.0
8466e01ffffffff,1.0,0.0,0.0,0.0,0.0
8466e07ffffffff,2.0,0.0,0.0,0.0,0.0
8466e09ffffffff,434.0,0.0,0.0,10.0,0.0
8466e0dffffffff,24.0,0.0,0.0,0.0,0.0
8466e41ffffffff,26.0,0.0,0.0,0.0,0.0
8466e43ffffffff,1174.0,0.0,0.0,9.0,0.0
8466e47ffffffff,141.0,0.0,0.0,3.0,0.0
8466e49ffffffff,2.0,0.0,0.0,0.0,0.0
8466e4bffffffff,90.0,0.0,0.0,9.0,0.0
8466e4dffffffff,1.0,0.0,0.0,0.0,0.0
8466e55ffffffff,6.0,0.0,0.0,0.0,0.0
8466e5dffffffff,10.0,0.0,0.0,0.0,0.0
848b025ffffffff,2.0,0.0,0.0,0.0,0.0
848b043ffffffff,2.0,0.0,0.0,0.0,0.0
848b06dffffffff,1.0,0.0,0.0,0.0,0.0
848b10dffffffff,2.0,0.0,0.0,0.0,0.0
848b11bffffffff,1.0,0.0,0.0,0.0,0.0
848b201ffffffff,57.0,0.0,0.0,0.0,0.0
848b203ffffffff,98.0,0.0,0.0,0.0,0.0
848b205ffffffff,39.0,0.0,0.0,0.0,0.0
848b207ffffffff,5.0,0.0,0.0,0.0,0.0
848b20bffffffff,85.0,0.0,0.0,0.0,0.0
848b20dffffffff,22.0,0.0,0.0,0.0,0.0
848b211ffffffff,1.0,0.0,0.0,0.0,0.0
848b217ffffffff,1.0,0.0,0.0,0.0,0.0
848b21dffffffff,8.0,0.0,0.0,0.0,0.0
848b221ffffffff,15.0,0.0,0.0,0.0,0.0
848b223ffffffff,54.0,0.0,0.0,0.0,0.0
848b225ffffffff,7.0,0.0,0.0,0.0,0.0
848b229ffffffff,18.0,0.0,0.0,0.0,0.0
848b22bffffffff,1.0,0.0,0.0,0.0,0.0
848b22dffffffff,120.0,0.0,0.0,0.0,0.0
848b241ffffffff,2.0,0.0,0.0,0.0,0.0
848b247ffffffff,1.0,0.0,0.0,0.0,0.0
848b24bffffffff,2.0,0.0,0.0,0.0,0.0
848b251ffffffff,27.0,0.0,0.0,0.0,0.0
848b259ffffffff,27.0,0.0,0.0,0.0,0.0
848b25dffffffff,17.0,0.0,0.0,0.0,0.0
848b261ffffffff,6.0,0.0,0.0,0.0,0.0
848b267ffffffff,6.0,0.0,0.0,0.0,0.0
848b269ffffffff,4.0,0.0,0.0,0.0,0.0
848b2a5ffffffff,3.0,0.0,0.0,0.0,0.0
848b2a7ffffffff,10.0,0.0,0.0,0.0,0.0
848b2c1ffffffff,10.0,0.0,0.0,0.0,0.0
848b2c9ffffffff,72.0,0.0,0.0,0.0,0.0
848b2cdffffffff,14.0,0.0,0.0,0.0,0.0
848b2d9ffffffff,10.0,0.0,0.0,0.0,0.0
848b2dbffffffff,11.0,0.0,0.0,0.0,0.0
848b2ddffffffff,2.0,0.0,0.0,0.0,0.0
848b315ffffffff,3.0,0.0,0.0,0.0,0.0
848b319ffffffff,2.0,0.0,0.0,0.0,0.0
848b567ffffffff,2.0,0.0,0.0,0.0,0.0
848b611ffffffff,260.0,0.0,0.0,21.0,0.0
848b615ffffffff,1.0,0.0,0.0,0.0,0.0
848b617ffffffff,255.0,0.0,0.0,38.0,0.0
848b619ffffffff,9.0,0.0,0.0,0.0,0.0
848b61bffffffff,524.0,0.0,0.0,22.0,0.0
848b61dffffffff,58.0,0.0,0.0,2.0,0.0
848b639ffffffff,1.0,0.0,0.0,0.0,0.0
848b63bffffffff,6.0,0.0,0.0,3.0,0.0
848b653ffffffff,2.0,0.0,0.0,0.0,0.0
848b6c5ffffffff,5.0,0.0,0.0,0.0,0.0
848b6c9ffffffff,16.0,0.0,0.0,0.0,0.0
848b6cdffffffff,227.0,0.0,0.0,0.0,0.0
848b709ffffffff,6.0,0.0,0.0,0.0,0.0
848b747ffffffff,3.0,0.0,0.0,0.0,0.0
848b74bffffffff,5.0,0.0,0.0,0.0,0.0
848b751ffffffff,5.0,0.0,0.0,0.0,0.0
848b75bffffffff,10.0,0.0,0.0,0.0,0.0
848b761ffffffff,1.0,0.0,0.0,0.0,0.0
848bb59ffffffff,14.0,0.0,0.0,0.0,0.0
848e613ffffffff,1.0,0.0,0.0,0.0,0.0
848e617ffffffff,1.0,0.0,0.0,0.0,0.0
848e619ffffffff,6.0,0.0,0.0,0.0,0.0
848e61dffffffff,5.0,0.0,0.0,0.0,0.0
848e643ffffffff,11.0,0.0,0.0,0.0,0.0
848e64bffffffff,3.0,0.0,0.0,0.0,0.0
848e651ffffffff,14.0,0.0,0.0,0.0,0.0
848e657ffffffff,25.0,0.0,0.0,0.0,0.0
848e687ffffffff,2.0,0.0,0.0,0.0,0.0
848e68bffffffff,18.0,0.0,0.0,0.0,0.0
848e6c1ffffffff,20.0,0.0,0.0,0.0,0.0
848e6c3ffffffff,10.0,0.0,0.0,0.0,0.0
848e6c5ffffffff,9.0,0.0,0.0,0.0,0.0
848e6c7ffffffff,1.0,0.0,0.0,0.0,0.0
848e6cdffffffff,8.0,0.0,0.0,0.0,0.0
848e6d1ffffffff,35.0,0.0,0.0,0.0,0.0
848e6d7ffffffff,1.0,0.0,0.0,0.0,0.0
848e6d9ffffffff,306.0,0.0,0.0,3.0,0.0
848e6ddffffffff,64.0,0.0,0.0,0.0,0.0
848e6ebffffffff,1.0,0.0,0.0,0.0,0.0
848f299ffffffff,15.0,0.0,0.0,0.0,0.0
848f2d1ffffffff,17.0,0.0,0.0,0.0,0.0
848f2d3ffffffff,80.0,0.0,2.0,0.0,0.0
848f2d9ffffffff,19.0,0.0,3.0,0.0,0.0
848f2ddffffffff,3.0,0.0,0.0,0.0,0.0
848f593ffffffff,4.0,0.0,0.0,0.0,0.0
848f59dffffffff,1.0,0.0,0.0,0.0,0.0
84a85d3ffffffff,2.0,0.0,0.0,0.0,0.0
84a8691ffffffff,2.0,0.0,0.0,0.0,0.0
