cell_id,Ispidina picta,Ispidina picta picta/ferrugina,Ispidina picta natalensis
837a40fffffffff,24.0,0.0,0.0
837a41fffffffff,97.0,0.0,0.0
837a45fffffffff,32.0,0.0,0.0
837a48fffffffff,25.0,0.0,0.0
837a49fffffffff,2.0,0.0,0.0
837a4bfffffffff,6.0,0.0,0.0
837a4cfffffffff,82.0,0.0,0.0
837a4dfffffffff,88.0,0.0,0.0
837a60fffffffff,3.0,0.0,0.0
837a61fffffffff,6.0,0.0,0.0
837a63fffffffff,1.0,0.0,0.0
837a64fffffffff,2.0,0.0,0.0
837a65fffffffff,27.0,0.0,0.0
837a68fffffffff,126.0,0.0,0.0
837a69fffffffff,5.0,0.0,0.0
837a6afffffffff,6.0,0.0,0.0
837a6bfffffffff,29.0,0.0,0.0
837a6cfffffffff,4.0,0.0,0.0
837a6dfffffffff,7.0,0.0,0.0
837a6efffffffff,57.0,0.0,0.0
837a75fffffffff,2.0,0.0,0.0
837ac1fffffffff,5.0,0.0,0.0
837ac8fffffffff,70.0,0.0,0.0
837ac9fffffffff,1.0,0.0,0.0
837acafffffffff,4.0,0.0,0.0
837accfffffffff,2.0,0.0,0.0
837acdfffffffff,47.0,0.0,0.0
837ad9fffffffff,53.0,0.0,0.0
837ae8fffffffff,3.0,0.0,0.0
837aebfffffffff,1.0,0.0,0.0
837b48fffffffff,1.0,0.0,0.0
837b49fffffffff,2.0,0.0,0.0
837b4afffffffff,4.0,0.0,1.0
837b4bfffffffff,9.0,0.0,0.0
837b4dfffffffff,1.0,0.0,0.0
837b59fffffffff,35.0,0.0,0.0
837b6bfffffffff,7.0,0.0,0.0
838218fffffffff,4.0,0.0,0.0
838283fffffffff,1.0,0.0,0.0
838284fffffffff,1.0,0.0,0.0
83828bfffffffff,48.0,0.0,0.0
83828dfffffffff,19.0,0.0,0.0
838294fffffffff,1.0,0.0,0.0
8382a3fffffffff,2.0,0.0,0.0
8382a8fffffffff,2.0,0.0,0.0
8382aafffffffff,4.0,0.0,0.0
8382b6fffffffff,1.0,0.0,0.0
8382d0fffffffff,14.0,0.0,0.0
8382d2fffffffff,5.0,0.0,0.0
8382d3fffffffff,11.0,0.0,0.0
8382d4fffffffff,2.0,0.0,0.0
8382d6fffffffff,2.0,0.0,0.0
8382dbfffffffff,2.0,0.0,0.0
8382f0fffffffff,5.0,0.0,0.0
8382f6fffffffff,3.0,0.0,0.0
838311fffffffff,1.0,0.0,0.0
838315fffffffff,12.0,0.0,0.0
838386fffffffff,2.0,0.0,0.0
83838afffffffff,1.0,0.0,0.0
83838efffffffff,2.0,0.0,0.0
838398fffffffff,14.0,0.0,0.0
8383a8fffffffff,6.0,0.0,0.0
8383acfffffffff,1.0,0.0,0.0
839600fffffffff,3.0,0.0,0.0
839604fffffffff,2.0,0.0,0.0
839608fffffffff,1.0,0.0,0.0
839609fffffffff,2.0,0.0,0.0
83960bfffffffff,1.0,0.0,0.0
839615fffffffff,5.0,0.0,0.0
839620fffffffff,2.0,0.0,0.0
839621fffffffff,2.0,0.0,0.0
83962bfffffffff,6.0,0.0,0.0
83962cfffffffff,4.0,0.0,0.0
83962efffffffff,2.0,0.0,0.0
839633fffffffff,1.0,0.0,0.0
839636fffffffff,2.0,0.0,0.0
839670fffffffff,1.0,0.0,0.0
839688fffffffff,2.0,0.0,0.0
839690fffffffff,13.0,0.0,0.0
839692fffffffff,67.0,0.0,0.0
839693fffffffff,42.0,0.0,0.0
839699fffffffff,1.0,0.0,0.0
83969afffffffff,31.0,0.0,0.0
83969bfffffffff,3.0,0.0,0.0
8396a0fffffffff,2.0,0.0,0.0
8396a8fffffffff,2.0,0.0,0.0
8396b0fffffffff,1.0,0.0,0.0
8396b1fffffffff,6.0,0.0,0.0
8396b4fffffffff,4.0,0.0,0.0
8396b6fffffffff,2.0,0.0,0.0
8396d0fffffffff,1.0,0.0,0.0
839700fffffffff,6.0,0.0,0.0
839702fffffffff,27.0,0.0,0.0
839703fffffffff,9.0,0.0,0.0
83970afffffffff,1.0,0.0,0.0
839710fffffffff,21.0,0.0,0.0
839711fffffffff,8.0,0.0,0.0
839713fffffffff,8.0,0.0,0.0
839715fffffffff,3.0,0.0,0.0
839719fffffffff,3.0,0.0,0.0
83971cfffffffff,12.0,0.0,0.0
83971dfffffffff,3.0,0.0,0.0
839728fffffffff,2.0,0.0,0.0
839729fffffffff,3.0,0.0,0.0
83972cfffffffff,2.0,0.0,0.0
83972dfffffffff,9.0,0.0,0.0
83972efffffffff,16.0,0.0,0.0
83974efffffffff,1.0,0.0,0.0
839750fffffffff,2.0,0.0,0.0
839751fffffffff,7.0,0.0,0.0
83975cfffffffff,12.0,0.0,0.0
839772fffffffff,3.0,0.0,0.0
839788fffffffff,2.0,0.0,0.0
839789fffffffff,2.0,0.0,0.0
83978cfffffffff,2.0,0.0,0.0
83978efffffffff,4.0,0.0,0.0
8397a8fffffffff,6.0,0.0,0.0
8397aafffffffff,3.0,0.0,0.0
83bc09fffffffff,4.0,0.0,0.0
83bc0bfffffffff,4.0,0.0,0.0
83bc19fffffffff,2.0,0.0,0.0
83bc1bfffffffff,3.0,0.0,0.0
83bc73fffffffff,3.0,0.0,0.0
83bc89fffffffff,5.0,0.0,0.0
83bc99fffffffff,2.0,0.0,0.0
83bcd0fffffffff,15.0,0.0,0.0
83bcd1fffffffff,6.0,0.0,0.0
83bcd2fffffffff,50.0,0.0,0.0
83bcd3fffffffff,12.0,0.0,0.0
83bcd4fffffffff,3.0,0.0,0.0
83bcd6fffffffff,20.0,0.0,0.0
83bcdafffffffff,3.0,0.0,0.0
83bcdcfffffffff,5.0,0.0,0.0
83bcdefffffffff,4.0,0.0,0.0
83bce2fffffffff,2.0,0.0,0.0
83bce6fffffffff,9.0,0.0,0.0
83bcf0fffffffff,6.0,0.0,0.0
83bcf2fffffffff,185.0,0.0,0.0
83bcf3fffffffff,2.0,0.0,0.0
83bcf4fffffffff,14.0,0.0,0.0
83bcf5fffffffff,10.0,0.0,0.0
83bcf6fffffffff,52.0,0.0,0.0
