cell_id,Hydrobates leucorhous,Hydrobates leucorhous leucorhous,Hydrobates leucorhous chapmani
831d64fffffffff,13.0,0.0,0.0
831d65fffffffff,14.0,2.0,0.0
831d66fffffffff,15.0,0.0,0.0
831d6cfffffffff,2.0,0.0,0.0
831d73fffffffff,1.0,0.0,0.0
831db2fffffffff,5.0,0.0,0.0
831f14fffffffff,2.0,0.0,0.0
831f21fffffffff,2.0,0.0,0.0
831f25fffffffff,1.0,0.0,0.0
831f2efffffffff,5.0,0.0,0.0
831f33fffffffff,2.0,0.0,0.0
831f35fffffffff,3.0,2.0,0.0
83225bfffffffff,3.0,0.0,0.0
83229bfffffffff,2.0,0.0,0.0
8322d0fffffffff,7.0,0.0,0.0
8322e9fffffffff,2.0,0.0,0.0
8322edfffffffff,4.0,0.0,0.0
832800fffffffff,90.0,14.0,0.0
832801fffffffff,5.0,0.0,0.0
832802fffffffff,10.0,0.0,0.0
832803fffffffff,202.0,23.0,0.0
832804fffffffff,67.0,0.0,0.0
832805fffffffff,4.0,0.0,0.0
832806fffffffff,4.0,0.0,0.0
83280afffffffff,22.0,0.0,0.0
83280efffffffff,10.0,0.0,0.0
832819fffffffff,162.0,10.0,0.0
83281bfffffffff,4.0,0.0,0.0
83281cfffffffff,10.0,4.0,0.0
83281dfffffffff,148.0,5.0,0.0
832822fffffffff,12.0,0.0,0.0
832831fffffffff,25.0,0.0,0.0
832835fffffffff,350.0,36.0,0.0
8328c0fffffffff,456.0,0.0,0.0
8328c1fffffffff,4.0,0.0,0.0
8328c2fffffffff,2.0,0.0,0.0
8328c3fffffffff,19.0,0.0,0.0
8328c4fffffffff,260.0,0.0,0.0
8328c5fffffffff,12.0,0.0,0.0
8328c6fffffffff,371.0,0.0,0.0
8328c8fffffffff,10.0,0.0,0.0
8328c9fffffffff,12.0,0.0,0.0
8328cafffffffff,5.0,0.0,0.0
8328cbfffffffff,4.0,0.0,0.0
8328ccfffffffff,7.0,0.0,0.0
8328cdfffffffff,6.0,0.0,0.0
8328cefffffffff,29.0,0.0,0.0
8328ddfffffffff,21.0,0.0,0.0
8328e0fffffffff,12.0,0.0,0.0
8328e1fffffffff,4.0,0.0,0.0
8328e2fffffffff,249.0,15.0,0.0
8328e3fffffffff,15.0,0.0,0.0
8328e4fffffffff,13.0,0.0,0.0
8328e5fffffffff,8.0,0.0,0.0
8328e6fffffffff,239.0,16.0,0.0
8328f1fffffffff,11.0,0.0,0.0
8328f5fffffffff,36.0,0.0,0.0
832910fffffffff,586.0,87.0,125.0
832911fffffffff,2.0,1.0,0.0
832912fffffffff,553.0,34.0,151.0
832913fffffffff,295.0,32.0,54.0
832914fffffffff,2.0,1.0,0.0
832916fffffffff,432.0,20.0,83.0
83291efffffffff,3.0,0.0,0.0
832931fffffffff,1.0,0.0,0.0
8329a4fffffffff,141.0,3.0,46.0
8329a5fffffffff,129.0,1.0,38.0
832a00fffffffff,148.0,0.0,0.0
832a01fffffffff,1.0,0.0,0.0
832a02fffffffff,3.0,0.0,0.0
832a04fffffffff,174.0,7.0,0.0
832a05fffffffff,710.0,65.0,0.0
832a06fffffffff,3.0,0.0,0.0
832a1cfffffffff,1.0,0.0,0.0
832a21fffffffff,9.0,0.0,0.0
832a23fffffffff,6.0,0.0,0.0
832a24fffffffff,45.0,0.0,0.0
832a25fffffffff,240.0,0.0,0.0
832a26fffffffff,5.0,0.0,0.0
832a2efffffffff,2.0,0.0,0.0
832a30fffffffff,19.0,6.0,0.0
832a31fffffffff,71.0,12.0,0.0
832a34fffffffff,5.0,0.0,0.0
832a35fffffffff,2.0,0.0,0.0
832a4cfffffffff,14.0,0.0,0.0
832a4efffffffff,1.0,0.0,0.0
832a76fffffffff,1.0,1.0,0.0
832ac6fffffffff,1176.0,9.0,0.0
832af1fffffffff,34.0,6.0,0.0
832af5fffffffff,32.0,0.0,0.0
832b00fffffffff,12.0,0.0,0.0
832b05fffffffff,2.0,0.0,0.0
832b06fffffffff,2.0,0.0,0.0
832b0afffffffff,820.0,0.0,0.0
832b0bfffffffff,39.0,0.0,0.0
832b0cfffffffff,51.0,0.0,0.0
832b0efffffffff,7.0,0.0,0.0
832b18fffffffff,478.0,0.0,0.0
832b19fffffffff,183.0,7.0,0.0
832b1bfffffffff,1902.0,7.0,0.0
832b1cfffffffff,18.0,0.0,0.0
832b1dfffffffff,415.0,0.0,0.0
832b20fffffffff,3.0,0.0,0.0
832b21fffffffff,44.0,0.0,0.0
832b22fffffffff,4.0,0.0,0.0
832b23fffffffff,6.0,0.0,0.0
832b25fffffffff,20.0,0.0,0.0
832b29fffffffff,15.0,0.0,0.0
832b2afffffffff,109.0,0.0,0.0
832b2bfffffffff,1.0,0.0,0.0
832b2cfffffffff,10.0,0.0,0.0
832b2efffffffff,58.0,0.0,0.0
832b30fffffffff,3.0,0.0,0.0
832b31fffffffff,4.0,0.0,0.0
832b32fffffffff,2.0,0.0,0.0
832b34fffffffff,3.0,0.0,0.0
832e2efffffffff,3.0,0.0,0.0
832e81fffffffff,6.0,0.0,0.0
832f5dfffffffff,5.0,0.0,0.0
832f61fffffffff,2.0,0.0,0.0
832f6efffffffff,2.0,0.0,0.0
8332f3fffffffff,1.0,0.0,0.0
833434fffffffff,2.0,0.0,0.0
83346dfffffffff,1.0,0.0,0.0
83351afffffffff,11.0,0.0,0.0
83351bfffffffff,3.0,0.0,0.0
8335a8fffffffff,2.0,0.0,0.0
8335a9fffffffff,2.0,0.0,0.0
833910fffffffff,23.0,0.0,0.0
833911fffffffff,11.0,0.0,0.0
83391afffffffff,24.0,0.0,0.0
83391efffffffff,27.0,0.0,0.0
833920fffffffff,1.0,0.0,0.0
833922fffffffff,2.0,0.0,0.0
833933fffffffff,99.0,0.0,0.0
83449afffffffff,2.0,0.0,0.0
834600fffffffff,3.0,0.0,0.0
834609fffffffff,2.0,0.0,0.0
834636fffffffff,2.0,0.0,0.0
8347a3fffffffff,2.0,0.0,0.0
8347aafffffffff,2.0,0.0,0.0
8347abfffffffff,9.0,0.0,0.0
834805fffffffff,1.0,0.0,0.0
834821fffffffff,2.0,0.0,0.0
834823fffffffff,8.0,0.0,0.0
834829fffffffff,1.0,0.0,0.0
83482dfffffffff,1.0,0.0,0.0
834834fffffffff,2.0,0.0,0.0
834836fffffffff,2.0,0.0,0.0
834840fffffffff,10.0,0.0,0.0
834843fffffffff,6.0,0.0,0.0
834848fffffffff,16.0,5.0,8.0
834849fffffffff,14.0,6.0,2.0
83484afffffffff,5.0,0.0,0.0
83484bfffffffff,271.0,11.0,71.0
83484dfffffffff,3.0,0.0,0.0
83490dfffffffff,1.0,0.0,0.0
834918fffffffff,1.0,0.0,0.0
834952fffffffff,4.0,0.0,0.0
834956fffffffff,4.0,0.0,0.0
8349acfffffffff,1.0,0.0,0.0
8349adfffffffff,1.0,0.0,0.0
834a49fffffffff,1.0,1.0,0.0
834a4dfffffffff,2.0,1.0,0.0
834da0fffffffff,1.0,0.0,0.0
834da2fffffffff,2.0,0.0,0.0
835034fffffffff,2.0,0.0,0.0
835082fffffffff,2.0,0.0,0.0
8350a3fffffffff,2.0,0.0,0.0
835498fffffffff,1.0,0.0,0.0
8354acfffffffff,4.0,0.0,0.0
835645fffffffff,2.0,0.0,0.0
835659fffffffff,3.0,0.0,0.0
83574cfffffffff,3.0,0.0,0.0
835ca8fffffffff,1.0,0.0,0.0
835cabfffffffff,2.0,0.0,0.0
835e36fffffffff,1.0,0.0,0.0
835e42fffffffff,9.0,0.0,0.0
835e43fffffffff,2.0,0.0,0.0
835e5cfffffffff,17.0,0.0,0.0
835f12fffffffff,1.0,0.0,0.0
835f13fffffffff,2.0,0.0,0.0
835f1afffffffff,1.0,0.0,0.0
835f1efffffffff,2.0,0.0,0.0
835facfffffffff,1.0,0.0,0.0
835fadfffffffff,1.0,0.0,0.0
8366b0fffffffff,1.0,0.0,0.0
8366b6fffffffff,18.0,0.0,0.0
836d41fffffffff,1.0,0.0,0.0
836d49fffffffff,36.0,6.0,0.0
836d4dfffffffff,19.0,0.0,0.0
836d69fffffffff,2.0,0.0,0.0
836d6afffffffff,12.0,0.0,0.0
836d6bfffffffff,15.0,0.0,0.0
8378b3fffffffff,3.0,0.0,0.0
83798afffffffff,3.0,0.0,0.0
837c60fffffffff,3.0,0.0,0.0
837c63fffffffff,2.0,0.0,0.0
837ca1fffffffff,1.0,0.0,0.0
837ca5fffffffff,1.0,0.0,0.0
837ca9fffffffff,1.0,0.0,0.0
837cacfffffffff,1.0,0.0,0.0
837cddfffffffff,1.0,0.0,0.0
837cf3fffffffff,2.0,0.0,0.0
837d4cfffffffff,2.0,0.0,0.0
837d81fffffffff,2.0,0.0,0.0
837d8efffffffff,1.0,0.0,0.0
8380b5fffffffff,2.0,0.0,0.0
838199fffffffff,4.0,0.0,0.0
838818fffffffff,3.0,0.0,0.0
8388d5fffffffff,3.0,0.0,0.0
83891dfffffffff,3.0,0.0,0.0
83981dfffffffff,1.0,0.0,0.0
839831fffffffff,1.0,0.0,0.0
83ac12fffffffff,2.0,0.0,0.0
