cell_id,Barnardius zonarius,Barnardius zonarius semitorquatus,Barnardius zonarius zonarius,Barnardius zonarius barnardi,Barnardius zonarius macgillivrayi,Barnardius zonarius semitorquatus x zonarius,Barnardius zonarius zonarius x barnardi
8494923ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8494925ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8494c97ffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8494c99ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
849c647ffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0
849c649ffffffff,12.0,0.0,0.0,0.0,5.0,0.0,0.0
849c693ffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
849c69bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
849d431ffffffff,4.0,0.0,0.0,0.0,4.0,0.0,0.0
849d441ffffffff,3.0,0.0,0.0,0.0,1.0,0.0,0.0
849d443ffffffff,28.0,0.0,0.0,13.0,2.0,0.0,0.0
849d447ffffffff,39.0,0.0,0.0,16.0,5.0,0.0,0.0
849d449ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
849d44bffffffff,13.0,0.0,0.0,4.0,3.0,0.0,0.0
849d455ffffffff,5.0,0.0,0.0,5.0,0.0,0.0,0.0
849d457ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
849d45dffffffff,4.0,0.0,0.0,2.0,0.0,0.0,0.0
849d46bffffffff,9.0,0.0,0.0,3.0,0.0,0.0,0.0
849d487ffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0
849d4a1ffffffff,88.0,0.0,0.0,0.0,71.0,0.0,0.0
849d4a3ffffffff,20.0,0.0,0.0,0.0,16.0,0.0,0.0
849d4abffffffff,18.0,0.0,0.0,0.0,11.0,0.0,0.0
849d4adffffffff,16.0,0.0,0.0,0.0,11.0,0.0,0.0
849d4c9ffffffff,20.0,0.0,0.0,3.0,6.0,0.0,0.0
849d4e7ffffffff,7.0,0.0,0.0,0.0,4.0,0.0,0.0
849d509ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
849d5d9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
849d5dbffffffff,30.0,0.0,0.0,0.0,22.0,0.0,0.0
849d601ffffffff,12.0,0.0,0.0,7.0,0.0,0.0,0.0
849d60bffffffff,9.0,0.0,0.0,4.0,0.0,0.0,0.0
849d62bffffffff,3.0,0.0,0.0,2.0,0.0,0.0,0.0
849d637ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
849d63dffffffff,9.0,0.0,0.0,3.0,0.0,0.0,0.0
849d657ffffffff,12.0,0.0,0.0,12.0,0.0,0.0,0.0
849d661ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
849d667ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
849d6e5ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
849d701ffffffff,3.0,0.0,0.0,2.0,0.0,0.0,0.0
849d719ffffffff,6.0,0.0,0.0,2.0,0.0,0.0,0.0
