cell_id,Batis mixta,Batis mixta mixta,Batis mixta reichenowi
827a67fffffffff,8.0,0.0,0.0
827b4ffffffffff,155.0,45.0,0.0
827b5ffffffffff,197.0,20.0,0.0
829697fffffffff,60.0,6.0,0.0
8296a7fffffffff,5.0,2.0,0.0
8296b7fffffffff,16.0,2.0,0.0
829797fffffffff,3.0,0.0,0.0
