cell_id,Saxicola maurus,Saxicola maurus hemprichii,Saxicola maurus [maurus Group],Saxicola maurus przewalskii
84074edffffffff,3.0,0.0,3.0,0.0
8408837ffffffff,2.0,0.0,0.0,0.0
840884bffffffff,2.0,0.0,2.0,0.0
8408865ffffffff,4.0,0.0,2.0,0.0
840991bffffffff,3.0,3.0,0.0,0.0
8409a69ffffffff,8.0,0.0,0.0,0.0
841181dffffffff,1.0,0.0,0.0,0.0
8415929ffffffff,1.0,0.0,0.0,0.0
841828bffffffff,3.0,0.0,0.0,0.0
841873bffffffff,3.0,2.0,0.0,0.0
841940dffffffff,2.0,0.0,1.0,0.0
8419411ffffffff,5.0,0.0,0.0,0.0
8419481ffffffff,1.0,0.0,1.0,0.0
84194c5ffffffff,8.0,0.0,1.0,0.0
84194d1ffffffff,4.0,0.0,0.0,0.0
841951bffffffff,3.0,0.0,3.0,0.0
8419689ffffffff,4.0,0.0,0.0,0.0
841e967ffffffff,3.0,0.0,3.0,0.0
841ec27ffffffff,13.0,7.0,0.0,0.0
841ec99ffffffff,2.0,0.0,0.0,0.0
841ec9bffffffff,5.0,0.0,0.0,0.0
841ec9dffffffff,1.0,0.0,0.0,0.0
841eca9ffffffff,2.0,0.0,0.0,0.0
841ecbbffffffff,2.0,1.0,0.0,0.0
841ee97ffffffff,3.0,0.0,0.0,0.0
841f09bffffffff,2.0,0.0,2.0,0.0
841f725ffffffff,5.0,0.0,0.0,0.0
841f72dffffffff,18.0,0.0,0.0,0.0
841f83bffffffff,2.0,0.0,0.0,0.0
842013dffffffff,1.0,0.0,1.0,0.0
84204b3ffffffff,5.0,0.0,0.0,0.0
84204ddffffffff,2.0,0.0,2.0,0.0
84206a1ffffffff,1.0,0.0,1.0,0.0
84206b5ffffffff,1.0,0.0,1.0,0.0
84206bdffffffff,4.0,0.0,4.0,0.0
8420999ffffffff,1.0,0.0,1.0,0.0
8420b11ffffffff,3.0,0.0,0.0,0.0
8420b15ffffffff,4.0,0.0,0.0,0.0
8420b1bffffffff,2.0,0.0,0.0,0.0
8420b3bffffffff,16.0,0.0,1.0,0.0
8420ee5ffffffff,1.0,0.0,1.0,0.0
8421529ffffffff,2.0,0.0,2.0,0.0
8421567ffffffff,3.0,0.0,3.0,0.0
842451dffffffff,1.0,0.0,0.0,0.0
8425105ffffffff,2.0,0.0,0.0,0.0
8425505ffffffff,1.0,0.0,0.0,0.0
842c003ffffffff,1.0,0.0,0.0,0.0
842c00bffffffff,4.0,0.0,0.0,0.0
842c015ffffffff,4.0,0.0,0.0,0.0
842c039ffffffff,2.0,0.0,0.0,0.0
842c041ffffffff,4.0,0.0,0.0,0.0
842c043ffffffff,43.0,0.0,0.0,0.0
842c065ffffffff,1.0,0.0,0.0,0.0
842c067ffffffff,1.0,0.0,0.0,0.0
842c119ffffffff,2.0,0.0,0.0,0.0
842c151ffffffff,2.0,0.0,0.0,0.0
842c157ffffffff,2.0,0.0,0.0,0.0
842c20dffffffff,1.0,0.0,0.0,0.0
842c2a1ffffffff,1.0,0.0,0.0,0.0
842c2a3ffffffff,4.0,0.0,0.0,0.0
842c2abffffffff,2.0,0.0,0.0,0.0
842c33bffffffff,5.0,0.0,0.0,0.0
842c365ffffffff,2.0,0.0,0.0,0.0
842c56dffffffff,17.0,17.0,0.0,0.0
842c903ffffffff,4.0,1.0,1.0,0.0
842c93bffffffff,9.0,0.0,0.0,0.0
842ce45ffffffff,3.0,3.0,0.0,0.0
842d01dffffffff,2.0,2.0,0.0,0.0
842d03bffffffff,1.0,0.0,0.0,0.0
842d13dffffffff,2.0,0.0,0.0,0.0
842d181ffffffff,1.0,0.0,0.0,0.0
842d5c3ffffffff,2.0,0.0,0.0,0.0
842da17ffffffff,15.0,1.0,0.0,0.0
842da5dffffffff,1.0,0.0,0.0,0.0
842db01ffffffff,4.0,0.0,0.0,0.0
842db05ffffffff,4.0,0.0,0.0,0.0
842db0dffffffff,8.0,2.0,1.0,0.0
842db11ffffffff,4.0,0.0,0.0,0.0
842db21ffffffff,4.0,2.0,2.0,0.0
84395c1ffffffff,1.0,1.0,0.0,0.0
84396c5ffffffff,2.0,0.0,0.0,0.0
843c029ffffffff,4.0,0.0,0.0,4.0
843c063ffffffff,1.0,0.0,1.0,0.0
843c0a5ffffffff,9.0,0.0,0.0,0.0
843c0adffffffff,3.0,0.0,0.0,0.0
843c159ffffffff,1.0,0.0,1.0,0.0
843c189ffffffff,2.0,0.0,0.0,0.0
843c191ffffffff,8.0,0.0,0.0,0.0
843c193ffffffff,2.0,0.0,0.0,0.0
843c199ffffffff,11.0,0.0,4.0,0.0
843c19bffffffff,3.0,0.0,0.0,0.0
843c1b5ffffffff,12.0,0.0,0.0,0.0
843c1c3ffffffff,13.0,0.0,2.0,0.0
843c1d1ffffffff,2.0,0.0,0.0,0.0
843c1d7ffffffff,2.0,0.0,0.0,0.0
843c1dbffffffff,4.0,0.0,0.0,0.0
843c1e1ffffffff,2.0,0.0,0.0,0.0
843c333ffffffff,1.0,0.0,0.0,0.0
843c36bffffffff,2.0,0.0,0.0,0.0
843c521ffffffff,2.0,0.0,2.0,0.0
843c581ffffffff,4.0,0.0,0.0,4.0
843c585ffffffff,6.0,0.0,3.0,3.0
843c587ffffffff,3.0,0.0,0.0,0.0
843c5a1ffffffff,2.0,0.0,0.0,2.0
843c5a3ffffffff,1.0,0.0,1.0,0.0
843c5a9ffffffff,8.0,0.0,1.0,6.0
843c5bdffffffff,6.0,0.0,0.0,0.0
843c5cbffffffff,8.0,0.0,0.0,0.0
843c8d9ffffffff,4.0,0.0,0.0,0.0
843c8dbffffffff,10.0,0.0,0.0,0.0
843cab9ffffffff,8.0,0.0,0.0,0.0
843cb0bffffffff,4.0,0.0,0.0,0.0
843cb1dffffffff,7.0,0.0,1.0,0.0
843cb47ffffffff,2.0,0.0,2.0,0.0
843cb65ffffffff,8.0,0.0,8.0,0.0
843cb69ffffffff,2.0,0.0,2.0,0.0
843cc07ffffffff,3.0,0.0,0.0,0.0
843cc6bffffffff,4.0,0.0,0.0,0.0
843ce03ffffffff,1.0,0.0,0.0,0.0
843ce4dffffffff,1.0,0.0,0.0,0.0
843ce57ffffffff,8.0,0.0,0.0,0.0
843cec1ffffffff,6.0,0.0,0.0,0.0
843cec9ffffffff,7.0,0.0,0.0,0.0
843cf11ffffffff,2.0,0.0,0.0,0.0
843cf17ffffffff,2.0,0.0,0.0,0.0
843cf25ffffffff,1.0,0.0,0.0,0.0
