cell_id,Granatellus venustus,Granatellus venustus venustus,Granatellus venustus francescae
824807fffffffff,25.0,0.0,0.0
824817fffffffff,1.0,0.0,0.0
824837fffffffff,418.0,0.0,5.0
824987fffffffff,34.0,0.0,0.0
8249a7fffffffff,57.0,0.0,0.0
8249affffffffff,254.0,9.0,0.0
8249b7fffffffff,25.0,0.0,0.0
826d07fffffffff,50.0,5.0,0.0
826d17fffffffff,475.0,61.0,0.0
826d27fffffffff,310.0,63.0,0.0
826d2ffffffffff,30.0,0.0,0.0
826d37fffffffff,25.0,5.0,0.0
