cell_id,Symposiachrus trivirgatus,Symposiachrus trivirgatus [trivirgatus Group],Symposiachrus trivirgatus gouldii/melanorrhous
829417fffffffff,20.0,0.0,0.0
829557fffffffff,3.0,3.0,0.0
829ceffffffffff,6.0,0.0,2.0
82be0ffffffffff,12.0,0.0,0.0
82be1ffffffffff,2.0,0.0,0.0
82be77fffffffff,12.0,0.0,8.0
82be8ffffffffff,3.0,0.0,0.0
82beaffffffffff,9.0,1.0,2.0
82bef7fffffffff,2.0,0.0,0.0
