cell_id,Sialia sialis,Sialia sialis sialis/bermudensis,Sialia sialis [guatemalae Group]
840e487ffffffff,1.0,0.0,0.0
840e491ffffffff,6.0,0.0,0.0
840e497ffffffff,31.0,0.0,0.0
840e499ffffffff,2.0,0.0,0.0
840e49bffffffff,21.0,0.0,0.0
840e4d1ffffffff,2.0,0.0,0.0
840e4d3ffffffff,5.0,0.0,0.0
840e4dbffffffff,31.0,0.0,0.0
840e5b3ffffffff,4.0,0.0,0.0
840ec81ffffffff,2.0,0.0,0.0
840ec91ffffffff,5.0,0.0,0.0
840ec95ffffffff,13.0,0.0,0.0
840ec97ffffffff,2.0,0.0,0.0
840ec9bffffffff,4.0,0.0,0.0
840ec9dffffffff,2.0,0.0,0.0
840eca3ffffffff,2.0,0.0,0.0
840eca7ffffffff,1.0,0.0,0.0
840ecb9ffffffff,14.0,0.0,0.0
840ecbdffffffff,7.0,0.0,0.0
840edb9ffffffff,2.0,0.0,0.0
840eeb9ffffffff,2.0,0.0,0.0
8412595ffffffff,3.0,0.0,0.0
8426003ffffffff,7.0,0.0,0.0
8426005ffffffff,4.0,0.0,0.0
8426007ffffffff,10.0,0.0,0.0
8426009ffffffff,6.0,0.0,0.0
842600bffffffff,61.0,0.0,0.0
842600dffffffff,4.0,0.0,0.0
8426011ffffffff,8.0,0.0,0.0
8426013ffffffff,12.0,0.0,0.0
8426015ffffffff,294.0,71.0,0.0
8426017ffffffff,158.0,25.0,0.0
842601dffffffff,44.0,0.0,0.0
8426021ffffffff,29.0,0.0,0.0
8426023ffffffff,8.0,0.0,0.0
8426027ffffffff,3.0,0.0,0.0
8426029ffffffff,1.0,0.0,0.0
842602bffffffff,1.0,0.0,0.0
8426031ffffffff,2.0,0.0,0.0
8426033ffffffff,13.0,0.0,0.0
8426035ffffffff,16.0,3.0,0.0
8426037ffffffff,1.0,0.0,0.0
8426039ffffffff,66.0,7.0,0.0
842603bffffffff,2.0,0.0,0.0
842603dffffffff,67.0,6.0,0.0
8426041ffffffff,6.0,0.0,0.0
8426043ffffffff,7.0,0.0,0.0
8426049ffffffff,2.0,0.0,0.0
842604bffffffff,13.0,0.0,0.0
8426051ffffffff,30.0,0.0,0.0
8426053ffffffff,1.0,0.0,0.0
8426055ffffffff,36.0,0.0,0.0
8426057ffffffff,3.0,0.0,0.0
8426059ffffffff,20.0,0.0,0.0
842605bffffffff,12.0,0.0,0.0
842605dffffffff,44.0,0.0,0.0
8426061ffffffff,1.0,0.0,0.0
8426063ffffffff,5.0,0.0,0.0
