cell_id,Sialia sialis,Sialia sialis sialis/bermudensis,Sialia sialis [guatemalae Group]
8426065ffffffff,4.0,0.0,0.0
8426067ffffffff,9.0,0.0,0.0
842606bffffffff,2.0,0.0,0.0
842606dffffffff,2.0,0.0,0.0
8426081ffffffff,2.0,0.0,0.0
8426083ffffffff,6.0,0.0,0.0
8426085ffffffff,274.0,5.0,0.0
8426087ffffffff,99.0,2.0,0.0
8426089ffffffff,4.0,0.0,0.0
842608bffffffff,6.0,0.0,0.0
842608dffffffff,146.0,68.0,0.0
8426091ffffffff,37.0,0.0,0.0
8426093ffffffff,59.0,0.0,0.0
8426095ffffffff,40.0,0.0,0.0
8426097ffffffff,56.0,0.0,0.0
8426099ffffffff,131.0,0.0,0.0
842609bffffffff,46.0,0.0,0.0
842609dffffffff,8.0,0.0,0.0
84260a1ffffffff,277.0,0.0,0.0
84260a3ffffffff,33.0,0.0,0.0
84260a5ffffffff,2.0,0.0,0.0
84260a7ffffffff,16.0,0.0,0.0
84260a9ffffffff,221.0,0.0,0.0
84260abffffffff,13.0,0.0,0.0
84260adffffffff,395.0,2.0,0.0
84260b1ffffffff,75.0,0.0,0.0
84260b3ffffffff,451.0,0.0,0.0
84260b5ffffffff,59.0,0.0,0.0
84260b7ffffffff,137.0,0.0,0.0
84260b9ffffffff,531.0,0.0,0.0
84260bbffffffff,199.0,0.0,0.0
84260bdffffffff,54.0,1.0,0.0
84260c1ffffffff,9.0,0.0,0.0
84260c3ffffffff,1.0,0.0,0.0
84260c5ffffffff,1.0,0.0,0.0
84260c7ffffffff,2.0,0.0,0.0
84260c9ffffffff,2.0,0.0,0.0
84260cbffffffff,29.0,0.0,0.0
84260cdffffffff,1.0,0.0,0.0
84260d1ffffffff,21.0,0.0,0.0
84260d3ffffffff,16.0,0.0,0.0
84260d5ffffffff,4.0,0.0,0.0
84260d7ffffffff,8.0,0.0,0.0
84260d9ffffffff,994.0,0.0,0.0
84260dbffffffff,3.0,0.0,0.0
84260ddffffffff,71.0,0.0,0.0
84260e1ffffffff,19.0,1.0,0.0
84260e3ffffffff,203.0,6.0,0.0
84260e7ffffffff,20.0,0.0,0.0
84260e9ffffffff,13.0,1.0,0.0
84260ebffffffff,140.0,0.0,0.0
84260edffffffff,6.0,0.0,0.0
8426101ffffffff,8.0,0.0,0.0
8426103ffffffff,2.0,0.0,0.0
8426105ffffffff,2.0,0.0,0.0
8426107ffffffff,6.0,0.0,0.0
842610bffffffff,8.0,0.0,0.0
842610dffffffff,52.0,0.0,0.0
8426111ffffffff,32.0,2.0,0.0
8426115ffffffff,4.0,0.0,0.0
8426117ffffffff,4.0,0.0,0.0
8426119ffffffff,2.0,0.0,0.0
842611bffffffff,52.0,0.0,0.0
842611dffffffff,61.0,2.0,0.0
8426121ffffffff,4.0,0.0,0.0
8426123ffffffff,13.0,0.0,0.0
8426127ffffffff,129.0,1.0,0.0
8426129ffffffff,4.0,0.0,0.0
842612bffffffff,8.0,0.0,0.0
842612dffffffff,2.0,0.0,0.0
8426135ffffffff,1.0,0.0,0.0
8426137ffffffff,3.0,0.0,0.0
8426139ffffffff,2.0,0.0,0.0
8426143ffffffff,2.0,0.0,0.0
842614bffffffff,29.0,0.0,0.0
8426155ffffffff,3.0,0.0,0.0
8426157ffffffff,2.0,0.0,0.0
842615bffffffff,35.0,0.0,0.0
842615dffffffff,4.0,0.0,0.0
8426161ffffffff,11.0,0.0,0.0
8426163ffffffff,2.0,0.0,0.0
8426165ffffffff,16.0,0.0,0.0
8426167ffffffff,2.0,0.0,0.0
842616bffffffff,9.0,0.0,0.0
8426181ffffffff,5.0,0.0,0.0
8426183ffffffff,38.0,0.0,0.0
8426185ffffffff,1.0,0.0,0.0
8426187ffffffff,16.0,0.0,0.0
842618bffffffff,6.0,0.0,0.0
8426191ffffffff,1.0,0.0,0.0
8426193ffffffff,8.0,0.0,0.0
8426195ffffffff,2.0,0.0,0.0
8426197ffffffff,26.0,0.0,0.0
8426199ffffffff,1.0,0.0,0.0
842619bffffffff,2.0,0.0,0.0
842619dffffffff,34.0,0.0,0.0
84261a1ffffffff,3.0,0.0,0.0
84261a3ffffffff,5.0,2.0,0.0
84261a5ffffffff,2.0,0.0,0.0
84261a7ffffffff,11.0,0.0,0.0
84261a9ffffffff,5.0,0.0,0.0
84261adffffffff,9.0,0.0,0.0
84261b1ffffffff,28.0,0.0,0.0
84261b3ffffffff,30.0,0.0,0.0
84261b5ffffffff,13.0,0.0,0.0
84261b7ffffffff,31.0,0.0,0.0
84261b9ffffffff,14.0,0.0,0.0
84261bbffffffff,9.0,0.0,0.0
84261bdffffffff,2.0,0.0,0.0
84261c3ffffffff,2.0,0.0,0.0
84261c5ffffffff,20.0,0.0,0.0
84261c7ffffffff,28.0,0.0,0.0
84261d1ffffffff,6.0,0.0,0.0
84261d7ffffffff,11.0,0.0,0.0
84261ddffffffff,5.0,0.0,0.0
84261e1ffffffff,10.0,0.0,0.0
84261e7ffffffff,9.0,0.0,0.0
84261e9ffffffff,11.0,0.0,0.0
84261ebffffffff,2.0,0.0,0.0
84261edffffffff,2.0,0.0,0.0
8426201ffffffff,95.0,0.0,0.0
8426203ffffffff,76.0,0.0,0.0
8426205ffffffff,16.0,0.0,0.0
8426207ffffffff,30.0,0.0,0.0
8426209ffffffff,29.0,0.0,0.0
842620bffffffff,419.0,0.0,0.0
842620dffffffff,173.0,0.0,0.0
8426211ffffffff,50.0,0.0,0.0
8426213ffffffff,70.0,0.0,0.0
8426215ffffffff,34.0,0.0,0.0
8426217ffffffff,2.0,0.0,0.0
8426219ffffffff,437.0,0.0,0.0
842621bffffffff,711.0,0.0,0.0
842621dffffffff,168.0,0.0,0.0
8426221ffffffff,15.0,0.0,0.0
8426223ffffffff,19.0,0.0,0.0
8426225ffffffff,10.0,0.0,0.0
8426227ffffffff,2.0,0.0,0.0
8426229ffffffff,4.0,0.0,0.0
842622bffffffff,23.0,0.0,0.0
842622dffffffff,9.0,0.0,0.0
8426231ffffffff,35.0,0.0,0.0
8426233ffffffff,16.0,0.0,0.0
8426235ffffffff,14.0,0.0,0.0
8426237ffffffff,38.0,0.0,0.0
8426239ffffffff,4.0,0.0,0.0
842623bffffffff,49.0,0.0,0.0
842623dffffffff,44.0,0.0,0.0
8426241ffffffff,49.0,0.0,0.0
8426243ffffffff,89.0,0.0,0.0
8426245ffffffff,809.0,0.0,0.0
8426247ffffffff,18.0,0.0,0.0
8426249ffffffff,376.0,0.0,0.0
842624bffffffff,166.0,0.0,0.0
842624dffffffff,22.0,0.0,0.0
8426251ffffffff,83.0,0.0,0.0
8426253ffffffff,35.0,0.0,0.0
8426255ffffffff,102.0,0.0,0.0
8426257ffffffff,437.0,0.0,0.0
8426259ffffffff,69.0,0.0,0.0
842625bffffffff,30.0,0.0,0.0
842625dffffffff,99.0,0.0,0.0
8426261ffffffff,23.0,0.0,0.0
8426263ffffffff,22.0,0.0,0.0
8426265ffffffff,56.0,0.0,0.0
8426267ffffffff,18.0,0.0,0.0
8426269ffffffff,279.0,0.0,0.0
842626bffffffff,60.0,0.0,0.0
842626dffffffff,26.0,0.0,0.0
8426281ffffffff,30.0,0.0,0.0
8426283ffffffff,19.0,0.0,0.0
8426285ffffffff,13.0,0.0,0.0
8426289ffffffff,68.0,0.0,0.0
842628bffffffff,9.0,0.0,0.0
842628dffffffff,7.0,0.0,0.0
8426291ffffffff,162.0,0.0,0.0
8426293ffffffff,117.0,0.0,0.0
8426295ffffffff,11.0,0.0,0.0
8426297ffffffff,9.0,0.0,0.0
8426299ffffffff,19.0,0.0,0.0
842629bffffffff,4.0,0.0,0.0
842629dffffffff,1.0,0.0,0.0
84262a1ffffffff,1.0,0.0,0.0
84262a9ffffffff,3.0,0.0,0.0
84262adffffffff,1.0,0.0,0.0
84262b1ffffffff,12.0,0.0,0.0
84262b3ffffffff,504.0,0.0,0.0
84262b5ffffffff,4.0,0.0,0.0
84262b7ffffffff,50.0,0.0,0.0
84262b9ffffffff,7.0,0.0,0.0
84262bbffffffff,9.0,0.0,0.0
84262c1ffffffff,661.0,0.0,0.0
84262c3ffffffff,100.0,0.0,0.0
84262c5ffffffff,94.0,0.0,0.0
84262c7ffffffff,43.0,0.0,0.0
84262c9ffffffff,1839.0,0.0,0.0
84262cbffffffff,53.0,0.0,0.0
84262cdffffffff,1956.0,0.0,0.0
84262d1ffffffff,54.0,0.0,0.0
84262d3ffffffff,16.0,0.0,0.0
84262d5ffffffff,33.0,0.0,0.0
84262d7ffffffff,4.0,0.0,0.0
84262d9ffffffff,262.0,0.0,0.0
84262dbffffffff,166.0,0.0,0.0
84262ddffffffff,254.0,0.0,0.0
84262e1ffffffff,22.0,0.0,0.0
84262e3ffffffff,18.0,0.0,0.0
84262e5ffffffff,14.0,0.0,0.0
84262e7ffffffff,21.0,0.0,0.0
84262e9ffffffff,23.0,0.0,0.0
84262ebffffffff,45.0,0.0,0.0
84262edffffffff,34.0,0.0,0.0
8426301ffffffff,3.0,0.0,0.0
8426307ffffffff,5.0,0.0,0.0
8426309ffffffff,2.0,0.0,0.0
842630bffffffff,10.0,0.0,0.0
842630dffffffff,9.0,0.0,0.0
8426313ffffffff,2.0,0.0,0.0
8426319ffffffff,2.0,0.0,0.0
842631dffffffff,9.0,0.0,0.0
8426335ffffffff,4.0,0.0,0.0
8426337ffffffff,12.0,0.0,0.0
842633dffffffff,2.0,0.0,0.0
8426341ffffffff,66.0,0.0,0.0
8426345ffffffff,1.0,0.0,0.0
8426347ffffffff,11.0,0.0,0.0
8426349ffffffff,7.0,0.0,0.0
842634bffffffff,54.0,0.0,0.0
842634dffffffff,20.0,0.0,0.0
8426351ffffffff,2.0,0.0,0.0
8426353ffffffff,2.0,0.0,0.0
8426355ffffffff,8.0,0.0,0.0
8426357ffffffff,10.0,0.0,0.0
8426359ffffffff,41.0,0.0,0.0
842635bffffffff,7.0,0.0,0.0
842635dffffffff,8.0,0.0,0.0
8426361ffffffff,6.0,0.0,0.0
8426363ffffffff,30.0,0.0,0.0
8426365ffffffff,9.0,0.0,0.0
8426367ffffffff,2.0,0.0,0.0
8426369ffffffff,43.0,0.0,0.0
842636bffffffff,18.0,0.0,0.0
842636dffffffff,2.0,0.0,0.0
8426401ffffffff,65.0,0.0,0.0
8426403ffffffff,220.0,0.0,0.0
8426405ffffffff,317.0,0.0,0.0
8426407ffffffff,149.0,0.0,0.0
8426409ffffffff,322.0,0.0,0.0
842640bffffffff,23.0,0.0,0.0
842640dffffffff,394.0,0.0,0.0
8426411ffffffff,201.0,0.0,0.0
8426413ffffffff,137.0,0.0,0.0
8426415ffffffff,1301.0,0.0,0.0
8426417ffffffff,605.0,0.0,0.0
8426419ffffffff,31.0,0.0,0.0
842641bffffffff,122.0,0.0,0.0
842641dffffffff,247.0,0.0,0.0
8426421ffffffff,156.0,0.0,0.0
8426423ffffffff,230.0,0.0,0.0
8426425ffffffff,749.0,0.0,0.0
8426427ffffffff,97.0,0.0,0.0
8426429ffffffff,759.0,0.0,0.0
842642bffffffff,250.0,0.0,0.0
842642dffffffff,137.0,0.0,0.0
8426431ffffffff,320.0,0.0,0.0
8426433ffffffff,555.0,0.0,0.0
8426435ffffffff,75.0,0.0,0.0
8426437ffffffff,600.0,0.0,0.0
8426439ffffffff,858.0,0.0,0.0
842643bffffffff,734.0,0.0,0.0
842643dffffffff,207.0,0.0,0.0
8426441ffffffff,18.0,0.0,0.0
8426443ffffffff,59.0,0.0,0.0
8426445ffffffff,11.0,0.0,0.0
8426447ffffffff,4.0,0.0,0.0
8426449ffffffff,25.0,0.0,0.0
842644bffffffff,25.0,0.0,0.0
842644dffffffff,107.0,0.0,0.0
8426451ffffffff,8.0,0.0,0.0
8426453ffffffff,13.0,0.0,0.0
8426455ffffffff,83.0,0.0,0.0
8426457ffffffff,60.0,0.0,0.0
8426459ffffffff,148.0,0.0,0.0
842645bffffffff,21.0,0.0,0.0
842645dffffffff,53.0,0.0,0.0
8426461ffffffff,1113.0,0.0,0.0
8426463ffffffff,3262.0,0.0,0.0
8426465ffffffff,16.0,0.0,0.0
8426467ffffffff,329.0,0.0,0.0
8426469ffffffff,12.0,0.0,0.0
842646bffffffff,319.0,0.0,0.0
842646dffffffff,120.0,0.0,0.0
8426481ffffffff,471.0,0.0,0.0
8426483ffffffff,128.0,0.0,0.0
8426485ffffffff,43.0,0.0,0.0
8426487ffffffff,153.0,0.0,0.0
8426489ffffffff,1216.0,0.0,0.0
842648bffffffff,392.0,0.0,0.0
842648dffffffff,103.0,0.0,0.0
8426491ffffffff,64.0,0.0,0.0
8426493ffffffff,1783.0,0.0,0.0
8426495ffffffff,450.0,0.0,0.0
8426497ffffffff,1025.0,0.0,0.0
8426499ffffffff,41.0,0.0,0.0
842649bffffffff,556.0,0.0,0.0
842649dffffffff,150.0,0.0,0.0
84264a1ffffffff,228.0,0.0,0.0
84264a3ffffffff,118.0,0.0,0.0
84264a5ffffffff,153.0,0.0,0.0
84264a7ffffffff,969.0,0.0,0.0
84264a9ffffffff,100.0,0.0,0.0
84264abffffffff,68.0,0.0,0.0
84264adffffffff,118.0,0.0,0.0
84264b1ffffffff,80.0,0.0,0.0
84264b3ffffffff,101.0,0.0,0.0
84264b5ffffffff,2.0,0.0,0.0
84264b7ffffffff,81.0,0.0,0.0
84264b9ffffffff,583.0,0.0,0.0
84264bbffffffff,698.0,0.0,0.0
84264bdffffffff,133.0,0.0,0.0
84264c1ffffffff,258.0,0.0,0.0
84264c3ffffffff,693.0,0.0,0.0
84264c5ffffffff,1075.0,0.0,0.0
84264c7ffffffff,1549.0,0.0,0.0
84264c9ffffffff,32.0,0.0,0.0
84264cbffffffff,862.0,0.0,0.0
84264cdffffffff,74.0,0.0,0.0
84264d1ffffffff,2793.0,0.0,0.0
84264d3ffffffff,324.0,0.0,0.0
84264d5ffffffff,220.0,0.0,0.0
84264d7ffffffff,91.0,0.0,0.0
84264d9ffffffff,2272.0,0.0,0.0
84264dbffffffff,1466.0,0.0,0.0
84264ddffffffff,390.0,0.0,0.0
84264e1ffffffff,123.0,0.0,0.0
84264e3ffffffff,82.0,0.0,0.0
84264e5ffffffff,826.0,0.0,0.0
84264e7ffffffff,60.0,0.0,0.0
84264e9ffffffff,9.0,0.0,0.0
84264ebffffffff,44.0,0.0,0.0
84264edffffffff,139.0,0.0,0.0
8426501ffffffff,350.0,0.0,0.0
8426503ffffffff,52.0,0.0,0.0
8426505ffffffff,333.0,0.0,0.0
8426507ffffffff,38.0,0.0,0.0
8426509ffffffff,129.0,0.0,0.0
842650bffffffff,218.0,0.0,0.0
842650dffffffff,704.0,0.0,0.0
8426511ffffffff,86.0,0.0,0.0
8426513ffffffff,84.0,0.0,0.0
8426515ffffffff,152.0,0.0,0.0
8426517ffffffff,45.0,0.0,0.0
8426519ffffffff,181.0,0.0,0.0
842651bffffffff,354.0,0.0,0.0
842651dffffffff,364.0,0.0,0.0
8426521ffffffff,617.0,0.0,0.0
8426523ffffffff,141.0,0.0,0.0
8426525ffffffff,120.0,0.0,0.0
8426527ffffffff,223.0,0.0,0.0
8426529ffffffff,556.0,0.0,0.0
842652bffffffff,841.0,0.0,0.0
842652dffffffff,549.0,0.0,0.0
8426531ffffffff,1119.0,0.0,0.0
8426533ffffffff,2534.0,0.0,0.0
8426535ffffffff,354.0,0.0,0.0
8426537ffffffff,130.0,0.0,0.0
8426539ffffffff,191.0,0.0,0.0
842653bffffffff,1708.0,0.0,0.0
842653dffffffff,546.0,0.0,0.0
8426541ffffffff,130.0,0.0,0.0
8426543ffffffff,421.0,0.0,0.0
8426545ffffffff,34.0,0.0,0.0
8426547ffffffff,258.0,0.0,0.0
8426549ffffffff,20.0,0.0,0.0
842654bffffffff,477.0,0.0,0.0
842654dffffffff,222.0,0.0,0.0
8426551ffffffff,1558.0,0.0,0.0
8426553ffffffff,105.0,0.0,0.0
8426555ffffffff,2885.0,0.0,0.0
8426557ffffffff,1047.0,0.0,0.0
8426559ffffffff,322.0,0.0,0.0
842655bffffffff,345.0,0.0,0.0
842655dffffffff,2899.0,0.0,0.0
8426561ffffffff,1048.0,0.0,0.0
8426563ffffffff,1726.0,0.0,0.0
8426565ffffffff,1190.0,0.0,0.0
8426567ffffffff,2873.0,0.0,0.0
8426569ffffffff,169.0,0.0,0.0
842656bffffffff,51.0,0.0,0.0
842656dffffffff,633.0,0.0,0.0
8426581ffffffff,18.0,0.0,0.0
8426583ffffffff,25.0,0.0,0.0
8426585ffffffff,37.0,0.0,0.0
8426587ffffffff,201.0,0.0,0.0
8426589ffffffff,85.0,0.0,0.0
842658bffffffff,45.0,0.0,0.0
842658dffffffff,38.0,0.0,0.0
8426591ffffffff,43.0,0.0,0.0
8426593ffffffff,382.0,0.0,0.0
8426595ffffffff,50.0,0.0,0.0
8426597ffffffff,53.0,0.0,0.0
8426599ffffffff,487.0,0.0,0.0
842659bffffffff,6081.0,0.0,0.0
842659dffffffff,45.0,0.0,0.0
84265a1ffffffff,30.0,0.0,0.0
84265a3ffffffff,1111.0,0.0,0.0
84265a5ffffffff,103.0,0.0,0.0
84265a7ffffffff,715.0,0.0,0.0
84265a9ffffffff,57.0,0.0,0.0
84265abffffffff,67.0,0.0,0.0
84265adffffffff,40.0,0.0,0.0
84265b1ffffffff,180.0,0.0,0.0
84265b3ffffffff,34.0,0.0,0.0
84265b5ffffffff,2283.0,0.0,0.0
84265b7ffffffff,171.0,0.0,0.0
84265b9ffffffff,415.0,0.0,0.0
84265bbffffffff,52.0,0.0,0.0
84265bdffffffff,105.0,0.0,0.0
84265c1ffffffff,252.0,0.0,0.0
84265c3ffffffff,51.0,0.0,0.0
84265c5ffffffff,85.0,0.0,0.0
84265c7ffffffff,126.0,0.0,0.0
84265c9ffffffff,86.0,0.0,0.0
84265cbffffffff,98.0,0.0,0.0
84265cdffffffff,142.0,0.0,0.0
84265d1ffffffff,20.0,0.0,0.0
84265d3ffffffff,36.0,0.0,0.0
84265d5ffffffff,45.0,0.0,0.0
84265d7ffffffff,344.0,0.0,0.0
84265d9ffffffff,566.0,0.0,0.0
84265dbffffffff,173.0,0.0,0.0
84265ddffffffff,84.0,0.0,0.0
84265e1ffffffff,71.0,0.0,0.0
84265e3ffffffff,97.0,0.0,0.0
84265e5ffffffff,410.0,0.0,0.0
84265e7ffffffff,119.0,0.0,0.0
84265e9ffffffff,53.0,0.0,0.0
84265ebffffffff,96.0,0.0,0.0
84265edffffffff,185.0,0.0,0.0
8426601ffffffff,8.0,0.0,0.0
8426603ffffffff,168.0,0.0,0.0
8426605ffffffff,7.0,0.0,0.0
8426607ffffffff,599.0,0.0,0.0
8426609ffffffff,335.0,1.0,0.0
842660bffffffff,121.0,17.0,0.0
842660dffffffff,3.0,0.0,0.0
8426611ffffffff,134.0,10.0,0.0
8426613ffffffff,456.0,26.0,0.0
8426615ffffffff,87.0,5.0,0.0
8426617ffffffff,231.0,8.0,0.0
8426619ffffffff,733.0,41.0,0.0
842661bffffffff,3059.0,24.0,0.0
842661dffffffff,27.0,0.0,0.0
8426621ffffffff,160.0,0.0,0.0
8426623ffffffff,250.0,0.0,0.0
8426625ffffffff,122.0,0.0,0.0
8426627ffffffff,17.0,0.0,0.0
8426629ffffffff,297.0,0.0,0.0
842662bffffffff,442.0,0.0,0.0
842662dffffffff,462.0,0.0,0.0
8426631ffffffff,137.0,0.0,0.0
8426633ffffffff,19.0,0.0,0.0
8426635ffffffff,91.0,0.0,0.0
8426637ffffffff,12.0,0.0,0.0
8426639ffffffff,164.0,0.0,0.0
842663bffffffff,114.0,6.0,0.0
842663dffffffff,243.0,0.0,0.0
8426641ffffffff,1938.0,0.0,0.0
8426643ffffffff,137.0,0.0,0.0
8426645ffffffff,2047.0,0.0,0.0
8426647ffffffff,364.0,1.0,0.0
8426649ffffffff,1175.0,0.0,0.0
842664bffffffff,496.0,0.0,0.0
842664dffffffff,917.0,0.0,0.0
8426651ffffffff,174.0,0.0,0.0
8426653ffffffff,20.0,0.0,0.0
8426655ffffffff,33.0,0.0,0.0
8426657ffffffff,821.0,16.0,0.0
8426659ffffffff,84.0,0.0,0.0
842665bffffffff,136.0,0.0,0.0
842665dffffffff,60.0,0.0,0.0
8426661ffffffff,209.0,0.0,0.0
8426663ffffffff,19.0,0.0,0.0
8426665ffffffff,1502.0,0.0,0.0
8426667ffffffff,44.0,0.0,0.0
8426669ffffffff,894.0,0.0,0.0
842666bffffffff,709.0,0.0,0.0
842666dffffffff,93.0,0.0,0.0
8426681ffffffff,209.0,0.0,0.0
8426683ffffffff,134.0,0.0,0.0
8426685ffffffff,136.0,4.0,0.0
8426687ffffffff,33.0,0.0,0.0
8426689ffffffff,566.0,9.0,0.0
842668bffffffff,1035.0,0.0,0.0
842668dffffffff,249.0,26.0,0.0
8426691ffffffff,125.0,0.0,0.0
8426693ffffffff,84.0,0.0,0.0
8426695ffffffff,202.0,0.0,0.0
8426697ffffffff,26.0,0.0,0.0
8426699ffffffff,91.0,0.0,0.0
842669bffffffff,224.0,0.0,0.0
842669dffffffff,106.0,0.0,0.0
84266a1ffffffff,514.0,0.0,0.0
84266a3ffffffff,234.0,0.0,0.0
84266a5ffffffff,203.0,0.0,0.0
84266a7ffffffff,218.0,0.0,0.0
84266a9ffffffff,221.0,5.0,0.0
84266abffffffff,55.0,0.0,0.0
84266adffffffff,289.0,0.0,0.0
84266b1ffffffff,131.0,0.0,0.0
84266b3ffffffff,87.0,0.0,0.0
84266b5ffffffff,134.0,0.0,0.0
84266b7ffffffff,1099.0,0.0,0.0
84266b9ffffffff,106.0,0.0,0.0
84266bbffffffff,539.0,0.0,0.0
84266bdffffffff,45.0,0.0,0.0
84266c1ffffffff,282.0,18.0,0.0
84266c3ffffffff,79.0,1.0,0.0
84266c5ffffffff,3006.0,96.0,0.0
84266c7ffffffff,74.0,6.0,0.0
84266c9ffffffff,26.0,8.0,0.0
84266cbffffffff,85.0,8.0,0.0
84266cdffffffff,212.0,2.0,0.0
84266d1ffffffff,284.0,0.0,0.0
84266d3ffffffff,499.0,0.0,0.0
84266d5ffffffff,2025.0,0.0,0.0
84266d7ffffffff,92.0,0.0,0.0
84266d9ffffffff,34.0,0.0,0.0
84266dbffffffff,352.0,0.0,0.0
84266ddffffffff,35.0,0.0,0.0
84266e1ffffffff,644.0,0.0,0.0
84266e3ffffffff,258.0,60.0,0.0
84266e5ffffffff,25.0,0.0,0.0
84266e7ffffffff,124.0,0.0,0.0
84266e9ffffffff,166.0,6.0,0.0
84266ebffffffff,560.0,23.0,0.0
84266edffffffff,134.0,3.0,0.0
8426701ffffffff,35.0,0.0,0.0
8426703ffffffff,20.0,0.0,0.0
8426705ffffffff,179.0,0.0,0.0
8426707ffffffff,141.0,0.0,0.0
8426709ffffffff,7.0,0.0,0.0
842670bffffffff,60.0,0.0,0.0
842670dffffffff,42.0,0.0,0.0
8426711ffffffff,121.0,0.0,0.0
8426713ffffffff,55.0,0.0,0.0
8426715ffffffff,2.0,0.0,0.0
8426717ffffffff,119.0,0.0,0.0
8426719ffffffff,167.0,0.0,0.0
842671bffffffff,67.0,0.0,0.0
842671dffffffff,56.0,0.0,0.0
8426721ffffffff,35.0,0.0,0.0
8426723ffffffff,271.0,0.0,0.0
8426725ffffffff,4.0,0.0,0.0
8426727ffffffff,25.0,0.0,0.0
8426729ffffffff,17.0,0.0,0.0
842672bffffffff,15.0,0.0,0.0
842672dffffffff,20.0,0.0,0.0
8426731ffffffff,79.0,0.0,0.0
8426733ffffffff,280.0,0.0,0.0
8426735ffffffff,365.0,0.0,0.0
8426737ffffffff,70.0,0.0,0.0
8426739ffffffff,34.0,0.0,0.0
842673bffffffff,93.0,0.0,0.0
842673dffffffff,77.0,0.0,0.0
8426741ffffffff,42.0,0.0,0.0
8426743ffffffff,74.0,0.0,0.0
8426745ffffffff,464.0,0.0,0.0
8426747ffffffff,300.0,0.0,0.0
8426749ffffffff,8.0,0.0,0.0
842674bffffffff,11.0,0.0,0.0
842674dffffffff,10.0,0.0,0.0
8426751ffffffff,7.0,0.0,0.0
8426753ffffffff,65.0,0.0,0.0
8426755ffffffff,15.0,0.0,0.0
8426757ffffffff,18.0,0.0,0.0
8426759ffffffff,65.0,0.0,0.0
842675bffffffff,180.0,0.0,0.0
842675dffffffff,161.0,0.0,0.0
8426761ffffffff,25.0,0.0,0.0
8426763ffffffff,19.0,0.0,0.0
8426765ffffffff,79.0,0.0,0.0
8426767ffffffff,77.0,0.0,0.0
8426769ffffffff,7.0,0.0,0.0
842676bffffffff,3.0,0.0,0.0
842676dffffffff,23.0,0.0,0.0
842681bffffffff,124.0,0.0,0.0
842684dffffffff,2.0,0.0,0.0
8426853ffffffff,7.0,0.0,0.0
8426859ffffffff,3.0,0.0,0.0
842685dffffffff,6.0,0.0,0.0
8426881ffffffff,99.0,0.0,0.0
8426885ffffffff,6.0,0.0,0.0
8426889ffffffff,74.0,0.0,0.0
842688bffffffff,9.0,0.0,0.0
842688dffffffff,66.0,0.0,0.0
8426891ffffffff,46.0,0.0,0.0
8426893ffffffff,23.0,0.0,0.0
8426899ffffffff,8.0,0.0,0.0
842689dffffffff,15.0,0.0,0.0
84268b1ffffffff,6.0,0.0,0.0
