cell_id,Todiramphus sanctus,Todiramphus sanctus sanctus,Todiramphus sanctus canacorum,Todiramphus sanctus macmillani,Todiramphus sanctus vagans
839404fffffffff,16.0,13.0,0.0,0.0,0.0
839413fffffffff,44.0,2.0,0.0,0.0,0.0
839415fffffffff,135.0,7.0,0.0,0.0,0.0
839418fffffffff,10.0,2.0,0.0,0.0,0.0
83941afffffffff,5.0,0.0,0.0,0.0,0.0
83941bfffffffff,18.0,5.0,0.0,0.0,0.0
839421fffffffff,10.0,2.0,0.0,0.0,0.0
839423fffffffff,14.0,0.0,0.0,0.0,0.0
839426fffffffff,1.0,0.0,0.0,0.0,0.0
83942cfffffffff,21.0,10.0,0.0,0.0,0.0
83942dfffffffff,8.0,4.0,0.0,0.0,0.0
839431fffffffff,6.0,0.0,0.0,0.0,0.0
83944bfffffffff,2.0,0.0,0.0,0.0,0.0
839450fffffffff,291.0,54.0,0.0,0.0,0.0
839451fffffffff,660.0,91.0,0.0,0.0,0.0
839453fffffffff,16.0,1.0,0.0,0.0,0.0
839455fffffffff,5.0,0.0,0.0,0.0,0.0
83945afffffffff,76.0,20.0,0.0,0.0,0.0
83945bfffffffff,5.0,0.0,0.0,0.0,0.0
83945cfffffffff,241.0,76.0,0.0,0.0,0.0
83945efffffffff,50.0,3.0,0.0,0.0,0.0
839460fffffffff,14.0,6.0,0.0,0.0,0.0
839480fffffffff,432.0,151.0,0.0,0.0,0.0
839481fffffffff,313.0,138.0,0.0,0.0,0.0
839482fffffffff,13.0,4.0,0.0,0.0,0.0
839485fffffffff,34.0,3.0,0.0,0.0,0.0
839489fffffffff,9.0,3.0,0.0,0.0,0.0
83948cfffffffff,12.0,4.0,0.0,0.0,0.0
83948dfffffffff,5.0,0.0,0.0,0.0,0.0
839490fffffffff,6.0,0.0,0.0,0.0,0.0
839491fffffffff,12.0,5.0,0.0,0.0,0.0
839496fffffffff,4.0,0.0,0.0,0.0,0.0
8394a8fffffffff,3.0,0.0,0.0,0.0,0.0
8394a9fffffffff,2.0,0.0,0.0,0.0,0.0
8394aafffffffff,23.0,1.0,0.0,0.0,0.0
8394abfffffffff,2.0,0.0,0.0,0.0,0.0
8394acfffffffff,1.0,0.0,0.0,0.0,0.0
8394adfffffffff,5.0,0.0,0.0,0.0,0.0
8394aefffffffff,42.0,12.0,0.0,0.0,0.0
8394c4fffffffff,37.0,10.0,0.0,0.0,0.0
8394c6fffffffff,7.0,0.0,0.0,0.0,0.0
8394c9fffffffff,10.0,1.0,0.0,0.0,0.0
8394d4fffffffff,5.0,4.0,0.0,0.0,0.0
8394d5fffffffff,8.0,0.0,0.0,0.0,0.0
8394d6fffffffff,1.0,0.0,0.0,0.0,0.0
8394e2fffffffff,85.0,10.0,0.0,0.0,0.0
8394e3fffffffff,195.0,17.0,0.0,0.0,0.0
8394e8fffffffff,31.0,15.0,0.0,0.0,0.0
8394e9fffffffff,15.0,8.0,0.0,0.0,0.0
8394eafffffffff,5.0,0.0,0.0,0.0,0.0
8394ebfffffffff,2.0,2.0,0.0,0.0,0.0
8394edfffffffff,196.0,42.0,0.0,0.0,0.0
8394eefffffffff,41.0,15.0,0.0,0.0,0.0
8394f0fffffffff,2.0,0.0,0.0,0.0,0.0
8394f2fffffffff,6.0,0.0,0.0,0.0,0.0
8394f4fffffffff,8.0,0.0,0.0,0.0,0.0
8394f5fffffffff,4.0,0.0,0.0,0.0,0.0
8394f6fffffffff,22.0,4.0,0.0,0.0,0.0
839500fffffffff,24.0,3.0,0.0,0.0,0.0
83950afffffffff,2.0,0.0,0.0,0.0,0.0
839513fffffffff,2.0,0.0,0.0,0.0,0.0
839518fffffffff,4.0,0.0,0.0,0.0,0.0
83951afffffffff,25.0,12.0,0.0,0.0,0.0
83951bfffffffff,2.0,2.0,0.0,0.0,0.0
83951dfffffffff,4.0,0.0,0.0,0.0,0.0
83951efffffffff,51.0,15.0,0.0,0.0,0.0
839544fffffffff,2.0,2.0,0.0,0.0,0.0
839545fffffffff,6.0,0.0,0.0,0.0,0.0
839553fffffffff,4.0,0.0,0.0,0.0,0.0
839561fffffffff,16.0,0.0,0.0,0.0,0.0
839566fffffffff,2.0,0.0,0.0,0.0,0.0
83956afffffffff,7.0,1.0,0.0,0.0,0.0
83956bfffffffff,9.0,2.0,0.0,0.0,0.0
83956dfffffffff,7.0,0.0,0.0,0.0,0.0
8395a4fffffffff,70.0,7.0,0.0,0.0,0.0
8395a5fffffffff,8.0,0.0,0.0,0.0,0.0
8395a9fffffffff,4.0,1.0,0.0,0.0,0.0
839c00fffffffff,17.0,10.0,0.0,0.0,0.0
839c01fffffffff,22.0,7.0,0.0,0.0,0.0
839c05fffffffff,372.0,49.0,0.0,0.0,0.0
839c0afffffffff,8.0,0.0,0.0,0.0,0.0
839c0dfffffffff,1.0,0.0,0.0,0.0,0.0
839c0efffffffff,57.0,8.0,0.0,0.0,0.0
839c19fffffffff,84.0,17.0,0.0,0.0,0.0
839c20fffffffff,84.0,18.0,0.0,0.0,0.0
839c21fffffffff,115.0,30.0,0.0,0.0,0.0
839c23fffffffff,1484.0,156.0,0.0,0.0,0.0
839c25fffffffff,96.0,4.0,0.0,0.0,0.0
839c2cfffffffff,23.0,4.0,0.0,0.0,0.0
839c2dfffffffff,74.0,21.0,0.0,0.0,0.0
839c40fffffffff,2.0,2.0,0.0,0.0,0.0
839c41fffffffff,29.0,8.0,0.0,0.0,0.0
839c43fffffffff,16.0,0.0,0.0,0.0,0.0
839c44fffffffff,7.0,0.0,0.0,0.0,0.0
839c49fffffffff,10.0,3.0,0.0,0.0,0.0
839c4afffffffff,2.0,0.0,0.0,0.0,0.0
839c4bfffffffff,7.0,0.0,0.0,0.0,0.0
839c4dfffffffff,2.0,2.0,0.0,0.0,0.0
839c4efffffffff,4.0,0.0,0.0,0.0,0.0
839c58fffffffff,10.0,0.0,0.0,0.0,0.0
839c5afffffffff,13.0,3.0,0.0,0.0,0.0
839c5bfffffffff,2.0,0.0,0.0,0.0,0.0
839c5efffffffff,1.0,0.0,0.0,0.0,0.0
839c60fffffffff,27.0,7.0,0.0,0.0,0.0
839c62fffffffff,2.0,2.0,0.0,0.0,0.0
839c64fffffffff,2.0,0.0,0.0,0.0,0.0
839c65fffffffff,11.0,5.0,0.0,0.0,0.0
839c66fffffffff,6.0,0.0,0.0,0.0,0.0
839c69fffffffff,9.0,4.0,0.0,0.0,0.0
839c6afffffffff,3.0,0.0,0.0,0.0,0.0
839c6cfffffffff,5.0,3.0,0.0,0.0,0.0
839c6dfffffffff,1.0,1.0,0.0,0.0,0.0
839c74fffffffff,43.0,14.0,0.0,0.0,0.0
839c83fffffffff,2.0,0.0,0.0,0.0,0.0
839c84fffffffff,2.0,0.0,0.0,0.0,0.0
839c85fffffffff,33.0,1.0,0.0,0.0,0.0
839c8afffffffff,4.0,0.0,0.0,0.0,0.0
839c8bfffffffff,3.0,0.0,0.0,0.0,0.0
839c90fffffffff,174.0,40.0,0.0,0.0,0.0
839c99fffffffff,15.0,3.0,0.0,0.0,0.0
839c9cfffffffff,2.0,0.0,0.0,0.0,0.0
839c9dfffffffff,9.0,3.0,0.0,0.0,0.0
839ca6fffffffff,17.0,0.0,0.0,0.0,0.0
839caafffffffff,54.0,0.0,0.0,0.0,0.0
839caefffffffff,136.0,21.0,0.0,0.0,0.0
839cb0fffffffff,2.0,0.0,0.0,0.0,0.0
839cb5fffffffff,13.0,0.0,0.0,0.0,0.0
839cc2fffffffff,3.0,0.0,0.0,0.0,0.0
839cd1fffffffff,2.0,0.0,0.0,0.0,0.0
839cd2fffffffff,24.0,0.0,0.0,0.0,0.0
839cd3fffffffff,149.0,19.0,0.0,0.0,0.0
839ce2fffffffff,1.0,0.0,0.0,0.0,0.0
839ce4fffffffff,6.0,0.0,0.0,0.0,0.0
839ce6fffffffff,2.0,0.0,0.0,0.0,0.0
839ce9fffffffff,53.0,15.0,0.0,0.0,0.0
839cf1fffffffff,4.0,0.0,0.0,0.0,0.0
839cf3fffffffff,27.0,6.0,0.0,0.0,0.0
839cf5fffffffff,23.0,0.0,0.0,0.0,0.0
839d01fffffffff,93.0,4.0,0.0,0.0,0.0
839d0afffffffff,24.0,0.0,0.0,0.0,0.0
839d0bfffffffff,286.0,20.0,0.0,0.0,0.0
839d0cfffffffff,30.0,5.0,0.0,0.0,0.0
839d0efffffffff,41.0,9.0,0.0,0.0,0.0
839d20fffffffff,30.0,8.0,0.0,0.0,0.0
839d21fffffffff,253.0,38.0,0.0,0.0,0.0
839d23fffffffff,11.0,3.0,0.0,0.0,0.0
839d24fffffffff,75.0,25.0,0.0,0.0,0.0
839d25fffffffff,32.0,7.0,0.0,0.0,0.0
839d28fffffffff,7.0,2.0,0.0,0.0,0.0
839d29fffffffff,10.0,3.0,0.0,0.0,0.0
839d2afffffffff,18.0,0.0,0.0,0.0,0.0
839d2bfffffffff,2.0,0.0,0.0,0.0,0.0
839d2cfffffffff,20.0,10.0,0.0,0.0,0.0
839d2dfffffffff,11.0,4.0,0.0,0.0,0.0
839d2efffffffff,6.0,0.0,0.0,0.0,0.0
839d40fffffffff,3.0,0.0,0.0,0.0,0.0
839d43fffffffff,6.0,0.0,0.0,0.0,0.0
839d44fffffffff,25.0,9.0,0.0,0.0,0.0
839d46fffffffff,2.0,0.0,0.0,0.0,0.0
839d48fffffffff,2.0,2.0,0.0,0.0,0.0
839d4afffffffff,111.0,24.0,0.0,0.0,0.0
839d4cfffffffff,16.0,0.0,0.0,0.0,0.0
839d53fffffffff,6.0,0.0,0.0,0.0,0.0
839d55fffffffff,2.0,2.0,0.0,0.0,0.0
839d56fffffffff,4.0,0.0,0.0,0.0,0.0
839d5afffffffff,1.0,1.0,0.0,0.0,0.0
839d5dfffffffff,45.0,7.0,0.0,0.0,0.0
839d60fffffffff,17.0,2.0,0.0,0.0,0.0
839d62fffffffff,7.0,2.0,0.0,0.0,0.0
839d66fffffffff,1.0,0.0,0.0,0.0,0.0
839d6afffffffff,4.0,4.0,0.0,0.0,0.0
839d6bfffffffff,2.0,0.0,0.0,0.0,0.0
839d6dfffffffff,2.0,0.0,0.0,0.0,0.0
839d6efffffffff,4.0,2.0,0.0,0.0,0.0
839d70fffffffff,4.0,0.0,0.0,0.0,0.0
839d71fffffffff,9.0,1.0,0.0,0.0,0.0
839d73fffffffff,2.0,0.0,0.0,0.0,0.0
839d74fffffffff,4.0,0.0,0.0,0.0,0.0
839d75fffffffff,5.0,1.0,0.0,0.0,0.0
839d91fffffffff,1.0,0.0,0.0,0.0,0.0
839d9bfffffffff,5.0,0.0,0.0,0.0,0.0
839d9efffffffff,1.0,0.0,0.0,0.0,0.0
839e2dfffffffff,4.0,0.0,0.0,0.0,0.0
839edafffffffff,4.0,0.0,0.0,0.0,0.0
839edbfffffffff,2.0,0.0,0.0,0.0,0.0
839f50fffffffff,35.0,0.0,22.0,0.0,0.0
839f51fffffffff,94.0,0.0,56.0,0.0,0.0
839f52fffffffff,23.0,0.0,15.0,0.0,0.0
839f53fffffffff,1.0,0.0,0.0,0.0,0.0
839f54fffffffff,3.0,0.0,3.0,0.0,0.0
839f55fffffffff,29.0,0.0,24.0,0.0,0.0
839f56fffffffff,2.0,0.0,2.0,0.0,0.0
839f5afffffffff,2.0,0.0,2.0,0.0,0.0
83a610fffffffff,23.0,3.0,0.0,0.0,0.0
83a611fffffffff,7.0,3.0,0.0,0.0,0.0
83a612fffffffff,87.0,13.0,0.0,0.0,0.0
83a615fffffffff,2.0,0.0,0.0,0.0,0.0
83a616fffffffff,4.0,4.0,0.0,0.0,0.0
83a626fffffffff,3.0,0.0,0.0,0.0,0.0
83a631fffffffff,45.0,8.0,0.0,0.0,0.0
83a6a0fffffffff,2.0,0.0,0.0,0.0,0.0
83a6a1fffffffff,2.0,0.0,0.0,0.0,0.0
83a6a4fffffffff,22.0,2.0,0.0,0.0,0.0
83a6a5fffffffff,6.0,2.0,0.0,0.0,0.0
83a6a6fffffffff,61.0,9.0,0.0,0.0,0.0
83a700fffffffff,13.0,2.0,0.0,0.0,0.0
83a702fffffffff,2.0,0.0,0.0,0.0,0.0
83a703fffffffff,2.0,0.0,0.0,0.0,0.0
83a704fffffffff,4.0,0.0,0.0,0.0,0.0
83a706fffffffff,2.0,0.0,0.0,0.0,0.0
83a716fffffffff,2.0,0.0,0.0,0.0,0.0
83a718fffffffff,2.0,2.0,0.0,0.0,0.0
83a71dfffffffff,14.0,0.0,0.0,0.0,0.0
83a722fffffffff,1.0,0.0,0.0,0.0,0.0
83a726fffffffff,451.0,114.0,0.0,0.0,0.0
83a731fffffffff,5.0,0.0,0.0,0.0,0.0
83a732fffffffff,1.0,0.0,0.0,0.0,0.0
83a735fffffffff,54.0,27.0,0.0,0.0,0.0
83a782fffffffff,24.0,2.0,0.0,0.0,0.0
83a78afffffffff,2.0,0.0,0.0,0.0,0.0
83a78efffffffff,11.0,0.0,0.0,0.0,0.0
83a791fffffffff,6.0,2.0,0.0,0.0,0.0
83a798fffffffff,2.0,0.0,0.0,0.0,0.0
83a79afffffffff,44.0,9.0,0.0,0.0,0.0
83a79bfffffffff,6.0,4.0,0.0,0.0,0.0
83a79cfffffffff,2.0,2.0,0.0,0.0,0.0
83a79dfffffffff,6.0,1.0,0.0,0.0,0.0
83a79efffffffff,2.0,0.0,0.0,0.0,0.0
83a7a0fffffffff,2.0,2.0,0.0,0.0,0.0
83b828fffffffff,2.0,0.0,0.0,0.0,0.0
83b829fffffffff,3.0,3.0,0.0,0.0,0.0
83b82efffffffff,3.0,0.0,0.0,0.0,0.0
83b834fffffffff,3.0,0.0,0.0,0.0,0.0
83b845fffffffff,2.0,2.0,0.0,0.0,0.0
83b862fffffffff,4.0,2.0,0.0,0.0,0.0
83b864fffffffff,7.0,0.0,0.0,0.0,0.0
83b865fffffffff,20.0,2.0,0.0,0.0,0.0
83b86dfffffffff,2.0,0.0,0.0,0.0,0.0
83b880fffffffff,54.0,0.0,0.0,0.0,0.0
83b881fffffffff,75.0,0.0,0.0,0.0,0.0
83b884fffffffff,5.0,0.0,0.0,0.0,0.0
83b885fffffffff,78.0,2.0,0.0,0.0,0.0
83b89afffffffff,26.0,5.0,0.0,0.0,0.0
83b8a8fffffffff,3.0,0.0,0.0,0.0,0.0
83b8a9fffffffff,7.0,0.0,0.0,0.0,0.0
83b8abfffffffff,5.0,0.0,0.0,0.0,0.0
83b8b3fffffffff,1.0,0.0,0.0,0.0,0.0
83b911fffffffff,8.0,3.0,0.0,0.0,0.0
83b912fffffffff,3.0,0.0,0.0,0.0,0.0
83b913fffffffff,7.0,0.0,0.0,0.0,0.0
83b914fffffffff,9.0,0.0,0.0,0.0,0.0
83b916fffffffff,50.0,4.0,0.0,0.0,0.0
83b91afffffffff,2.0,0.0,0.0,0.0,0.0
83b959fffffffff,2.0,2.0,0.0,0.0,0.0
83b984fffffffff,1.0,1.0,0.0,0.0,0.0
83b985fffffffff,5.0,0.0,0.0,0.0,0.0
83b986fffffffff,1.0,0.0,0.0,0.0,0.0
83b989fffffffff,2.0,0.0,0.0,0.0,0.0
83b98bfffffffff,1.0,0.0,0.0,0.0,0.0
83b990fffffffff,4.0,0.0,0.0,0.0,0.0
83b991fffffffff,2.0,0.0,0.0,0.0,0.0
83b995fffffffff,1.0,0.0,0.0,0.0,0.0
83b996fffffffff,4.0,0.0,0.0,0.0,0.0
83b99cfffffffff,2.0,0.0,0.0,0.0,0.0
83b9a1fffffffff,13.0,1.0,0.0,0.0,0.0
83b9a3fffffffff,17.0,2.0,0.0,0.0,0.0
83b9a4fffffffff,2.0,0.0,0.0,0.0,0.0
83b9a5fffffffff,3.0,0.0,0.0,0.0,0.0
83b9a6fffffffff,4.0,2.0,0.0,0.0,0.0
83b9acfffffffff,8.0,6.0,0.0,0.0,0.0
83b9b2fffffffff,5.0,0.0,0.0,0.0,0.0
83b9b3fffffffff,4.0,0.0,0.0,0.0,0.0
83b9b4fffffffff,11.0,0.0,0.0,0.0,0.0
83b9b5fffffffff,8.0,0.0,0.0,0.0,0.0
83ba24fffffffff,124.0,0.0,0.0,0.0,0.0
83ba69fffffffff,304.0,0.0,0.0,0.0,14.0
83bb08fffffffff,350.0,0.0,0.0,0.0,6.0
83bb09fffffffff,449.0,0.0,0.0,0.0,51.0
83bb0afffffffff,114.0,0.0,0.0,0.0,0.0
83bb0bfffffffff,252.0,0.0,0.0,0.0,12.0
83bb0cfffffffff,237.0,0.0,0.0,0.0,0.0
83bb0dfffffffff,583.0,0.0,0.0,0.0,15.0
83bb28fffffffff,29.0,0.0,0.0,0.0,3.0
83bb29fffffffff,1779.0,0.0,0.0,0.0,0.0
83bb2bfffffffff,2148.0,0.0,0.0,0.0,34.0
83bb2dfffffffff,134.0,0.0,0.0,0.0,0.0
83bb50fffffffff,4067.0,0.0,0.0,0.0,822.0
83bb51fffffffff,196.0,0.0,0.0,0.0,28.0
83bb52fffffffff,656.0,0.0,0.0,0.0,65.0
83bb53fffffffff,1288.0,0.0,0.0,0.0,230.0
83bb54fffffffff,558.0,0.0,0.0,0.0,48.0
83bb56fffffffff,800.0,0.0,0.0,0.0,128.0
83bb58fffffffff,23.0,0.0,0.0,0.0,0.0
83bb5cfffffffff,2.0,0.0,0.0,0.0,0.0
83bb5efffffffff,458.0,0.0,0.0,0.0,6.0
83bb70fffffffff,4.0,0.0,0.0,0.0,0.0
83bb72fffffffff,203.0,0.0,0.0,0.0,20.0
83bb74fffffffff,427.0,0.0,0.0,0.0,11.0
83bb76fffffffff,104.0,0.0,0.0,0.0,9.0
83be08fffffffff,1523.0,204.0,0.0,0.0,0.0
83be09fffffffff,66.0,5.0,0.0,0.0,0.0
83be0afffffffff,456.0,37.0,0.0,0.0,0.0
83be0bfffffffff,357.0,49.0,0.0,0.0,0.0
83be0cfffffffff,518.0,73.0,0.0,0.0,0.0
83be0dfffffffff,401.0,71.0,0.0,0.0,0.0
83be0efffffffff,257.0,46.0,0.0,0.0,0.0
83be18fffffffff,559.0,92.0,0.0,0.0,0.0
83be19fffffffff,55.0,14.0,0.0,0.0,0.0
83be1afffffffff,172.0,28.0,0.0,0.0,0.0
83be1bfffffffff,89.0,28.0,0.0,0.0,0.0
83be1dfffffffff,463.0,56.0,0.0,0.0,0.0
83be29fffffffff,18.0,3.0,0.0,0.0,0.0
83be2bfffffffff,2.0,0.0,0.0,0.0,0.0
83be40fffffffff,414.0,149.0,0.0,0.0,0.0
83be41fffffffff,24.0,3.0,0.0,0.0,0.0
83be42fffffffff,48.0,6.0,0.0,0.0,0.0
83be43fffffffff,54.0,25.0,0.0,0.0,0.0
83be44fffffffff,621.0,286.0,0.0,0.0,0.0
83be45fffffffff,284.0,64.0,0.0,0.0,0.0
83be46fffffffff,314.0,109.0,0.0,0.0,0.0
83be49fffffffff,33.0,2.0,0.0,0.0,0.0
83be4afffffffff,47.0,12.0,0.0,0.0,0.0
83be4bfffffffff,159.0,36.0,0.0,0.0,0.0
83be4cfffffffff,65.0,17.0,0.0,0.0,0.0
83be4dfffffffff,1.0,0.0,0.0,0.0,0.0
83be4efffffffff,131.0,27.0,0.0,0.0,0.0
83be50fffffffff,298.0,25.0,0.0,0.0,0.0
83be51fffffffff,39.0,4.0,0.0,0.0,0.0
83be52fffffffff,3.0,0.0,0.0,0.0,0.0
83be53fffffffff,15.0,0.0,0.0,0.0,0.0
83be54fffffffff,83.0,8.0,0.0,0.0,0.0
83be55fffffffff,150.0,21.0,0.0,0.0,0.0
83be56fffffffff,105.0,16.0,0.0,0.0,0.0
83be58fffffffff,5.0,2.0,0.0,0.0,0.0
83be59fffffffff,5.0,0.0,0.0,0.0,0.0
83be5afffffffff,18.0,3.0,0.0,0.0,0.0
83be5bfffffffff,35.0,12.0,0.0,0.0,0.0
83be5dfffffffff,42.0,13.0,0.0,0.0,0.0
83be5efffffffff,4.0,4.0,0.0,0.0,0.0
83be60fffffffff,32.0,6.0,0.0,0.0,0.0
83be61fffffffff,37.0,4.0,0.0,0.0,0.0
83be62fffffffff,278.0,61.0,0.0,0.0,0.0
83be63fffffffff,1075.0,352.0,0.0,0.0,0.0
83be66fffffffff,85.0,15.0,0.0,0.0,0.0
83be68fffffffff,27.0,3.0,0.0,0.0,0.0
83be69fffffffff,4.0,0.0,0.0,0.0,0.0
83be6afffffffff,82.0,19.0,0.0,0.0,0.0
83be6bfffffffff,39.0,10.0,0.0,0.0,0.0
83be6efffffffff,75.0,9.0,0.0,0.0,0.0
83be70fffffffff,29.0,7.0,0.0,0.0,0.0
83be71fffffffff,801.0,269.0,0.0,0.0,0.0
83be72fffffffff,2057.0,27.0,0.0,0.0,0.0
83be73fffffffff,194.0,9.0,0.0,0.0,0.0
83be74fffffffff,466.0,131.0,0.0,0.0,0.0
83be75fffffffff,195.0,49.0,0.0,0.0,0.0
83be76fffffffff,96.0,6.0,0.0,0.0,0.0
83be88fffffffff,475.0,53.0,0.0,0.0,0.0
83be89fffffffff,101.0,6.0,0.0,0.0,0.0
83be8afffffffff,3.0,1.0,0.0,0.0,0.0
83be8bfffffffff,242.0,55.0,0.0,0.0,0.0
83be8dfffffffff,8366.0,907.0,0.0,0.0,0.0
83bea9fffffffff,373.0,132.0,0.0,0.0,0.0
83beabfffffffff,793.0,69.0,0.0,0.0,0.0
83bec0fffffffff,28.0,0.0,0.0,0.0,0.0
83bec1fffffffff,4.0,0.0,0.0,0.0,0.0
83bec3fffffffff,2.0,0.0,0.0,0.0,0.0
83bec4fffffffff,36.0,4.0,0.0,0.0,0.0
83bec5fffffffff,9.0,2.0,0.0,0.0,0.0
83bec6fffffffff,28.0,0.0,0.0,0.0,0.0
83bec8fffffffff,20.0,6.0,0.0,0.0,0.0
83bec9fffffffff,4.0,0.0,0.0,0.0,0.0
83becafffffffff,4.0,1.0,0.0,0.0,0.0
83beccfffffffff,25.0,1.0,0.0,0.0,0.0
83becdfffffffff,5.0,0.0,0.0,0.0,0.0
83becefffffffff,176.0,60.0,0.0,0.0,0.0
83bed0fffffffff,9.0,2.0,0.0,0.0,0.0
83bed1fffffffff,14.0,0.0,0.0,0.0,0.0
83bed2fffffffff,8.0,8.0,0.0,0.0,0.0
83bed3fffffffff,4.0,2.0,0.0,0.0,0.0
83bed4fffffffff,42.0,8.0,0.0,0.0,0.0
83bed5fffffffff,16.0,2.0,0.0,0.0,0.0
83bed6fffffffff,3.0,0.0,0.0,0.0,0.0
83bed8fffffffff,5.0,0.0,0.0,0.0,0.0
83bedbfffffffff,8.0,2.0,0.0,0.0,0.0
83bedcfffffffff,4.0,0.0,0.0,0.0,0.0
83beddfffffffff,12.0,2.0,0.0,0.0,0.0
83bedefffffffff,5.0,0.0,0.0,0.0,0.0
83bee0fffffffff,102.0,28.0,0.0,0.0,0.0
83bee1fffffffff,125.0,36.0,0.0,0.0,0.0
83bee2fffffffff,39.0,4.0,0.0,0.0,0.0
83bee3fffffffff,43.0,0.0,0.0,0.0,0.0
83bee4fffffffff,39.0,0.0,0.0,0.0,0.0
83bee5fffffffff,61.0,13.0,0.0,0.0,0.0
83bee6fffffffff,70.0,22.0,0.0,0.0,0.0
83bee8fffffffff,24.0,3.0,0.0,0.0,0.0
83beeafffffffff,30.0,3.0,0.0,0.0,0.0
83beebfffffffff,5.0,1.0,0.0,0.0,0.0
83beecfffffffff,14.0,3.0,0.0,0.0,0.0
83beedfffffffff,2.0,2.0,0.0,0.0,0.0
83beeefffffffff,20.0,2.0,0.0,0.0,0.0
83bef0fffffffff,285.0,50.0,0.0,0.0,0.0
83bef1fffffffff,72.0,9.0,0.0,0.0,0.0
83bef2fffffffff,475.0,44.0,0.0,0.0,0.0
83bef3fffffffff,57.0,5.0,0.0,0.0,0.0
83bef4fffffffff,36.0,8.0,0.0,0.0,0.0
83bef5fffffffff,149.0,14.0,0.0,0.0,0.0
83bef6fffffffff,401.0,18.0,0.0,0.0,0.0
83bf8bfffffffff,151.0,0.0,0.0,0.0,24.0
83c980fffffffff,5.0,2.0,0.0,0.0,0.0
83c982fffffffff,64.0,58.0,0.0,0.0,0.0
83c983fffffffff,2.0,2.0,0.0,0.0,0.0
83c986fffffffff,76.0,29.0,0.0,0.0,0.0
83c990fffffffff,81.0,29.0,0.0,0.0,0.0
83c991fffffffff,72.0,27.0,0.0,0.0,0.0
83c992fffffffff,88.0,23.0,0.0,0.0,0.0
83c993fffffffff,183.0,28.0,0.0,0.0,0.0
83c995fffffffff,10.0,7.0,0.0,0.0,0.0
