cell_id,Melanerpes aurifrons,Melanerpes aurifrons aurifrons,Melanerpes aurifrons [santacruzi Group],Melanerpes aurifrons polygrammus
844995bffffffff,76.0,12.0,0.0,0.0
8449961ffffffff,1169.0,0.0,100.0,0.0
8449963ffffffff,2499.0,0.0,147.0,0.0
8449965ffffffff,4686.0,0.0,283.0,0.0
8449967ffffffff,970.0,0.0,91.0,0.0
8449969ffffffff,2126.0,0.0,185.0,0.0
844996bffffffff,157.0,0.0,5.0,0.0
844996dffffffff,209.0,0.0,23.0,0.0
8449981ffffffff,45.0,0.0,0.0,0.0
8449983ffffffff,3.0,0.0,0.0,0.0
8449985ffffffff,9.0,0.0,0.0,0.0
8449987ffffffff,462.0,12.0,0.0,0.0
844998bffffffff,3.0,2.0,0.0,0.0
844998dffffffff,10.0,0.0,0.0,0.0
8449993ffffffff,5.0,0.0,0.0,0.0
84499a3ffffffff,6.0,2.0,0.0,0.0
84499abffffffff,13.0,0.0,0.0,0.0
84499b1ffffffff,202.0,2.0,0.0,0.0
84499b3ffffffff,2.0,0.0,0.0,0.0
84499b5ffffffff,29.0,1.0,0.0,0.0
84499b7ffffffff,8.0,0.0,0.0,0.0
84499b9ffffffff,5.0,3.0,0.0,0.0
84499bdffffffff,8.0,0.0,0.0,0.0
84499c1ffffffff,20.0,0.0,0.0,0.0
84499c3ffffffff,3.0,0.0,0.0,0.0
84499c5ffffffff,107.0,0.0,4.0,0.0
84499c7ffffffff,10.0,0.0,0.0,0.0
84499c9ffffffff,14.0,2.0,0.0,0.0
84499cbffffffff,9.0,0.0,0.0,0.0
84499cdffffffff,66.0,9.0,0.0,0.0
84499d1ffffffff,14.0,0.0,0.0,0.0
84499d3ffffffff,2.0,0.0,0.0,0.0
84499d5ffffffff,4.0,0.0,0.0,0.0
84499d9ffffffff,2.0,0.0,0.0,0.0
84499dbffffffff,21.0,0.0,0.0,0.0
84499e3ffffffff,77.0,5.0,0.0,0.0
84499e7ffffffff,11.0,0.0,0.0,0.0
84499e9ffffffff,16.0,0.0,0.0,0.0
84499ebffffffff,109.0,0.0,0.0,0.0
84499edffffffff,5.0,0.0,0.0,0.0
8449a83ffffffff,2.0,0.0,0.0,0.0
8449a85ffffffff,12.0,0.0,0.0,0.0
8449aa1ffffffff,193.0,5.0,0.0,0.0
8449aa3ffffffff,1072.0,47.0,0.0,0.0
8449aa5ffffffff,42.0,6.0,0.0,0.0
8449aa7ffffffff,52.0,1.0,0.0,0.0
8449aa9ffffffff,2.0,0.0,0.0,0.0
8449aabffffffff,28.0,2.0,0.0,0.0
8449ab5ffffffff,26.0,0.0,0.0,0.0
8449ab9ffffffff,1.0,0.0,0.0,0.0
8449abdffffffff,92.0,8.0,0.0,0.0
8467925ffffffff,1.0,0.0,0.0,0.0
8467965ffffffff,1.0,0.0,0.0,0.0
8467b25ffffffff,1.0,0.0,0.0,0.0
846d041ffffffff,72.0,0.0,0.0,0.0
846d043ffffffff,183.0,0.0,15.0,16.0
846d045ffffffff,9.0,0.0,0.0,0.0
846d049ffffffff,77.0,0.0,9.0,7.0
846d04bffffffff,261.0,0.0,14.0,19.0
846d04dffffffff,39.0,0.0,0.0,0.0
846d051ffffffff,27.0,0.0,0.0,0.0
846d053ffffffff,224.0,0.0,3.0,0.0
846d059ffffffff,71.0,0.0,0.0,8.0
846d05bffffffff,296.0,0.0,15.0,3.0
846d05dffffffff,76.0,0.0,13.0,10.0
846d069ffffffff,130.0,0.0,0.0,0.0
846d06dffffffff,24.0,0.0,0.0,0.0
846d201ffffffff,30.0,0.0,2.0,0.0
846d203ffffffff,70.0,0.0,4.0,0.0
846d205ffffffff,2.0,0.0,0.0,0.0
846d207ffffffff,17.0,0.0,0.0,0.0
846d209ffffffff,56.0,0.0,0.0,0.0
846d20bffffffff,36.0,0.0,0.0,0.0
846d20dffffffff,266.0,0.0,23.0,0.0
846d211ffffffff,18.0,0.0,1.0,0.0
846d215ffffffff,2.0,0.0,0.0,0.0
846d219ffffffff,47.0,0.0,8.0,0.0
846d21bffffffff,101.0,0.0,13.0,4.0
846d21dffffffff,391.0,0.0,39.0,0.0
846d223ffffffff,25.0,0.0,0.0,0.0
846d225ffffffff,2.0,0.0,0.0,0.0
846d229ffffffff,1.0,0.0,0.0,0.0
846d22bffffffff,45.0,0.0,0.0,0.0
846d231ffffffff,721.0,0.0,6.0,8.0
846d233ffffffff,46.0,0.0,0.0,0.0
846d235ffffffff,23.0,0.0,2.0,0.0
846d237ffffffff,12.0,0.0,0.0,0.0
846d239ffffffff,132.0,0.0,0.0,16.0
846d23bffffffff,205.0,0.0,2.0,0.0
846d23dffffffff,357.0,0.0,11.0,2.0
846d241ffffffff,14.0,0.0,0.0,0.0
846d243ffffffff,26.0,0.0,3.0,0.0
846d247ffffffff,28.0,0.0,0.0,0.0
846d24bffffffff,48.0,0.0,0.0,0.0
846d251ffffffff,77.0,0.0,25.0,0.0
846d253ffffffff,250.0,0.0,9.0,0.0
846d255ffffffff,134.0,0.0,29.0,0.0
846d257ffffffff,139.0,0.0,2.0,0.0
846d25bffffffff,6.0,0.0,0.0,0.0
846d25dffffffff,86.0,0.0,10.0,0.0
846d261ffffffff,4.0,0.0,0.0,0.0
846d263ffffffff,2.0,0.0,0.0,0.0
846d265ffffffff,2.0,0.0,0.0,0.0
846d267ffffffff,8.0,0.0,0.0,0.0
846d26bffffffff,18.0,0.0,1.0,0.0
846d281ffffffff,50.0,0.0,1.0,0.0
846d283ffffffff,1544.0,0.0,610.0,0.0
846d285ffffffff,10.0,0.0,0.0,0.0
846d287ffffffff,121.0,0.0,27.0,0.0
846d289ffffffff,1.0,0.0,0.0,0.0
846d28bffffffff,21.0,0.0,5.0,0.0
846d28dffffffff,10.0,2.0,1.0,0.0
846d291ffffffff,1964.0,0.0,623.0,0.0
846d293ffffffff,93.0,0.0,48.0,0.0
846d295ffffffff,3365.0,0.0,837.0,0.0
846d297ffffffff,255.0,0.0,54.0,0.0
846d299ffffffff,256.0,0.0,56.0,0.0
846d29bffffffff,22.0,0.0,6.0,0.0
846d29dffffffff,7.0,0.0,2.0,0.0
846d2a1ffffffff,296.0,0.0,63.0,3.0
846d2a3ffffffff,151.0,0.0,7.0,0.0
846d2a9ffffffff,203.0,0.0,3.0,0.0
846d2abffffffff,91.0,0.0,21.0,0.0
846d2adffffffff,38.0,0.0,5.0,5.0
846d2b1ffffffff,21.0,0.0,4.0,0.0
846d2b3ffffffff,86.0,0.0,25.0,0.0
846d2b5ffffffff,3.0,0.0,0.0,0.0
846d2b9ffffffff,2836.0,0.0,1345.0,0.0
846d2bbffffffff,72.0,0.0,20.0,0.0
846d2bdffffffff,74.0,0.0,22.0,0.0
846d2c1ffffffff,88.0,0.0,0.0,0.0
846d2c3ffffffff,151.0,0.0,13.0,0.0
846d2c5ffffffff,18.0,0.0,0.0,0.0
846d2c7ffffffff,43.0,0.0,7.0,0.0
846d2c9ffffffff,809.0,0.0,46.0,0.0
846d2cbffffffff,167.0,0.0,5.0,2.0
846d2cdffffffff,4.0,0.0,0.0,0.0
846d2d1ffffffff,1284.0,0.0,273.0,0.0
846d2d3ffffffff,589.0,0.0,361.0,0.0
846d2d5ffffffff,13.0,0.0,4.0,0.0
846d2d7ffffffff,3258.0,0.0,1943.0,0.0
846d2d9ffffffff,100.0,0.0,62.0,0.0
846d2dbffffffff,80.0,0.0,30.0,0.0
846d2ddffffffff,85.0,0.0,32.0,0.0
846d2e3ffffffff,55.0,3.0,5.0,0.0
846d2e5ffffffff,157.0,0.0,4.0,0.0
846d2e9ffffffff,40.0,0.0,1.0,0.0
846d2ebffffffff,122.0,4.0,10.0,1.0
846d2edffffffff,6.0,0.0,0.0,0.0
846d303ffffffff,34.0,0.0,0.0,0.0
846d305ffffffff,12.0,0.0,0.0,0.0
846d307ffffffff,7.0,0.0,0.0,0.0
846d309ffffffff,6.0,0.0,0.0,0.0
846d30bffffffff,5.0,0.0,0.0,0.0
846d30dffffffff,816.0,0.0,9.0,0.0
846d311ffffffff,74.0,0.0,0.0,0.0
846d313ffffffff,1040.0,0.0,0.0,0.0
846d315ffffffff,20.0,0.0,0.0,0.0
846d317ffffffff,255.0,0.0,0.0,0.0
846d319ffffffff,277.0,0.0,5.0,0.0
846d31bffffffff,114.0,0.0,0.0,0.0
846d31dffffffff,2.0,0.0,0.0,0.0
846d333ffffffff,3.0,0.0,0.0,0.0
846d339ffffffff,19.0,0.0,0.0,0.0
846d33bffffffff,16.0,0.0,0.0,0.0
846d33dffffffff,114.0,0.0,0.0,10.0
846d341ffffffff,228.0,0.0,59.0,0.0
846d343ffffffff,6.0,0.0,3.0,0.0
846d345ffffffff,16.0,0.0,12.0,0.0
846d347ffffffff,77.0,0.0,5.0,0.0
846d34bffffffff,148.0,0.0,8.0,0.0
846d34dffffffff,2900.0,0.0,696.0,0.0
846d351ffffffff,2.0,0.0,0.0,0.0
846d357ffffffff,8.0,0.0,0.0,0.0
846d359ffffffff,7.0,0.0,0.0,0.0
846d35bffffffff,1894.0,0.0,75.0,0.0
846d35dffffffff,839.0,0.0,115.0,0.0
846d361ffffffff,6.0,0.0,0.0,0.0
846d363ffffffff,8.0,0.0,0.0,0.0
846d365ffffffff,2.0,0.0,0.0,0.0
846d369ffffffff,47.0,0.0,2.0,0.0
846d36bffffffff,15.0,0.0,0.0,0.0
846d36dffffffff,41.0,0.0,2.0,0.0
846d609ffffffff,50.0,0.0,0.0,0.0
846d60dffffffff,9.0,0.0,0.0,0.0
846d619ffffffff,2.0,0.0,0.0,0.0
846d641ffffffff,2022.0,0.0,2.0,0.0
846d643ffffffff,100.0,0.0,0.0,0.0
846d645ffffffff,2877.0,0.0,4.0,0.0
846d647ffffffff,9.0,0.0,0.0,0.0
846d649ffffffff,41.0,0.0,0.0,0.0
846d64bffffffff,157.0,0.0,0.0,0.0
846d64dffffffff,236.0,0.0,0.0,0.0
846d651ffffffff,452.0,0.0,0.0,0.0
846d653ffffffff,115.0,0.0,0.0,0.0
846d655ffffffff,68.0,0.0,0.0,0.0
846d657ffffffff,33.0,0.0,0.0,0.0
846d659ffffffff,3.0,0.0,0.0,0.0
846d65bffffffff,27.0,0.0,0.0,0.0
846d65dffffffff,28.0,0.0,0.0,0.0
846d661ffffffff,33.0,0.0,0.0,0.0
846d663ffffffff,60.0,0.0,0.0,0.0
846d665ffffffff,293.0,0.0,0.0,0.0
846d667ffffffff,223.0,0.0,0.0,0.0
846d669ffffffff,20.0,0.0,0.0,0.0
846d66bffffffff,152.0,0.0,4.0,0.0
846d66dffffffff,757.0,0.0,0.0,0.0
846d741ffffffff,663.0,0.0,0.0,0.0
846d743ffffffff,229.0,0.0,0.0,0.0
846d745ffffffff,418.0,0.0,5.0,0.0
846d747ffffffff,271.0,0.0,0.0,0.0
846d749ffffffff,235.0,0.0,0.0,0.0
846d74bffffffff,1770.0,0.0,0.0,0.0
846d74dffffffff,14.0,0.0,0.0,0.0
846d751ffffffff,169.0,0.0,0.0,0.0
846d759ffffffff,82.0,0.0,0.0,0.0
846d75bffffffff,299.0,0.0,0.0,0.0
846d75dffffffff,696.0,0.0,0.0,0.0
846d769ffffffff,273.0,0.0,35.0,0.0
846d76dffffffff,195.0,0.0,35.0,0.0
