cell_id,Chaetura cinereiventris,Chaetura cinereiventris phaeopygos,Chaetura cinereiventris occidentalis,Chaetura cinereiventris [sclateri Group],Chaetura cinereiventris cinereiventris
848f0dbffffffff,191.0,0.0,16.0,0.0,0.0
848f0ddffffffff,3.0,0.0,0.0,0.0,0.0
848f213ffffffff,3.0,0.0,0.0,0.0,0.0
848f291ffffffff,3.0,0.0,0.0,0.0,0.0
848f295ffffffff,39.0,0.0,2.0,0.0,0.0
848f2a1ffffffff,2.0,0.0,0.0,0.0,0.0
848f2a9ffffffff,54.0,0.0,1.0,0.0,0.0
848f2abffffffff,8.0,0.0,1.0,0.0,0.0
848f2b9ffffffff,4.0,0.0,0.0,0.0,0.0
848f2bbffffffff,12.0,0.0,0.0,0.0,0.0
848f2bdffffffff,8.0,0.0,0.0,0.0,0.0
848f2c3ffffffff,3.0,0.0,0.0,0.0,0.0
848f2c9ffffffff,8.0,0.0,2.0,0.0,0.0
848f2cbffffffff,43.0,0.0,0.0,0.0,0.0
848f2cdffffffff,2.0,0.0,0.0,0.0,0.0
848f2d3ffffffff,6.0,0.0,0.0,0.0,0.0
848f2e1ffffffff,2.0,0.0,0.0,0.0,0.0
848f2e3ffffffff,5.0,0.0,0.0,0.0,0.0
848f2ebffffffff,2.0,0.0,0.0,0.0,0.0
848f401ffffffff,69.0,0.0,0.0,4.0,0.0
848f407ffffffff,5.0,0.0,0.0,0.0,0.0
848f40dffffffff,2.0,0.0,0.0,0.0,0.0
848f42dffffffff,4.0,0.0,0.0,0.0,0.0
848f439ffffffff,35.0,0.0,0.0,3.0,0.0
848f447ffffffff,2.0,0.0,0.0,0.0,0.0
848f44bffffffff,12.0,0.0,0.0,0.0,0.0
848f455ffffffff,3.0,0.0,0.0,0.0,0.0
848f461ffffffff,13.0,0.0,0.0,0.0,0.0
848f463ffffffff,7.0,0.0,0.0,0.0,0.0
848f465ffffffff,18.0,0.0,0.0,0.0,0.0
848f46bffffffff,2.0,0.0,0.0,0.0,0.0
848f46dffffffff,4.0,0.0,0.0,0.0,0.0
848f485ffffffff,4.0,0.0,0.0,0.0,0.0
848f487ffffffff,4.0,0.0,0.0,0.0,0.0
848f489ffffffff,2.0,0.0,0.0,0.0,0.0
848f4a5ffffffff,5.0,0.0,0.0,0.0,0.0
848f4adffffffff,3.0,0.0,0.0,0.0,0.0
848f4c7ffffffff,2.0,0.0,0.0,0.0,0.0
848f54bffffffff,3.0,0.0,0.0,0.0,0.0
848f553ffffffff,3.0,0.0,0.0,0.0,0.0
848f559ffffffff,6.0,0.0,0.0,0.0,0.0
848f55dffffffff,2.0,0.0,0.0,0.0,0.0
848f5c3ffffffff,1.0,0.0,0.0,0.0,0.0
848f611ffffffff,7.0,0.0,0.0,0.0,0.0
848f613ffffffff,3.0,0.0,0.0,0.0,0.0
848f619ffffffff,2.0,0.0,0.0,0.0,0.0
848f61bffffffff,33.0,0.0,0.0,0.0,0.0
848f6b5ffffffff,2.0,0.0,0.0,0.0,0.0
848f6bbffffffff,4.0,0.0,0.0,0.0,0.0
848f6e9ffffffff,7.0,0.0,0.0,0.0,0.0
848f705ffffffff,32.0,0.0,0.0,9.0,0.0
848f70dffffffff,1.0,0.0,0.0,0.0,0.0
848f721ffffffff,27.0,0.0,0.0,3.0,0.0
848f727ffffffff,6.0,0.0,0.0,0.0,0.0
848f729ffffffff,111.0,0.0,0.0,7.0,0.0
848f72bffffffff,123.0,0.0,0.0,18.0,0.0
848f72dffffffff,14.0,0.0,3.0,0.0,0.0
848f733ffffffff,37.0,0.0,0.0,8.0,0.0
848f735ffffffff,2.0,0.0,0.0,2.0,0.0
848f73dffffffff,1.0,0.0,0.0,1.0,0.0
848f745ffffffff,3.0,0.0,0.0,1.0,0.0
848f749ffffffff,4.0,0.0,0.0,0.0,0.0
848f74bffffffff,2.0,0.0,0.0,0.0,0.0
848f74dffffffff,4.0,0.0,0.0,0.0,0.0
848f763ffffffff,10.0,0.0,0.0,2.0,0.0
848f765ffffffff,4.0,0.0,0.0,0.0,0.0
848f769ffffffff,3.0,0.0,0.0,0.0,0.0
848f76bffffffff,10.0,0.0,0.0,0.0,0.0
84a5967ffffffff,3.0,0.0,0.0,0.0,0.0
84a5969ffffffff,276.0,0.0,0.0,0.0,18.0
84a596dffffffff,6.0,0.0,0.0,0.0,0.0
84a8013ffffffff,2.0,0.0,0.0,0.0,0.0
84a8019ffffffff,14.0,0.0,0.0,0.0,2.0
84a801bffffffff,28.0,0.0,0.0,0.0,0.0
84a802dffffffff,2.0,0.0,0.0,0.0,0.0
84a805dffffffff,7.0,0.0,0.0,0.0,0.0
84a8061ffffffff,25.0,0.0,0.0,0.0,7.0
84a8065ffffffff,2.0,0.0,0.0,0.0,0.0
84a8067ffffffff,58.0,0.0,0.0,0.0,8.0
84a8069ffffffff,18.0,0.0,0.0,0.0,0.0
84a8101ffffffff,9.0,0.0,0.0,0.0,0.0
84a8105ffffffff,418.0,0.0,0.0,0.0,2.0
84a8107ffffffff,9.0,0.0,0.0,0.0,0.0
84a8109ffffffff,75.0,0.0,0.0,0.0,4.0
84a810bffffffff,11.0,0.0,0.0,0.0,3.0
84a810dffffffff,44.0,0.0,0.0,0.0,0.0
84a8119ffffffff,1.0,0.0,0.0,0.0,0.0
84a8125ffffffff,11.0,0.0,0.0,0.0,0.0
84a8127ffffffff,6.0,0.0,0.0,0.0,4.0
84a8129ffffffff,12.0,0.0,0.0,0.0,0.0
84a812dffffffff,107.0,0.0,0.0,0.0,4.0
84a8131ffffffff,1.0,0.0,0.0,0.0,0.0
84a813dffffffff,2.0,0.0,0.0,0.0,0.0
84a8143ffffffff,217.0,0.0,0.0,0.0,9.0
84a8151ffffffff,8.0,0.0,0.0,0.0,2.0
84a8153ffffffff,6.0,0.0,0.0,0.0,0.0
84a8155ffffffff,142.0,0.0,0.0,0.0,8.0
84a8157ffffffff,169.0,0.0,0.0,0.0,6.0
84a8159ffffffff,2.0,0.0,0.0,0.0,0.0
84a815bffffffff,94.0,0.0,0.0,0.0,8.0
84a8163ffffffff,8.0,0.0,0.0,0.0,0.0
84a8167ffffffff,41.0,0.0,0.0,0.0,5.0
84a8203ffffffff,11.0,0.0,0.0,0.0,0.0
84a8211ffffffff,7.0,0.0,0.0,0.0,0.0
84a8219ffffffff,12.0,0.0,0.0,0.0,0.0
84a8241ffffffff,7.0,0.0,0.0,0.0,0.0
84a8245ffffffff,7.0,0.0,0.0,0.0,0.0
84a8261ffffffff,6.0,0.0,0.0,0.0,0.0
84a8265ffffffff,1.0,0.0,0.0,0.0,0.0
84a8267ffffffff,3.0,0.0,0.0,0.0,0.0
84a826dffffffff,26.0,0.0,0.0,0.0,0.0
84a8287ffffffff,6.0,0.0,0.0,0.0,0.0
84a82a1ffffffff,3.0,0.0,0.0,0.0,0.0
84a82d3ffffffff,2.0,0.0,0.0,0.0,0.0
84a82ddffffffff,1.0,0.0,0.0,0.0,0.0
84a8311ffffffff,48.0,0.0,0.0,0.0,0.0
84a8313ffffffff,45.0,0.0,0.0,0.0,1.0
84a8315ffffffff,6.0,0.0,0.0,0.0,0.0
84a8317ffffffff,16.0,0.0,0.0,0.0,0.0
84a8319ffffffff,25.0,0.0,0.0,0.0,7.0
84a831bffffffff,2.0,0.0,0.0,0.0,0.0
84a831dffffffff,27.0,0.0,0.0,0.0,0.0
84a8331ffffffff,2.0,0.0,0.0,0.0,0.0
84a8333ffffffff,10.0,0.0,0.0,0.0,0.0
84a833bffffffff,36.0,0.0,0.0,0.0,1.0
84a8351ffffffff,4.0,0.0,0.0,0.0,0.0
84a8353ffffffff,104.0,0.0,0.0,0.0,6.0
84a8357ffffffff,47.0,0.0,0.0,0.0,0.0
84a8359ffffffff,16.0,0.0,0.0,0.0,0.0
84a835bffffffff,28.0,0.0,0.0,0.0,0.0
84a835dffffffff,3.0,0.0,0.0,0.0,3.0
84a8591ffffffff,5.0,0.0,0.0,0.0,0.0
84a85d3ffffffff,1.0,0.0,0.0,0.0,0.0
84a860dffffffff,4.0,0.0,0.0,0.0,0.0
84a8647ffffffff,2.0,0.0,0.0,0.0,0.0
84a8759ffffffff,3.0,0.0,0.0,0.0,0.0
84a8825ffffffff,1.0,0.0,0.0,0.0,0.0
84a882dffffffff,52.0,0.0,0.0,0.0,6.0
84a8849ffffffff,68.0,0.0,0.0,0.0,3.0
84a884dffffffff,5.0,0.0,0.0,0.0,0.0
84a8867ffffffff,17.0,0.0,0.0,0.0,0.0
84a8911ffffffff,16.0,0.0,0.0,0.0,0.0
84a8915ffffffff,1.0,0.0,0.0,0.0,0.0
84a8917ffffffff,278.0,0.0,0.0,0.0,25.0
84a8919ffffffff,56.0,0.0,0.0,0.0,6.0
84a891dffffffff,9.0,0.0,0.0,0.0,3.0
84a8953ffffffff,5.0,0.0,0.0,0.0,2.0
84a8a03ffffffff,5.0,0.0,0.0,0.0,0.0
84a8a07ffffffff,82.0,0.0,0.0,0.0,0.0
84a8a11ffffffff,3.0,0.0,0.0,0.0,0.0
84a8a13ffffffff,56.0,0.0,0.0,0.0,4.0
84a8a17ffffffff,3.0,0.0,0.0,0.0,0.0
84a8a19ffffffff,159.0,0.0,0.0,0.0,4.0
84a8a1dffffffff,9.0,0.0,0.0,0.0,0.0
84a8a21ffffffff,2.0,0.0,0.0,0.0,0.0
84a8a23ffffffff,190.0,0.0,0.0,0.0,14.0
84a8a25ffffffff,3.0,0.0,0.0,0.0,0.0
84a8a27ffffffff,25.0,0.0,0.0,0.0,0.0
84a8a2dffffffff,6.0,0.0,0.0,0.0,6.0
84a8a31ffffffff,2.0,0.0,0.0,0.0,0.0
84a8a35ffffffff,4.0,0.0,0.0,0.0,0.0
84a8a39ffffffff,11.0,0.0,0.0,0.0,0.0
84a8a3dffffffff,119.0,0.0,0.0,0.0,5.0
84a8a53ffffffff,249.0,0.0,0.0,0.0,24.0
84a8ac9ffffffff,2.0,0.0,0.0,0.0,0.0
84a8acdffffffff,1.0,0.0,0.0,0.0,0.0
84a8b13ffffffff,5.0,0.0,0.0,0.0,0.0
84a8cc7ffffffff,1.0,0.0,0.0,0.0,0.0
84a9087ffffffff,2.0,0.0,0.0,0.0,0.0
84a908bffffffff,2.0,0.0,0.0,0.0,0.0
84a908dffffffff,2.0,0.0,0.0,0.0,0.0
84a9095ffffffff,3.0,0.0,0.0,0.0,0.0
84a90c7ffffffff,1.0,0.0,0.0,0.0,0.0
84a90d5ffffffff,2.0,0.0,0.0,0.0,0.0
84a90e1ffffffff,8.0,0.0,0.0,0.0,0.0
84a90e5ffffffff,7.0,0.0,0.0,0.0,0.0
84a90e7ffffffff,5.0,0.0,0.0,0.0,3.0
84a9195ffffffff,5.0,0.0,0.0,0.0,0.0
84a91b1ffffffff,27.0,0.0,0.0,0.0,0.0
84a91b3ffffffff,1.0,0.0,0.0,0.0,0.0
84a91b5ffffffff,14.0,0.0,0.0,0.0,0.0
84a91b7ffffffff,13.0,0.0,0.0,0.0,0.0
84a91d9ffffffff,9.0,0.0,0.0,0.0,0.0
84a9425ffffffff,31.0,0.0,0.0,0.0,0.0
84a9427ffffffff,10.0,0.0,0.0,0.0,0.0
84a9429ffffffff,1.0,0.0,0.0,0.0,0.0
84a942dffffffff,13.0,0.0,0.0,0.0,0.0
84a9435ffffffff,2.0,0.0,0.0,0.0,0.0
84a943dffffffff,24.0,0.0,0.0,0.0,0.0
84a9461ffffffff,2.0,0.0,0.0,0.0,0.0
84a9463ffffffff,1.0,0.0,0.0,0.0,0.0
84a9465ffffffff,21.0,0.0,0.0,0.0,0.0
84a9467ffffffff,8.0,0.0,0.0,0.0,0.0
84a9501ffffffff,17.0,0.0,0.0,0.0,0.0
84a9503ffffffff,10.0,0.0,0.0,0.0,0.0
84a9507ffffffff,43.0,0.0,0.0,0.0,0.0
84a9509ffffffff,47.0,0.0,0.0,0.0,0.0
84a950bffffffff,54.0,0.0,0.0,0.0,0.0
84a950dffffffff,24.0,0.0,0.0,0.0,0.0
84a9515ffffffff,5.0,0.0,0.0,0.0,0.0
84a951bffffffff,3.0,0.0,0.0,0.0,0.0
84a951dffffffff,12.0,0.0,0.0,0.0,0.0
84a9525ffffffff,4.0,0.0,0.0,0.0,2.0
84a9527ffffffff,28.0,0.0,0.0,0.0,0.0
84a9531ffffffff,65.0,0.0,0.0,0.0,0.0
84a9533ffffffff,31.0,0.0,0.0,0.0,0.0
84a9535ffffffff,3.0,0.0,0.0,0.0,0.0
84a9539ffffffff,5.0,0.0,0.0,0.0,0.0
84a953bffffffff,554.0,0.0,0.0,0.0,0.0
84a953dffffffff,3.0,0.0,0.0,0.0,0.0
84a9545ffffffff,2.0,0.0,0.0,0.0,0.0
84a9547ffffffff,5.0,0.0,0.0,0.0,0.0
84a9551ffffffff,8.0,0.0,0.0,0.0,0.0
84a9553ffffffff,2.0,0.0,0.0,0.0,0.0
84a9555ffffffff,11.0,0.0,0.0,0.0,0.0
84a9557ffffffff,9.0,0.0,0.0,0.0,0.0
84a9559ffffffff,2.0,0.0,0.0,0.0,0.0
84a955bffffffff,40.0,0.0,0.0,0.0,0.0
84a955dffffffff,6.0,0.0,0.0,0.0,0.0
84a956bffffffff,2.0,0.0,0.0,0.0,0.0
84a959dffffffff,1.0,0.0,0.0,0.0,0.0
84a95abffffffff,29.0,0.0,0.0,0.0,0.0
84a95adffffffff,4.0,0.0,0.0,0.0,0.0
84a95b3ffffffff,1.0,0.0,0.0,0.0,0.0
84a95bbffffffff,2.0,0.0,0.0,0.0,0.0
84a95c5ffffffff,11.0,0.0,0.0,0.0,0.0
84a95c9ffffffff,8.0,0.0,0.0,0.0,0.0
84a95d9ffffffff,1.0,0.0,0.0,0.0,0.0
84a95e5ffffffff,3.0,0.0,0.0,0.0,0.0
84a95edffffffff,128.0,0.0,0.0,0.0,0.0
84a9723ffffffff,2.0,0.0,0.0,0.0,0.0
84a9733ffffffff,7.0,0.0,0.0,0.0,0.0
84a9737ffffffff,2.0,0.0,0.0,0.0,0.0
84a973bffffffff,2.0,0.0,0.0,0.0,0.0
84a973dffffffff,2.0,0.0,0.0,0.0,0.0
84a9765ffffffff,5.0,0.0,0.0,0.0,0.0
84b324bffffffff,2.0,0.0,0.0,0.0,0.0
84b3257ffffffff,1.0,0.0,0.0,0.0,0.0
