cell_id,Chaetura cinereiventris,Chaetura cinereiventris phaeopygos,Chaetura cinereiventris occidentalis,Chaetura cinereiventris [sclateri Group],Chaetura cinereiventris cinereiventris
84660b7ffffffff,3.0,0.0,0.0,0.0,0.0
84660bdffffffff,2.0,0.0,0.0,0.0,0.0
84660c3ffffffff,6.0,0.0,0.0,0.0,0.0
84660d1ffffffff,25.0,0.0,0.0,0.0,0.0
84660d3ffffffff,8.0,0.0,0.0,0.0,0.0
84660ddffffffff,7.0,0.0,0.0,0.0,0.0
84660e7ffffffff,2.0,0.0,0.0,0.0,0.0
84660ebffffffff,2.0,0.0,0.0,0.0,0.0
8466113ffffffff,14.0,0.0,0.0,0.0,0.0
8466117ffffffff,8.0,0.0,0.0,0.0,0.0
8466119ffffffff,82.0,0.0,0.0,0.0,0.0
846615bffffffff,8.0,0.0,0.0,0.0,0.0
8466181ffffffff,6.0,0.0,0.0,0.0,0.0
8466183ffffffff,4.0,0.0,0.0,0.0,0.0
8466185ffffffff,2.0,0.0,0.0,0.0,0.0
8466191ffffffff,6.0,0.0,0.0,0.0,0.0
8466193ffffffff,39.0,0.0,0.0,0.0,0.0
8466199ffffffff,16.0,0.0,0.0,0.0,0.0
846619bffffffff,94.0,0.0,0.0,0.0,0.0
846619dffffffff,7.0,0.0,0.0,0.0,0.0
84661a5ffffffff,16.0,0.0,0.0,0.0,0.0
84661adffffffff,7.0,0.0,0.0,0.0,0.0
84661b1ffffffff,264.0,0.0,0.0,0.0,0.0
84661b3ffffffff,22.0,0.0,0.0,0.0,0.0
84661b7ffffffff,2.0,0.0,0.0,0.0,0.0
84661b9ffffffff,38.0,0.0,0.0,0.0,0.0
84661bbffffffff,45.0,0.0,0.0,0.0,0.0
84661bdffffffff,4.0,0.0,0.0,0.0,0.0
84661c9ffffffff,3.0,0.0,0.0,0.0,0.0
84661cdffffffff,14.0,0.0,0.0,0.0,0.0
84661d1ffffffff,16.0,0.0,0.0,0.0,0.0
84661d3ffffffff,2.0,0.0,0.0,0.0,0.0
84661d5ffffffff,3.0,0.0,0.0,0.0,0.0
84661ddffffffff,4.0,0.0,0.0,0.0,0.0
84661ebffffffff,34.0,0.0,0.0,0.0,0.0
8466201ffffffff,12.0,0.0,0.0,0.0,0.0
8466203ffffffff,17.0,0.0,0.0,0.0,0.0
8466205ffffffff,31.0,0.0,0.0,0.0,0.0
8466207ffffffff,4.0,0.0,0.0,0.0,0.0
8466217ffffffff,19.0,0.0,0.0,0.0,0.0
8466221ffffffff,3.0,0.0,0.0,0.0,0.0
846622bffffffff,146.0,0.0,0.0,0.0,0.0
846623dffffffff,4.0,0.0,0.0,0.0,0.0
8466291ffffffff,2.0,0.0,0.0,0.0,0.0
8466299ffffffff,1.0,0.0,0.0,0.0,0.0
846629dffffffff,13.0,0.0,0.0,0.0,0.0
84662b7ffffffff,3.0,0.0,0.0,0.0,0.0
84662bdffffffff,1.0,0.0,0.0,0.0,0.0
84662d3ffffffff,30.0,0.0,0.0,0.0,0.0
84662e5ffffffff,3.0,0.0,0.0,0.0,0.0
8466403ffffffff,1.0,0.0,0.0,0.0,0.0
846640dffffffff,1.0,0.0,0.0,0.0,0.0
8466411ffffffff,149.0,0.0,0.0,0.0,0.0
8466415ffffffff,293.0,0.0,0.0,0.0,0.0
8466417ffffffff,13.0,0.0,0.0,0.0,0.0
846641dffffffff,203.0,0.0,0.0,0.0,0.0
8466441ffffffff,7.0,0.0,0.0,0.0,0.0
846645dffffffff,2.0,0.0,0.0,0.0,0.0
8466485ffffffff,2.0,0.0,0.0,0.0,0.0
8466487ffffffff,8.0,0.0,0.0,0.0,0.0
846648dffffffff,2.0,0.0,0.0,0.0,0.0
84664e1ffffffff,3.0,0.0,0.0,0.0,0.0
84664e9ffffffff,2.0,0.0,0.0,0.0,0.0
8466529ffffffff,50.0,0.0,0.0,0.0,0.0
846652dffffffff,46.0,0.0,0.0,0.0,0.0
8466537ffffffff,2.0,0.0,0.0,0.0,0.0
8466545ffffffff,7.0,0.0,0.0,0.0,0.0
846654bffffffff,2.0,0.0,0.0,0.0,0.0
846654dffffffff,2.0,0.0,0.0,0.0,0.0
8466563ffffffff,2.0,0.0,0.0,0.0,0.0
8466565ffffffff,8.0,0.0,0.0,0.0,0.0
8466569ffffffff,2.0,0.0,0.0,0.0,0.0
846656dffffffff,24.0,0.0,0.0,0.0,0.0
84665abffffffff,198.0,0.0,0.0,0.0,0.0
84665bdffffffff,196.0,0.0,0.0,0.0,0.0
84665e9ffffffff,3.0,0.0,0.0,0.0,0.0
8466631ffffffff,1.0,0.0,0.0,0.0,0.0
8466639ffffffff,1.0,0.0,0.0,0.0,0.0
846663dffffffff,5.0,0.0,0.0,0.0,0.0
84666ebffffffff,2.0,0.0,0.0,0.0,0.0
846670dffffffff,3.0,0.0,0.0,0.0,0.0
8466725ffffffff,3.0,0.0,0.0,0.0,0.0
8466727ffffffff,16.0,0.0,0.0,0.0,0.0
8466731ffffffff,5.0,0.0,0.0,0.0,0.0
8466763ffffffff,2.0,0.0,0.0,0.0,0.0
8466a63ffffffff,1.0,0.0,0.0,0.0,0.0
8466a65ffffffff,29.0,2.0,0.0,0.0,0.0
8466a67ffffffff,2.0,0.0,0.0,0.0,0.0
8466b49ffffffff,70.0,0.0,0.0,0.0,0.0
8466b4bffffffff,29.0,0.0,0.0,0.0,0.0
8466b59ffffffff,100.0,2.0,0.0,0.0,0.0
8466b5bffffffff,226.0,17.0,0.0,0.0,0.0
8466c01ffffffff,72.0,0.0,0.0,0.0,0.0
8466c03ffffffff,8.0,0.0,0.0,0.0,0.0
8466c05ffffffff,13.0,0.0,0.0,0.0,0.0
8466c07ffffffff,4.0,0.0,0.0,0.0,0.0
8466c09ffffffff,5.0,0.0,0.0,0.0,0.0
8466c0dffffffff,153.0,0.0,0.0,0.0,0.0
8466c19ffffffff,3.0,0.0,0.0,0.0,0.0
8466c1dffffffff,3.0,0.0,0.0,0.0,0.0
8466c21ffffffff,93.0,0.0,0.0,0.0,0.0
8466c23ffffffff,49.0,0.0,0.0,0.0,0.0
8466c25ffffffff,2.0,0.0,0.0,0.0,0.0
8466c27ffffffff,5.0,0.0,0.0,0.0,0.0
8466c29ffffffff,38.0,0.0,0.0,0.0,0.0
8466c2bffffffff,15.0,0.0,0.0,0.0,0.0
8466c2dffffffff,19.0,0.0,0.0,0.0,0.0
8466c35ffffffff,3.0,0.0,0.0,0.0,0.0
8466c41ffffffff,10.0,0.0,0.0,0.0,0.0
8466c45ffffffff,3.0,0.0,0.0,0.0,0.0
8466c47ffffffff,32.0,0.0,0.0,0.0,0.0
8466c49ffffffff,2.0,0.0,0.0,0.0,0.0
8466c53ffffffff,5.0,0.0,0.0,0.0,0.0
8466c57ffffffff,23.0,0.0,0.0,0.0,0.0
8466c5dffffffff,90.0,0.0,0.0,0.0,0.0
8466c61ffffffff,1.0,0.0,0.0,0.0,0.0
8466c63ffffffff,74.0,0.0,0.0,0.0,0.0
8466c67ffffffff,2.0,0.0,0.0,0.0,0.0
8466c6bffffffff,8.0,0.0,0.0,0.0,0.0
8466c6dffffffff,6.0,0.0,0.0,0.0,0.0
8466c95ffffffff,10.0,0.0,0.0,0.0,0.0
8466cc5ffffffff,7.0,0.0,0.0,0.0,0.0
8466ce1ffffffff,21.0,0.0,0.0,0.0,0.0
8466ce9ffffffff,57.0,0.0,0.0,0.0,0.0
8466cedffffffff,7.0,0.0,0.0,0.0,0.0
8466d01ffffffff,4.0,0.0,0.0,0.0,0.0
8466d03ffffffff,8.0,0.0,0.0,0.0,0.0
8466d05ffffffff,13.0,0.0,2.0,0.0,0.0
8466d07ffffffff,78.0,0.0,13.0,0.0,0.0
8466d0bffffffff,66.0,0.0,0.0,0.0,0.0
8466d0dffffffff,50.0,0.0,0.0,0.0,0.0
8466d13ffffffff,6.0,0.0,0.0,0.0,0.0
8466d1bffffffff,131.0,0.0,0.0,0.0,0.0
8466d23ffffffff,48.0,0.0,5.0,0.0,0.0
8466d25ffffffff,1.0,0.0,0.0,0.0,0.0
8466d27ffffffff,22.0,0.0,6.0,0.0,0.0
8466d31ffffffff,279.0,0.0,14.0,0.0,0.0
8466d35ffffffff,1021.0,0.0,117.0,0.0,0.0
8466d37ffffffff,82.0,0.0,5.0,0.0,0.0
8466d3dffffffff,5.0,0.0,0.0,0.0,0.0
8466d53ffffffff,5.0,0.0,0.0,0.0,0.0
8466d81ffffffff,83.0,0.0,0.0,8.0,0.0
8466d89ffffffff,1.0,0.0,0.0,0.0,0.0
8466d8bffffffff,1.0,0.0,0.0,0.0,0.0
8466d8dffffffff,23.0,0.0,0.0,2.0,0.0
8466da1ffffffff,11.0,0.0,0.0,0.0,0.0
8466da7ffffffff,15.0,0.0,0.0,3.0,0.0
8466da9ffffffff,8.0,0.0,0.0,1.0,0.0
8466dadffffffff,128.0,0.0,0.0,51.0,0.0
8466db1ffffffff,15.0,0.0,0.0,0.0,0.0
8466db5ffffffff,4.0,0.0,0.0,0.0,0.0
8466dc1ffffffff,3.0,0.0,0.0,0.0,0.0
8466dc3ffffffff,445.0,0.0,0.0,56.0,0.0
8466dc7ffffffff,33.0,0.0,0.0,2.0,0.0
8466dc9ffffffff,6.0,0.0,0.0,0.0,0.0
8466dcbffffffff,37.0,0.0,0.0,0.0,0.0
8466dd1ffffffff,3.0,0.0,0.0,0.0,0.0
8466dd3ffffffff,9.0,0.0,0.0,0.0,0.0
8466dd5ffffffff,54.0,0.0,0.0,0.0,0.0
8466dddffffffff,13.0,0.0,0.0,1.0,0.0
8466de1ffffffff,716.0,0.0,0.0,99.0,0.0
8466de3ffffffff,106.0,0.0,0.0,11.0,0.0
8466de7ffffffff,28.0,0.0,0.0,3.0,0.0
8466debffffffff,111.0,0.0,0.0,20.0,0.0
8466dedffffffff,2.0,0.0,0.0,0.0,0.0
8466e03ffffffff,13.0,0.0,0.0,0.0,0.0
8466e07ffffffff,3.0,0.0,0.0,0.0,0.0
8466e09ffffffff,5.0,0.0,0.0,0.0,0.0
8466e0bffffffff,71.0,0.0,0.0,0.0,0.0
8466e0dffffffff,5.0,0.0,0.0,0.0,0.0
8466e11ffffffff,6.0,0.0,0.0,0.0,0.0
8466e15ffffffff,36.0,0.0,0.0,0.0,0.0
8466e17ffffffff,2.0,0.0,0.0,0.0,0.0
8466e1dffffffff,51.0,0.0,0.0,0.0,0.0
8466e23ffffffff,4.0,0.0,0.0,0.0,0.0
8466e29ffffffff,1.0,0.0,0.0,0.0,0.0
8466e37ffffffff,5.0,0.0,0.0,0.0,0.0
8466e39ffffffff,44.0,0.0,0.0,0.0,0.0
8466e3bffffffff,35.0,0.0,0.0,0.0,0.0
8466e3dffffffff,3.0,0.0,0.0,0.0,0.0
8466e41ffffffff,15.0,0.0,0.0,0.0,0.0
8466e43ffffffff,6.0,0.0,0.0,0.0,0.0
8466e45ffffffff,15.0,0.0,0.0,0.0,0.0
8466e47ffffffff,23.0,0.0,0.0,0.0,0.0
8466e49ffffffff,7.0,0.0,0.0,0.0,0.0
8466e51ffffffff,47.0,0.0,0.0,0.0,0.0
8466e53ffffffff,3.0,0.0,0.0,0.0,0.0
8466e55ffffffff,9.0,0.0,0.0,0.0,0.0
8466e57ffffffff,209.0,0.0,0.0,0.0,0.0
8466e59ffffffff,55.0,0.0,0.0,0.0,0.0
8466e5bffffffff,4.0,0.0,0.0,0.0,0.0
8466e61ffffffff,4.0,0.0,0.0,0.0,0.0
8466e63ffffffff,43.0,0.0,0.0,0.0,0.0
8466e65ffffffff,136.0,0.0,0.0,0.0,0.0
8466e67ffffffff,27.0,0.0,0.0,0.0,0.0
8466e69ffffffff,26.0,0.0,0.0,0.0,0.0
8466e6bffffffff,34.0,0.0,0.0,0.0,0.0
8466e6dffffffff,95.0,0.0,0.0,0.0,0.0
8466e81ffffffff,4.0,0.0,0.0,0.0,0.0
8466e8dffffffff,17.0,0.0,0.0,0.0,0.0
8466e9dffffffff,16.0,0.0,0.0,0.0,0.0
8466eadffffffff,5.0,0.0,0.0,0.0,0.0
8466ec1ffffffff,8.0,0.0,0.0,0.0,0.0
8466ec5ffffffff,16.0,0.0,0.0,0.0,0.0
8466ec7ffffffff,66.0,0.0,0.0,0.0,0.0
8466ec9ffffffff,23.0,0.0,0.0,0.0,0.0
8466ecbffffffff,44.0,0.0,0.0,0.0,0.0
8466ee5ffffffff,41.0,0.0,0.0,0.0,0.0
8466eebffffffff,2.0,0.0,0.0,0.0,0.0
8466f01ffffffff,2.0,0.0,0.0,0.0,0.0
8466f03ffffffff,46.0,0.0,0.0,0.0,0.0
8466f0bffffffff,95.0,0.0,0.0,0.0,0.0
8466f15ffffffff,4.0,0.0,0.0,0.0,0.0
8466f19ffffffff,13.0,0.0,0.0,0.0,0.0
8466f1dffffffff,77.0,0.0,0.0,0.0,0.0
8466f35ffffffff,2.0,0.0,0.0,0.0,0.0
8466f53ffffffff,22.0,0.0,0.0,0.0,0.0
8466f57ffffffff,16.0,0.0,0.0,0.0,0.0
8466f59ffffffff,9.0,0.0,0.0,0.0,0.0
8466f5bffffffff,27.0,0.0,0.0,0.0,0.0
8466f5dffffffff,2.0,0.0,0.0,0.0,0.0
8467413ffffffff,16.0,0.0,0.0,0.0,0.0
8467425ffffffff,6.0,0.0,0.0,0.0,0.0
8467437ffffffff,20.0,0.0,0.0,1.0,0.0
846743bffffffff,5.0,0.0,0.0,0.0,0.0
84674c1ffffffff,1.0,0.0,0.0,0.0,0.0
84674c5ffffffff,22.0,0.0,0.0,0.0,0.0
84674c7ffffffff,12.0,0.0,0.0,0.0,0.0
84674cdffffffff,7.0,0.0,0.0,0.0,0.0
84674e9ffffffff,7.0,0.0,0.0,0.0,0.0
84674ebffffffff,6.0,0.0,0.0,0.0,0.0
84674edffffffff,107.0,0.0,0.0,1.0,0.0
84675c1ffffffff,4.0,0.0,0.0,0.0,0.0
84675cbffffffff,6.0,0.0,0.0,0.0,0.0
8467903ffffffff,2.0,0.0,0.0,0.0,0.0
846793bffffffff,11.0,0.0,0.0,0.0,0.0
8467961ffffffff,11.0,0.0,0.0,0.0,0.0
846796bffffffff,2.0,0.0,0.0,0.0,0.0
84679a1ffffffff,388.0,0.0,0.0,0.0,0.0
84679a3ffffffff,46.0,0.0,0.0,0.0,0.0
84679a5ffffffff,3537.0,0.0,0.0,0.0,0.0
84679a7ffffffff,78.0,0.0,0.0,0.0,0.0
84679adffffffff,33.0,0.0,0.0,0.0,0.0
84679b3ffffffff,34.0,0.0,0.0,0.0,0.0
84679b5ffffffff,103.0,0.0,0.0,0.0,0.0
84679b7ffffffff,426.0,0.0,0.0,0.0,0.0
846d681ffffffff,31.0,0.0,0.0,0.0,0.0
846d683ffffffff,3.0,0.0,0.0,0.0,0.0
846d689ffffffff,29.0,0.0,0.0,0.0,0.0
846d68bffffffff,339.0,0.0,0.0,0.0,0.0
846d68dffffffff,2.0,0.0,0.0,0.0,0.0
846d691ffffffff,21.0,0.0,0.0,0.0,0.0
846d699ffffffff,355.0,0.0,0.0,0.0,0.0
846d69bffffffff,339.0,0.0,0.0,0.0,0.0
846d69dffffffff,489.0,0.0,0.0,0.0,0.0
846d6c3ffffffff,3.0,0.0,0.0,0.0,0.0
846d6d1ffffffff,51.0,0.0,0.0,0.0,0.0
846d6d3ffffffff,242.0,0.0,0.0,0.0,0.0
846d6d5ffffffff,24.0,0.0,0.0,0.0,0.0
846d6d7ffffffff,8.0,0.0,0.0,0.0,0.0
846d6ddffffffff,4.0,0.0,0.0,0.0,0.0
8481163ffffffff,3.0,0.0,0.0,0.0,0.0
84811c9ffffffff,1.0,0.0,0.0,0.0,1.0
8481307ffffffff,7.0,0.0,0.0,0.0,0.0
8481321ffffffff,25.0,0.0,0.0,0.0,0.0
8481323ffffffff,14.0,0.0,0.0,0.0,0.0
8481327ffffffff,21.0,0.0,0.0,0.0,0.0
8481329ffffffff,8.0,0.0,0.0,0.0,0.0
8481339ffffffff,25.0,0.0,0.0,0.0,0.0
848133dffffffff,1.0,0.0,0.0,0.0,0.0
8481343ffffffff,5.0,0.0,0.0,0.0,0.0
8481363ffffffff,127.0,0.0,0.0,0.0,8.0
8481367ffffffff,1.0,0.0,0.0,0.0,0.0
848136bffffffff,2.0,0.0,0.0,0.0,0.0
84814a1ffffffff,3.0,0.0,0.0,0.0,0.0
84814a9ffffffff,5.0,0.0,0.0,0.0,0.0
84814adffffffff,5.0,0.0,0.0,0.0,0.0
84814d5ffffffff,7.0,0.0,0.0,0.0,0.0
84814e3ffffffff,7.0,0.0,0.0,0.0,0.0
84814e7ffffffff,13.0,0.0,0.0,0.0,0.0
848a001ffffffff,1.0,0.0,0.0,0.0,0.0
848a003ffffffff,2.0,0.0,0.0,0.0,0.0
848a00bffffffff,2.0,0.0,0.0,0.0,0.0
848a059ffffffff,6.0,0.0,0.0,0.0,0.0
848a05bffffffff,5.0,0.0,0.0,0.0,0.0
848a069ffffffff,14.0,0.0,0.0,0.0,0.0
848a109ffffffff,13.0,0.0,0.0,0.0,0.0
848a155ffffffff,1.0,0.0,0.0,0.0,0.0
848a157ffffffff,2.0,0.0,0.0,0.0,0.0
848a1a7ffffffff,4.0,0.0,0.0,0.0,0.0
848a21bffffffff,2.0,0.0,0.0,0.0,0.0
848a2edffffffff,1.0,0.0,0.0,0.0,0.0
848a317ffffffff,2.0,0.0,0.0,0.0,0.0
848a337ffffffff,9.0,0.0,0.0,0.0,0.0
848a33bffffffff,2.0,0.0,0.0,0.0,0.0
848a451ffffffff,5.0,0.0,0.0,0.0,0.0
848a459ffffffff,36.0,0.0,0.0,0.0,0.0
848a45bffffffff,8.0,0.0,0.0,0.0,0.0
848a45dffffffff,36.0,0.0,0.0,0.0,0.0
848a637ffffffff,5.0,0.0,0.0,0.0,0.0
848a68bffffffff,2.0,0.0,0.0,0.0,0.0
848a699ffffffff,58.0,0.0,0.0,0.0,0.0
848a69dffffffff,1.0,0.0,0.0,0.0,0.0
848a6d3ffffffff,28.0,0.0,0.0,0.0,0.0
848a6d7ffffffff,17.0,0.0,0.0,0.0,0.0
848a6d9ffffffff,11.0,0.0,0.0,0.0,0.0
848a6dbffffffff,35.0,0.0,0.0,0.0,0.0
848a6e5ffffffff,1.0,0.0,0.0,0.0,0.0
848a73dffffffff,4.0,0.0,0.0,0.0,0.0
848a809ffffffff,12.0,0.0,0.0,0.0,0.0
848a81bffffffff,9.0,0.0,0.0,0.0,0.0
848a857ffffffff,2.0,0.0,0.0,0.0,0.0
848a85dffffffff,2.0,0.0,0.0,0.0,0.0
848a8cdffffffff,5.0,0.0,0.0,0.0,0.0
848a9c1ffffffff,11.0,0.0,0.0,0.0,0.0
848a9d7ffffffff,5.0,0.0,0.0,0.0,0.0
848a9d9ffffffff,3.0,0.0,0.0,0.0,0.0
848aa51ffffffff,3.0,0.0,0.0,0.0,0.0
848aaa3ffffffff,5.0,0.0,0.0,0.0,0.0
848aaa5ffffffff,9.0,0.0,0.0,0.0,0.0
848aaadffffffff,17.0,0.0,0.0,0.0,0.0
848ad13ffffffff,2.0,0.0,0.0,0.0,0.0
848ad89ffffffff,8.0,0.0,0.0,0.0,0.0
848ae5bffffffff,20.0,0.0,0.0,0.0,0.0
848af09ffffffff,52.0,0.0,0.0,0.0,0.0
848af0bffffffff,10.0,0.0,0.0,0.0,0.0
848af11ffffffff,3.0,0.0,0.0,0.0,0.0
848af1dffffffff,6.0,0.0,0.0,0.0,0.0
848af29ffffffff,8.0,0.0,0.0,0.0,0.0
848af2dffffffff,7.0,0.0,0.0,0.0,0.0
848af41ffffffff,3.0,0.0,0.0,0.0,0.0
848af43ffffffff,1.0,0.0,0.0,0.0,0.0
848af47ffffffff,2.0,0.0,0.0,0.0,0.0
848af61ffffffff,18.0,0.0,0.0,0.0,0.0
848af63ffffffff,9.0,0.0,0.0,0.0,0.0
848af69ffffffff,6.0,0.0,0.0,0.0,0.0
848af6bffffffff,4.0,0.0,0.0,0.0,0.0
848b105ffffffff,1.0,0.0,0.0,0.0,0.0
848b1e1ffffffff,2.0,0.0,0.0,0.0,0.0
848b1edffffffff,2.0,0.0,0.0,0.0,0.0
848b205ffffffff,2.0,0.0,0.0,0.0,0.0
848b213ffffffff,2.0,0.0,0.0,0.0,0.0
848b221ffffffff,2.0,0.0,0.0,0.0,0.0
848b229ffffffff,1.0,0.0,0.0,0.0,0.0
848b22dffffffff,2.0,0.0,0.0,0.0,0.0
848b23bffffffff,2.0,0.0,0.0,0.0,0.0
848b2c5ffffffff,5.0,0.0,0.0,0.0,0.0
848b2cdffffffff,1.0,0.0,0.0,0.0,0.0
848b2e9ffffffff,4.0,0.0,0.0,0.0,0.0
848b401ffffffff,46.0,0.0,0.0,0.0,0.0
848b40bffffffff,16.0,0.0,0.0,0.0,0.0
848b40dffffffff,7.0,0.0,0.0,0.0,0.0
848b445ffffffff,4.0,0.0,0.0,0.0,0.0
848b449ffffffff,2.0,0.0,0.0,0.0,0.0
848b44bffffffff,12.0,0.0,0.0,0.0,0.0
848b44dffffffff,24.0,0.0,0.0,0.0,0.0
848b459ffffffff,16.0,0.0,0.0,0.0,0.0
848b463ffffffff,1.0,0.0,0.0,0.0,0.0
848b513ffffffff,2.0,0.0,0.0,0.0,0.0
848b529ffffffff,3.0,0.0,0.0,0.0,0.0
848b53dffffffff,3.0,0.0,0.0,0.0,0.0
848b563ffffffff,2.0,0.0,0.0,0.0,0.0
848b567ffffffff,11.0,0.0,0.0,0.0,0.0
848b5cdffffffff,7.0,0.0,0.0,0.0,0.0
848b617ffffffff,130.0,0.0,0.0,0.0,0.0
848b623ffffffff,4.0,0.0,0.0,0.0,0.0
848b627ffffffff,6.0,0.0,0.0,0.0,0.0
848b631ffffffff,4.0,0.0,0.0,0.0,0.0
848b633ffffffff,8.0,0.0,0.0,0.0,0.0
848b637ffffffff,69.0,0.0,0.0,0.0,0.0
848b639ffffffff,1.0,0.0,0.0,0.0,0.0
848b63bffffffff,56.0,0.0,0.0,0.0,0.0
848b691ffffffff,1.0,0.0,0.0,0.0,0.0
848b693ffffffff,10.0,0.0,0.0,0.0,0.0
848b699ffffffff,3.0,0.0,0.0,0.0,0.0
848b6cbffffffff,3.0,0.0,0.0,0.0,0.0
848b6cdffffffff,3.0,0.0,0.0,0.0,0.0
848b6e5ffffffff,26.0,0.0,0.0,0.0,0.0
848b6e7ffffffff,2.0,0.0,0.0,0.0,0.0
848b6edffffffff,10.0,0.0,0.0,0.0,0.0
848b709ffffffff,3.0,0.0,0.0,0.0,0.0
848b713ffffffff,60.0,0.0,0.0,0.0,0.0
848b717ffffffff,8.0,0.0,0.0,0.0,0.0
848b71bffffffff,4.0,0.0,0.0,0.0,0.0
848b829ffffffff,2.0,0.0,0.0,0.0,0.0
848b849ffffffff,22.0,0.0,0.0,0.0,0.0
848b881ffffffff,8.0,0.0,0.0,0.0,0.0
848b889ffffffff,3.0,0.0,0.0,0.0,0.0
848b98bffffffff,18.0,0.0,0.0,0.0,0.0
848b999ffffffff,2.0,0.0,0.0,0.0,0.0
848b99dffffffff,55.0,0.0,0.0,0.0,0.0
848b9d1ffffffff,5.0,0.0,0.0,0.0,0.0
848b9d5ffffffff,544.0,0.0,0.0,0.0,0.0
848b9d7ffffffff,2.0,0.0,0.0,0.0,0.0
848ba09ffffffff,5.0,0.0,0.0,0.0,0.0
848ba47ffffffff,2.0,0.0,0.0,0.0,0.0
848ba63ffffffff,4.0,0.0,0.0,0.0,0.0
848bb53ffffffff,5.0,0.0,0.0,0.0,0.0
848bb59ffffffff,7.0,0.0,0.0,0.0,0.0
848e643ffffffff,4.0,0.0,0.0,0.0,0.0
848e649ffffffff,4.0,0.0,0.0,0.0,0.0
848e64bffffffff,1.0,0.0,0.0,0.0,0.0
848e651ffffffff,3.0,0.0,0.0,0.0,0.0
848e659ffffffff,2.0,0.0,0.0,0.0,0.0
848e65bffffffff,4.0,0.0,0.0,0.0,0.0
848f0d1ffffffff,23.0,0.0,1.0,0.0,0.0
848f0d3ffffffff,5.0,0.0,0.0,0.0,0.0
848f0d5ffffffff,1.0,0.0,0.0,0.0,0.0
848f0d7ffffffff,1.0,0.0,1.0,0.0,0.0
848f0d9ffffffff,7.0,0.0,1.0,0.0,0.0
