cell_id,Anarhynchus obscurus,Anarhynchus obscurus aquilonius,Anarhynchus obscurus obscurus
83bb0bfffffffff,2.0,0.0,0.0
83bb0cfffffffff,2.0,0.0,0.0
83bb2bfffffffff,40.0,8.0,0.0
83bb50fffffffff,41.0,4.0,0.0
83bb51fffffffff,25.0,0.0,0.0
83bb52fffffffff,4.0,0.0,0.0
83bb53fffffffff,19.0,5.0,0.0
83bb56fffffffff,1.0,1.0,0.0
83bb72fffffffff,2.0,0.0,0.0
83da94fffffffff,4.0,0.0,0.0
83daaafffffffff,36.0,0.0,18.0
