cell_id,Dicrurus leucophaeus,Dicrurus leucophaeus [longicaudatus Group],Dicrurus leucophaeus [leucophaeus Group],Dicrurus leucophaeus leucogenis,Dicrurus leucophaeus salangensis,Dicrurus leucophaeus innexus,Dicrurus leucophaeus [periophthalmicus Group],Dicrurus leucophaeus stigmatops,Dicrurus leucophaeus [longicaudatus Group/leucophaeus Group],Dicrurus leucophaeus innexus/leucogenis/salangensis
82209ffffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823087fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823097fffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
82309ffffffffff,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
823197fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c07fffffffff,1466.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c0ffffffffff,1259.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c17fffffffff,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c1ffffffffff,1522.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c37fffffffff,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c47fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c57fffffffff,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c5ffffffffff,1763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c87fffffffff,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c8ffffffffff,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c97fffffffff,486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c9ffffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823ca7fffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823caffffffffff,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823cb7fffffffff,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823cc7fffffffff,496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823ccffffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823cd7fffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823cdffffffffff,243.0,20.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823ce7fffffffff,1877.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823ceffffffffff,1247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823cf7fffffffff,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823d17fffffffff,3927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823d1ffffffffff,884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823d37fffffffff,455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823d87fffffffff,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823d8ffffffffff,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823d97fffffffff,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823d9ffffffffff,857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823da7fffffffff,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823daffffffffff,2773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823db7fffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82400ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82401ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82402ffffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
824037fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824047fffffffff,71.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82404ffffffffff,734.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824057fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82405ffffffffff,32.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824067fffffffff,125.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82406ffffffffff,66.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824077fffffffff,23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82408ffffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8240a7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8240affffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8240b7fffffffff,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8240c7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8240e7fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8240effffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824107fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
82410ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
824117fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82411ffffffffff,253.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,60.0
824147fffffffff,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82414ffffffffff,126.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
824157fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
82415ffffffffff,56.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
824167fffffffff,54.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82416ffffffffff,152.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824177fffffffff,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82418ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824197fffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
82419ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8241a7fffffffff,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
8241b7fffffffff,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
