cell_id,Limosa lapponica,Limosa lapponica [lapponica Group],Limosa lapponica [baueri Group]
8328d1fffffffff,76.0,0.0,2.0
8328d9fffffffff,3.0,0.0,0.0
8328defffffffff,99.0,0.0,1.0
8328f1fffffffff,20.0,0.0,0.0
8328f5fffffffff,109.0,0.0,11.0
832912fffffffff,2.0,0.0,0.0
8329a1fffffffff,1.0,0.0,0.0
8329a4fffffffff,9.0,0.0,5.0
8329a5fffffffff,18.0,0.0,1.0
832a10fffffffff,2.0,2.0,0.0
832a13fffffffff,74.0,8.0,0.0
832a15fffffffff,89.0,2.0,26.0
832a31fffffffff,24.0,13.0,0.0
832aa9fffffffff,176.0,30.0,0.0
832aadfffffffff,27.0,18.0,0.0
832ad5fffffffff,69.0,40.0,0.0
832b0afffffffff,3.0,0.0,0.0
832b16fffffffff,7.0,0.0,0.0
832b1dfffffffff,4.0,4.0,0.0
832c05fffffffff,2.0,0.0,0.0
832c06fffffffff,9.0,0.0,0.0
832c0bfffffffff,2.0,0.0,0.0
832c21fffffffff,12.0,0.0,0.0
832c2afffffffff,3.0,0.0,0.0
832c51fffffffff,3.0,0.0,0.0
832c55fffffffff,1.0,0.0,0.0
832c93fffffffff,15.0,1.0,0.0
832cacfffffffff,1.0,0.0,0.0
832ce4fffffffff,2.0,0.0,0.0
832d03fffffffff,4.0,0.0,0.0
832d10fffffffff,1.0,0.0,0.0
832d33fffffffff,2.0,0.0,0.0
832d35fffffffff,2.0,0.0,0.0
832da1fffffffff,17.0,0.0,0.0
832da5fffffffff,5.0,0.0,0.0
832db0fffffffff,26.0,2.0,0.0
832db2fffffffff,5.0,0.0,0.0
832e60fffffffff,4.0,0.0,0.0
83302efffffffff,4.0,0.0,0.0
833030fffffffff,4.0,0.0,1.0
833083fffffffff,6.0,0.0,1.0
83308efffffffff,2.0,0.0,0.0
833099fffffffff,2.0,0.0,0.0
83309bfffffffff,7.0,0.0,0.0
83309dfffffffff,16.0,0.0,2.0
8330d9fffffffff,3.0,0.0,0.0
8330e0fffffffff,2.0,0.0,0.0
83318dfffffffff,3.0,0.0,0.0
833426fffffffff,27.0,0.0,0.0
833434fffffffff,4.0,0.0,0.0
83346dfffffffff,5.0,0.0,0.0
83351bfffffffff,335.0,0.0,0.0
8335a8fffffffff,5.0,0.0,0.0
8335a9fffffffff,9.0,0.0,0.0
833900fffffffff,3.0,0.0,0.0
833903fffffffff,5.0,0.0,0.0
83390afffffffff,2.0,0.0,0.0
833910fffffffff,26.0,0.0,0.0
833911fffffffff,6.0,0.0,0.0
833915fffffffff,20.0,0.0,0.0
833920fffffffff,6.0,0.0,0.0
833922fffffffff,34.0,0.0,0.0
833924fffffffff,4.0,0.0,0.0
833925fffffffff,55.0,0.0,0.0
83392afffffffff,27.0,0.0,0.0
83392bfffffffff,6.0,0.0,0.0
83392cfffffffff,4.0,0.0,0.0
83392dfffffffff,24.0,0.0,0.0
83392efffffffff,8.0,0.0,0.0
833931fffffffff,30.0,0.0,0.0
833933fffffffff,42.0,4.0,0.0
833942fffffffff,4.0,0.0,0.0
833943fffffffff,28.0,0.0,0.0
833945fffffffff,5.0,5.0,0.0
833946fffffffff,9.0,9.0,0.0
833951fffffffff,2.0,0.0,0.0
833954fffffffff,10.0,0.0,0.0
83395cfffffffff,6.0,0.0,0.0
833971fffffffff,36.0,0.0,0.0
833973fffffffff,13.0,11.0,0.0
833974fffffffff,22.0,0.0,0.0
833975fffffffff,7.0,0.0,0.0
833976fffffffff,10.0,0.0,0.0
833c88fffffffff,2.0,0.0,0.0
833c89fffffffff,31.0,0.0,0.0
833c8dfffffffff,5.0,0.0,0.0
833c92fffffffff,24.0,2.0,0.0
833c9cfffffffff,2.0,0.0,0.0
833cd5fffffffff,1.0,0.0,0.0
833da1fffffffff,26.0,0.0,4.0
833e41fffffffff,2.0,0.0,0.0
833e68fffffffff,41.0,0.0,0.0
833f29fffffffff,2.0,2.0,0.0
833f2dfffffffff,20.0,0.0,0.0
833f30fffffffff,4.0,0.0,0.0
833f64fffffffff,2.0,0.0,0.0
833f66fffffffff,12.0,0.0,0.0
833f68fffffffff,11.0,0.0,0.0
834103fffffffff,2.0,0.0,2.0
834109fffffffff,2.0,0.0,2.0
83411cfffffffff,8.0,0.0,6.0
834183fffffffff,3.0,0.0,0.0
8341a4fffffffff,2.0,0.0,0.0
8341a5fffffffff,1.0,0.0,0.0
8341b5fffffffff,2.0,0.0,2.0
8342c0fffffffff,65.0,1.0,0.0
8342c4fffffffff,4.0,0.0,0.0
8342c6fffffffff,5.0,0.0,0.0
8342c9fffffffff,2.0,0.0,0.0
8342cefffffffff,4.0,0.0,0.0
8342dbfffffffff,2.0,0.0,0.0
8342ddfffffffff,2.0,0.0,0.0
8342e2fffffffff,1.0,0.0,0.0
83431efffffffff,4.0,2.0,0.0
8343acfffffffff,1.0,0.0,0.0
834412fffffffff,9.0,0.0,1.0
834413fffffffff,23.0,0.0,2.0
83441afffffffff,37.0,6.0,0.0
83441efffffffff,107.0,3.0,0.0
8344d0fffffffff,125.0,13.0,0.0
8344d5fffffffff,21.0,9.0,0.0
834648fffffffff,4.0,0.0,0.0
834649fffffffff,4.0,0.0,0.0
83464efffffffff,2.0,0.0,0.0
8347a3fffffffff,11.0,0.0,0.0
834895fffffffff,117.0,28.0,3.0
834ba2fffffffff,4.0,0.0,0.0
834bb1fffffffff,2.0,0.0,0.0
834bb5fffffffff,128.0,0.0,12.0
83521cfffffffff,1.0,0.0,0.0
8352dcfffffffff,1.0,0.0,0.0
8354c4fffffffff,3.0,0.0,0.0
8354c5fffffffff,12.0,0.0,0.0
8354eafffffffff,10.0,0.0,0.0
8354f1fffffffff,2.0,0.0,0.0
835512fffffffff,6.0,0.0,0.0
835d10fffffffff,4.0,0.0,0.0
835e71fffffffff,2.0,0.0,0.0
836004fffffffff,4.0,0.0,0.0
83601efffffffff,2.0,0.0,0.0
836022fffffffff,4.0,0.0,0.0
836031fffffffff,6.0,0.0,0.0
8360a2fffffffff,7.0,0.0,0.0
8360a9fffffffff,69.0,0.0,0.0
83611afffffffff,22.0,0.0,0.0
83611bfffffffff,18.0,0.0,0.0
83618cfffffffff,4.0,0.0,0.0
83618efffffffff,67.0,0.0,0.0
836198fffffffff,2.0,0.0,0.0
83619efffffffff,11.0,0.0,0.0
8361a9fffffffff,20.0,0.0,0.0
836416fffffffff,1.0,0.0,0.0
836431fffffffff,3.0,0.0,3.0
836434fffffffff,2.0,0.0,0.0
836435fffffffff,3.0,0.0,3.0
8364e6fffffffff,4.0,0.0,0.0
836501fffffffff,1.0,0.0,0.0
836505fffffffff,37.0,0.0,0.0
836508fffffffff,1.0,0.0,1.0
83650efffffffff,1.0,0.0,0.0
836518fffffffff,2.0,0.0,0.0
83651dfffffffff,76.0,0.0,0.0
836520fffffffff,21.0,0.0,0.0
836522fffffffff,11.0,0.0,0.0
836526fffffffff,113.0,0.0,0.0
836583fffffffff,1.0,0.0,0.0
83658bfffffffff,8.0,0.0,2.0
83659cfffffffff,2.0,0.0,0.0
836828fffffffff,2.0,0.0,0.0
836941fffffffff,1.0,0.0,0.0
83694efffffffff,3.0,0.0,0.0
83699afffffffff,7.0,0.0,0.0
836addfffffffff,1.0,0.0,0.0
8372c9fffffffff,2.0,0.0,0.0
83731bfffffffff,2.0,0.0,0.0
837a1cfffffffff,2.0,2.0,0.0
837a61fffffffff,4.0,0.0,0.0
837b4cfffffffff,8.0,0.0,0.0
837b59fffffffff,4.0,0.0,0.0
838009fffffffff,12.0,8.0,0.0
838054fffffffff,18.0,18.0,0.0
83845afffffffff,2.0,0.0,0.0
838e45fffffffff,16.0,0.0,0.0
839451fffffffff,2.0,0.0,2.0
83962cfffffffff,2.0,0.0,0.0
839735fffffffff,3.0,2.0,0.0
839c23fffffffff,1.0,0.0,0.0
839d24fffffffff,2.0,0.0,0.0
839e24fffffffff,3.0,0.0,0.0
839f44fffffffff,1.0,0.0,1.0
839f55fffffffff,1.0,0.0,1.0
83a399fffffffff,2.0,2.0,0.0
83a612fffffffff,2.0,0.0,0.0
83ac12fffffffff,5.0,0.0,0.0
83ad32fffffffff,5.0,0.0,0.0
83b834fffffffff,2.0,0.0,0.0
83bb08fffffffff,2.0,0.0,0.0
83bb09fffffffff,1.0,0.0,0.0
83bb29fffffffff,1.0,0.0,0.0
83bb2bfffffffff,9.0,0.0,0.0
83bb50fffffffff,40.0,0.0,0.0
83bb51fffffffff,11.0,0.0,0.0
83bcc2fffffffff,4.0,4.0,0.0
83be08fffffffff,2.0,0.0,0.0
83be0cfffffffff,13.0,0.0,0.0
83be0efffffffff,2.0,0.0,0.0
83be1dfffffffff,6.0,0.0,0.0
83be50fffffffff,2.0,0.0,0.0
83be60fffffffff,11.0,0.0,3.0
83be63fffffffff,11.0,0.0,5.0
83be66fffffffff,22.0,0.0,11.0
83be74fffffffff,1.0,0.0,1.0
83be8dfffffffff,13.0,0.0,0.0
83bea9fffffffff,6.0,0.0,4.0
83bf4cfffffffff,5.0,0.0,2.0
83bf8bfffffffff,2.0,0.0,0.0
83c993fffffffff,2.0,0.0,0.0
83cea8fffffffff,6.0,0.0,2.0
83d44dfffffffff,4.0,0.0,0.0
83da00fffffffff,6.0,0.0,0.0
83da18fffffffff,3.0,0.0,0.0
83da84fffffffff,22.0,0.0,1.0
83da85fffffffff,2.0,0.0,0.0
83da86fffffffff,4.0,0.0,0.0
83da91fffffffff,8.0,0.0,0.0
83da92fffffffff,4.0,0.0,0.0
83da94fffffffff,2.0,0.0,0.0
83daaafffffffff,8.0,0.0,0.0
83dab3fffffffff,13.0,0.0,0.0
