cell_id,Polioptila caerulea,Polioptila caerulea [obscura Group],Polioptila caerulea caerulea,Polioptila caerulea cozumelae
8426007ffffffff,2.0,0.0,0.0,0.0
8426009ffffffff,4.0,0.0,0.0,0.0
842600bffffffff,35.0,0.0,0.0,0.0
8426015ffffffff,92.0,0.0,21.0,0.0
8426017ffffffff,55.0,0.0,3.0,0.0
842601dffffffff,63.0,0.0,0.0,0.0
8426021ffffffff,12.0,0.0,0.0,0.0
8426023ffffffff,9.0,0.0,0.0,0.0
8426025ffffffff,1.0,0.0,0.0,0.0
8426027ffffffff,2.0,0.0,0.0,0.0
8426033ffffffff,2.0,0.0,0.0,0.0
8426035ffffffff,14.0,0.0,2.0,0.0
8426039ffffffff,10.0,0.0,0.0,0.0
842603bffffffff,2.0,0.0,0.0,0.0
842603dffffffff,37.0,0.0,10.0,0.0
8426041ffffffff,2.0,0.0,0.0,0.0
842604bffffffff,6.0,0.0,0.0,0.0
8426051ffffffff,20.0,0.0,2.0,0.0
8426055ffffffff,24.0,0.0,0.0,0.0
8426059ffffffff,9.0,0.0,0.0,0.0
842605bffffffff,5.0,0.0,0.0,0.0
842605dffffffff,6.0,0.0,0.0,0.0
8426085ffffffff,286.0,0.0,15.0,0.0
8426087ffffffff,68.0,0.0,0.0,0.0
842608bffffffff,1.0,0.0,0.0,0.0
842608dffffffff,26.0,0.0,12.0,0.0
8426091ffffffff,1.0,0.0,0.0,0.0
8426093ffffffff,21.0,0.0,0.0,0.0
8426097ffffffff,10.0,0.0,0.0,0.0
8426099ffffffff,19.0,0.0,0.0,0.0
842609bffffffff,19.0,0.0,0.0,0.0
842609dffffffff,6.0,0.0,0.0,0.0
84260a1ffffffff,212.0,0.0,0.0,0.0
84260a3ffffffff,6.0,0.0,0.0,0.0
84260a7ffffffff,12.0,0.0,0.0,0.0
84260a9ffffffff,69.0,0.0,0.0,0.0
84260abffffffff,4.0,0.0,0.0,0.0
84260adffffffff,26.0,0.0,0.0,0.0
84260b1ffffffff,9.0,0.0,0.0,0.0
84260b3ffffffff,73.0,0.0,2.0,0.0
84260b5ffffffff,9.0,0.0,0.0,0.0
84260b7ffffffff,14.0,0.0,0.0,0.0
84260b9ffffffff,261.0,0.0,17.0,0.0
84260bbffffffff,50.0,0.0,0.0,0.0
84260bdffffffff,25.0,0.0,2.0,0.0
84260c1ffffffff,3.0,0.0,0.0,0.0
84260c9ffffffff,3.0,0.0,0.0,0.0
84260cbffffffff,9.0,0.0,0.0,0.0
84260d1ffffffff,16.0,0.0,0.0,0.0
84260d3ffffffff,8.0,0.0,0.0,0.0
84260d7ffffffff,1.0,0.0,0.0,0.0
84260d9ffffffff,320.0,0.0,0.0,0.0
84260dbffffffff,2.0,0.0,0.0,0.0
84260ddffffffff,33.0,0.0,0.0,0.0
84260e1ffffffff,1.0,0.0,0.0,0.0
84260e3ffffffff,53.0,0.0,9.0,0.0
84260e7ffffffff,14.0,0.0,0.0,0.0
84260e9ffffffff,2.0,0.0,0.0,0.0
84260ebffffffff,14.0,0.0,0.0,0.0
842610dffffffff,89.0,0.0,0.0,0.0
8426111ffffffff,16.0,0.0,0.0,0.0
8426115ffffffff,4.0,0.0,0.0,0.0
8426117ffffffff,1.0,0.0,0.0,0.0
842611bffffffff,26.0,0.0,0.0,0.0
842611dffffffff,31.0,0.0,0.0,0.0
8426123ffffffff,6.0,0.0,0.0,0.0
8426127ffffffff,18.0,0.0,0.0,0.0
8426137ffffffff,1.0,0.0,0.0,0.0
842614bffffffff,2.0,0.0,0.0,0.0
8426163ffffffff,2.0,0.0,0.0,0.0
8426165ffffffff,2.0,0.0,0.0,0.0
842616bffffffff,4.0,0.0,0.0,0.0
8426183ffffffff,7.0,0.0,0.0,0.0
842618bffffffff,2.0,0.0,0.0,0.0
8426193ffffffff,1.0,0.0,0.0,0.0
8426197ffffffff,6.0,0.0,0.0,0.0
842619dffffffff,4.0,0.0,0.0,0.0
84261a3ffffffff,4.0,0.0,2.0,0.0
84261a7ffffffff,3.0,0.0,0.0,0.0
84261a9ffffffff,4.0,0.0,0.0,0.0
84261b1ffffffff,5.0,0.0,0.0,0.0
84261b3ffffffff,1.0,0.0,0.0,0.0
84261b7ffffffff,4.0,0.0,0.0,0.0
84261b9ffffffff,5.0,0.0,0.0,0.0
