cell_id,Caracara plancus,Caracara plancus cheriway,Caracara plancus plancus
838136fffffffff,2.0,0.0,0.0
838183fffffffff,1.0,0.0,1.0
838a6dfffffffff,3.0,0.0,3.0
838a70fffffffff,4.0,0.0,4.0
838a8dfffffffff,2.0,2.0,0.0
838a8efffffffff,1.0,1.0,0.0
838aa9fffffffff,6.0,0.0,6.0
838af0fffffffff,5.0,5.0,0.0
838af2fffffffff,27.0,27.0,0.0
838af4fffffffff,5.0,5.0,0.0
838af6fffffffff,18.0,18.0,0.0
838b23fffffffff,2.0,0.0,2.0
838b61fffffffff,25.0,0.0,22.0
838b63fffffffff,4.0,0.0,4.0
838b69fffffffff,3.0,0.0,3.0
838e64fffffffff,21.0,0.0,12.0
838e65fffffffff,2.0,0.0,2.0
838f09fffffffff,2.0,2.0,0.0
838f2bfffffffff,4.0,4.0,0.0
838f40fffffffff,11.0,0.0,11.0
838f46fffffffff,6.0,0.0,0.0
838f48fffffffff,7.0,0.0,6.0
838f4bfffffffff,2.0,0.0,2.0
838f55fffffffff,1.0,1.0,0.0
838f73fffffffff,1.0,0.0,0.0
83a596fffffffff,4.0,0.0,0.0
83a805fffffffff,2.0,0.0,0.0
83a824fffffffff,3.0,0.0,0.0
83a82cfffffffff,2.0,0.0,0.0
83a841fffffffff,2.0,0.0,0.0
83a846fffffffff,10.0,0.0,0.0
83a855fffffffff,4.0,0.0,0.0
83a85dfffffffff,4.0,0.0,4.0
83a8a1fffffffff,2.0,0.0,0.0
83a8d1fffffffff,2.0,0.0,0.0
83a919fffffffff,1.0,0.0,1.0
83a92cfffffffff,1.0,0.0,1.0
83a943fffffffff,1.0,0.0,1.0
83a951fffffffff,23.0,0.0,23.0
83a953fffffffff,550.0,0.0,550.0
83a95efffffffff,47.0,0.0,47.0
83a961fffffffff,134.0,0.0,134.0
83a965fffffffff,33.0,0.0,33.0
83a96cfffffffff,22.0,0.0,22.0
83a96dfffffffff,2.0,0.0,2.0
83a96efffffffff,4.0,0.0,4.0
83b200fffffffff,39.0,0.0,31.0
83b201fffffffff,5.0,0.0,0.0
83b203fffffffff,19.0,0.0,16.0
83b204fffffffff,4.0,0.0,4.0
83b219fffffffff,7.0,0.0,7.0
83b21dfffffffff,5.0,0.0,5.0
83b241fffffffff,1.0,0.0,1.0
83b248fffffffff,52.0,0.0,40.0
83b249fffffffff,178.0,0.0,101.0
83b24bfffffffff,12.0,0.0,12.0
83b24cfffffffff,13.0,0.0,2.0
83b24dfffffffff,1549.0,0.0,794.0
83b250fffffffff,8.0,0.0,8.0
83b256fffffffff,3.0,0.0,3.0
83b25cfffffffff,1.0,0.0,0.0
83b261fffffffff,11.0,0.0,11.0
83b268fffffffff,74.0,0.0,63.0
83b269fffffffff,114.0,0.0,111.0
83b26afffffffff,15.0,0.0,10.0
83b26bfffffffff,220.0,0.0,159.0
83b26cfffffffff,8.0,0.0,8.0
83b26dfffffffff,128.0,0.0,128.0
83b26efffffffff,2.0,0.0,2.0
83b270fffffffff,8.0,0.0,0.0
83b2c0fffffffff,26.0,0.0,4.0
83b2c1fffffffff,1.0,0.0,0.0
83b2c2fffffffff,17.0,0.0,10.0
83b2c4fffffffff,20.0,0.0,18.0
83b2c5fffffffff,2.0,0.0,2.0
83b2c8fffffffff,1.0,0.0,1.0
83b2e2fffffffff,9.0,0.0,9.0
83b2ebfffffffff,1.0,0.0,1.0
83b2ecfffffffff,4.0,0.0,3.0
83b31dfffffffff,17.0,0.0,17.0
83b32dfffffffff,5.0,0.0,2.0
83b35afffffffff,3.0,0.0,0.0
83c203fffffffff,2.0,0.0,0.0
83c2c1fffffffff,3.0,0.0,3.0
83c2c5fffffffff,28.0,0.0,22.0
83c2c6fffffffff,2.0,0.0,0.0
83c2c9fffffffff,308.0,0.0,287.0
83c2cafffffffff,1.0,0.0,1.0
83c2cbfffffffff,3.0,0.0,3.0
83c2cdfffffffff,271.0,0.0,198.0
83c2e0fffffffff,1.0,0.0,1.0
83c2e2fffffffff,598.0,0.0,598.0
83c2e3fffffffff,256.0,0.0,251.0
83c2e9fffffffff,123.0,0.0,123.0
83c2eafffffffff,14.0,0.0,11.0
83c2ebfffffffff,55.0,0.0,55.0
83c2f1fffffffff,15.0,0.0,10.0
83c34bfffffffff,58.0,0.0,58.0
83c36dfffffffff,2.0,0.0,2.0
83ce81fffffffff,9.0,0.0,9.0
83ce8cfffffffff,8.0,0.0,5.0
83ce9dfffffffff,1.0,0.0,1.0
83cf12fffffffff,6.0,0.0,6.0
83cf16fffffffff,5.0,0.0,5.0
83cf32fffffffff,6.0,0.0,3.0
83cfa0fffffffff,2.0,0.0,2.0
83df45fffffffff,3.0,0.0,1.0
83df68fffffffff,1.0,0.0,1.0
83df69fffffffff,14.0,0.0,11.0
83df6afffffffff,1.0,0.0,0.0
83df6dfffffffff,2.0,0.0,2.0
