cell_id,Caracara plancus,Caracara plancus cheriway,Caracara plancus plancus
83128efffffffff,2.0,2.0,0.0
8312f1fffffffff,9.0,9.0,0.0
832658fffffffff,3.0,3.0,0.0
832671fffffffff,1.0,0.0,0.0
83268cfffffffff,1.0,1.0,0.0
8326c8fffffffff,13.0,13.0,0.0
8326c9fffffffff,6.0,6.0,0.0
8326cafffffffff,8.0,8.0,0.0
8326cbfffffffff,29.0,27.0,0.0
8326ccfffffffff,16.0,8.0,0.0
8326cdfffffffff,3.0,3.0,0.0
8326cefffffffff,2.0,2.0,0.0
8326d8fffffffff,2.0,2.0,0.0
8326d9fffffffff,26.0,15.0,0.0
8326dbfffffffff,12.0,12.0,0.0
8326ddfffffffff,10.0,10.0,0.0
832740fffffffff,13.0,13.0,0.0
832744fffffffff,70.0,66.0,0.0
832754fffffffff,2.0,0.0,0.0
832760fffffffff,20.0,20.0,0.0
832802fffffffff,1.0,1.0,0.0
83281cfffffffff,29.0,29.0,0.0
83281dfffffffff,3.0,1.0,0.0
832830fffffffff,8.0,8.0,0.0
832831fffffffff,1.0,0.0,0.0
832834fffffffff,51.0,49.0,0.0
8328b3fffffffff,2.0,2.0,0.0
8328d0fffffffff,25.0,25.0,0.0
8328dcfffffffff,2.0,2.0,0.0
8328f4fffffffff,2.0,2.0,0.0
832912fffffffff,12.0,12.0,0.0
83291afffffffff,34.0,34.0,0.0
8329a1fffffffff,3.0,0.0,0.0
8329a4fffffffff,18.0,11.0,0.0
8329a6fffffffff,6.0,6.0,0.0
8329adfffffffff,1.0,1.0,0.0
8329b1fffffffff,6.0,6.0,0.0
8329b6fffffffff,3.0,3.0,0.0
832a10fffffffff,1.0,1.0,0.0
832a12fffffffff,11.0,9.0,0.0
832a13fffffffff,24.0,24.0,0.0
832a15fffffffff,2.0,0.0,0.0
832a16fffffffff,32.0,32.0,0.0
832a30fffffffff,33.0,33.0,0.0
832aacfffffffff,20.0,20.0,0.0
832aadfffffffff,75.0,71.0,0.0
832af0fffffffff,2.0,2.0,0.0
832af1fffffffff,23.0,23.0,0.0
832af6fffffffff,2.0,2.0,0.0
832b03fffffffff,6.0,6.0,0.0
832b05fffffffff,3.0,0.0,0.0
832b0cfffffffff,7.0,7.0,0.0
832b1afffffffff,17.0,14.0,0.0
832b8dfffffffff,19.0,19.0,0.0
832baefffffffff,13.0,13.0,0.0
834412fffffffff,6.0,0.0,0.0
834413fffffffff,30.0,30.0,0.0
83441afffffffff,19.0,11.0,0.0
83441efffffffff,20.0,13.0,0.0
834440fffffffff,6.0,6.0,0.0
834444fffffffff,3.0,2.0,0.0
834445fffffffff,79.0,76.0,0.0
834449fffffffff,1.0,0.0,0.0
83444dfffffffff,23.0,23.0,0.0
834455fffffffff,1.0,1.0,0.0
834456fffffffff,1.0,1.0,0.0
834468fffffffff,3.0,3.0,0.0
834469fffffffff,7.0,7.0,0.0
83446bfffffffff,4.0,4.0,0.0
83446cfffffffff,26.0,24.0,0.0
83446dfffffffff,10.0,10.0,0.0
83446efffffffff,9.0,9.0,0.0
834473fffffffff,38.0,38.0,0.0
8344a1fffffffff,6.0,6.0,0.0
8344a5fffffffff,27.0,27.0,0.0
8344a8fffffffff,16.0,16.0,0.0
8344a9fffffffff,5.0,5.0,0.0
8344acfffffffff,392.0,321.0,0.0
8344adfffffffff,27.0,25.0,0.0
8344aefffffffff,14.0,12.0,0.0
8344d0fffffffff,8.0,6.0,0.0
8344e3fffffffff,9.0,9.0,0.0
8344e6fffffffff,4.0,4.0,0.0
8344f0fffffffff,6.0,0.0,0.0
834505fffffffff,4.0,4.0,0.0
834508fffffffff,1.0,1.0,0.0
834521fffffffff,10.0,4.0,0.0
834523fffffffff,7.0,3.0,0.0
834524fffffffff,1.0,1.0,0.0
834525fffffffff,3.0,3.0,0.0
83452cfffffffff,11.0,11.0,0.0
83452dfffffffff,10.0,10.0,0.0
83452efffffffff,24.0,16.0,0.0
834531fffffffff,3.0,0.0,0.0
834533fffffffff,9.0,8.0,0.0
834535fffffffff,2.0,2.0,0.0
83458cfffffffff,2.0,2.0,0.0
834598fffffffff,2.0,2.0,0.0
83482afffffffff,8.0,8.0,0.0
83482bfffffffff,4.0,4.0,0.0
83482efffffffff,1.0,1.0,0.0
834843fffffffff,3.0,3.0,0.0
834855fffffffff,25.0,14.0,0.0
83485afffffffff,3.0,2.0,0.0
83485bfffffffff,19.0,19.0,0.0
83485dfffffffff,2.0,2.0,0.0
834873fffffffff,2.0,2.0,0.0
834880fffffffff,1.0,1.0,0.0
834882fffffffff,2.0,0.0,0.0
834883fffffffff,5.0,5.0,0.0
834886fffffffff,34.0,34.0,0.0
834888fffffffff,18.0,16.0,0.0
834889fffffffff,2.0,0.0,0.0
83488afffffffff,9.0,2.0,0.0
83488bfffffffff,2.0,2.0,0.0
834890fffffffff,1.0,1.0,0.0
834892fffffffff,1.0,0.0,0.0
834893fffffffff,15.0,11.0,0.0
834895fffffffff,100.0,78.0,0.0
834899fffffffff,35.0,33.0,0.0
83489afffffffff,22.0,19.0,0.0
83489bfffffffff,6.0,6.0,0.0
83489cfffffffff,25.0,10.0,0.0
83489efffffffff,9.0,9.0,0.0
8348abfffffffff,2.0,2.0,0.0
8348b1fffffffff,3.0,3.0,0.0
8348b3fffffffff,11.0,6.0,0.0
8348c3fffffffff,10.0,10.0,0.0
8348c5fffffffff,15.0,15.0,0.0
8348dcfffffffff,5.0,1.0,0.0
8348defffffffff,1.0,0.0,0.0
8348e2fffffffff,1.0,0.0,0.0
8348e8fffffffff,508.0,355.0,0.0
8348e9fffffffff,32.0,26.0,0.0
8348ebfffffffff,1.0,0.0,0.0
8348ecfffffffff,134.0,79.0,0.0
8348edfffffffff,8.0,8.0,0.0
8348eefffffffff,38.0,12.0,0.0
8348f2fffffffff,8.0,0.0,0.0
834986fffffffff,1.0,1.0,0.0
834990fffffffff,1.0,0.0,0.0
834992fffffffff,3.0,0.0,0.0
834995fffffffff,3.0,1.0,0.0
834996fffffffff,16.0,13.0,0.0
83499cfffffffff,2.0,0.0,0.0
83499dfffffffff,2.0,2.0,0.0
835f12fffffffff,3.0,3.0,0.0
835f58fffffffff,196.0,173.0,0.0
835f59fffffffff,6.0,0.0,0.0
835f5bfffffffff,3.0,3.0,0.0
836610fffffffff,3.0,3.0,0.0
836616fffffffff,8.0,2.0,0.0
836618fffffffff,2.0,2.0,0.0
836620fffffffff,1.0,1.0,0.0
836641fffffffff,16.0,16.0,0.0
836675fffffffff,3.0,3.0,0.0
8366a5fffffffff,8.0,5.0,0.0
8366b0fffffffff,2.0,2.0,0.0
8366b1fffffffff,1.0,1.0,0.0
8366b4fffffffff,41.0,28.0,0.0
8366b5fffffffff,117.0,64.0,0.0
8366b6fffffffff,3.0,3.0,0.0
8366d1fffffffff,2.0,2.0,0.0
8366d3fffffffff,4.0,4.0,0.0
8366dcfffffffff,6.0,2.0,0.0
8366defffffffff,10.0,4.0,0.0
836744fffffffff,24.0,23.0,0.0
836746fffffffff,2.0,2.0,0.0
83674cfffffffff,2.0,0.0,0.0
836752fffffffff,1.0,1.0,0.0
83675bfffffffff,1.0,1.0,0.0
83675efffffffff,2.0,2.0,0.0
836773fffffffff,12.0,7.0,0.0
83678bfffffffff,2.0,2.0,0.0
83679afffffffff,8.0,7.0,0.0
83679bfffffffff,49.0,29.0,0.0
836d04fffffffff,3.0,2.0,0.0
836d05fffffffff,1.0,1.0,0.0
836d20fffffffff,43.0,43.0,0.0
836d24fffffffff,57.0,57.0,0.0
836d25fffffffff,91.0,91.0,0.0
836d26fffffffff,1.0,1.0,0.0
836d29fffffffff,8.0,8.0,0.0
836d2bfffffffff,11.0,11.0,0.0
836d2dfffffffff,5.0,5.0,0.0
836d32fffffffff,6.0,4.0,0.0
836d34fffffffff,10.0,10.0,0.0
836d66fffffffff,53.0,53.0,0.0
836d68fffffffff,12.0,10.0,0.0
836d69fffffffff,835.0,830.0,0.0
836d6bfffffffff,10.0,10.0,0.0
836d6dfffffffff,9.0,8.0,0.0
836d76fffffffff,7.0,0.0,0.0
838023fffffffff,2.0,0.0,2.0
83804cfffffffff,4.0,0.0,0.0
