cell_id,Tachyeres pteneres,Tachyeres pteneres [undescribed form]
83cea8fffffffff,47.0,1.0
83ceacfffffffff,59.0,17.0
83ceaefffffffff,27.0,0.0
83cf16fffffffff,6.0,0.0
83cf32fffffffff,2.0,0.0
83df44fffffffff,3.0,0.0
83df45fffffffff,25.0,0.0
83df68fffffffff,6.0,0.0
83df69fffffffff,7.0,0.0
83df6dfffffffff,2.0,0.0
