cell_id,Parabuteo unicinctus,Parabuteo unicinctus harrisi,Parabuteo unicinctus unicinctus
848f2e3ffffffff,69.0,22.0,0.0
848f2e7ffffffff,7.0,0.0,0.0
848f2ebffffffff,12.0,0.0,0.0
848f465ffffffff,2.0,0.0,0.0
848f501ffffffff,129.0,0.0,0.0
848f505ffffffff,90.0,0.0,0.0
848f507ffffffff,12.0,0.0,0.0
848f509ffffffff,26.0,0.0,0.0
848f50dffffffff,349.0,0.0,0.0
848f51dffffffff,14.0,0.0,0.0
848f543ffffffff,2.0,0.0,0.0
848f545ffffffff,52.0,0.0,0.0
848f547ffffffff,32.0,0.0,0.0
848f549ffffffff,2.0,0.0,0.0
848f54bffffffff,46.0,0.0,7.0
848f54dffffffff,31.0,0.0,0.0
848f553ffffffff,9.0,0.0,0.0
848f559ffffffff,36.0,0.0,0.0
848f55bffffffff,5.0,0.0,0.0
848f55dffffffff,4.0,0.0,3.0
848f563ffffffff,22.0,0.0,0.0
848f569ffffffff,2.0,0.0,0.0
848f56bffffffff,9.0,0.0,0.0
848f581ffffffff,2.0,2.0,0.0
848f5b1ffffffff,21.0,0.0,0.0
848f5b3ffffffff,5.0,0.0,0.0
848f5b7ffffffff,14.0,0.0,0.0
848f5b9ffffffff,2.0,0.0,0.0
848f5e1ffffffff,2.0,0.0,0.0
848f5edffffffff,1.0,0.0,0.0
848f725ffffffff,13.0,7.0,0.0
848f72dffffffff,7.0,0.0,0.0
848f735ffffffff,2.0,0.0,0.0
848f737ffffffff,12.0,0.0,5.0
848f761ffffffff,5.0,1.0,0.0
848f765ffffffff,19.0,2.0,0.0
848f769ffffffff,13.0,0.0,0.0
848f76dffffffff,3.0,0.0,0.0
84a5969ffffffff,2.0,0.0,0.0
84a8101ffffffff,235.0,0.0,18.0
84a8103ffffffff,2.0,0.0,0.0
84a8105ffffffff,8.0,0.0,0.0
84a8107ffffffff,14.0,0.0,6.0
84a8109ffffffff,4.0,0.0,0.0
84a810dffffffff,18.0,0.0,0.0
84a8115ffffffff,1.0,0.0,0.0
84a811dffffffff,2.0,0.0,0.0
84a8127ffffffff,4.0,0.0,0.0
84a8143ffffffff,1.0,0.0,1.0
84a8337ffffffff,4.0,0.0,0.0
84a840dffffffff,65.0,0.0,0.0
84a8411ffffffff,6.0,0.0,0.0
84a845bffffffff,4.0,0.0,0.0
84a8461ffffffff,3.0,0.0,0.0
84a8463ffffffff,4.0,0.0,0.0
84a8591ffffffff,10.0,0.0,0.0
84a8597ffffffff,1.0,0.0,0.0
84a8599ffffffff,3.0,0.0,0.0
84a85b3ffffffff,2.0,0.0,0.0
84a85d3ffffffff,34.0,0.0,1.0
84a85d7ffffffff,2.0,0.0,0.0
84a8647ffffffff,1.0,0.0,0.0
84a864bffffffff,1.0,0.0,0.0
84a8663ffffffff,2.0,0.0,0.0
84a8681ffffffff,1.0,0.0,0.0
84a8689ffffffff,6.0,0.0,0.0
84a8691ffffffff,3.0,0.0,0.0
84a86a1ffffffff,3.0,0.0,0.0
84a86d1ffffffff,1.0,0.0,0.0
84a86d5ffffffff,3.0,0.0,0.0
84a8811ffffffff,1.0,0.0,0.0
84a8867ffffffff,5.0,0.0,0.0
84a8915ffffffff,3.0,0.0,0.0
84a8917ffffffff,1.0,0.0,0.0
84a8953ffffffff,2.0,0.0,2.0
84a89b3ffffffff,2.0,0.0,0.0
84a89edffffffff,1.0,0.0,0.0
84a8a03ffffffff,7.0,0.0,0.0
84a8a07ffffffff,107.0,0.0,4.0
84a8a17ffffffff,4.0,0.0,0.0
84a8a1dffffffff,2.0,0.0,0.0
84a8a21ffffffff,10.0,0.0,1.0
84a8a25ffffffff,7.0,0.0,0.0
84a8a2bffffffff,52.0,0.0,0.0
84a8a39ffffffff,5.0,0.0,0.0
84a8a3bffffffff,1.0,0.0,0.0
84a8a3dffffffff,10.0,0.0,0.0
84a8a95ffffffff,1.0,0.0,1.0
84a8a97ffffffff,1.0,0.0,0.0
84a8b13ffffffff,2.0,0.0,0.0
84a8e6dffffffff,2.0,0.0,0.0
84a8ed5ffffffff,1.0,0.0,0.0
84a903bffffffff,1.0,0.0,0.0
84a92cbffffffff,3.0,0.0,0.0
84a92ebffffffff,1.0,0.0,0.0
84a9441ffffffff,7.0,0.0,0.0
84a9445ffffffff,2.0,0.0,0.0
84a946bffffffff,2.0,0.0,0.0
84a948bffffffff,2.0,0.0,0.0
84a94b1ffffffff,2.0,0.0,0.0
84a94b5ffffffff,4.0,0.0,0.0
84a94c7ffffffff,1.0,0.0,0.0
84a94e5ffffffff,206.0,0.0,0.0
84a94e7ffffffff,7.0,0.0,0.0
84a950dffffffff,2.0,0.0,0.0
84a95d1ffffffff,3.0,0.0,0.0
84a95dbffffffff,5.0,0.0,0.0
84a9621ffffffff,1.0,0.0,0.0
84a9623ffffffff,3.0,0.0,0.0
84a9627ffffffff,4.0,0.0,0.0
84a962bffffffff,2.0,0.0,0.0
84a962dffffffff,9.0,0.0,0.0
84a9645ffffffff,7.0,0.0,0.0
84a9647ffffffff,2.0,0.0,0.0
84a964dffffffff,2.0,0.0,0.0
84a9665ffffffff,2.0,0.0,0.0
84a9669ffffffff,2.0,0.0,0.0
84a9685ffffffff,5.0,0.0,0.0
84a9687ffffffff,2.0,0.0,0.0
84a9691ffffffff,3.0,0.0,0.0
84a96c7ffffffff,2.0,0.0,0.0
84a9711ffffffff,1.0,0.0,0.0
84b2003ffffffff,2.0,0.0,0.0
84b2007ffffffff,8.0,0.0,0.0
84b2009ffffffff,4.0,0.0,0.0
84b2015ffffffff,176.0,0.0,0.0
84b2039ffffffff,51.0,0.0,0.0
84b2051ffffffff,1.0,0.0,0.0
84b2055ffffffff,2.0,0.0,0.0
84b208dffffffff,1.0,0.0,0.0
84b2095ffffffff,1.0,0.0,0.0
84b20adffffffff,1.0,0.0,0.0
84b20b3ffffffff,2.0,0.0,0.0
84b20b7ffffffff,2.0,0.0,0.0
84b2191ffffffff,474.0,0.0,0.0
84b2193ffffffff,8.0,0.0,0.0
84b2195ffffffff,13.0,0.0,0.0
84b2197ffffffff,102.0,0.0,0.0
84b2199ffffffff,2.0,0.0,0.0
84b219bffffffff,7.0,0.0,0.0
84b219dffffffff,9.0,0.0,0.0
84b21bbffffffff,65.0,0.0,0.0
84b21d7ffffffff,6.0,0.0,0.0
84b21d9ffffffff,19.0,0.0,0.0
84b21dbffffffff,13.0,0.0,0.0
84b21ddffffffff,68.0,0.0,0.0
84b2261ffffffff,1.0,0.0,0.0
84b22d9ffffffff,2.0,0.0,0.0
84b2405ffffffff,9.0,0.0,0.0
84b2413ffffffff,37.0,0.0,0.0
84b2421ffffffff,1.0,0.0,0.0
84b2429ffffffff,2.0,0.0,0.0
84b242bffffffff,1.0,0.0,0.0
84b2435ffffffff,3.0,0.0,0.0
84b243dffffffff,4.0,0.0,0.0
84b2463ffffffff,8.0,0.0,0.0
84b2485ffffffff,2.0,0.0,0.0
84b24a5ffffffff,3.0,0.0,0.0
84b24a9ffffffff,8.0,0.0,0.0
84b24abffffffff,4.0,0.0,0.0
84b24adffffffff,9.0,0.0,0.0
84b24c5ffffffff,1.0,0.0,0.0
84b24c7ffffffff,2.0,0.0,0.0
84b24c9ffffffff,3.0,0.0,0.0
84b24cdffffffff,24.0,0.0,0.0
84b24d1ffffffff,2.0,0.0,0.0
84b24d7ffffffff,4.0,0.0,0.0
84b24dbffffffff,7.0,0.0,0.0
84b24e3ffffffff,3.0,0.0,0.0
84b24e5ffffffff,4.0,0.0,0.0
84b24e9ffffffff,4.0,0.0,0.0
84b24ebffffffff,3.0,0.0,0.0
84b2525ffffffff,61.0,0.0,0.0
84b2527ffffffff,3.0,0.0,0.0
84b2549ffffffff,3.0,0.0,0.0
84b254bffffffff,3.0,0.0,0.0
84b2591ffffffff,30.0,0.0,0.0
84b259bffffffff,1.0,0.0,0.0
84b25c1ffffffff,3.0,0.0,0.0
84b25cdffffffff,23.0,0.0,0.0
84b25d3ffffffff,12.0,0.0,0.0
84b25d7ffffffff,4.0,0.0,0.0
84b25ddffffffff,2.0,0.0,0.0
84b2601ffffffff,4.0,0.0,0.0
84b2613ffffffff,17.0,0.0,0.0
84b2619ffffffff,3.0,0.0,0.0
84b2627ffffffff,3.0,0.0,0.0
84b262dffffffff,4.0,0.0,0.0
84b263bffffffff,2.0,0.0,0.0
84b2691ffffffff,2.0,0.0,0.0
84b26adffffffff,10.0,0.0,0.0
84b26e3ffffffff,1.0,0.0,0.0
84b26ebffffffff,2.0,0.0,0.0
84b26edffffffff,2.0,0.0,0.0
84b270bffffffff,1.0,0.0,0.0
84b270dffffffff,2.0,0.0,0.0
84b2717ffffffff,2.0,0.0,0.0
84b2723ffffffff,2.0,0.0,0.0
84b272bffffffff,2.0,0.0,0.0
84b273dffffffff,2.0,0.0,0.0
84b2749ffffffff,4.0,0.0,0.0
84b274bffffffff,2.0,0.0,0.0
84b275bffffffff,1.0,0.0,0.0
84b275dffffffff,2.0,0.0,0.0
84b276bffffffff,1.0,0.0,0.0
84b2c01ffffffff,9.0,0.0,0.0
84b2c03ffffffff,28.0,0.0,0.0
84b2c05ffffffff,14.0,0.0,0.0
84b2c07ffffffff,5.0,0.0,0.0
84b2c09ffffffff,45.0,0.0,7.0
84b2c0bffffffff,162.0,0.0,92.0
84b2c0dffffffff,773.0,0.0,125.0
84b2c11ffffffff,63.0,0.0,0.0
84b2c15ffffffff,140.0,0.0,0.0
84b2c17ffffffff,6.0,0.0,0.0
84b2c1dffffffff,41.0,0.0,0.0
84b2c2bffffffff,51.0,0.0,0.0
84b2c31ffffffff,19.0,0.0,0.0
84b2c33ffffffff,15.0,0.0,0.0
84b2c35ffffffff,73.0,0.0,0.0
84b2c37ffffffff,2.0,0.0,0.0
84b2c39ffffffff,44.0,0.0,0.0
84b2c3bffffffff,21.0,0.0,1.0
84b2c3dffffffff,30.0,0.0,0.0
84b2c41ffffffff,1073.0,0.0,86.0
84b2c43ffffffff,81.0,0.0,5.0
84b2c45ffffffff,55.0,0.0,9.0
84b2c47ffffffff,215.0,0.0,11.0
84b2c49ffffffff,57.0,0.0,12.0
84b2c4bffffffff,253.0,0.0,39.0
84b2c4dffffffff,219.0,0.0,8.0
84b2c51ffffffff,1047.0,0.0,68.0
84b2c53ffffffff,61.0,0.0,20.0
84b2c55ffffffff,908.0,0.0,177.0
84b2c57ffffffff,122.0,0.0,4.0
84b2c5dffffffff,888.0,0.0,93.0
84b2c81ffffffff,2.0,0.0,0.0
84b2c83ffffffff,4.0,0.0,0.0
84b2c89ffffffff,2.0,0.0,0.0
84b2c8bffffffff,6.0,0.0,0.0
84b2c8dffffffff,3.0,0.0,0.0
84b2ca7ffffffff,2.0,0.0,0.0
84b2ca9ffffffff,2.0,0.0,0.0
84b2cd9ffffffff,2.0,0.0,0.0
84b2cddffffffff,6.0,0.0,0.0
84b2ce5ffffffff,11.0,0.0,0.0
84b2ce7ffffffff,5.0,0.0,0.0
84b2cedffffffff,5.0,0.0,0.0
84b2d81ffffffff,6.0,0.0,0.0
84b2d83ffffffff,4.0,0.0,0.0
84b2d87ffffffff,99.0,0.0,0.0
84b2d89ffffffff,4.0,0.0,0.0
84b2d97ffffffff,10.0,0.0,0.0
84b2d9dffffffff,7.0,0.0,0.0
84b2da3ffffffff,26.0,0.0,0.0
84b2da5ffffffff,1.0,0.0,0.0
84b2dabffffffff,32.0,0.0,0.0
84b2db1ffffffff,3.0,0.0,0.0
84b2db3ffffffff,18.0,0.0,0.0
84b2db7ffffffff,2.0,0.0,0.0
84b2db9ffffffff,1.0,0.0,0.0
84b2dbdffffffff,2.0,0.0,0.0
84b2dc3ffffffff,29.0,0.0,0.0
84b2dcbffffffff,88.0,0.0,1.0
84b2dd1ffffffff,48.0,0.0,0.0
84b2dd3ffffffff,4.0,0.0,0.0
84b2dd5ffffffff,15.0,0.0,0.0
84b2dd7ffffffff,1.0,0.0,0.0
84b2dd9ffffffff,48.0,0.0,0.0
84b2ddbffffffff,45.0,0.0,11.0
84b2dddffffffff,2.0,0.0,0.0
84b2e0dffffffff,12.0,0.0,0.0
84b2e1bffffffff,1.0,0.0,0.0
84b2e1dffffffff,13.0,0.0,0.0
84b2e21ffffffff,61.0,0.0,0.0
84b2e23ffffffff,11.0,0.0,0.0
84b2e27ffffffff,83.0,0.0,2.0
84b2e29ffffffff,28.0,0.0,0.0
84b2e2bffffffff,17.0,0.0,0.0
84b2e2dffffffff,81.0,0.0,0.0
84b2e35ffffffff,6.0,0.0,2.0
84b2e37ffffffff,18.0,0.0,2.0
84b2e3dffffffff,19.0,0.0,0.0
84b2e45ffffffff,6.0,0.0,0.0
84b2e4dffffffff,8.0,0.0,0.0
84b2e65ffffffff,5.0,0.0,0.0
84b2e67ffffffff,15.0,0.0,0.0
84b2e69ffffffff,17.0,0.0,0.0
84b2e6bffffffff,19.0,0.0,0.0
84b2e6dffffffff,67.0,0.0,0.0
84b2e83ffffffff,2.0,0.0,0.0
84b2e85ffffffff,22.0,0.0,0.0
84b2e8dffffffff,7.0,0.0,0.0
84b2e91ffffffff,2.0,0.0,0.0
84b2e95ffffffff,1.0,0.0,0.0
84b2ea5ffffffff,2.0,0.0,0.0
84b2ea9ffffffff,6.0,0.0,0.0
84b2eabffffffff,1.0,0.0,0.0
84b2eb7ffffffff,8.0,0.0,0.0
84b2eb9ffffffff,11.0,0.0,0.0
84b2ebbffffffff,42.0,0.0,0.0
84b2ec5ffffffff,17.0,0.0,0.0
84b2ec7ffffffff,75.0,0.0,0.0
84b2ecdffffffff,4.0,0.0,0.0
84b2ee1ffffffff,20.0,0.0,0.0
84b2ee3ffffffff,24.0,0.0,0.0
84b2ee7ffffffff,5.0,0.0,0.0
84b2eebffffffff,72.0,0.0,0.0
84b2eedffffffff,20.0,0.0,0.0
84b3001ffffffff,23.0,0.0,0.0
84b3009ffffffff,116.0,0.0,0.0
84b300bffffffff,40.0,0.0,0.0
84b3015ffffffff,4.0,0.0,0.0
84b3043ffffffff,309.0,0.0,0.0
84b3045ffffffff,3.0,0.0,0.0
84b3047ffffffff,354.0,0.0,0.0
84b305dffffffff,7.0,0.0,0.0
84b30e9ffffffff,31.0,0.0,0.0
84b30edffffffff,2.0,0.0,0.0
84b32a5ffffffff,1.0,0.0,0.0
84b3303ffffffff,48.0,0.0,0.0
84b3313ffffffff,3.0,0.0,0.0
84b3317ffffffff,1.0,0.0,0.0
84b3319ffffffff,1.0,0.0,0.0
84b3341ffffffff,1.0,0.0,0.0
84b3355ffffffff,13.0,0.0,0.0
84b335dffffffff,2.0,0.0,0.0
84b3363ffffffff,12.0,0.0,0.0
84b336bffffffff,2.0,0.0,0.0
84b3401ffffffff,7.0,0.0,0.0
84b3413ffffffff,3.0,0.0,0.0
84b3421ffffffff,9.0,0.0,0.0
84b3423ffffffff,22.0,0.0,0.0
84b342bffffffff,12.0,0.0,0.0
84b3435ffffffff,11.0,0.0,0.0
84b3439ffffffff,4.0,0.0,0.0
84b343bffffffff,9.0,0.0,0.0
84b343dffffffff,5.0,0.0,0.0
84b3491ffffffff,6.0,0.0,0.0
84b34a3ffffffff,1.0,0.0,0.0
84b34a5ffffffff,6.0,0.0,0.0
84b34a7ffffffff,2.0,0.0,0.0
84b34b1ffffffff,8.0,0.0,0.0
84b34b9ffffffff,1.0,0.0,0.0
84b34bdffffffff,15.0,0.0,0.0
84b34c1ffffffff,2.0,0.0,0.0
84b34c3ffffffff,2.0,0.0,0.0
84b34d1ffffffff,3.0,0.0,0.0
84b34d3ffffffff,5.0,0.0,0.0
84b34d7ffffffff,1.0,0.0,0.0
84b34d9ffffffff,1.0,0.0,0.0
84b34dbffffffff,8.0,0.0,0.0
84b34e5ffffffff,1.0,0.0,0.0
84b34e9ffffffff,2.0,0.0,0.0
84b3511ffffffff,2.0,0.0,0.0
84b3513ffffffff,3.0,0.0,0.0
84b3517ffffffff,1.0,0.0,0.0
84b3581ffffffff,2.0,0.0,0.0
84b3585ffffffff,3.0,0.0,0.0
84b3589ffffffff,22.0,0.0,0.0
84b358dffffffff,3.0,0.0,0.0
84b35a5ffffffff,11.0,0.0,0.0
84b35a7ffffffff,5.0,0.0,0.0
84b35adffffffff,17.0,0.0,0.0
84b35b9ffffffff,2.0,0.0,0.0
84b35c1ffffffff,1.0,0.0,0.0
84b35c5ffffffff,16.0,0.0,0.0
84b35c7ffffffff,10.0,0.0,0.0
84b35cdffffffff,4.0,0.0,0.0
84b35d3ffffffff,4.0,0.0,0.0
84b35d5ffffffff,11.0,0.0,0.0
84b35d7ffffffff,4.0,0.0,0.0
84b35d9ffffffff,6.0,0.0,0.0
84b35ddffffffff,10.0,0.0,0.0
84b35e1ffffffff,6.0,0.0,0.0
84b35e5ffffffff,10.0,0.0,0.0
84b35e9ffffffff,23.0,0.0,0.0
84b35ebffffffff,2.0,0.0,0.0
84b3603ffffffff,3.0,0.0,0.0
84b360bffffffff,1.0,0.0,0.0
84b3611ffffffff,19.0,0.0,0.0
84b3615ffffffff,3.0,0.0,0.0
84b3617ffffffff,18.0,0.0,0.0
84b361dffffffff,2.0,0.0,0.0
84b3623ffffffff,4.0,0.0,0.0
84b3629ffffffff,10.0,0.0,0.0
84b3633ffffffff,5.0,0.0,0.0
84b3635ffffffff,3.0,0.0,0.0
84b3657ffffffff,2.0,0.0,0.0
84b365dffffffff,1.0,0.0,0.0
84b366dffffffff,2.0,0.0,0.0
84b3683ffffffff,3.0,0.0,0.0
84b368bffffffff,12.0,0.0,0.0
84b3699ffffffff,16.0,0.0,0.0
84b369dffffffff,6.0,0.0,0.0
84b36b5ffffffff,2.0,0.0,0.0
84b36c3ffffffff,2.0,0.0,0.0
84b36c7ffffffff,1.0,0.0,0.0
84b36c9ffffffff,1.0,0.0,0.0
84b36d3ffffffff,3.0,0.0,0.0
84b36d5ffffffff,16.0,0.0,0.0
84b36d7ffffffff,11.0,0.0,0.0
84b36edffffffff,5.0,0.0,0.0
84c2031ffffffff,10.0,0.0,0.0
84c2037ffffffff,23.0,0.0,0.0
84c2053ffffffff,9.0,0.0,0.0
84c205bffffffff,57.0,0.0,0.0
84c2183ffffffff,3.0,0.0,0.0
84c218bffffffff,10.0,0.0,0.0
84c21b1ffffffff,4.0,0.0,0.0
84c21b3ffffffff,13.0,0.0,1.0
84c21b9ffffffff,1.0,0.0,0.0
84c21bbffffffff,3.0,0.0,0.0
84c21d1ffffffff,26.0,0.0,0.0
84c21d5ffffffff,3.0,0.0,0.0
84c21d9ffffffff,26.0,0.0,0.0
84c21ddffffffff,32.0,0.0,2.0
84c2213ffffffff,2.0,0.0,0.0
84c2217ffffffff,1.0,0.0,0.0
84c2281ffffffff,6.0,0.0,0.0
84c2287ffffffff,2.0,0.0,0.0
84c22a1ffffffff,20.0,0.0,0.0
84c22a9ffffffff,2.0,0.0,0.0
84c22adffffffff,17.0,0.0,0.0
84c22b9ffffffff,15.0,0.0,4.0
84c22c5ffffffff,16.0,0.0,0.0
84c22d3ffffffff,5.0,0.0,0.0
84c22d7ffffffff,6.0,0.0,0.0
84c22e1ffffffff,5.0,0.0,0.0
84c22e5ffffffff,7.0,0.0,0.0
84c22e7ffffffff,5.0,0.0,0.0
84c22e9ffffffff,8.0,0.0,0.0
84c22ebffffffff,1.0,0.0,0.0
84c22edffffffff,1.0,0.0,0.0
84c2c05ffffffff,10.0,0.0,2.0
84c2c07ffffffff,2.0,0.0,0.0
84c2c0dffffffff,2.0,0.0,0.0
84c2c11ffffffff,2.0,0.0,0.0
84c2c13ffffffff,4.0,0.0,0.0
84c2c17ffffffff,32.0,0.0,0.0
84c2c19ffffffff,54.0,0.0,2.0
84c2c1bffffffff,2.0,0.0,0.0
84c2c1dffffffff,4.0,0.0,0.0
84c2c23ffffffff,9.0,0.0,0.0
84c2c29ffffffff,8.0,0.0,0.0
84c2c31ffffffff,4.0,0.0,0.0
84c2c3bffffffff,7.0,0.0,0.0
84c2c41ffffffff,10.0,0.0,0.0
84c2c45ffffffff,2.0,0.0,0.0
84c2c49ffffffff,61.0,0.0,7.0
84c2c4bffffffff,4.0,0.0,0.0
84c2c4dffffffff,3.0,0.0,0.0
84c2c53ffffffff,94.0,0.0,0.0
84c2c57ffffffff,14.0,0.0,0.0
84c2c59ffffffff,2.0,0.0,0.0
84c2c5bffffffff,56.0,0.0,0.0
84c2c63ffffffff,10.0,0.0,0.0
84c2c69ffffffff,9.0,0.0,0.0
84c2c6dffffffff,66.0,0.0,0.0
84c2c89ffffffff,4.0,0.0,0.0
84c2c95ffffffff,1.0,0.0,0.0
84c2c97ffffffff,7.0,0.0,0.0
84c2ca1ffffffff,4.0,0.0,0.0
84c2ca3ffffffff,3.0,0.0,0.0
84c2ca5ffffffff,4.0,0.0,0.0
84c2ca7ffffffff,19.0,0.0,0.0
84c2ca9ffffffff,2.0,0.0,0.0
84c2cabffffffff,6.0,0.0,0.0
84c2cadffffffff,39.0,0.0,0.0
84c2cb1ffffffff,14.0,0.0,0.0
84c2cb5ffffffff,7.0,0.0,0.0
84c2cc1ffffffff,2.0,0.0,0.0
84c2cc3ffffffff,2.0,0.0,0.0
84c2cc5ffffffff,3.0,0.0,0.0
84c2cc7ffffffff,2.0,0.0,0.0
84c2ccdffffffff,4.0,0.0,0.0
84c2cd1ffffffff,2.0,0.0,0.0
84c2cd3ffffffff,11.0,0.0,0.0
84c2cd9ffffffff,8.0,0.0,0.0
84c2cdbffffffff,12.0,0.0,0.0
84c2ce1ffffffff,211.0,0.0,0.0
84c2ce3ffffffff,1.0,0.0,0.0
84c2ce5ffffffff,7.0,0.0,0.0
84c2ce7ffffffff,4.0,0.0,0.0
84c2ce9ffffffff,8.0,0.0,0.0
84c2cedffffffff,1.0,0.0,0.0
84c2d07ffffffff,1.0,0.0,0.0
84c2d17ffffffff,2.0,0.0,0.0
84c2d37ffffffff,1.0,0.0,0.0
84c2d49ffffffff,2.0,0.0,2.0
84c2d4bffffffff,3.0,0.0,0.0
84c2d4dffffffff,7.0,0.0,0.0
84c2d63ffffffff,2.0,0.0,0.0
84c2d6bffffffff,3.0,0.0,0.0
84c2d8dffffffff,1.0,0.0,1.0
84c2d93ffffffff,15.0,0.0,0.0
84c2dc1ffffffff,2.0,0.0,0.0
84c2e03ffffffff,4.0,0.0,0.0
84c2e07ffffffff,57.0,0.0,2.0
84c2e09ffffffff,2.0,0.0,0.0
84c2e0bffffffff,27.0,0.0,0.0
84c2e0dffffffff,4.0,0.0,0.0
84c2e17ffffffff,101.0,0.0,0.0
84c2e1bffffffff,8.0,0.0,0.0
84c2e1dffffffff,15.0,0.0,5.0
84c2e21ffffffff,26.0,0.0,0.0
84c2e23ffffffff,546.0,0.0,0.0
84c2e29ffffffff,28.0,0.0,0.0
84c2e2bffffffff,142.0,0.0,0.0
84c2e2dffffffff,97.0,0.0,0.0
84c2e31ffffffff,4301.0,0.0,78.0
84c2e33ffffffff,309.0,0.0,17.0
84c2e35ffffffff,26.0,0.0,3.0
84c2e37ffffffff,30.0,0.0,0.0
84c2e39ffffffff,1187.0,0.0,0.0
84c2e3bffffffff,225.0,0.0,0.0
84c2e3dffffffff,333.0,0.0,0.0
84c2e53ffffffff,7.0,0.0,0.0
84c2e59ffffffff,1.0,0.0,0.0
84c2e5dffffffff,4.0,0.0,0.0
84c2e63ffffffff,2.0,0.0,0.0
84c2e67ffffffff,7.0,0.0,0.0
84c2e6dffffffff,5.0,0.0,0.0
84c2e85ffffffff,11.0,0.0,0.0
84c2e87ffffffff,5.0,0.0,0.0
84c2ea1ffffffff,8.0,0.0,0.0
84c2ea5ffffffff,2.0,0.0,0.0
84c2ea9ffffffff,1.0,0.0,0.0
84c2eadffffffff,6.0,0.0,0.0
84c2eb5ffffffff,3.0,0.0,0.0
84c2eb7ffffffff,1.0,0.0,0.0
84c2ebbffffffff,29.0,0.0,0.0
84c2ecdffffffff,16.0,0.0,0.0
84c2eddffffffff,1.0,0.0,0.0
84c2ee1ffffffff,7.0,0.0,0.0
84c2ee3ffffffff,5.0,0.0,0.0
84c2ee5ffffffff,29.0,0.0,0.0
84c2ee7ffffffff,10.0,0.0,0.0
84c2eedffffffff,12.0,0.0,0.0
84c2f07ffffffff,4.0,0.0,0.0
84c2f11ffffffff,309.0,0.0,13.0
84c2f13ffffffff,7.0,0.0,0.0
84c2f15ffffffff,443.0,0.0,15.0
84c2f17ffffffff,50.0,0.0,5.0
84c2f1dffffffff,183.0,0.0,3.0
84c2f23ffffffff,17.0,0.0,0.0
84c2f27ffffffff,14.0,0.0,4.0
84c2f2bffffffff,57.0,0.0,0.0
84c2f31ffffffff,21.0,0.0,0.0
84c2f33ffffffff,5.0,0.0,0.0
84c2f35ffffffff,5.0,0.0,0.0
84c2f37ffffffff,23.0,0.0,0.0
84c2f39ffffffff,154.0,0.0,1.0
84c2f3bffffffff,12.0,0.0,0.0
84c2f3dffffffff,181.0,0.0,4.0
84c3053ffffffff,3.0,0.0,0.0
84c3089ffffffff,2.0,0.0,0.0
84c308bffffffff,4.0,0.0,0.0
84c30d5ffffffff,2.0,0.0,0.0
84c3217ffffffff,4.0,0.0,0.0
84c3241ffffffff,9.0,0.0,0.0
84c3283ffffffff,6.0,0.0,0.0
84c3297ffffffff,22.0,0.0,0.0
84c329bffffffff,4.0,0.0,0.0
84c32adffffffff,2.0,0.0,0.0
84c32e1ffffffff,38.0,0.0,0.0
84c32edffffffff,23.0,0.0,0.0
84c3401ffffffff,7.0,0.0,0.0
84c3409ffffffff,11.0,0.0,0.0
84c3411ffffffff,4.0,0.0,0.0
84c3427ffffffff,2.0,0.0,0.0
84c343bffffffff,3.0,0.0,0.0
84c3445ffffffff,4.0,0.0,0.0
84c349bffffffff,4.0,0.0,0.0
84c34dbffffffff,3.0,0.0,0.0
84c3501ffffffff,1.0,0.0,0.0
84c3505ffffffff,10.0,0.0,0.0
84c3507ffffffff,2.0,0.0,0.0
84c351bffffffff,1.0,0.0,0.0
84c3521ffffffff,3.0,0.0,0.0
84c3527ffffffff,2.0,0.0,0.0
84c352dffffffff,1.0,0.0,0.0
84c3533ffffffff,4.0,0.0,0.0
84c3539ffffffff,26.0,0.0,0.0
84c353dffffffff,4.0,0.0,0.0
84c3545ffffffff,2.0,0.0,0.0
84c3563ffffffff,1.0,0.0,0.0
84c3569ffffffff,4.0,0.0,2.0
84c356dffffffff,2.0,0.0,0.0
84c3585ffffffff,2.0,0.0,0.0
84c35a7ffffffff,2.0,0.0,0.0
84c35d3ffffffff,1.0,0.0,0.0
84c3609ffffffff,12.0,0.0,0.0
84c360dffffffff,17.0,0.0,0.0
84c3649ffffffff,2.0,0.0,0.0
84c364dffffffff,8.0,0.0,0.0
84c3659ffffffff,2.0,0.0,0.0
84c3663ffffffff,1.0,0.0,0.0
84c36a5ffffffff,3.0,0.0,0.0
84c36b5ffffffff,2.0,0.0,0.0
84c36d9ffffffff,1.0,0.0,0.0
84c36ddffffffff,1.0,0.0,0.0
84c3703ffffffff,5.0,0.0,0.0
84c3709ffffffff,60.0,0.0,0.0
84c371bffffffff,5.0,0.0,0.0
84c371dffffffff,2.0,0.0,0.0
84c3735ffffffff,13.0,0.0,0.0
84c3739ffffffff,5.0,0.0,0.0
84c3743ffffffff,1.0,0.0,0.0
84c3747ffffffff,2.0,0.0,0.0
84c3755ffffffff,10.0,0.0,0.0
84c3759ffffffff,3.0,0.0,0.0
84c375bffffffff,1.0,0.0,0.0
84c375dffffffff,21.0,0.0,0.0
84c3767ffffffff,6.0,0.0,0.0
84c376dffffffff,6.0,0.0,0.0
84ce801ffffffff,2.0,0.0,0.0
84ce803ffffffff,8.0,0.0,0.0
84ce805ffffffff,1.0,0.0,0.0
84ce807ffffffff,6.0,0.0,0.0
84ce809ffffffff,19.0,0.0,0.0
