cell_id,Anthus spinoletta,Anthus spinoletta spinoletta,Anthus spinoletta coutellii,Anthus spinoletta blakistoni
82242ffffffffff,10.0,0.0,0.0,2.0
822437fffffffff,5.0,0.0,0.0,0.0
822447fffffffff,8.0,0.0,0.0,0.0
82244ffffffffff,3.0,0.0,0.0,0.0
822457fffffffff,55.0,0.0,0.0,4.0
822467fffffffff,15.0,0.0,0.0,6.0
82246ffffffffff,1.0,0.0,0.0,0.0
822477fffffffff,11.0,0.0,0.0,8.0
822487fffffffff,2.0,0.0,0.0,0.0
82248ffffffffff,19.0,0.0,0.0,0.0
8224d7fffffffff,4.0,0.0,0.0,0.0
8224dffffffffff,2.0,0.0,0.0,0.0
822517fffffffff,174.0,0.0,0.0,83.0
82251ffffffffff,4.0,0.0,0.0,4.0
822547fffffffff,2.0,0.0,0.0,2.0
82255ffffffffff,17.0,0.0,0.0,5.0
8225affffffffff,20.0,0.0,0.0,10.0
8225b7fffffffff,18.0,0.0,0.0,0.0
822c07fffffffff,593.0,0.0,0.0,0.0
822c0ffffffffff,237.0,0.0,4.0,0.0
822c17fffffffff,25.0,0.0,0.0,0.0
822c1ffffffffff,41.0,0.0,0.0,0.0
822c27fffffffff,191.0,0.0,5.0,0.0
822c2ffffffffff,902.0,0.0,230.0,0.0
822c37fffffffff,19.0,0.0,0.0,0.0
822c77fffffffff,2.0,0.0,0.0,0.0
822c87fffffffff,27.0,0.0,0.0,0.0
822c8ffffffffff,21.0,0.0,0.0,0.0
822c97fffffffff,948.0,0.0,80.0,0.0
822c9ffffffffff,35.0,0.0,0.0,0.0
822ca7fffffffff,14.0,0.0,0.0,0.0
822caffffffffff,36.0,0.0,0.0,0.0
822cc7fffffffff,134.0,0.0,0.0,0.0
822ccffffffffff,3.0,0.0,0.0,0.0
822cd7fffffffff,72.0,0.0,0.0,0.0
822cdffffffffff,2.0,0.0,0.0,0.0
822ce7fffffffff,80.0,0.0,0.0,0.0
822cf7fffffffff,250.0,0.0,0.0,0.0
822d07fffffffff,45.0,0.0,0.0,0.0
822d17fffffffff,95.0,0.0,0.0,0.0
822d1ffffffffff,12.0,0.0,0.0,0.0
822d27fffffffff,44.0,0.0,0.0,0.0
822d37fffffffff,203.0,0.0,0.0,0.0
822d57fffffffff,17.0,0.0,4.0,0.0
822d87fffffffff,1.0,0.0,0.0,0.0
822d97fffffffff,2.0,0.0,0.0,0.0
822da7fffffffff,313.0,0.0,1.0,0.0
822daffffffffff,74.0,0.0,0.0,0.0
822db7fffffffff,2500.0,0.0,718.0,0.0
823017fffffffff,2.0,0.0,0.0,0.0
823037fffffffff,1.0,0.0,0.0,0.0
823097fffffffff,4.0,0.0,0.0,0.0
82309ffffffffff,55.0,0.0,0.0,0.0
823187fffffffff,308.0,0.0,0.0,0.0
82318ffffffffff,15.0,0.0,0.0,0.0
823197fffffffff,7.0,0.0,0.0,0.0
8231affffffffff,342.0,0.0,0.0,2.0
823817fffffffff,3.0,0.0,0.0,0.0
823827fffffffff,214.0,0.0,0.0,0.0
823837fffffffff,12.0,0.0,0.0,0.0
823847fffffffff,2.0,0.0,0.0,0.0
823867fffffffff,4.0,0.0,0.0,0.0
823877fffffffff,2.0,0.0,0.0,0.0
823907fffffffff,1417.0,0.0,0.0,0.0
82390ffffffffff,706.0,0.0,0.0,0.0
823917fffffffff,848.0,0.0,0.0,0.0
82391ffffffffff,711.0,0.0,0.0,0.0
823927fffffffff,658.0,0.0,0.0,0.0
82392ffffffffff,2404.0,0.0,0.0,0.0
823937fffffffff,1067.0,2.0,0.0,0.0
823947fffffffff,829.0,0.0,0.0,0.0
823957fffffffff,886.0,0.0,0.0,0.0
82395ffffffffff,67.0,0.0,0.0,0.0
823967fffffffff,677.0,0.0,0.0,0.0
82396ffffffffff,136.0,7.0,0.0,0.0
823977fffffffff,2995.0,0.0,0.0,0.0
823987fffffffff,38.0,0.0,0.0,0.0
82398ffffffffff,7.0,1.0,0.0,0.0
8239affffffffff,30.0,2.0,0.0,0.0
823c07fffffffff,8.0,0.0,0.0,0.0
823c5ffffffffff,4.0,0.0,0.0,0.0
823c6ffffffffff,5.0,0.0,0.0,0.0
823d07fffffffff,68.0,0.0,0.0,0.0
823d37fffffffff,52.0,0.0,0.0,0.0
823da7fffffffff,15.0,0.0,0.0,0.0
823e47fffffffff,31.0,0.0,2.0,0.0
823e4ffffffffff,4.0,0.0,0.0,0.0
823e5ffffffffff,11.0,0.0,0.0,0.0
823e67fffffffff,11.0,0.0,0.0,0.0
823e6ffffffffff,1378.0,0.0,249.0,0.0
823e77fffffffff,5.0,0.0,0.0,0.0
823f2ffffffffff,127.0,0.0,0.0,0.0
823f37fffffffff,61.0,0.0,0.0,0.0
823f4ffffffffff,18.0,0.0,2.0,0.0
823f67fffffffff,90.0,0.0,0.0,0.0
823f6ffffffffff,67.0,0.0,0.0,0.0
823f77fffffffff,33.0,0.0,0.0,0.0
82401ffffffffff,2.0,0.0,0.0,0.0
824047fffffffff,6.0,0.0,0.0,0.0
82404ffffffffff,2.0,0.0,0.0,0.0
82405ffffffffff,10.0,0.0,0.0,0.0
82408ffffffffff,2.0,0.0,0.0,0.0
824097fffffffff,8.0,0.0,0.0,0.0
82409ffffffffff,2.0,0.0,0.0,0.0
8240a7fffffffff,7.0,0.0,0.0,0.0
8240b7fffffffff,2.0,0.0,0.0,0.0
8240c7fffffffff,3.0,0.0,0.0,0.0
8240dffffffffff,3.0,0.0,0.0,0.0
8240e7fffffffff,19.0,0.0,0.0,0.0
8240effffffffff,3.0,0.0,0.0,0.0
824187fffffffff,5.0,0.0,0.0,1.0
82418ffffffffff,6.0,0.0,0.0,0.0
824197fffffffff,35.0,0.0,0.0,0.0
82419ffffffffff,36.0,0.0,0.0,0.0
8241b7fffffffff,3.0,0.0,0.0,0.0
824207fffffffff,2.0,0.0,0.0,0.0
824227fffffffff,19.0,0.0,0.0,0.0
824237fffffffff,21.0,0.0,0.0,0.0
824257fffffffff,28.0,0.0,0.0,0.0
82425ffffffffff,11.0,0.0,0.0,0.0
82426ffffffffff,32.0,0.0,0.0,0.0
8242e7fffffffff,4.0,0.0,0.0,0.0
824307fffffffff,1.0,0.0,0.0,0.0
824317fffffffff,13.0,0.0,0.0,0.0
82431ffffffffff,11.0,0.0,0.0,0.0
824327fffffffff,10.0,0.0,0.0,0.0
824337fffffffff,1.0,0.0,0.0,0.0
824357fffffffff,1.0,0.0,0.0,0.0
824367fffffffff,37.0,0.0,0.0,0.0
824387fffffffff,4.0,0.0,0.0,0.0
82438ffffffffff,17.0,0.0,4.0,0.0
824397fffffffff,65.0,0.0,15.0,0.0
82439ffffffffff,4.0,0.0,0.0,0.0
8243a7fffffffff,524.0,0.0,50.0,0.0
8243affffffffff,665.0,0.0,64.0,0.0
8243b7fffffffff,2.0,0.0,2.0,0.0
824b37fffffffff,4.0,0.0,0.0,0.0
82524ffffffffff,8.0,0.0,0.0,0.0
82526ffffffffff,4.0,0.0,1.0,0.0
825347fffffffff,30.0,0.0,0.0,0.0
82534ffffffffff,65.0,0.0,9.0,0.0
825357fffffffff,1.0,0.0,0.0,0.0
825367fffffffff,51.0,0.0,0.0,0.0
82536ffffffffff,93.0,0.0,0.0,0.0
8253a7fffffffff,5.0,0.0,0.0,0.0
826327fffffffff,4.0,0.0,0.0,0.0
826337fffffffff,7.0,0.0,0.0,0.0
