cell_id,Buteo lineatus,Buteo lineatus [lineatus Group],Buteo lineatus extimus,Buteo lineatus elegans
8426487ffffffff,104.0,0.0,0.0,0.0
8426489ffffffff,744.0,0.0,0.0,0.0
842648bffffffff,191.0,0.0,0.0,0.0
842648dffffffff,65.0,0.0,0.0,0.0
8426491ffffffff,42.0,0.0,0.0,0.0
8426493ffffffff,422.0,0.0,0.0,0.0
8426495ffffffff,102.0,0.0,0.0,0.0
8426497ffffffff,165.0,0.0,0.0,0.0
8426499ffffffff,6.0,0.0,0.0,0.0
842649bffffffff,68.0,0.0,0.0,0.0
842649dffffffff,66.0,0.0,0.0,0.0
84264a1ffffffff,134.0,0.0,0.0,0.0
84264a3ffffffff,56.0,0.0,0.0,0.0
84264a5ffffffff,79.0,0.0,0.0,0.0
84264a7ffffffff,939.0,0.0,0.0,0.0
84264a9ffffffff,60.0,0.0,0.0,0.0
84264abffffffff,30.0,0.0,0.0,0.0
84264adffffffff,76.0,0.0,0.0,0.0
84264b1ffffffff,23.0,0.0,0.0,0.0
84264b3ffffffff,19.0,0.0,0.0,0.0
84264b5ffffffff,4.0,0.0,0.0,0.0
84264b7ffffffff,40.0,2.0,0.0,0.0
84264b9ffffffff,195.0,0.0,0.0,0.0
84264bbffffffff,152.0,0.0,0.0,0.0
84264bdffffffff,62.0,1.0,0.0,0.0
84264c1ffffffff,94.0,5.0,0.0,0.0
84264c3ffffffff,362.0,0.0,0.0,0.0
84264c5ffffffff,586.0,5.0,0.0,0.0
84264c7ffffffff,883.0,2.0,0.0,0.0
84264c9ffffffff,42.0,0.0,0.0,0.0
84264cbffffffff,256.0,12.0,0.0,0.0
84264cdffffffff,62.0,4.0,0.0,0.0
84264d1ffffffff,614.0,0.0,0.0,0.0
84264d3ffffffff,74.0,0.0,0.0,0.0
84264d5ffffffff,57.0,0.0,0.0,0.0
84264d7ffffffff,37.0,0.0,0.0,0.0
84264d9ffffffff,464.0,0.0,0.0,0.0
84264dbffffffff,302.0,0.0,0.0,0.0
84264ddffffffff,193.0,0.0,0.0,0.0
84264e1ffffffff,65.0,0.0,0.0,0.0
84264e3ffffffff,49.0,0.0,0.0,0.0
84264e5ffffffff,970.0,5.0,0.0,0.0
84264e7ffffffff,54.0,0.0,0.0,0.0
84264e9ffffffff,15.0,0.0,0.0,0.0
84264ebffffffff,34.0,0.0,0.0,0.0
84264edffffffff,69.0,3.0,0.0,0.0
8426501ffffffff,75.0,1.0,0.0,0.0
8426503ffffffff,43.0,0.0,0.0,0.0
8426505ffffffff,172.0,2.0,0.0,0.0
8426507ffffffff,43.0,3.0,0.0,0.0
8426509ffffffff,79.0,0.0,0.0,0.0
842650bffffffff,83.0,0.0,0.0,0.0
842650dffffffff,376.0,0.0,0.0,0.0
8426511ffffffff,27.0,0.0,0.0,0.0
8426513ffffffff,26.0,0.0,0.0,0.0
8426515ffffffff,81.0,0.0,0.0,0.0
8426517ffffffff,25.0,0.0,0.0,0.0
8426519ffffffff,64.0,0.0,0.0,0.0
842651bffffffff,235.0,0.0,0.0,0.0
842651dffffffff,100.0,0.0,0.0,0.0
8426521ffffffff,479.0,4.0,0.0,0.0
8426523ffffffff,36.0,0.0,0.0,0.0
8426525ffffffff,70.0,0.0,0.0,0.0
8426527ffffffff,94.0,0.0,0.0,0.0
8426529ffffffff,166.0,0.0,0.0,0.0
842652bffffffff,607.0,23.0,0.0,0.0
842652dffffffff,310.0,0.0,0.0,0.0
8426531ffffffff,538.0,2.0,0.0,0.0
8426533ffffffff,1134.0,16.0,0.0,0.0
8426535ffffffff,105.0,1.0,0.0,0.0
8426537ffffffff,66.0,0.0,0.0,0.0
8426539ffffffff,65.0,0.0,0.0,0.0
842653bffffffff,921.0,15.0,0.0,0.0
842653dffffffff,146.0,0.0,0.0,0.0
8426541ffffffff,104.0,2.0,0.0,0.0
8426543ffffffff,173.0,0.0,0.0,0.0
8426545ffffffff,5.0,0.0,0.0,0.0
8426547ffffffff,113.0,3.0,0.0,0.0
8426549ffffffff,4.0,0.0,0.0,0.0
842654bffffffff,127.0,0.0,0.0,0.0
842654dffffffff,167.0,0.0,0.0,0.0
8426551ffffffff,563.0,0.0,0.0,0.0
8426553ffffffff,57.0,0.0,0.0,0.0
8426555ffffffff,1309.0,4.0,0.0,0.0
8426557ffffffff,416.0,2.0,0.0,0.0
8426559ffffffff,94.0,0.0,0.0,0.0
842655bffffffff,192.0,2.0,0.0,0.0
842655dffffffff,1659.0,0.0,0.0,0.0
8426561ffffffff,486.0,4.0,0.0,0.0
8426563ffffffff,486.0,0.0,0.0,0.0
8426565ffffffff,392.0,7.0,0.0,0.0
8426567ffffffff,772.0,2.0,0.0,0.0
8426569ffffffff,33.0,0.0,0.0,0.0
842656bffffffff,13.0,0.0,0.0,0.0
842656dffffffff,88.0,0.0,0.0,0.0
8426581ffffffff,2.0,0.0,0.0,0.0
8426583ffffffff,22.0,0.0,0.0,0.0
8426585ffffffff,39.0,0.0,0.0,0.0
8426587ffffffff,133.0,0.0,0.0,0.0
8426589ffffffff,21.0,0.0,0.0,0.0
842658bffffffff,11.0,0.0,0.0,0.0
842658dffffffff,14.0,0.0,0.0,0.0
8426591ffffffff,41.0,0.0,0.0,0.0
8426593ffffffff,143.0,5.0,0.0,0.0
8426595ffffffff,20.0,0.0,0.0,0.0
8426597ffffffff,15.0,3.0,0.0,0.0
8426599ffffffff,538.0,2.0,0.0,0.0
842659bffffffff,3507.0,0.0,0.0,0.0
842659dffffffff,26.0,0.0,0.0,0.0
84265a1ffffffff,18.0,0.0,0.0,0.0
84265a3ffffffff,371.0,11.0,0.0,0.0
84265a5ffffffff,66.0,4.0,0.0,0.0
84265a7ffffffff,464.0,7.0,0.0,0.0
84265a9ffffffff,7.0,0.0,0.0,0.0
84265abffffffff,15.0,0.0,0.0,0.0
84265adffffffff,13.0,0.0,0.0,0.0
84265b1ffffffff,119.0,4.0,0.0,0.0
84265b3ffffffff,15.0,0.0,0.0,0.0
84265b5ffffffff,744.0,9.0,0.0,0.0
84265b7ffffffff,42.0,0.0,0.0,0.0
84265b9ffffffff,515.0,10.0,0.0,0.0
84265bbffffffff,39.0,2.0,0.0,0.0
84265bdffffffff,74.0,0.0,0.0,0.0
84265c1ffffffff,143.0,0.0,0.0,0.0
84265c3ffffffff,27.0,0.0,0.0,0.0
84265c5ffffffff,43.0,0.0,0.0,0.0
84265c7ffffffff,19.0,0.0,0.0,0.0
84265c9ffffffff,26.0,0.0,0.0,0.0
84265cbffffffff,44.0,0.0,0.0,0.0
84265cdffffffff,125.0,0.0,0.0,0.0
84265d1ffffffff,14.0,0.0,0.0,0.0
84265d3ffffffff,48.0,0.0,0.0,0.0
84265d5ffffffff,17.0,0.0,0.0,0.0
84265d7ffffffff,46.0,4.0,0.0,0.0
84265d9ffffffff,344.0,2.0,0.0,0.0
84265dbffffffff,314.0,4.0,0.0,0.0
84265ddffffffff,110.0,1.0,0.0,0.0
84265e1ffffffff,51.0,0.0,0.0,0.0
84265e3ffffffff,19.0,0.0,0.0,0.0
84265e5ffffffff,209.0,0.0,0.0,0.0
84265e7ffffffff,16.0,0.0,0.0,0.0
84265e9ffffffff,22.0,0.0,0.0,0.0
84265ebffffffff,14.0,0.0,0.0,0.0
84265edffffffff,99.0,0.0,0.0,0.0
8426601ffffffff,2.0,0.0,0.0,0.0
8426603ffffffff,118.0,4.0,0.0,0.0
8426605ffffffff,6.0,0.0,0.0,0.0
8426607ffffffff,73.0,1.0,0.0,0.0
8426609ffffffff,60.0,0.0,0.0,0.0
842660bffffffff,97.0,0.0,0.0,0.0
842660dffffffff,2.0,0.0,0.0,0.0
8426611ffffffff,87.0,6.0,0.0,0.0
8426613ffffffff,296.0,9.0,0.0,0.0
8426615ffffffff,57.0,0.0,0.0,0.0
8426617ffffffff,200.0,3.0,0.0,0.0
8426619ffffffff,441.0,0.0,0.0,0.0
842661bffffffff,1673.0,8.0,0.0,0.0
842661dffffffff,14.0,0.0,0.0,0.0
8426621ffffffff,20.0,2.0,0.0,0.0
8426623ffffffff,74.0,0.0,0.0,0.0
8426625ffffffff,37.0,0.0,0.0,0.0
8426627ffffffff,12.0,0.0,0.0,0.0
8426629ffffffff,72.0,2.0,0.0,0.0
842662bffffffff,52.0,2.0,0.0,0.0
842662dffffffff,63.0,0.0,0.0,0.0
8426631ffffffff,86.0,2.0,0.0,0.0
8426633ffffffff,40.0,0.0,0.0,0.0
8426635ffffffff,34.0,2.0,0.0,0.0
8426637ffffffff,7.0,0.0,0.0,0.0
8426639ffffffff,53.0,0.0,0.0,0.0
842663bffffffff,144.0,3.0,0.0,0.0
842663dffffffff,50.0,0.0,0.0,0.0
8426641ffffffff,747.0,24.0,0.0,0.0
8426643ffffffff,22.0,1.0,0.0,0.0
8426645ffffffff,344.0,2.0,0.0,0.0
8426647ffffffff,51.0,0.0,0.0,0.0
8426649ffffffff,912.0,12.0,0.0,0.0
842664bffffffff,213.0,0.0,0.0,0.0
842664dffffffff,283.0,19.0,0.0,0.0
8426651ffffffff,107.0,0.0,0.0,0.0
8426653ffffffff,28.0,0.0,0.0,0.0
8426655ffffffff,10.0,0.0,0.0,0.0
8426657ffffffff,620.0,3.0,0.0,0.0
8426659ffffffff,14.0,0.0,0.0,0.0
842665bffffffff,8.0,0.0,0.0,0.0
842665dffffffff,18.0,0.0,0.0,0.0
8426661ffffffff,21.0,0.0,0.0,0.0
8426663ffffffff,8.0,2.0,0.0,0.0
8426665ffffffff,72.0,0.0,0.0,0.0
8426667ffffffff,5.0,0.0,0.0,0.0
8426669ffffffff,40.0,0.0,0.0,0.0
842666bffffffff,33.0,2.0,0.0,0.0
842666dffffffff,17.0,0.0,0.0,0.0
8426681ffffffff,102.0,0.0,0.0,0.0
8426683ffffffff,56.0,2.0,0.0,0.0
8426685ffffffff,56.0,0.0,0.0,0.0
8426687ffffffff,7.0,0.0,0.0,0.0
8426689ffffffff,1132.0,50.0,0.0,0.0
842668bffffffff,664.0,21.0,0.0,0.0
842668dffffffff,159.0,0.0,0.0,0.0
8426691ffffffff,44.0,4.0,0.0,0.0
8426693ffffffff,51.0,10.0,0.0,0.0
8426695ffffffff,109.0,4.0,0.0,0.0
8426697ffffffff,9.0,1.0,0.0,0.0
8426699ffffffff,10.0,0.0,0.0,0.0
842669bffffffff,140.0,73.0,0.0,0.0
842669dffffffff,47.0,0.0,0.0,0.0
84266a1ffffffff,430.0,2.0,0.0,0.0
84266a3ffffffff,90.0,4.0,0.0,0.0
84266a5ffffffff,303.0,19.0,0.0,0.0
84266a7ffffffff,33.0,0.0,0.0,0.0
84266a9ffffffff,180.0,3.0,0.0,0.0
84266abffffffff,7.0,0.0,0.0,0.0
84266adffffffff,237.0,4.0,0.0,0.0
84266b1ffffffff,37.0,0.0,0.0,0.0
84266b3ffffffff,44.0,0.0,0.0,0.0
84266b5ffffffff,125.0,13.0,0.0,0.0
84266b7ffffffff,35.0,4.0,0.0,0.0
84266b9ffffffff,73.0,12.0,0.0,0.0
84266bbffffffff,210.0,25.0,0.0,0.0
84266bdffffffff,53.0,0.0,0.0,0.0
84266c1ffffffff,293.0,1.0,0.0,0.0
84266c3ffffffff,33.0,0.0,0.0,0.0
84266c5ffffffff,1656.0,5.0,0.0,0.0
84266c7ffffffff,32.0,0.0,0.0,0.0
84266c9ffffffff,6.0,0.0,0.0,0.0
84266cbffffffff,29.0,0.0,0.0,0.0
84266cdffffffff,117.0,2.0,0.0,0.0
84266d1ffffffff,64.0,0.0,0.0,0.0
84266d3ffffffff,45.0,0.0,0.0,0.0
84266d5ffffffff,2223.0,110.0,0.0,0.0
84266d7ffffffff,44.0,11.0,0.0,0.0
84266d9ffffffff,10.0,0.0,0.0,0.0
84266dbffffffff,80.0,4.0,0.0,0.0
84266ddffffffff,18.0,0.0,0.0,0.0
84266e1ffffffff,1210.0,4.0,0.0,0.0
84266e3ffffffff,77.0,0.0,0.0,0.0
84266e5ffffffff,17.0,2.0,0.0,0.0
84266e7ffffffff,125.0,0.0,0.0,0.0
84266e9ffffffff,114.0,1.0,0.0,0.0
84266ebffffffff,293.0,0.0,0.0,0.0
84266edffffffff,140.0,2.0,0.0,0.0
8426701ffffffff,2.0,0.0,0.0,0.0
8426703ffffffff,6.0,0.0,0.0,0.0
8426705ffffffff,7.0,0.0,0.0,0.0
8426707ffffffff,62.0,0.0,0.0,0.0
8426709ffffffff,6.0,0.0,0.0,0.0
842670bffffffff,14.0,0.0,0.0,0.0
842670dffffffff,5.0,0.0,0.0,0.0
8426711ffffffff,26.0,0.0,0.0,0.0
8426713ffffffff,7.0,0.0,0.0,0.0
8426717ffffffff,20.0,0.0,0.0,0.0
8426719ffffffff,53.0,5.0,0.0,0.0
842671bffffffff,6.0,0.0,0.0,0.0
842671dffffffff,13.0,7.0,0.0,0.0
8426721ffffffff,3.0,0.0,0.0,0.0
8426723ffffffff,74.0,0.0,0.0,0.0
8426727ffffffff,13.0,0.0,0.0,0.0
842672dffffffff,2.0,0.0,0.0,0.0
8426731ffffffff,27.0,0.0,0.0,0.0
8426733ffffffff,63.0,0.0,0.0,0.0
8426735ffffffff,60.0,2.0,0.0,0.0
8426737ffffffff,27.0,0.0,0.0,0.0
8426739ffffffff,3.0,0.0,0.0,0.0
842673bffffffff,31.0,0.0,0.0,0.0
842673dffffffff,31.0,0.0,0.0,0.0
8426743ffffffff,5.0,0.0,0.0,0.0
8426745ffffffff,23.0,0.0,0.0,0.0
8426747ffffffff,6.0,0.0,0.0,0.0
842674dffffffff,2.0,0.0,0.0,0.0
8426751ffffffff,2.0,0.0,0.0,0.0
8426753ffffffff,21.0,0.0,0.0,0.0
8426759ffffffff,6.0,0.0,0.0,0.0
842675bffffffff,6.0,0.0,0.0,0.0
842675dffffffff,19.0,2.0,0.0,0.0
8426765ffffffff,4.0,2.0,0.0,0.0
842676dffffffff,3.0,0.0,0.0,0.0
8426c03ffffffff,2.0,0.0,0.0,0.0
8426c09ffffffff,6.0,0.0,0.0,0.0
8426c0bffffffff,11.0,0.0,0.0,0.0
8426c0dffffffff,3.0,0.0,0.0,0.0
8426c11ffffffff,622.0,13.0,0.0,0.0
8426c13ffffffff,10.0,2.0,0.0,0.0
8426c15ffffffff,2.0,0.0,0.0,0.0
8426c17ffffffff,19.0,2.0,0.0,0.0
8426c19ffffffff,524.0,19.0,0.0,0.0
8426c1bffffffff,260.0,3.0,0.0,0.0
8426c1dffffffff,55.0,2.0,0.0,0.0
8426c31ffffffff,93.0,0.0,0.0,0.0
8426c33ffffffff,13.0,0.0,0.0,0.0
8426c37ffffffff,4.0,0.0,0.0,0.0
8426c39ffffffff,17.0,0.0,0.0,0.0
8426c3bffffffff,122.0,3.0,0.0,0.0
8426c41ffffffff,4.0,0.0,0.0,0.0
8426c43ffffffff,106.0,0.0,0.0,0.0
8426c47ffffffff,2.0,0.0,0.0,0.0
8426c49ffffffff,9.0,0.0,0.0,0.0
8426c4dffffffff,5.0,0.0,0.0,0.0
8426c51ffffffff,15.0,1.0,0.0,0.0
8426c53ffffffff,478.0,11.0,0.0,0.0
8426c55ffffffff,10.0,0.0,0.0,0.0
8426c59ffffffff,7.0,0.0,0.0,0.0
8426c5bffffffff,265.0,14.0,0.0,0.0
8426c6bffffffff,8.0,0.0,0.0,0.0
8426c81ffffffff,58.0,0.0,0.0,0.0
8426c83ffffffff,939.0,1.0,0.0,0.0
8426c85ffffffff,324.0,0.0,0.0,0.0
8426c87ffffffff,1631.0,33.0,0.0,0.0
8426c89ffffffff,2945.0,5.0,0.0,0.0
8426c8bffffffff,24.0,2.0,0.0,0.0
8426c8dffffffff,67.0,4.0,0.0,0.0
8426c91ffffffff,144.0,0.0,0.0,0.0
8426c93ffffffff,269.0,0.0,0.0,0.0
8426c95ffffffff,41.0,0.0,0.0,0.0
8426c97ffffffff,247.0,0.0,0.0,0.0
8426c99ffffffff,39.0,0.0,0.0,0.0
8426c9bffffffff,124.0,0.0,0.0,0.0
8426c9dffffffff,236.0,0.0,0.0,0.0
8426ca1ffffffff,69.0,0.0,0.0,0.0
8426ca3ffffffff,120.0,0.0,0.0,0.0
8426ca5ffffffff,42.0,0.0,0.0,0.0
8426ca7ffffffff,47.0,0.0,0.0,0.0
8426ca9ffffffff,44.0,0.0,0.0,0.0
8426cabffffffff,280.0,2.0,0.0,0.0
8426cadffffffff,59.0,0.0,0.0,0.0
8426cb1ffffffff,133.0,0.0,0.0,0.0
8426cb3ffffffff,33.0,0.0,0.0,0.0
8426cb5ffffffff,98.0,0.0,0.0,0.0
8426cb7ffffffff,31.0,0.0,0.0,0.0
8426cb9ffffffff,1843.0,1.0,0.0,0.0
8426cbbffffffff,69.0,1.0,0.0,0.0
8426cbdffffffff,2232.0,27.0,0.0,0.0
8426cc1ffffffff,39.0,0.0,0.0,0.0
8426cc3ffffffff,10.0,0.0,0.0,0.0
8426cc5ffffffff,13.0,0.0,0.0,0.0
8426cc7ffffffff,62.0,0.0,0.0,0.0
8426cc9ffffffff,1.0,0.0,0.0,0.0
8426ccbffffffff,14.0,0.0,0.0,0.0
8426ccdffffffff,5.0,1.0,0.0,0.0
8426cd1ffffffff,64.0,1.0,0.0,0.0
8426cd3ffffffff,56.0,0.0,0.0,0.0
8426cd5ffffffff,69.0,2.0,0.0,0.0
8426cd7ffffffff,99.0,1.0,0.0,0.0
8426cd9ffffffff,7.0,0.0,0.0,0.0
8426cdbffffffff,52.0,0.0,0.0,0.0
8426cddffffffff,8.0,0.0,0.0,0.0
8426ce1ffffffff,12.0,0.0,0.0,0.0
8426ce3ffffffff,38.0,0.0,0.0,0.0
8426ce5ffffffff,18.0,0.0,0.0,0.0
8426ce7ffffffff,15.0,0.0,0.0,0.0
8426ce9ffffffff,2.0,0.0,0.0,0.0
8426cebffffffff,21.0,0.0,0.0,0.0
8426cedffffffff,16.0,1.0,0.0,0.0
8426d87ffffffff,4.0,0.0,0.0,0.0
8426d8bffffffff,2.0,0.0,0.0,0.0
8426d91ffffffff,6.0,0.0,0.0,0.0
8426d93ffffffff,16.0,0.0,0.0,0.0
8426d95ffffffff,15.0,0.0,0.0,0.0
8426d97ffffffff,13.0,0.0,0.0,0.0
8426d99ffffffff,24.0,0.0,0.0,0.0
8426d9bffffffff,68.0,0.0,0.0,0.0
8426d9dffffffff,2.0,0.0,0.0,0.0
8426da3ffffffff,4.0,0.0,0.0,0.0
8426db1ffffffff,4.0,0.0,0.0,0.0
8426db3ffffffff,2.0,0.0,0.0,0.0
8426db9ffffffff,14.0,0.0,0.0,0.0
8426dbbffffffff,162.0,0.0,0.0,0.0
8426dbdffffffff,1.0,0.0,0.0,0.0
8426dc3ffffffff,1.0,0.0,0.0,0.0
8426dd3ffffffff,32.0,0.0,0.0,0.0
8426dd7ffffffff,6.0,0.0,0.0,0.0
8426dd9ffffffff,13.0,0.0,0.0,0.0
8426ddbffffffff,28.0,0.0,0.0,0.0
8426de7ffffffff,16.0,0.0,0.0,0.0
8426e01ffffffff,4.0,0.0,0.0,0.0
8426e03ffffffff,10.0,0.0,0.0,0.0
8426e07ffffffff,64.0,0.0,0.0,0.0
8426e09ffffffff,58.0,0.0,0.0,0.0
8426e0bffffffff,40.0,0.0,0.0,0.0
8426e0dffffffff,5.0,0.0,0.0,0.0
8426e11ffffffff,61.0,2.0,0.0,0.0
8426e13ffffffff,31.0,0.0,0.0,0.0
8426e15ffffffff,23.0,0.0,0.0,0.0
8426e17ffffffff,35.0,0.0,0.0,0.0
8426e19ffffffff,74.0,0.0,0.0,0.0
8426e1bffffffff,50.0,0.0,0.0,0.0
8426e23ffffffff,4.0,0.0,0.0,0.0
8426e27ffffffff,2.0,0.0,0.0,0.0
8426e2bffffffff,11.0,0.0,0.0,0.0
8426e31ffffffff,28.0,0.0,0.0,0.0
8426e33ffffffff,70.0,0.0,0.0,0.0
8426e35ffffffff,3.0,0.0,0.0,0.0
8426e37ffffffff,3.0,0.0,0.0,0.0
8426e39ffffffff,55.0,0.0,0.0,0.0
8426e3dffffffff,57.0,0.0,0.0,0.0
8426e43ffffffff,112.0,2.0,0.0,0.0
8426e47ffffffff,7.0,0.0,0.0,0.0
8426e49ffffffff,1.0,0.0,0.0,0.0
8426e4bffffffff,10.0,0.0,0.0,0.0
8426e51ffffffff,438.0,3.0,0.0,0.0
8426e53ffffffff,165.0,6.0,0.0,0.0
8426e55ffffffff,25.0,0.0,0.0,0.0
8426e57ffffffff,128.0,6.0,0.0,0.0
8426e59ffffffff,459.0,14.0,0.0,0.0
8426e5bffffffff,1787.0,59.0,0.0,0.0
8426e5dffffffff,113.0,0.0,0.0,0.0
8426e81ffffffff,32.0,0.0,0.0,0.0
8426e83ffffffff,44.0,1.0,0.0,0.0
8426e85ffffffff,168.0,0.0,0.0,0.0
8426e87ffffffff,7.0,0.0,0.0,0.0
8426e89ffffffff,21.0,0.0,0.0,0.0
8426e8bffffffff,42.0,0.0,0.0,0.0
8426e8dffffffff,20.0,1.0,0.0,0.0
8426e91ffffffff,16.0,2.0,0.0,0.0
8426e93ffffffff,8.0,2.0,0.0,0.0
8426e95ffffffff,35.0,0.0,0.0,0.0
8426e97ffffffff,61.0,0.0,0.0,0.0
8426e99ffffffff,39.0,0.0,0.0,0.0
8426e9bffffffff,48.0,2.0,0.0,0.0
8426e9dffffffff,440.0,2.0,0.0,0.0
8426ea1ffffffff,13.0,0.0,0.0,0.0
8426ea3ffffffff,6.0,0.0,0.0,0.0
8426ea5ffffffff,14.0,0.0,0.0,0.0
8426ea7ffffffff,14.0,5.0,0.0,0.0
8426ea9ffffffff,83.0,0.0,0.0,0.0
8426eabffffffff,27.0,0.0,0.0,0.0
8426eadffffffff,76.0,6.0,0.0,0.0
8426eb1ffffffff,16.0,0.0,0.0,0.0
