cell_id,Buteo lineatus,Buteo lineatus [lineatus Group],Buteo lineatus extimus,Buteo lineatus elegans
840ed97ffffffff,1.0,0.0,0.0,0.0
8426087ffffffff,9.0,0.0,0.0,0.0
842608bffffffff,3.0,0.0,0.0,0.0
842608dffffffff,8.0,4.0,0.0,0.0
8426091ffffffff,2.0,0.0,0.0,0.0
8426093ffffffff,6.0,0.0,0.0,0.0
8426099ffffffff,12.0,0.0,0.0,0.0
842609bffffffff,1.0,0.0,0.0,0.0
842609dffffffff,4.0,0.0,0.0,0.0
84260b1ffffffff,7.0,0.0,0.0,0.0
84260b3ffffffff,77.0,0.0,0.0,0.0
84260b5ffffffff,20.0,0.0,0.0,0.0
84260b7ffffffff,67.0,0.0,0.0,0.0
84260b9ffffffff,55.0,0.0,0.0,0.0
84260bbffffffff,19.0,0.0,0.0,0.0
84260c7ffffffff,2.0,0.0,0.0,0.0
84260d3ffffffff,2.0,0.0,0.0,0.0
84260d5ffffffff,2.0,0.0,0.0,0.0
84260d9ffffffff,10.0,0.0,0.0,0.0
84260ddffffffff,11.0,0.0,0.0,0.0
84260e3ffffffff,1.0,0.0,0.0,0.0
8426201ffffffff,4.0,0.0,0.0,0.0
8426203ffffffff,4.0,0.0,0.0,0.0
8426209ffffffff,2.0,0.0,0.0,0.0
842620bffffffff,56.0,0.0,0.0,0.0
842620dffffffff,18.0,2.0,0.0,0.0
8426211ffffffff,28.0,0.0,0.0,0.0
8426213ffffffff,1.0,0.0,0.0,0.0
8426215ffffffff,10.0,0.0,0.0,0.0
8426219ffffffff,62.0,0.0,0.0,0.0
842621bffffffff,68.0,1.0,0.0,0.0
842621dffffffff,20.0,0.0,0.0,0.0
8426231ffffffff,1.0,0.0,0.0,0.0
842623bffffffff,2.0,0.0,0.0,0.0
842623dffffffff,2.0,0.0,0.0,0.0
8426241ffffffff,4.0,0.0,0.0,0.0
8426243ffffffff,1.0,0.0,0.0,0.0
8426245ffffffff,280.0,0.0,0.0,0.0
8426249ffffffff,6.0,0.0,0.0,0.0
8426251ffffffff,6.0,0.0,0.0,0.0
8426253ffffffff,7.0,0.0,0.0,0.0
8426255ffffffff,6.0,0.0,0.0,0.0
8426257ffffffff,100.0,0.0,0.0,0.0
8426259ffffffff,7.0,0.0,0.0,0.0
8426269ffffffff,3.0,0.0,0.0,0.0
842626bffffffff,24.0,0.0,0.0,0.0
8426289ffffffff,6.0,0.0,0.0,0.0
8426291ffffffff,147.0,0.0,0.0,0.0
8426293ffffffff,42.0,0.0,0.0,0.0
8426297ffffffff,1.0,0.0,0.0,0.0
8426299ffffffff,11.0,0.0,0.0,0.0
842629dffffffff,6.0,0.0,0.0,0.0
84262b3ffffffff,19.0,0.0,0.0,0.0
84262b7ffffffff,13.0,0.0,0.0,0.0
84262c1ffffffff,44.0,2.0,0.0,0.0
84262c3ffffffff,5.0,0.0,0.0,0.0
84262c5ffffffff,3.0,0.0,0.0,0.0
84262c7ffffffff,3.0,0.0,0.0,0.0
84262c9ffffffff,143.0,1.0,0.0,0.0
84262cbffffffff,19.0,0.0,0.0,0.0
84262cdffffffff,313.0,5.0,0.0,0.0
84262d9ffffffff,17.0,2.0,0.0,0.0
84262dbffffffff,11.0,0.0,0.0,0.0
84262ddffffffff,22.0,0.0,0.0,0.0
84262e1ffffffff,4.0,0.0,0.0,0.0
84262e3ffffffff,6.0,0.0,0.0,0.0
84262ebffffffff,1.0,0.0,0.0,0.0
8426401ffffffff,43.0,2.0,0.0,0.0
8426403ffffffff,140.0,53.0,0.0,0.0
8426405ffffffff,211.0,1.0,0.0,0.0
8426407ffffffff,82.0,3.0,0.0,0.0
8426409ffffffff,329.0,15.0,0.0,0.0
842640bffffffff,9.0,2.0,0.0,0.0
842640dffffffff,366.0,10.0,0.0,0.0
8426411ffffffff,160.0,28.0,0.0,0.0
8426413ffffffff,149.0,10.0,0.0,0.0
8426415ffffffff,1203.0,273.0,0.0,0.0
8426417ffffffff,903.0,91.0,0.0,0.0
8426419ffffffff,29.0,4.0,0.0,0.0
842641bffffffff,93.0,11.0,0.0,0.0
842641dffffffff,307.0,24.0,0.0,0.0
8426421ffffffff,91.0,2.0,0.0,0.0
8426423ffffffff,129.0,2.0,0.0,0.0
8426425ffffffff,248.0,2.0,0.0,0.0
8426427ffffffff,39.0,0.0,0.0,0.0
8426429ffffffff,520.0,2.0,0.0,0.0
842642bffffffff,122.0,1.0,0.0,0.0
842642dffffffff,133.0,3.0,0.0,0.0
8426431ffffffff,201.0,0.0,0.0,0.0
8426433ffffffff,113.0,0.0,0.0,0.0
8426435ffffffff,44.0,0.0,0.0,0.0
8426437ffffffff,627.0,0.0,0.0,0.0
8426439ffffffff,540.0,21.0,0.0,0.0
842643bffffffff,282.0,26.0,0.0,0.0
842643dffffffff,104.0,0.0,0.0,0.0
8426441ffffffff,18.0,1.0,0.0,0.0
8426443ffffffff,38.0,0.0,0.0,0.0
8426445ffffffff,5.0,3.0,0.0,0.0
8426447ffffffff,2.0,0.0,0.0,0.0
8426449ffffffff,13.0,0.0,0.0,0.0
842644bffffffff,13.0,0.0,0.0,0.0
842644dffffffff,28.0,0.0,0.0,0.0
8426451ffffffff,4.0,0.0,0.0,0.0
8426453ffffffff,3.0,0.0,0.0,0.0
8426455ffffffff,36.0,5.0,0.0,0.0
8426457ffffffff,15.0,13.0,0.0,0.0
8426459ffffffff,56.0,13.0,0.0,0.0
842645bffffffff,13.0,5.0,0.0,0.0
842645dffffffff,28.0,6.0,0.0,0.0
8426461ffffffff,627.0,10.0,0.0,0.0
8426463ffffffff,2428.0,18.0,0.0,0.0
8426465ffffffff,8.0,0.0,0.0,0.0
8426467ffffffff,202.0,5.0,0.0,0.0
8426469ffffffff,4.0,0.0,0.0,0.0
842646bffffffff,209.0,1.0,0.0,0.0
842646dffffffff,32.0,0.0,0.0,0.0
8426481ffffffff,234.0,0.0,0.0,0.0
8426483ffffffff,44.0,0.0,0.0,0.0
8426485ffffffff,13.0,0.0,0.0,0.0
