cell_id,Tyto alba,Tyto alba [alba Group],Tyto alba schmitzi,Tyto alba gracilirostris,Tyto alba poensis,Tyto alba detorta,Tyto alba thomensis
841828bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
841828dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84182a5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84182c1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84182c3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84182c7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84182c9ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8418443ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8418447ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
841844dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8418459ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841845dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841846dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8418491ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8418493ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8418495ffffffff,50.0,0.0,0.0,0.0,0.0,0.0,0.0
8418497ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841849dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84184b1ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
84184b3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84184b5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84184b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84184b9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84184bbffffffff,76.0,0.0,0.0,0.0,0.0,0.0,0.0
84184bdffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
84184c9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84184d3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84184dbffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8418593ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8418597ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
84185b1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84185b3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84185b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84185bbffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
8418601ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8418607ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841860dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8418629ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8418633ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8418635ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8418651ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8418659ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8418683ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8418685ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
8418691ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8418695ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84186a1ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
84186bbffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84186c1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84186c3ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
84186c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84186c9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84186d1ffffffff,11.0,9.0,0.0,0.0,0.0,0.0,0.0
84186e5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
