cell_id,Muscisaxicola maclovianus,Muscisaxicola maclovianus mentalis,Muscisaxicola maclovianus maclovianus
838e4cfffffffff,19.0,0.0,0.0
838e62fffffffff,29.0,0.0,0.0
838e63fffffffff,6.0,0.0,0.0
838e6afffffffff,14.0,0.0,0.0
838e75fffffffff,18.0,0.0,0.0
838f5bfffffffff,2.0,0.0,0.0
83b200fffffffff,134.0,0.0,0.0
83b201fffffffff,41.0,0.0,0.0
83b203fffffffff,68.0,0.0,0.0
83b204fffffffff,6.0,0.0,0.0
83b20afffffffff,19.0,0.0,0.0
83b219fffffffff,197.0,0.0,0.0
83b21bfffffffff,13.0,0.0,0.0
83b21dfffffffff,59.0,0.0,0.0
83b222fffffffff,10.0,0.0,0.0
83b223fffffffff,2.0,0.0,0.0
83b224fffffffff,8.0,0.0,0.0
83b225fffffffff,1.0,0.0,0.0
83b226fffffffff,300.0,0.0,0.0
83b250fffffffff,2.0,0.0,0.0
83b258fffffffff,12.0,0.0,0.0
83b25cfffffffff,6.0,0.0,0.0
83b25efffffffff,1.0,0.0,0.0
83b2c0fffffffff,262.0,1.0,0.0
83b2c1fffffffff,113.0,0.0,0.0
83b2c2fffffffff,26.0,0.0,0.0
83b2c3fffffffff,88.0,0.0,0.0
83b2c4fffffffff,520.0,0.0,0.0
83b2c5fffffffff,1170.0,93.0,0.0
83b2c8fffffffff,1.0,0.0,0.0
83b2cafffffffff,21.0,0.0,0.0
83b2cdfffffffff,5.0,0.0,0.0
83b2cefffffffff,32.0,0.0,0.0
83b2d8fffffffff,60.0,0.0,0.0
83b2d9fffffffff,9.0,0.0,0.0
83b2dafffffffff,42.0,0.0,0.0
83b2dbfffffffff,6.0,0.0,0.0
83b2dcfffffffff,65.0,0.0,0.0
83b2ddfffffffff,62.0,0.0,0.0
83b2e0fffffffff,1.0,0.0,0.0
83b2e1fffffffff,2.0,0.0,0.0
83b2e2fffffffff,359.0,0.0,0.0
83b2e3fffffffff,17.0,0.0,0.0
83b2e4fffffffff,5.0,0.0,0.0
83b2e6fffffffff,78.0,0.0,0.0
83b2e8fffffffff,7.0,0.0,0.0
83b2ebfffffffff,2.0,0.0,0.0
83b2edfffffffff,3.0,0.0,0.0
83b2eefffffffff,18.0,0.0,0.0
83b300fffffffff,191.0,0.0,0.0
83b301fffffffff,10.0,0.0,0.0
83b303fffffffff,28.0,0.0,0.0
83b304fffffffff,309.0,0.0,0.0
83b305fffffffff,25.0,0.0,0.0
83b30afffffffff,20.0,0.0,0.0
83b30bfffffffff,9.0,0.0,0.0
83b30cfffffffff,2.0,0.0,0.0
83b30efffffffff,13.0,0.0,0.0
83b319fffffffff,26.0,0.0,0.0
83b31dfffffffff,20.0,0.0,0.0
83b330fffffffff,20.0,0.0,0.0
83b331fffffffff,51.0,0.0,0.0
83b334fffffffff,2.0,0.0,0.0
83b335fffffffff,7.0,0.0,0.0
83b336fffffffff,10.0,0.0,0.0
83c205fffffffff,7.0,0.0,0.0
83c218fffffffff,2.0,0.0,0.0
83c221fffffffff,21.0,0.0,0.0
83c22afffffffff,2.0,0.0,0.0
83c22efffffffff,10.0,0.0,0.0
83c2c5fffffffff,2.0,0.0,0.0
83c2e3fffffffff,293.0,0.0,0.0
83c2f1fffffffff,69.0,0.0,0.0
83c2f2fffffffff,4.0,0.0,0.0
83c2f3fffffffff,2.0,0.0,0.0
83c305fffffffff,2.0,0.0,0.0
