cell_id,Regulus regulus,Regulus regulus [regulus Group],Regulus regulus ellenthalerae,Regulus regulus teneriffae,Regulus regulus azoricus,Regulus regulus sanctaemariae,Regulus regulus inermis,Regulus regulus [himalayensis Group]
833911fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833915fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833918fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833919fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83391afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83391efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833921fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833922fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833923fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833928fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83392cfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83392dfffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833931fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833933fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833942fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833943fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833944fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833956fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83395cfffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833962fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833972fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833973fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833975fffffffff,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833c02fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833c0afffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
833c0efffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
833c1dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833c52fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833c58fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833c59fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833d04fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833d06fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833d10fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833d11fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833d15fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833d22fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833f36fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833f4dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834043fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8340c2fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834b30fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834b75fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
834ba1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834ba2fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834ba5fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834bb1fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834bb5fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
