cell_id,Icterus spurius,Icterus spurius spurius,Icterus spurius fuertesi
83278dfffffffff,2.0,0.0,0.0
83278efffffffff,2.0,0.0,0.0
832790fffffffff,3.0,0.0,0.0
832794fffffffff,2.0,0.0,0.0
832795fffffffff,7.0,0.0,0.0
832798fffffffff,6.0,1.0,0.0
832799fffffffff,8.0,0.0,0.0
83279cfffffffff,3.0,0.0,0.0
8327a0fffffffff,1.0,0.0,0.0
8327a1fffffffff,3.0,0.0,0.0
8327a3fffffffff,2.0,0.0,0.0
8327a4fffffffff,2.0,0.0,0.0
8327a9fffffffff,9.0,0.0,0.0
8327aafffffffff,1.0,0.0,0.0
8327acfffffffff,2.0,0.0,0.0
8327adfffffffff,4.0,0.0,0.0
8327aefffffffff,4.0,0.0,0.0
8327b1fffffffff,5.0,0.0,0.0
832800fffffffff,5.0,0.0,0.0
832802fffffffff,25.0,0.0,0.0
832806fffffffff,5.0,0.0,0.0
83281bfffffffff,18.0,3.0,0.0
83281cfffffffff,35.0,0.0,0.0
832830fffffffff,390.0,10.0,0.0
832831fffffffff,11.0,0.0,0.0
832834fffffffff,248.0,4.0,0.0
832835fffffffff,208.0,0.0,0.0
832836fffffffff,5.0,0.0,0.0
832894fffffffff,1.0,0.0,0.0
8328a9fffffffff,6.0,0.0,0.0
8328aefffffffff,3.0,0.0,0.0
8328c2fffffffff,1.0,0.0,0.0
8328c6fffffffff,6.0,0.0,0.0
8328d1fffffffff,17.0,1.0,0.0
8328d5fffffffff,5.0,1.0,0.0
8328dcfffffffff,152.0,0.0,0.0
8328f0fffffffff,98.0,0.0,0.0
8328f5fffffffff,8.0,0.0,0.0
832912fffffffff,144.0,2.0,0.0
832913fffffffff,1.0,0.0,0.0
83291afffffffff,7.0,0.0,0.0
832981fffffffff,9.0,0.0,0.0
832984fffffffff,18.0,0.0,0.0
832985fffffffff,5.0,0.0,0.0
832986fffffffff,18.0,0.0,0.0
83298bfffffffff,1.0,0.0,0.0
83298cfffffffff,8.0,0.0,0.0
83298dfffffffff,2.0,0.0,0.0
832990fffffffff,3.0,0.0,0.0
832995fffffffff,4.0,0.0,0.0
8329a0fffffffff,15.0,0.0,0.0
8329a1fffffffff,87.0,0.0,0.0
8329a2fffffffff,7.0,0.0,0.0
8329a3fffffffff,4.0,0.0,0.0
8329a4fffffffff,173.0,0.0,0.0
8329a5fffffffff,153.0,0.0,0.0
8329a6fffffffff,3.0,0.0,0.0
8329abfffffffff,18.0,2.0,0.0
8329acfffffffff,1.0,0.0,0.0
8329adfffffffff,59.0,0.0,0.0
8329aefffffffff,3.0,0.0,0.0
8329b1fffffffff,9.0,0.0,0.0
8329b2fffffffff,6.0,0.0,0.0
8329b6fffffffff,2.0,0.0,0.0
832a06fffffffff,1.0,0.0,0.0
832a10fffffffff,92.0,11.0,0.0
832a12fffffffff,289.0,0.0,0.0
832a13fffffffff,440.0,2.0,0.0
832a14fffffffff,21.0,0.0,0.0
832a15fffffffff,6.0,1.0,0.0
832a16fffffffff,8.0,0.0,0.0
832a30fffffffff,137.0,1.0,0.0
832a31fffffffff,96.0,2.0,0.0
832a32fffffffff,30.0,0.0,0.0
832a33fffffffff,32.0,2.0,0.0
832a34fffffffff,85.0,1.0,0.0
832a36fffffffff,19.0,0.0,0.0
832a80fffffffff,4.0,0.0,0.0
832a82fffffffff,2.0,0.0,0.0
832a84fffffffff,23.0,0.0,0.0
832a85fffffffff,20.0,0.0,0.0
832a86fffffffff,1.0,0.0,0.0
832a88fffffffff,2.0,0.0,0.0
832a89fffffffff,9.0,0.0,0.0
832a8bfffffffff,23.0,0.0,0.0
832a8cfffffffff,16.0,2.0,0.0
832a8dfffffffff,5.0,0.0,0.0
832a8efffffffff,4.0,2.0,0.0
832a90fffffffff,2.0,0.0,0.0
832a91fffffffff,4.0,0.0,0.0
832a93fffffffff,6.0,0.0,0.0
832a94fffffffff,7.0,0.0,0.0
832a95fffffffff,2.0,0.0,0.0
832aa1fffffffff,34.0,1.0,0.0
832aa2fffffffff,3.0,0.0,0.0
832aa3fffffffff,11.0,0.0,0.0
832aa4fffffffff,24.0,0.0,0.0
832aa6fffffffff,21.0,2.0,0.0
832aa8fffffffff,168.0,11.0,0.0
832aa9fffffffff,66.0,0.0,0.0
832aaafffffffff,44.0,3.0,0.0
832aabfffffffff,14.0,0.0,0.0
832aacfffffffff,803.0,3.0,0.0
832aadfffffffff,133.0,9.0,0.0
832aaefffffffff,67.0,0.0,0.0
832ab0fffffffff,33.0,25.0,0.0
832ab1fffffffff,1.0,0.0,0.0
832ab2fffffffff,537.0,403.0,0.0
832ab3fffffffff,9.0,0.0,0.0
832ab4fffffffff,91.0,18.0,0.0
832ab5fffffffff,60.0,34.0,0.0
832ab6fffffffff,39.0,0.0,0.0
832ad2fffffffff,4.0,0.0,0.0
832ad3fffffffff,2.0,2.0,0.0
832ad4fffffffff,5.0,1.0,0.0
832ad5fffffffff,6.0,2.0,0.0
832ad6fffffffff,27.0,0.0,0.0
832af0fffffffff,9.0,0.0,0.0
832af2fffffffff,3.0,0.0,0.0
832af6fffffffff,9.0,0.0,0.0
832b00fffffffff,2.0,0.0,0.0
832b01fffffffff,2.0,0.0,0.0
832b03fffffffff,21.0,0.0,0.0
832b0afffffffff,39.0,0.0,0.0
832b0cfffffffff,11.0,0.0,0.0
832b0efffffffff,2.0,0.0,0.0
832b11fffffffff,1.0,0.0,0.0
832b16fffffffff,5.0,0.0,0.0
832b18fffffffff,9.0,0.0,0.0
832b19fffffffff,6.0,0.0,0.0
832b1afffffffff,29.0,0.0,0.0
832b1bfffffffff,8.0,0.0,0.0
832b1cfffffffff,4.0,0.0,0.0
832b1dfffffffff,11.0,0.0,0.0
832b23fffffffff,9.0,0.0,0.0
832b2cfffffffff,2.0,0.0,0.0
832b31fffffffff,3.0,0.0,0.0
832b33fffffffff,2.0,0.0,0.0
832b81fffffffff,4.0,0.0,0.0
832b83fffffffff,31.0,0.0,0.0
832b89fffffffff,7.0,0.0,0.0
832b8afffffffff,24.0,0.0,0.0
832b8bfffffffff,23.0,0.0,0.0
832b8cfffffffff,5.0,0.0,0.0
832b8dfffffffff,91.0,0.0,0.0
832b8efffffffff,29.0,0.0,0.0
832b91fffffffff,4.0,0.0,0.0
832b98fffffffff,104.0,0.0,0.0
832b99fffffffff,27.0,11.0,0.0
832b9afffffffff,27.0,2.0,0.0
832b9bfffffffff,69.0,14.0,0.0
832b9dfffffffff,391.0,34.0,0.0
832b9efffffffff,2.0,2.0,0.0
832ba5fffffffff,19.0,0.0,0.0
832ba8fffffffff,26.0,0.0,0.0
832baafffffffff,200.0,3.0,0.0
832babfffffffff,9.0,1.0,0.0
832bacfffffffff,53.0,0.0,0.0
832badfffffffff,1.0,0.0,0.0
834412fffffffff,1.0,1.0,0.0
834413fffffffff,3.0,0.0,0.0
834414fffffffff,12.0,0.0,0.0
834416fffffffff,6.0,0.0,0.0
83441afffffffff,14.0,0.0,0.0
83441bfffffffff,5.0,0.0,0.0
83441efffffffff,56.0,2.0,0.0
834430fffffffff,3.0,0.0,0.0
834434fffffffff,3.0,0.0,0.0
834440fffffffff,27.0,0.0,0.0
834441fffffffff,2.0,0.0,0.0
834444fffffffff,9.0,0.0,0.0
834445fffffffff,11.0,0.0,0.0
834446fffffffff,6.0,3.0,0.0
834448fffffffff,3.0,0.0,0.0
834449fffffffff,5.0,0.0,0.0
83444afffffffff,4.0,0.0,0.0
83444bfffffffff,5.0,0.0,0.0
83444cfffffffff,28.0,0.0,0.0
83444dfffffffff,2.0,2.0,0.0
83444efffffffff,7.0,0.0,0.0
834450fffffffff,28.0,0.0,0.0
834452fffffffff,2.0,0.0,0.0
834455fffffffff,14.0,0.0,0.0
834456fffffffff,11.0,0.0,0.0
834459fffffffff,2.0,0.0,0.0
834463fffffffff,19.0,0.0,0.0
834468fffffffff,1.0,0.0,0.0
834469fffffffff,4.0,0.0,0.0
83446afffffffff,3.0,2.0,0.0
83446cfffffffff,20.0,2.0,0.0
83446dfffffffff,12.0,0.0,0.0
83446efffffffff,36.0,4.0,0.0
834471fffffffff,2.0,0.0,0.0
834473fffffffff,54.0,0.0,0.0
834484fffffffff,2.0,0.0,0.0
8344a1fffffffff,32.0,0.0,0.0
8344a3fffffffff,2.0,0.0,0.0
8344a5fffffffff,15.0,0.0,0.0
8344a8fffffffff,8.0,0.0,0.0
8344a9fffffffff,4.0,0.0,0.0
8344acfffffffff,18.0,0.0,0.0
8344adfffffffff,8.0,0.0,0.0
8344aefffffffff,4.0,0.0,0.0
8344c0fffffffff,8.0,0.0,0.0
8344c1fffffffff,11.0,0.0,0.0
8344c2fffffffff,1.0,0.0,0.0
8344c3fffffffff,15.0,0.0,0.0
8344c8fffffffff,11.0,0.0,0.0
8344c9fffffffff,40.0,0.0,0.0
8344cafffffffff,3.0,0.0,0.0
8344cbfffffffff,15.0,0.0,0.0
8344ccfffffffff,4.0,0.0,0.0
8344cefffffffff,3.0,0.0,0.0
8344d0fffffffff,15.0,0.0,0.0
8344d1fffffffff,6.0,0.0,0.0
8344d2fffffffff,11.0,0.0,0.0
8344d3fffffffff,6.0,0.0,0.0
8344d5fffffffff,3.0,0.0,0.0
8344d8fffffffff,26.0,0.0,0.0
8344dafffffffff,16.0,0.0,0.0
8344dbfffffffff,8.0,0.0,0.0
8344ddfffffffff,24.0,0.0,0.0
8344defffffffff,28.0,0.0,0.0
8344e0fffffffff,4.0,0.0,0.0
8344e2fffffffff,4.0,0.0,0.0
8344e4fffffffff,6.0,0.0,0.0
8344e5fffffffff,2.0,0.0,0.0
8344e6fffffffff,2.0,0.0,0.0
8344e8fffffffff,2.0,0.0,0.0
8344eafffffffff,2.0,2.0,0.0
8344ecfffffffff,2.0,0.0,0.0
8344eefffffffff,2.0,0.0,0.0
8344f3fffffffff,13.0,2.0,0.0
8344f4fffffffff,6.0,0.0,0.0
8344f5fffffffff,21.0,0.0,0.0
8344f6fffffffff,21.0,0.0,0.0
834505fffffffff,3.0,1.0,0.0
834509fffffffff,13.0,3.0,0.0
83450afffffffff,10.0,0.0,0.0
83450dfffffffff,2.0,0.0,0.0
834520fffffffff,2.0,0.0,0.0
834521fffffffff,12.0,0.0,0.0
834523fffffffff,11.0,0.0,0.0
834524fffffffff,4.0,0.0,0.0
834525fffffffff,12.0,6.0,0.0
834528fffffffff,2.0,0.0,0.0
834529fffffffff,1.0,0.0,0.0
83452afffffffff,44.0,0.0,0.0
83452cfffffffff,8.0,4.0,0.0
83452efffffffff,43.0,0.0,0.0
834572fffffffff,1.0,0.0,0.0
83458efffffffff,5.0,0.0,0.0
8345a3fffffffff,2.0,0.0,0.0
834802fffffffff,2.0,0.0,0.0
834805fffffffff,2.0,0.0,0.0
834806fffffffff,2.0,0.0,0.0
83480afffffffff,11.0,11.0,0.0
83480dfffffffff,4.0,0.0,0.0
83480efffffffff,8.0,0.0,0.0
834814fffffffff,2.0,0.0,0.0
83481dfffffffff,1.0,0.0,0.0
834823fffffffff,71.0,0.0,0.0
83482efffffffff,2.0,0.0,0.0
834832fffffffff,2.0,2.0,0.0
834833fffffffff,11.0,0.0,0.0
834836fffffffff,72.0,62.0,0.0
834842fffffffff,3.0,0.0,0.0
834843fffffffff,20.0,0.0,0.0
834846fffffffff,3.0,0.0,0.0
83484afffffffff,11.0,0.0,0.0
834859fffffffff,2.0,0.0,0.0
83485bfffffffff,10.0,0.0,0.0
83485dfffffffff,1.0,0.0,0.0
834871fffffffff,6.0,0.0,0.0
834872fffffffff,1.0,0.0,0.0
834873fffffffff,3.0,0.0,0.0
834880fffffffff,19.0,0.0,0.0
834883fffffffff,7.0,0.0,0.0
834884fffffffff,2.0,0.0,0.0
834886fffffffff,16.0,0.0,0.0
834888fffffffff,6.0,0.0,0.0
834889fffffffff,3.0,0.0,0.0
83488afffffffff,1.0,0.0,0.0
83488dfffffffff,2.0,0.0,0.0
83488efffffffff,15.0,0.0,0.0
834890fffffffff,2.0,0.0,0.0
834892fffffffff,6.0,1.0,0.0
834893fffffffff,5.0,0.0,0.0
834895fffffffff,35.0,0.0,0.0
834898fffffffff,8.0,0.0,0.0
834899fffffffff,5.0,0.0,0.0
83489afffffffff,3.0,0.0,0.0
83489cfffffffff,12.0,0.0,0.0
83489dfffffffff,5.0,0.0,0.0
83489efffffffff,14.0,2.0,0.0
8348a6fffffffff,1.0,0.0,0.0
8348abfffffffff,1.0,0.0,0.0
8348b1fffffffff,14.0,2.0,0.0
8348b2fffffffff,45.0,2.0,0.0
8348b3fffffffff,68.0,4.0,0.0
8348c0fffffffff,1.0,0.0,0.0
8348c5fffffffff,2.0,0.0,0.0
8348c6fffffffff,5.0,0.0,0.0
8348c8fffffffff,9.0,2.0,0.0
8348c9fffffffff,6.0,0.0,0.0
8348ccfffffffff,1.0,0.0,0.0
8348cdfffffffff,2.0,0.0,0.0
8348cefffffffff,3.0,0.0,0.0
8348d0fffffffff,4.0,0.0,0.0
8348d3fffffffff,2.0,0.0,0.0
8348d4fffffffff,11.0,2.0,0.0
8348d8fffffffff,27.0,0.0,0.0
8348dafffffffff,4.0,0.0,0.0
8348dbfffffffff,3.0,0.0,0.0
8348defffffffff,1.0,0.0,0.0
8348e8fffffffff,19.0,0.0,0.0
8348e9fffffffff,5.0,0.0,0.0
8348ebfffffffff,28.0,0.0,0.0
8348ecfffffffff,3.0,0.0,0.0
834980fffffffff,18.0,0.0,0.0
834981fffffffff,2.0,0.0,0.0
834982fffffffff,3.0,0.0,0.0
834983fffffffff,3.0,2.0,0.0
834985fffffffff,6.0,0.0,0.0
834992fffffffff,7.0,0.0,2.0
834993fffffffff,4.0,0.0,0.0
834994fffffffff,10.0,0.0,0.0
834995fffffffff,2.0,1.0,0.0
834996fffffffff,165.0,1.0,2.0
834998fffffffff,2.0,0.0,0.0
83499cfffffffff,2.0,0.0,0.0
8349a2fffffffff,2.0,0.0,0.0
8349a8fffffffff,1.0,0.0,0.0
8349a9fffffffff,31.0,25.0,0.0
8349b3fffffffff,10.0,6.0,0.0
8349b6fffffffff,2.0,2.0,0.0
834cc0fffffffff,10.0,0.0,0.0
834cc5fffffffff,2.0,0.0,0.0
834ce8fffffffff,2.0,0.0,0.0
834ceafffffffff,12.0,0.0,0.0
834cebfffffffff,1.0,0.0,0.0
834ceefffffffff,4.0,0.0,0.0
835e5cfffffffff,3.0,0.0,0.0
836610fffffffff,5.0,0.0,0.0
836611fffffffff,4.0,0.0,0.0
836613fffffffff,2.0,0.0,0.0
836616fffffffff,2.0,0.0,0.0
83661cfffffffff,1.0,0.0,0.0
836621fffffffff,1.0,0.0,0.0
83662efffffffff,2.0,0.0,0.0
8366a5fffffffff,19.0,0.0,0.0
8366b4fffffffff,2.0,0.0,0.0
8366b5fffffffff,13.0,2.0,0.0
8366b6fffffffff,3.0,0.0,0.0
8366f5fffffffff,4.0,0.0,0.0
836746fffffffff,1.0,0.0,0.0
836783fffffffff,6.0,0.0,0.0
836d04fffffffff,4.0,2.0,0.0
836d05fffffffff,3.0,2.0,0.0
836d06fffffffff,5.0,5.0,0.0
836d14fffffffff,3.0,3.0,0.0
836d15fffffffff,41.0,38.0,0.0
836d20fffffffff,8.0,0.0,1.0
836d21fffffffff,9.0,4.0,0.0
836d23fffffffff,17.0,0.0,0.0
836d25fffffffff,9.0,4.0,3.0
836d28fffffffff,3.0,0.0,0.0
836d29fffffffff,1.0,0.0,0.0
836d2afffffffff,2.0,0.0,0.0
836d2bfffffffff,11.0,0.0,0.0
836d2cfffffffff,13.0,10.0,0.0
836d2dfffffffff,2.0,0.0,0.0
836d2efffffffff,9.0,7.0,0.0
836d30fffffffff,5.0,5.0,0.0
836d31fffffffff,37.0,36.0,0.0
836d32fffffffff,55.0,53.0,0.0
836d33fffffffff,19.0,17.0,2.0
836d34fffffffff,13.0,0.0,6.0
836d35fffffffff,29.0,3.0,0.0
836d36fffffffff,2.0,2.0,0.0
836d61fffffffff,3.0,0.0,0.0
836d64fffffffff,4.0,0.0,0.0
836d65fffffffff,10.0,0.0,0.0
836d66fffffffff,11.0,0.0,0.0
836d68fffffffff,4.0,0.0,0.0
836d69fffffffff,11.0,1.0,0.0
836d6dfffffffff,7.0,0.0,0.0
836d74fffffffff,10.0,0.0,0.0
836d75fffffffff,9.0,0.0,0.0
