cell_id,Geranoaetus polyosoma,Geranoaetus polyosoma polyosoma,Geranoaetus polyosoma exsul,Geranoaetus polyosoma (Puna),Geranoaetus polyosoma (Red-backed)
848b211ffffffff,18.0,0.0,0.0,0.0,0.0
848b213ffffffff,2.0,0.0,0.0,0.0,0.0
848b21bffffffff,4.0,0.0,0.0,0.0,0.0
848b21dffffffff,13.0,0.0,0.0,0.0,0.0
848b229ffffffff,6.0,0.0,0.0,0.0,0.0
848b239ffffffff,2.0,0.0,0.0,0.0,0.0
848b241ffffffff,2.0,0.0,0.0,0.0,0.0
848b251ffffffff,7.0,0.0,0.0,0.0,0.0
848b259ffffffff,18.0,0.0,0.0,0.0,0.0
848b25dffffffff,13.0,0.0,0.0,0.0,0.0
848b2c1ffffffff,19.0,0.0,0.0,0.0,0.0
848b2c5ffffffff,2.0,0.0,0.0,0.0,0.0
848b2c9ffffffff,112.0,0.0,0.0,0.0,0.0
848b2cdffffffff,110.0,0.0,0.0,0.0,0.0
848b2d9ffffffff,1.0,0.0,0.0,0.0,0.0
848b2dbffffffff,2.0,0.0,0.0,0.0,0.0
848b2e9ffffffff,2.0,0.0,0.0,0.0,0.0
848b601ffffffff,7.0,0.0,0.0,2.0,0.0
848b603ffffffff,12.0,0.0,0.0,5.0,1.0
848b609ffffffff,1.0,0.0,0.0,0.0,0.0
848b60bffffffff,9.0,0.0,0.0,0.0,0.0
848b611ffffffff,566.0,0.0,0.0,82.0,20.0
848b613ffffffff,6.0,0.0,0.0,1.0,0.0
848b615ffffffff,5.0,0.0,0.0,0.0,0.0
848b617ffffffff,148.0,0.0,0.0,15.0,7.0
848b619ffffffff,14.0,0.0,0.0,0.0,0.0
848b61bffffffff,236.0,0.0,0.0,29.0,15.0
848b61dffffffff,377.0,0.0,0.0,34.0,30.0
848b63bffffffff,1.0,0.0,0.0,0.0,0.0
848b641ffffffff,2.0,0.0,0.0,0.0,0.0
848b643ffffffff,1.0,0.0,0.0,1.0,0.0
848b645ffffffff,19.0,0.0,0.0,2.0,2.0
848b647ffffffff,5.0,0.0,0.0,1.0,0.0
848b64bffffffff,4.0,0.0,0.0,2.0,0.0
848b651ffffffff,4.0,0.0,0.0,0.0,0.0
848b655ffffffff,2.0,0.0,0.0,0.0,0.0
848b657ffffffff,8.0,0.0,0.0,0.0,0.0
848b65dffffffff,2.0,0.0,0.0,0.0,0.0
848b661ffffffff,3.0,0.0,0.0,0.0,0.0
848b665ffffffff,13.0,0.0,0.0,0.0,0.0
848b669ffffffff,2.0,0.0,0.0,0.0,0.0
848b6c1ffffffff,1.0,0.0,0.0,0.0,0.0
848b6c9ffffffff,20.0,0.0,0.0,0.0,0.0
848b6cdffffffff,303.0,0.0,0.0,65.0,19.0
848b75bffffffff,1.0,0.0,0.0,0.0,0.0
848e259ffffffff,2.0,0.0,0.0,0.0,0.0
848e451ffffffff,3.0,0.0,0.0,0.0,0.0
848e459ffffffff,2.0,0.0,0.0,0.0,0.0
848e45dffffffff,12.0,0.0,0.0,0.0,2.0
848e601ffffffff,2.0,0.0,0.0,2.0,0.0
848e603ffffffff,11.0,0.0,0.0,11.0,0.0
848e605ffffffff,13.0,0.0,0.0,0.0,0.0
848e607ffffffff,11.0,0.0,0.0,0.0,0.0
848e609ffffffff,8.0,0.0,0.0,3.0,0.0
848e60bffffffff,4.0,0.0,0.0,1.0,0.0
848e60dffffffff,31.0,0.0,0.0,11.0,0.0
848e617ffffffff,2.0,0.0,0.0,0.0,0.0
848e61dffffffff,2.0,0.0,0.0,0.0,0.0
848e621ffffffff,52.0,0.0,0.0,2.0,0.0
848e623ffffffff,58.0,0.0,0.0,6.0,0.0
848e629ffffffff,113.0,3.0,0.0,1.0,0.0
848e62dffffffff,24.0,2.0,0.0,0.0,0.0
848e633ffffffff,2.0,0.0,0.0,0.0,0.0
848e637ffffffff,3.0,0.0,0.0,0.0,3.0
848e641ffffffff,2.0,0.0,0.0,0.0,0.0
848e645ffffffff,36.0,0.0,0.0,5.0,6.0
848e647ffffffff,25.0,0.0,0.0,5.0,0.0
848e649ffffffff,9.0,0.0,0.0,0.0,0.0
848e651ffffffff,9.0,0.0,0.0,1.0,0.0
848e655ffffffff,21.0,0.0,0.0,1.0,1.0
848e657ffffffff,23.0,0.0,0.0,8.0,0.0
848e661ffffffff,2.0,0.0,0.0,0.0,0.0
848e663ffffffff,408.0,2.0,0.0,96.0,0.0
848e665ffffffff,148.0,0.0,0.0,2.0,0.0
848e667ffffffff,1.0,0.0,0.0,0.0,0.0
848e669ffffffff,4.0,0.0,0.0,0.0,0.0
848e66bffffffff,153.0,0.0,0.0,48.0,0.0
848e683ffffffff,6.0,0.0,0.0,0.0,0.0
848e685ffffffff,4.0,0.0,0.0,2.0,0.0
848e687ffffffff,2.0,0.0,0.0,2.0,0.0
848e691ffffffff,2.0,0.0,0.0,0.0,0.0
848e699ffffffff,1.0,0.0,0.0,0.0,0.0
848e69bffffffff,4.0,0.0,0.0,0.0,0.0
848e6a1ffffffff,4.0,0.0,0.0,0.0,0.0
848e6a5ffffffff,10.0,0.0,0.0,0.0,0.0
848e6abffffffff,14.0,0.0,0.0,1.0,0.0
848e6adffffffff,1.0,0.0,0.0,0.0,0.0
848e6b5ffffffff,3.0,0.0,0.0,0.0,0.0
848e6c1ffffffff,4.0,0.0,0.0,2.0,0.0
848e6c3ffffffff,2.0,0.0,0.0,0.0,0.0
848e6c5ffffffff,2.0,0.0,0.0,0.0,0.0
848e6c7ffffffff,4.0,0.0,0.0,2.0,0.0
848e6cdffffffff,1.0,0.0,0.0,0.0,0.0
848e6d1ffffffff,14.0,0.0,0.0,1.0,1.0
848e6d7ffffffff,2.0,0.0,0.0,0.0,0.0
848e6d9ffffffff,146.0,0.0,0.0,8.0,16.0
848e6ddffffffff,51.0,0.0,0.0,8.0,2.0
848e6e5ffffffff,9.0,0.0,0.0,0.0,0.0
848e6e9ffffffff,1.0,0.0,0.0,0.0,0.0
848e759ffffffff,165.0,0.0,0.0,2.0,0.0
848e75bffffffff,18.0,1.0,0.0,0.0,0.0
848f081ffffffff,15.0,0.0,0.0,0.0,5.0
848f083ffffffff,9.0,0.0,0.0,0.0,2.0
848f087ffffffff,25.0,0.0,0.0,0.0,2.0
848f089ffffffff,14.0,0.0,0.0,0.0,5.0
848f08bffffffff,3.0,0.0,0.0,0.0,1.0
848f091ffffffff,4.0,0.0,0.0,0.0,0.0
848f093ffffffff,9.0,0.0,0.0,0.0,2.0
848f095ffffffff,74.0,0.0,0.0,0.0,3.0
848f09dffffffff,2.0,2.0,0.0,0.0,0.0
848f0b3ffffffff,32.0,0.0,0.0,0.0,2.0
848f0b9ffffffff,11.0,0.0,0.0,0.0,0.0
848f0bbffffffff,64.0,0.0,0.0,0.0,7.0
848f0c3ffffffff,8.0,0.0,0.0,0.0,4.0
848f0d1ffffffff,8.0,0.0,0.0,0.0,4.0
848f0d3ffffffff,61.0,0.0,0.0,0.0,7.0
848f0d5ffffffff,11.0,0.0,0.0,0.0,0.0
848f0d7ffffffff,12.0,0.0,0.0,0.0,4.0
848f0dbffffffff,22.0,1.0,0.0,0.0,6.0
848f0ddffffffff,14.0,0.0,0.0,0.0,7.0
848f291ffffffff,12.0,0.0,0.0,0.0,0.0
848f295ffffffff,3.0,0.0,0.0,0.0,0.0
848f297ffffffff,25.0,0.0,0.0,0.0,0.0
848f299ffffffff,15.0,0.0,0.0,0.0,0.0
848f29bffffffff,1.0,0.0,0.0,0.0,0.0
848f29dffffffff,2.0,0.0,0.0,0.0,0.0
848f2a1ffffffff,20.0,0.0,0.0,0.0,0.0
848f2a3ffffffff,110.0,0.0,0.0,0.0,13.0
848f2a7ffffffff,70.0,0.0,0.0,0.0,12.0
848f2a9ffffffff,12.0,0.0,0.0,0.0,0.0
848f2abffffffff,1.0,0.0,0.0,0.0,0.0
848f2b5ffffffff,22.0,0.0,0.0,0.0,0.0
848f2b9ffffffff,3.0,0.0,0.0,0.0,0.0
848f2bdffffffff,4.0,0.0,0.0,0.0,1.0
848f2d1ffffffff,4.0,0.0,0.0,0.0,0.0
848f2d3ffffffff,5.0,0.0,0.0,0.0,0.0
848f2d7ffffffff,21.0,0.0,0.0,5.0,0.0
848f2d9ffffffff,96.0,0.0,0.0,12.0,2.0
848f2dbffffffff,5.0,0.0,0.0,0.0,0.0
848f2ddffffffff,4.0,0.0,0.0,0.0,0.0
848f2e1ffffffff,11.0,0.0,0.0,0.0,4.0
848f421ffffffff,1.0,0.0,0.0,0.0,0.0
848f425ffffffff,12.0,0.0,0.0,3.0,0.0
848f427ffffffff,2.0,0.0,0.0,0.0,0.0
848f42dffffffff,24.0,0.0,0.0,3.0,3.0
848f465ffffffff,1.0,0.0,0.0,0.0,1.0
848f4a5ffffffff,44.0,0.0,0.0,0.0,0.0
848f4a7ffffffff,1.0,0.0,0.0,0.0,0.0
848f501ffffffff,52.0,0.0,0.0,0.0,3.0
848f503ffffffff,15.0,0.0,0.0,0.0,0.0
848f505ffffffff,92.0,3.0,0.0,0.0,7.0
848f507ffffffff,26.0,0.0,0.0,0.0,0.0
848f509ffffffff,42.0,0.0,0.0,1.0,2.0
848f50bffffffff,19.0,0.0,0.0,0.0,0.0
848f50dffffffff,232.0,2.0,0.0,0.0,16.0
848f511ffffffff,3.0,0.0,0.0,0.0,0.0
848f513ffffffff,2.0,0.0,0.0,0.0,0.0
848f515ffffffff,4.0,0.0,0.0,0.0,2.0
848f517ffffffff,12.0,0.0,0.0,0.0,2.0
848f519ffffffff,77.0,0.0,0.0,21.0,5.0
848f51dffffffff,38.0,2.0,0.0,4.0,0.0
848f539ffffffff,2.0,0.0,0.0,0.0,0.0
848f53bffffffff,18.0,0.0,0.0,0.0,0.0
848f541ffffffff,6.0,0.0,0.0,0.0,0.0
848f545ffffffff,20.0,0.0,0.0,0.0,4.0
848f547ffffffff,71.0,8.0,0.0,0.0,8.0
848f549ffffffff,3.0,0.0,0.0,0.0,0.0
848f54bffffffff,14.0,0.0,0.0,0.0,1.0
848f54dffffffff,60.0,0.0,0.0,0.0,2.0
848f553ffffffff,157.0,0.0,0.0,27.0,5.0
848f557ffffffff,2.0,0.0,0.0,0.0,0.0
848f559ffffffff,40.0,5.0,0.0,1.0,2.0
848f55bffffffff,40.0,11.0,0.0,0.0,0.0
848f55dffffffff,12.0,2.0,0.0,1.0,0.0
848f563ffffffff,39.0,0.0,0.0,0.0,0.0
848f569ffffffff,9.0,0.0,0.0,0.0,0.0
848f56bffffffff,31.0,2.0,0.0,0.0,0.0
848f56dffffffff,3.0,0.0,0.0,0.0,0.0
848f581ffffffff,16.0,2.0,0.0,1.0,0.0
848f583ffffffff,14.0,0.0,0.0,5.0,0.0
848f589ffffffff,8.0,0.0,0.0,1.0,0.0
848f58bffffffff,3.0,0.0,0.0,0.0,0.0
848f58dffffffff,65.0,0.0,0.0,21.0,0.0
848f593ffffffff,10.0,0.0,0.0,2.0,0.0
848f595ffffffff,4.0,0.0,0.0,2.0,0.0
848f597ffffffff,34.0,0.0,0.0,6.0,0.0
848f599ffffffff,5.0,0.0,0.0,0.0,0.0
848f59bffffffff,8.0,0.0,0.0,0.0,0.0
848f59dffffffff,8.0,2.0,0.0,0.0,0.0
848f5b1ffffffff,11.0,0.0,0.0,0.0,0.0
848f5b3ffffffff,3.0,0.0,0.0,0.0,0.0
848f5b9ffffffff,33.0,2.0,0.0,17.0,0.0
848f5bbffffffff,2.0,0.0,0.0,0.0,0.0
848f5c1ffffffff,5.0,0.0,0.0,0.0,3.0
848f5c3ffffffff,3.0,0.0,0.0,0.0,0.0
848f5c9ffffffff,3.0,0.0,0.0,0.0,0.0
848f5cdffffffff,13.0,0.0,0.0,0.0,3.0
848f5ddffffffff,10.0,0.0,0.0,0.0,0.0
848f5e1ffffffff,4.0,0.0,0.0,0.0,0.0
848f5e5ffffffff,3.0,0.0,0.0,0.0,0.0
848f5e7ffffffff,2.0,0.0,0.0,0.0,0.0
848f5e9ffffffff,15.0,0.0,0.0,0.0,0.0
848f5ebffffffff,7.0,0.0,0.0,0.0,2.0
848f721ffffffff,25.0,2.0,0.0,0.0,3.0
848f725ffffffff,23.0,0.0,0.0,2.0,3.0
848f727ffffffff,27.0,0.0,0.0,0.0,0.0
848f729ffffffff,3.0,0.0,0.0,1.0,2.0
848f72dffffffff,43.0,0.0,0.0,0.0,0.0
848f733ffffffff,19.0,0.0,0.0,0.0,2.0
848f735ffffffff,3.0,0.0,0.0,0.0,0.0
848f737ffffffff,2.0,0.0,0.0,0.0,0.0
848f745ffffffff,6.0,0.0,0.0,0.0,0.0
848f761ffffffff,15.0,0.0,0.0,0.0,0.0
848f765ffffffff,120.0,0.0,0.0,5.0,2.0
848f767ffffffff,70.0,6.0,0.0,6.0,5.0
848f769ffffffff,40.0,0.0,0.0,3.0,0.0
848f76dffffffff,326.0,6.0,0.0,21.0,2.0
84b2001ffffffff,9.0,0.0,0.0,0.0,0.0
84b2003ffffffff,10.0,0.0,0.0,0.0,0.0
84b2007ffffffff,19.0,0.0,0.0,0.0,0.0
84b2009ffffffff,2.0,0.0,0.0,0.0,0.0
84b200bffffffff,1.0,0.0,0.0,0.0,0.0
84b2013ffffffff,2.0,0.0,0.0,0.0,0.0
84b2015ffffffff,46.0,0.0,0.0,0.0,0.0
84b2017ffffffff,2.0,0.0,0.0,0.0,0.0
84b2019ffffffff,2.0,0.0,0.0,0.0,0.0
84b201bffffffff,2.0,0.0,0.0,0.0,0.0
84b2031ffffffff,27.0,0.0,0.0,0.0,0.0
84b2033ffffffff,5.0,0.0,0.0,0.0,2.0
84b2037ffffffff,40.0,0.0,0.0,0.0,0.0
84b2039ffffffff,23.0,0.0,0.0,0.0,0.0
84b203bffffffff,10.0,0.0,0.0,0.0,0.0
84b2043ffffffff,1.0,0.0,0.0,0.0,0.0
84b2049ffffffff,8.0,0.0,0.0,0.0,0.0
84b204bffffffff,1.0,0.0,0.0,0.0,0.0
84b2053ffffffff,4.0,0.0,0.0,0.0,0.0
84b2057ffffffff,5.0,0.0,0.0,0.0,0.0
84b2081ffffffff,3.0,0.0,0.0,0.0,0.0
84b2085ffffffff,3.0,0.0,0.0,0.0,0.0
84b2089ffffffff,3.0,0.0,0.0,0.0,0.0
84b208dffffffff,5.0,0.0,0.0,0.0,0.0
84b2091ffffffff,1.0,0.0,0.0,0.0,0.0
84b2093ffffffff,2.0,0.0,0.0,0.0,0.0
84b2095ffffffff,3.0,0.0,0.0,0.0,0.0
84b2097ffffffff,5.0,0.0,0.0,0.0,0.0
84b2099ffffffff,8.0,0.0,0.0,0.0,0.0
84b209bffffffff,6.0,0.0,0.0,0.0,0.0
84b209dffffffff,5.0,0.0,0.0,0.0,0.0
84b20a5ffffffff,63.0,0.0,0.0,0.0,9.0
84b20a7ffffffff,15.0,0.0,0.0,0.0,0.0
84b20abffffffff,13.0,0.0,0.0,0.0,0.0
84b20b7ffffffff,2.0,0.0,0.0,0.0,0.0
84b20bbffffffff,3.0,0.0,0.0,0.0,0.0
84b20c5ffffffff,2.0,0.0,0.0,0.0,0.0
84b20cbffffffff,1.0,0.0,0.0,0.0,0.0
84b20dbffffffff,2.0,0.0,0.0,0.0,0.0
84b20e9ffffffff,1.0,0.0,0.0,0.0,0.0
84b218bffffffff,11.0,1.0,0.0,0.0,0.0
84b2191ffffffff,187.0,7.0,0.0,0.0,3.0
84b2193ffffffff,16.0,2.0,0.0,0.0,0.0
84b2195ffffffff,17.0,2.0,0.0,0.0,0.0
84b2197ffffffff,164.0,6.0,0.0,0.0,12.0
84b2199ffffffff,33.0,2.0,0.0,0.0,6.0
84b219bffffffff,26.0,2.0,0.0,0.0,0.0
84b219dffffffff,85.0,3.0,0.0,0.0,3.0
84b21bbffffffff,104.0,9.0,0.0,0.0,0.0
84b21d1ffffffff,9.0,0.0,0.0,0.0,0.0
84b21d5ffffffff,11.0,0.0,0.0,0.0,0.0
84b21d7ffffffff,33.0,0.0,0.0,0.0,2.0
84b21d9ffffffff,15.0,0.0,0.0,0.0,0.0
84b21dbffffffff,2.0,0.0,0.0,0.0,0.0
84b21ddffffffff,57.0,3.0,0.0,0.0,0.0
84b221bffffffff,2.0,0.0,0.0,2.0,0.0
84b2221ffffffff,3.0,0.0,0.0,0.0,0.0
84b2223ffffffff,32.0,0.0,0.0,0.0,0.0
84b2247ffffffff,2.0,0.0,0.0,0.0,0.0
84b2259ffffffff,2.0,0.0,0.0,0.0,0.0
84b225bffffffff,10.0,0.0,0.0,0.0,0.0
84b2261ffffffff,44.0,0.0,0.0,0.0,4.0
84b2263ffffffff,4.0,0.0,0.0,0.0,0.0
84b2269ffffffff,10.0,0.0,0.0,0.0,0.0
84b226bffffffff,15.0,0.0,0.0,0.0,3.0
84b2283ffffffff,2.0,0.0,0.0,0.0,0.0
84b2289ffffffff,1.0,0.0,0.0,0.0,0.0
84b228bffffffff,3.0,0.0,0.0,0.0,0.0
84b2293ffffffff,2.0,0.0,0.0,0.0,0.0
84b2297ffffffff,6.0,0.0,0.0,0.0,0.0
84b229dffffffff,3.0,0.0,0.0,0.0,0.0
84b22a7ffffffff,1.0,0.0,0.0,0.0,0.0
84b22adffffffff,2.0,0.0,0.0,0.0,0.0
84b22b5ffffffff,4.0,0.0,0.0,0.0,0.0
84b22b7ffffffff,2.0,0.0,0.0,0.0,0.0
84b22cbffffffff,5.0,0.0,0.0,4.0,0.0
84b22ddffffffff,2.0,0.0,0.0,2.0,0.0
84b2401ffffffff,3.0,0.0,0.0,0.0,0.0
84b2405ffffffff,8.0,0.0,0.0,0.0,0.0
84b2407ffffffff,2.0,0.0,0.0,0.0,0.0
84b2413ffffffff,7.0,0.0,0.0,0.0,0.0
84b2423ffffffff,1.0,0.0,0.0,0.0,0.0
84b242bffffffff,12.0,1.0,0.0,0.0,0.0
84b2433ffffffff,2.0,0.0,0.0,0.0,0.0
84b2435ffffffff,28.0,0.0,0.0,0.0,0.0
84b2437ffffffff,3.0,0.0,0.0,0.0,1.0
84b243dffffffff,17.0,0.0,0.0,0.0,0.0
84b2441ffffffff,10.0,0.0,0.0,0.0,0.0
84b2453ffffffff,1.0,0.0,0.0,0.0,0.0
84b2463ffffffff,1.0,0.0,0.0,0.0,0.0
84b24a3ffffffff,4.0,0.0,0.0,0.0,0.0
84b24a5ffffffff,3.0,0.0,0.0,0.0,0.0
84b24b5ffffffff,4.0,0.0,0.0,0.0,0.0
84b24bdffffffff,2.0,0.0,0.0,0.0,0.0
84b24c5ffffffff,1.0,0.0,0.0,0.0,0.0
84b24e5ffffffff,2.0,0.0,0.0,0.0,1.0
84b251dffffffff,1.0,0.0,0.0,0.0,0.0
84b2523ffffffff,2.0,0.0,0.0,0.0,0.0
84b2525ffffffff,4.0,0.0,0.0,0.0,0.0
84b2541ffffffff,5.0,0.0,0.0,0.0,0.0
84b2543ffffffff,5.0,0.0,0.0,0.0,0.0
84b2549ffffffff,6.0,0.0,0.0,0.0,0.0
84b2557ffffffff,4.0,0.0,0.0,0.0,0.0
84b2565ffffffff,2.0,0.0,0.0,0.0,0.0
84b2569ffffffff,1.0,0.0,0.0,0.0,0.0
84b256bffffffff,2.0,0.0,0.0,0.0,0.0
84b2581ffffffff,6.0,0.0,0.0,0.0,0.0
84b2583ffffffff,25.0,0.0,0.0,0.0,0.0
84b2585ffffffff,9.0,0.0,0.0,0.0,0.0
84b2587ffffffff,14.0,0.0,0.0,0.0,0.0
84b2589ffffffff,64.0,0.0,0.0,0.0,0.0
84b258bffffffff,4.0,0.0,0.0,0.0,0.0
84b258dffffffff,16.0,0.0,0.0,0.0,0.0
84b2595ffffffff,8.0,0.0,0.0,0.0,0.0
84b2599ffffffff,3.0,0.0,0.0,0.0,0.0
84b259dffffffff,1.0,0.0,0.0,0.0,0.0
84b25a1ffffffff,7.0,0.0,0.0,0.0,0.0
84b25a9ffffffff,3.0,0.0,0.0,0.0,0.0
84b25abffffffff,4.0,0.0,0.0,0.0,0.0
84b25b1ffffffff,2.0,0.0,0.0,0.0,0.0
84b25b9ffffffff,19.0,3.0,0.0,0.0,0.0
84b25bbffffffff,7.0,0.0,0.0,0.0,0.0
84b25bdffffffff,2.0,0.0,0.0,0.0,0.0
84b25c1ffffffff,33.0,0.0,0.0,0.0,1.0
84b25c3ffffffff,22.0,0.0,0.0,0.0,0.0
84b25c7ffffffff,5.0,0.0,0.0,0.0,0.0
84b25c9ffffffff,33.0,0.0,0.0,0.0,2.0
84b25cbffffffff,258.0,5.0,0.0,0.0,9.0
84b25cdffffffff,21.0,0.0,0.0,0.0,0.0
84b25d5ffffffff,10.0,0.0,0.0,0.0,0.0
84b25d7ffffffff,5.0,0.0,0.0,0.0,0.0
84b25e1ffffffff,7.0,0.0,0.0,0.0,0.0
84b25e3ffffffff,31.0,0.0,0.0,0.0,0.0
84b25e5ffffffff,6.0,0.0,0.0,0.0,0.0
84b25e7ffffffff,5.0,0.0,0.0,0.0,0.0
84b25ebffffffff,3.0,0.0,0.0,0.0,0.0
84b2605ffffffff,1.0,0.0,0.0,0.0,0.0
84b260dffffffff,2.0,0.0,0.0,0.0,0.0
84b2625ffffffff,1.0,0.0,0.0,0.0,0.0
84b2627ffffffff,1.0,0.0,0.0,0.0,0.0
84b2629ffffffff,3.0,0.0,0.0,0.0,0.0
84b262bffffffff,1.0,0.0,0.0,0.0,0.0
84b2661ffffffff,2.0,0.0,0.0,0.0,0.0
84b2665ffffffff,6.0,0.0,0.0,0.0,0.0
84b2667ffffffff,3.0,0.0,0.0,0.0,0.0
84b26e5ffffffff,2.0,0.0,0.0,0.0,0.0
84b2701ffffffff,14.0,0.0,0.0,0.0,0.0
84b2703ffffffff,15.0,0.0,0.0,0.0,0.0
84b2705ffffffff,2.0,0.0,0.0,0.0,0.0
84b2707ffffffff,1.0,0.0,0.0,0.0,0.0
84b2709ffffffff,13.0,0.0,0.0,0.0,0.0
84b270bffffffff,11.0,0.0,0.0,0.0,0.0
84b270dffffffff,11.0,0.0,0.0,0.0,0.0
84b2715ffffffff,1.0,0.0,0.0,0.0,0.0
84b2717ffffffff,5.0,0.0,0.0,0.0,0.0
84b271bffffffff,1.0,0.0,0.0,0.0,0.0
84b271dffffffff,3.0,0.0,0.0,0.0,0.0
84b2721ffffffff,3.0,0.0,0.0,0.0,0.0
84b2723ffffffff,8.0,0.0,0.0,0.0,0.0
84b2725ffffffff,5.0,0.0,0.0,0.0,0.0
84b2729ffffffff,4.0,0.0,0.0,0.0,0.0
84b272bffffffff,2.0,0.0,0.0,0.0,0.0
84b2739ffffffff,5.0,0.0,0.0,0.0,0.0
84b2741ffffffff,7.0,0.0,0.0,0.0,0.0
84b2743ffffffff,3.0,0.0,0.0,0.0,0.0
84b2745ffffffff,2.0,0.0,0.0,0.0,0.0
84b2749ffffffff,156.0,0.0,0.0,2.0,8.0
84b274bffffffff,1.0,0.0,0.0,0.0,0.0
84b2753ffffffff,5.0,0.0,0.0,0.0,0.0
84b2757ffffffff,2.0,0.0,0.0,0.0,0.0
84b275bffffffff,5.0,0.0,0.0,0.0,0.0
84b2761ffffffff,1.0,0.0,0.0,0.0,0.0
84b276bffffffff,5.0,0.0,0.0,0.0,0.0
84b2c01ffffffff,22.0,0.0,0.0,0.0,2.0
84b2c03ffffffff,20.0,0.0,0.0,0.0,0.0
84b2c05ffffffff,58.0,0.0,0.0,0.0,14.0
84b2c07ffffffff,25.0,0.0,0.0,0.0,0.0
84b2c09ffffffff,39.0,2.0,0.0,0.0,3.0
84b2c0bffffffff,81.0,2.0,0.0,0.0,5.0
84b2c0dffffffff,477.0,15.0,0.0,0.0,42.0
84b2c11ffffffff,50.0,0.0,0.0,0.0,10.0
84b2c15ffffffff,24.0,1.0,0.0,0.0,0.0
84b2c17ffffffff,44.0,0.0,0.0,0.0,4.0
84b2c19ffffffff,10.0,0.0,0.0,0.0,2.0
84b2c1bffffffff,4.0,0.0,0.0,0.0,0.0
84b2c1dffffffff,20.0,1.0,0.0,0.0,2.0
84b2c2bffffffff,43.0,0.0,0.0,0.0,0.0
84b2c31ffffffff,11.0,0.0,0.0,0.0,1.0
84b2c33ffffffff,6.0,0.0,0.0,0.0,0.0
84b2c35ffffffff,155.0,0.0,0.0,0.0,2.0
84b2c37ffffffff,2.0,0.0,0.0,0.0,0.0
84b2c39ffffffff,19.0,0.0,0.0,0.0,6.0
84b2c3bffffffff,13.0,0.0,0.0,0.0,0.0
84b2c3dffffffff,55.0,0.0,0.0,0.0,0.0
84b2c41ffffffff,540.0,15.0,0.0,0.0,6.0
84b2c43ffffffff,126.0,0.0,0.0,0.0,4.0
