cell_id,Psittacula longicauda,Psittacula longicauda tytleri,Psittacula longicauda nicobarica,Psittacula longicauda longicauda/defontainei,Psittacula longicauda modesta
82640ffffffffff,22.0,22.0,0.0,0.0,0.0
82642ffffffffff,5.0,2.0,3.0,0.0,0.0
8264e7fffffffff,8.0,6.0,0.0,0.0,0.0
826507fffffffff,128.0,0.0,0.0,2.0,0.0
82651ffffffffff,2.0,0.0,0.0,0.0,0.0
826527fffffffff,96.0,0.0,0.0,0.0,0.0
82681ffffffffff,21.0,0.0,0.0,0.0,0.0
828ce7fffffffff,2.0,0.0,0.0,0.0,2.0
