cell_id,Lanius excubitor,Lanius excubitor [excubitor Group],Lanius excubitor [elegans Group],Lanius excubitor aucheri/buryi,Lanius excubitor uncinatus,Lanius excubitor pallidirostris,Lanius excubitor lahtora
8408959ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840895bffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8408965ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408985ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
840898bffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8408991ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8408995ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
8408997ffffffff,24.0,4.0,0.0,0.0,0.0,0.0,0.0
84089a1ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
84089a5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84089a9ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
84089abffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84089adffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84089bbffffffff,22.0,3.0,0.0,0.0,0.0,0.0,0.0
84089bdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84089d1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84089d3ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
84089d7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84089d9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84089dbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84089e3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84089e5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84089edffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a0dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a45ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a6dffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8408a8dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b05ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b09ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b11ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b15ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b17ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b2dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b33ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b65ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c25ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c8bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c8dffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c91ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408cd5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408cd7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408ce1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d11ffffffff,4.0,1.0,0.0,0.0,0.0,0.0,0.0
8408d17ffffffff,2.0,1.0,0.0,0.0,0.0,0.0,0.0
8408d19ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d1bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d39ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d51ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d55ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d57ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d5dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d81ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d83ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d8bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408ea7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408ec1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408ecdffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8409805ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8409891ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8409911ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8409917ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840991bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8409937ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8409991ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8409993ffffffff,13.0,1.0,0.0,0.0,0.0,0.0,0.0
8409995ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84099b9ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8409a09ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8409a45ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8409a47ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8409a69ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840bb0dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8410893ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8410c23ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8410f0dffffffff,2.0,1.0,0.0,0.0,0.0,0.0,0.0
8410f29ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8411029ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8411031ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8411041ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8411061ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8411069ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
841106bffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8411221ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8411231ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8411235ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8411237ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8411247ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8411249ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8411251ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8411255ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8411257ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8411261ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8411265ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841126dffffffff,17.0,9.0,0.0,0.0,0.0,0.0,0.0
8411285ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84112abffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84112adffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
84112d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84112e7ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8411345ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841134dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841135dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841136bffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8411601ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8411811ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8411813ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
8411815ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841181bffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
841181dffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84118adffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
84118cdffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
84118e1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84118e9ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
84118ebffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84118edffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84119d1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8411aa5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8411aa7ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8411ab5ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
8411abdffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8411ae3ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
8411ae5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8411ae7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8411b4dffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8411b69ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84182d3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8419401ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
841940dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8419411ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8419415ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
8419417ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
841941bffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
841941dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8419423ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8419427ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841943bffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
84194a1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84194a5ffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
84194ddffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84194ebffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8419517ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84195d7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84195d9ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8419683ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8419689ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8419691ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8419695ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8419697ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8419699ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841969bffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
841969dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84196b3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84196bbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84196d3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84196d9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84196dbffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8419733ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8419739ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8419761ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8419767ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841e005ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e009ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e00bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841e01bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e021ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e023ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
841e025ffffffff,53.0,1.0,0.0,0.0,0.0,0.0,0.0
841e027ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
841e029ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
841e02bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e02dffffffff,67.0,1.0,0.0,0.0,0.0,0.0,0.0
841e031ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
841e035ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e039ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
841e03dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e041ffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0
841e043ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
841e045ffffffff,76.0,0.0,0.0,0.0,0.0,0.0,0.0
841e047ffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
841e049ffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
841e04bffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
841e04dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e051ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e053ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
841e059ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
841e05bffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0
841e05dffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
841e061ffffffff,45.0,2.0,0.0,0.0,0.0,0.0,0.0
841e063ffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0
841e067ffffffff,58.0,0.0,0.0,0.0,0.0,0.0,0.0
841e069ffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0
841e06bffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
841e06dffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
841e085ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
841e08dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841e097ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e0a1ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
841e0a9ffffffff,70.0,0.0,0.0,0.0,0.0,0.0,0.0
841e0adffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
841e0b1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e0b3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e0b7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841e0c1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e0c3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e0c5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
841e0c7ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
841e0e1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e0e3ffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0
841e0e5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841e0e7ffffffff,73.0,0.0,0.0,0.0,0.0,0.0,0.0
841e0ebffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
841e0edffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e101ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841e10bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e113ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
841e115ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e117ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e119ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e11dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e121ffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0
841e123ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
841e125ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
841e129ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e12bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e12dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841e131ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
841e133ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
841e135ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
841e137ffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0
841e139ffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
841e13bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e13dffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
841e151ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e153ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
841e185ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
841e189ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e195ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e199ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e19bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e19dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e1b1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
841e1b3ffffffff,135.0,0.0,0.0,0.0,0.0,0.0,0.0
841e1b5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e1b7ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
841e1b9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e1bbffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
841e1c3ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
841e1cbffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
841e1cdffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e1d5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e1d7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e1dbffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841e1ddffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
841e1e5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e201ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e205ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e20bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e20dffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
841e219ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e21dffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
841e223ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
841e225ffffffff,60.0,0.0,0.0,0.0,0.0,0.0,0.0
841e229ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e22bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e233ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
841e235ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
841e237ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841e239ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841e23dffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
841e241ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e243ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841e245ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841e247ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e249ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
841e24bffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
841e251ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e257ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e259ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e25dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841e261ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e263ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
841e265ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
841e267ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e269ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
841e281ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
841e283ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e285ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e287ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e28dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841e291ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
841e293ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
841e295ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841e297ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e29bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e2a1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e2a3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841e2a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e2a9ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
841e2abffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
841e2adffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
841e2b5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841e2b7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841e2bbffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
841e2bdffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
841e2c7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841e2c9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e2d1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e2d3ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
841e2dbffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841e2e1ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
841e2e3ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
841e2e5ffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
841e2e7ffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0
841e2ebffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e2edffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e303ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
841e307ffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
841e309ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
841e30bffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0
841e30dffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
841e315ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e317ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
841e319ffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
841e31bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e31dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e325ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e32bffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
841e32dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e331ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e339ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
841e33bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e33dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e341ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e343ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
841e345ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
841e347ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
841e349ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e34bffffffff,76.0,0.0,0.0,0.0,0.0,0.0,0.0
