cell_id,Haemorhous purpureus,Haemorhous purpureus purpureus,Haemorhous purpureus californicus
842662dffffffff,6.0,0.0,0.0
8426635ffffffff,3.0,0.0,0.0
8426637ffffffff,4.0,0.0,0.0
8426641ffffffff,3.0,0.0,0.0
8426645ffffffff,17.0,0.0,0.0
8426649ffffffff,8.0,0.0,0.0
842664dffffffff,21.0,1.0,0.0
8426657ffffffff,8.0,0.0,0.0
8426665ffffffff,11.0,0.0,0.0
8426669ffffffff,10.0,0.0,0.0
842666bffffffff,2.0,0.0,0.0
842666dffffffff,3.0,0.0,0.0
8426689ffffffff,2.0,0.0,0.0
842668bffffffff,6.0,0.0,0.0
842668dffffffff,6.0,0.0,0.0
842669bffffffff,14.0,0.0,0.0
84266a5ffffffff,2.0,0.0,0.0
84266a9ffffffff,2.0,0.0,0.0
84266b9ffffffff,4.0,0.0,0.0
84266c1ffffffff,14.0,0.0,0.0
84266c5ffffffff,125.0,0.0,0.0
84266d1ffffffff,5.0,0.0,0.0
84266d7ffffffff,2.0,2.0,0.0
84266dbffffffff,6.0,0.0,0.0
84266e1ffffffff,3.0,0.0,0.0
84266e3ffffffff,2.0,0.0,0.0
84266e9ffffffff,2.0,0.0,0.0
84266ebffffffff,96.0,0.0,0.0
84266edffffffff,1.0,0.0,0.0
8426707ffffffff,1.0,0.0,0.0
8426711ffffffff,2.0,0.0,0.0
8426723ffffffff,2.0,0.0,0.0
8426733ffffffff,2.0,0.0,0.0
842673bffffffff,1.0,0.0,0.0
8426743ffffffff,2.0,0.0,0.0
8426745ffffffff,6.0,0.0,0.0
8426747ffffffff,2.0,0.0,0.0
842675dffffffff,2.0,0.0,0.0
842681bffffffff,29.0,2.0,0.0
8426853ffffffff,5.0,2.0,0.0
8426889ffffffff,2.0,0.0,0.0
8426897ffffffff,2.0,0.0,0.0
84268c1ffffffff,2.0,0.0,0.0
84268c7ffffffff,13.0,3.0,0.0
84268cdffffffff,5.0,1.0,0.0
8426963ffffffff,18.0,5.0,0.0
8426969ffffffff,1.0,0.0,0.0
8426987ffffffff,9.0,0.0,0.0
8426989ffffffff,1.0,0.0,0.0
842698dffffffff,1.0,0.0,0.0
8426a1bffffffff,3.0,0.0,0.0
8426a2bffffffff,2.0,1.0,0.0
8426a59ffffffff,2.0,0.0,0.0
8426a8bffffffff,2.0,0.0,0.0
8426a97ffffffff,5.0,0.0,0.0
8426a9dffffffff,4.0,2.0,0.0
8426aa5ffffffff,20.0,0.0,0.0
8426aabffffffff,2.0,0.0,0.0
8426ab7ffffffff,2.0,2.0,0.0
8426ac5ffffffff,4.0,0.0,0.0
8426ad7ffffffff,2.0,0.0,0.0
8426ae3ffffffff,2.0,0.0,0.0
8426b6dffffffff,2.0,0.0,0.0
8426c11ffffffff,2.0,0.0,0.0
8426c19ffffffff,13.0,0.0,0.0
8426c1bffffffff,4.0,0.0,0.0
8426c1dffffffff,3.0,0.0,0.0
8426c2dffffffff,2.0,0.0,0.0
8426c3bffffffff,2.0,0.0,0.0
8426c49ffffffff,2.0,0.0,0.0
8426c4dffffffff,2.0,0.0,0.0
8426c53ffffffff,2.0,0.0,0.0
8426c5bffffffff,8.0,0.0,0.0
8426c83ffffffff,24.0,0.0,0.0
8426c85ffffffff,10.0,0.0,0.0
8426c87ffffffff,64.0,0.0,0.0
8426c89ffffffff,79.0,0.0,0.0
8426c8dffffffff,2.0,0.0,0.0
8426c93ffffffff,6.0,0.0,0.0
8426c9bffffffff,1.0,0.0,0.0
8426ca1ffffffff,7.0,0.0,0.0
8426ca3ffffffff,3.0,0.0,0.0
8426ca5ffffffff,1.0,0.0,0.0
8426ca9ffffffff,4.0,0.0,0.0
8426cabffffffff,17.0,0.0,0.0
8426cb5ffffffff,2.0,0.0,0.0
8426cb9ffffffff,48.0,0.0,0.0
8426cbbffffffff,3.0,0.0,0.0
8426cbdffffffff,42.0,0.0,0.0
8426cc1ffffffff,1.0,0.0,0.0
8426cc7ffffffff,2.0,0.0,0.0
8426cebffffffff,2.0,0.0,0.0
8426d15ffffffff,3.0,0.0,0.0
8426d45ffffffff,5.0,2.0,0.0
8426ddbffffffff,2.0,0.0,0.0
8426de7ffffffff,4.0,0.0,0.0
8426e07ffffffff,1.0,0.0,0.0
8426e29ffffffff,4.0,0.0,0.0
8426e59ffffffff,6.0,0.0,0.0
8426e5bffffffff,1.0,0.0,0.0
8426e67ffffffff,9.0,0.0,0.0
8426e9dffffffff,1.0,0.0,0.0
8426ed7ffffffff,4.0,0.0,0.0
8426eedffffffff,1.0,0.0,0.0
8426f0dffffffff,8.0,0.0,0.0
8426f13ffffffff,2.0,0.0,0.0
8426f25ffffffff,5.0,0.0,0.0
8427001ffffffff,2.0,0.0,0.0
8427003ffffffff,3.0,0.0,0.0
8427007ffffffff,14.0,0.0,0.0
8427023ffffffff,13.0,0.0,0.0
8427027ffffffff,2.0,0.0,0.0
8427031ffffffff,16.0,0.0,0.0
8427035ffffffff,5.0,0.0,0.0
8427039ffffffff,19.0,0.0,0.0
842703bffffffff,6.0,0.0,0.0
842703dffffffff,4.0,0.0,0.0
8427063ffffffff,5.0,0.0,0.0
8427097ffffffff,3.0,3.0,0.0
842709bffffffff,1.0,1.0,0.0
84270bbffffffff,3.0,0.0,0.0
8427115ffffffff,2.0,0.0,0.0
8427117ffffffff,6.0,0.0,0.0
842711bffffffff,7.0,0.0,0.0
8427127ffffffff,1.0,0.0,0.0
842712bffffffff,2.0,0.0,0.0
8427131ffffffff,4.0,0.0,0.0
842713bffffffff,8.0,0.0,0.0
8427157ffffffff,3.0,0.0,0.0
842716bffffffff,1.0,0.0,0.0
8427183ffffffff,2.0,0.0,0.0
842719dffffffff,10.0,0.0,0.0
84271abffffffff,2.0,0.0,0.0
84271c9ffffffff,47.0,0.0,0.0
84271d9ffffffff,1.0,0.0,0.0
84271e9ffffffff,1.0,0.0,0.0
8427411ffffffff,10.0,0.0,0.0
842741bffffffff,8.0,0.0,0.0
8427421ffffffff,3.0,0.0,0.0
8427431ffffffff,5.0,0.0,0.0
8427435ffffffff,3.0,0.0,0.0
8427437ffffffff,8.0,0.0,0.0
842743dffffffff,4.0,0.0,0.0
8427445ffffffff,3.0,0.0,0.0
842744bffffffff,2.0,0.0,0.0
8427453ffffffff,2.0,0.0,0.0
8427461ffffffff,2.0,0.0,0.0
8427463ffffffff,21.0,2.0,0.0
842746dffffffff,2.0,0.0,0.0
8427481ffffffff,22.0,0.0,0.0
8427483ffffffff,3.0,0.0,0.0
8427485ffffffff,30.0,1.0,0.0
8427487ffffffff,7.0,0.0,0.0
842748bffffffff,6.0,0.0,0.0
842748dffffffff,57.0,0.0,0.0
8427491ffffffff,11.0,0.0,0.0
8427499ffffffff,51.0,0.0,0.0
842749dffffffff,14.0,0.0,0.0
84274abffffffff,17.0,0.0,0.0
84274b5ffffffff,23.0,0.0,0.0
84274b9ffffffff,2.0,0.0,0.0
84274bbffffffff,2.0,0.0,0.0
84274bdffffffff,3.0,0.0,0.0
84274c7ffffffff,3.0,0.0,0.0
84274cbffffffff,4.0,0.0,0.0
84274d1ffffffff,2.0,0.0,0.0
84274d3ffffffff,10.0,0.0,0.0
84274d5ffffffff,3.0,0.0,0.0
84274d7ffffffff,15.0,0.0,0.0
84274d9ffffffff,10.0,0.0,0.0
84274dbffffffff,2.0,0.0,0.0
84274e1ffffffff,4.0,0.0,0.0
84274e3ffffffff,22.0,0.0,0.0
84274ebffffffff,2.0,0.0,0.0
8427525ffffffff,1.0,0.0,0.0
8427527ffffffff,2.0,0.0,0.0
8427529ffffffff,2.0,0.0,0.0
8427537ffffffff,4.0,0.0,0.0
8427541ffffffff,14.0,0.0,0.0
8427545ffffffff,7.0,3.0,0.0
8427559ffffffff,1.0,0.0,0.0
842755bffffffff,6.0,0.0,0.0
8427569ffffffff,75.0,7.0,0.0
8427581ffffffff,21.0,0.0,0.0
8427585ffffffff,10.0,0.0,0.0
8427587ffffffff,5.0,0.0,0.0
842758bffffffff,2.0,0.0,0.0
842758dffffffff,2.0,0.0,0.0
8427591ffffffff,2.0,0.0,0.0
8427593ffffffff,17.0,0.0,0.0
8427597ffffffff,2.0,0.0,0.0
8427599ffffffff,2.0,0.0,0.0
842759bffffffff,21.0,0.0,0.0
842759dffffffff,8.0,0.0,0.0
84275a1ffffffff,16.0,0.0,0.0
84275a3ffffffff,2.0,0.0,0.0
84275a7ffffffff,4.0,0.0,0.0
84275a9ffffffff,2.0,0.0,0.0
84275abffffffff,1.0,0.0,0.0
84275b3ffffffff,2.0,0.0,0.0
84275b5ffffffff,25.0,0.0,0.0
84275b7ffffffff,2.0,0.0,0.0
84275b9ffffffff,4.0,0.0,0.0
84275bbffffffff,2.0,2.0,0.0
84275c3ffffffff,2.0,0.0,0.0
84275c7ffffffff,6.0,2.0,0.0
84275c9ffffffff,2.0,0.0,0.0
84275cbffffffff,4.0,0.0,0.0
84275cdffffffff,4.0,2.0,0.0
84275d1ffffffff,10.0,0.0,0.0
84275d3ffffffff,12.0,0.0,0.0
84275d7ffffffff,2.0,1.0,0.0
84275d9ffffffff,4.0,0.0,0.0
84275ddffffffff,11.0,0.0,0.0
84275e3ffffffff,1.0,0.0,0.0
84275e5ffffffff,10.0,0.0,0.0
84275e9ffffffff,1.0,0.0,0.0
84275edffffffff,2.0,0.0,0.0
8427631ffffffff,22.0,1.0,0.0
8427633ffffffff,3.0,0.0,0.0
8427637ffffffff,5.0,0.0,0.0
842763bffffffff,4.0,0.0,0.0
842765bffffffff,4.0,4.0,0.0
8427665ffffffff,3.0,0.0,0.0
8427687ffffffff,2.0,0.0,0.0
8427691ffffffff,2.0,0.0,0.0
8427693ffffffff,2.0,0.0,0.0
8427699ffffffff,9.0,0.0,0.0
84276a1ffffffff,6.0,0.0,0.0
84276a5ffffffff,1.0,0.0,0.0
84276a7ffffffff,2.0,0.0,0.0
84276b7ffffffff,3.0,0.0,0.0
84276b9ffffffff,2.0,0.0,0.0
84276bbffffffff,9.0,0.0,0.0
84276bdffffffff,6.0,0.0,0.0
84276d1ffffffff,4.0,0.0,0.0
84276d3ffffffff,5.0,0.0,0.0
84276e5ffffffff,6.0,0.0,0.0
84276e7ffffffff,4.0,0.0,0.0
84276edffffffff,49.0,0.0,0.0
8427707ffffffff,2.0,2.0,0.0
8427721ffffffff,2.0,0.0,0.0
842773bffffffff,6.0,0.0,0.0
8427747ffffffff,2.0,2.0,0.0
8427801ffffffff,1.0,0.0,0.0
8427833ffffffff,4.0,0.0,0.0
842783dffffffff,1.0,0.0,0.0
8427859ffffffff,5.0,3.0,0.0
842786bffffffff,4.0,0.0,0.0
84278c9ffffffff,2.0,0.0,0.0
84278d3ffffffff,2.0,0.0,0.0
84278edffffffff,2.0,0.0,0.0
8427905ffffffff,2.0,0.0,0.0
8427969ffffffff,3.0,0.0,2.0
8427a05ffffffff,6.0,0.0,0.0
8427a45ffffffff,1.0,0.0,0.0
8427a5dffffffff,2.0,0.0,0.0
8427a6dffffffff,2.0,0.0,0.0
8427a81ffffffff,12.0,0.0,0.0
8427a87ffffffff,9.0,0.0,0.0
8427a95ffffffff,4.0,0.0,0.0
8427abbffffffff,8.0,0.0,0.0
8427abdffffffff,7.0,0.0,0.0
8427ac7ffffffff,3.0,0.0,0.0
8427ad3ffffffff,48.0,7.0,0.0
8427ae5ffffffff,2.0,0.0,0.0
8427b29ffffffff,3.0,0.0,0.0
8427b2bffffffff,2.0,0.0,0.0
8427b65ffffffff,1.0,0.0,0.0
8428023ffffffff,13.0,0.0,2.0
8428027ffffffff,2.0,0.0,0.0
842802bffffffff,12.0,9.0,0.0
842802dffffffff,2.0,0.0,0.0
8428035ffffffff,2.0,0.0,2.0
8428069ffffffff,1.0,0.0,1.0
842806bffffffff,2.0,0.0,1.0
8428103ffffffff,23.0,0.0,4.0
8428105ffffffff,2.0,0.0,2.0
842810bffffffff,16.0,0.0,1.0
842810dffffffff,3.0,0.0,2.0
8428119ffffffff,4.0,0.0,0.0
842811dffffffff,2.0,0.0,0.0
8428123ffffffff,6.0,0.0,0.0
842812bffffffff,2.0,0.0,0.0
8428133ffffffff,2.0,0.0,2.0
8428141ffffffff,8.0,0.0,0.0
8428143ffffffff,2.0,0.0,0.0
8428147ffffffff,4.0,0.0,2.0
8428149ffffffff,115.0,0.0,113.0
842814bffffffff,17.0,0.0,4.0
8428151ffffffff,11.0,0.0,4.0
8428153ffffffff,8.0,0.0,0.0
8428155ffffffff,12.0,0.0,3.0
8428157ffffffff,10.0,0.0,2.0
8428159ffffffff,1.0,0.0,0.0
842815bffffffff,4.0,0.0,0.0
8428183ffffffff,7.0,0.0,2.0
842818dffffffff,5.0,0.0,5.0
84281b9ffffffff,1.0,0.0,0.0
84281d5ffffffff,6.0,0.0,0.0
84281e5ffffffff,21.0,0.0,13.0
84281e9ffffffff,30.0,0.0,30.0
84281ebffffffff,7.0,0.0,7.0
84281edffffffff,21.0,0.0,7.0
8428301ffffffff,46.0,0.0,8.0
8428303ffffffff,10.0,0.0,0.0
8428305ffffffff,20.0,0.0,2.0
8428307ffffffff,66.0,0.0,19.0
8428309ffffffff,50.0,0.0,10.0
842830bffffffff,9.0,0.0,6.0
842830dffffffff,11.0,0.0,7.0
8428321ffffffff,87.0,0.0,35.0
8428323ffffffff,135.0,0.0,130.0
8428325ffffffff,4.0,0.0,4.0
8428327ffffffff,562.0,0.0,562.0
8428329ffffffff,7.0,0.0,6.0
842832bffffffff,171.0,0.0,27.0
8428335ffffffff,3.0,0.0,1.0
8428339ffffffff,10.0,0.0,2.0
842833bffffffff,7.0,0.0,0.0
8428341ffffffff,11.0,0.0,4.0
842834dffffffff,6.0,0.0,4.0
8428355ffffffff,12.0,4.0,5.0
8428357ffffffff,21.0,0.0,6.0
8428361ffffffff,62.0,0.0,16.0
8428363ffffffff,217.0,0.0,27.0
8428365ffffffff,1.0,0.0,0.0
8428367ffffffff,22.0,0.0,8.0
8428369ffffffff,9.0,0.0,3.0
842836bffffffff,13.0,0.0,1.0
842836dffffffff,2.0,0.0,0.0
8428817ffffffff,2.0,0.0,0.0
8428843ffffffff,21.0,0.0,3.0
842886dffffffff,2.0,0.0,0.0
8428881ffffffff,47.0,0.0,8.0
8428887ffffffff,1.0,0.0,0.0
8428889ffffffff,2.0,0.0,0.0
842888bffffffff,140.0,0.0,4.0
842888dffffffff,13.0,0.0,0.0
8428893ffffffff,2.0,0.0,2.0
8428895ffffffff,2.0,0.0,0.0
842889bffffffff,1.0,0.0,1.0
84288adffffffff,13.0,0.0,0.0
84288bbffffffff,4.0,0.0,0.0
84288c3ffffffff,2.0,0.0,2.0
84288c5ffffffff,13.0,0.0,5.0
84288cdffffffff,2.0,0.0,0.0
84288d1ffffffff,5.0,0.0,3.0
84288d5ffffffff,4.0,0.0,0.0
8428939ffffffff,3.0,0.0,0.0
84289b5ffffffff,2.0,0.0,0.0
84289b7ffffffff,2.0,0.0,0.0
8428a91ffffffff,6.0,0.0,0.0
8428a93ffffffff,10.0,0.0,0.0
8428a95ffffffff,17.0,0.0,0.0
8428ae1ffffffff,2.0,0.0,0.0
8428ae9ffffffff,2.0,0.0,0.0
8428b1dffffffff,4.0,0.0,3.0
8428b37ffffffff,1.0,0.0,0.0
8428c01ffffffff,7.0,0.0,7.0
8428c0dffffffff,7.0,0.0,7.0
8428c25ffffffff,1.0,0.0,1.0
8428c61ffffffff,4.0,0.0,4.0
8428c6dffffffff,4.0,0.0,2.0
8428d13ffffffff,2.0,0.0,2.0
8428d17ffffffff,2.0,0.0,2.0
8428d1bffffffff,3.0,0.0,1.0
8428d1dffffffff,5.0,0.0,5.0
8428d21ffffffff,12.0,0.0,0.0
8428d25ffffffff,2.0,0.0,0.0
8428d29ffffffff,19.0,0.0,0.0
8428d2bffffffff,4.0,0.0,0.0
8428d2dffffffff,15.0,0.0,0.0
8428d37ffffffff,1.0,0.0,0.0
8428d3bffffffff,3.0,0.0,0.0
8428d3dffffffff,3.0,0.0,3.0
8428d45ffffffff,6.0,0.0,2.0
8428d51ffffffff,47.0,0.0,4.0
8428d55ffffffff,5.0,0.0,5.0
8428d57ffffffff,8.0,0.0,5.0
8428d59ffffffff,1.0,0.0,0.0
8428d5bffffffff,4.0,0.0,0.0
8428d65ffffffff,2.0,0.0,0.0
8428d67ffffffff,19.0,0.0,0.0
8428dc7ffffffff,7.0,0.0,0.0
8428de1ffffffff,3.0,0.0,1.0
8428de9ffffffff,12.0,0.0,11.0
8428f01ffffffff,8.0,0.0,0.0
8428f03ffffffff,2.0,0.0,2.0
8428f05ffffffff,6.0,0.0,0.0
8428f07ffffffff,1.0,0.0,0.0
8428f0bffffffff,3.0,0.0,0.0
8428f17ffffffff,4.0,0.0,4.0
8428f21ffffffff,3.0,0.0,3.0
8428f27ffffffff,5.0,0.0,5.0
8428f29ffffffff,3.0,0.0,0.0
8428f37ffffffff,13.0,0.0,2.0
8428f51ffffffff,2.0,0.0,0.0
8428f55ffffffff,6.0,0.0,6.0
8428f5dffffffff,5.0,0.0,5.0
8428f67ffffffff,1.0,0.0,0.0
8429121ffffffff,3.0,0.0,0.0
842912dffffffff,2.0,0.0,2.0
8429137ffffffff,2.0,0.0,2.0
8429167ffffffff,7.0,0.0,0.0
84291a7ffffffff,3.0,0.0,2.0
842980dffffffff,4.0,0.0,0.0
8429841ffffffff,8.0,0.0,2.0
8429843ffffffff,7.0,0.0,0.0
8429849ffffffff,2.0,0.0,0.0
842984dffffffff,1.0,0.0,0.0
8429851ffffffff,2.0,0.0,2.0
8429855ffffffff,36.0,6.0,3.0
8429863ffffffff,14.0,0.0,1.0
8429867ffffffff,3.0,0.0,0.0
842986bffffffff,13.0,0.0,0.0
8429891ffffffff,86.0,0.0,9.0
8429899ffffffff,2.0,0.0,0.0
842989bffffffff,8.0,0.0,8.0
842989dffffffff,4.0,0.0,2.0
84298c9ffffffff,14.0,0.0,9.0
84298cdffffffff,3.0,0.0,0.0
84298d1ffffffff,2.0,0.0,0.0
84298d3ffffffff,2.0,0.0,0.0
84298d7ffffffff,6.0,0.0,1.0
8429953ffffffff,15.0,3.0,3.0
8429a01ffffffff,141.0,0.0,0.0
8429a03ffffffff,12.0,0.0,0.0
8429a05ffffffff,36.0,0.0,0.0
8429a07ffffffff,3.0,0.0,1.0
8429a09ffffffff,53.0,0.0,2.0
8429a0bffffffff,15.0,0.0,0.0
8429a0dffffffff,3.0,0.0,1.0
8429a11ffffffff,5.0,0.0,3.0
8429a13ffffffff,6.0,0.0,0.0
8429a19ffffffff,62.0,0.0,0.0
8429a1dffffffff,4.0,0.0,0.0
8429a23ffffffff,2.0,0.0,0.0
8429a27ffffffff,2.0,0.0,0.0
8429a29ffffffff,16.0,0.0,0.0
8429a31ffffffff,5.0,0.0,0.0
8429a39ffffffff,6.0,0.0,2.0
8429a3bffffffff,1.0,0.0,0.0
8429a41ffffffff,58.0,0.0,2.0
8429a43ffffffff,2.0,0.0,0.0
8429a47ffffffff,39.0,0.0,8.0
8429a4dffffffff,2.0,0.0,0.0
8429a51ffffffff,3.0,0.0,0.0
8429a55ffffffff,32.0,0.0,0.0
8429a57ffffffff,87.0,0.0,2.0
8429a59ffffffff,18.0,0.0,0.0
8429a61ffffffff,2.0,0.0,0.0
8429a69ffffffff,3.0,0.0,0.0
8429a85ffffffff,2.0,0.0,2.0
8429a8bffffffff,4.0,0.0,0.0
8429a9dffffffff,8.0,0.0,0.0
8429aa7ffffffff,37.0,0.0,22.0
8429aa9ffffffff,2.0,0.0,2.0
8429aabffffffff,6.0,0.0,6.0
8429acbffffffff,1.0,0.0,1.0
8429ad1ffffffff,35.0,0.0,29.0
8429ad3ffffffff,2.0,0.0,2.0
8429ad9ffffffff,17.0,0.0,13.0
8429addffffffff,27.0,0.0,27.0
