cell_id,Limosa limosa,Limosa limosa islandica,Limosa limosa limosa,Limosa limosa melanuroides,Limosa limosa bohaii
82075ffffffffff,3.0,0.0,0.0,0.0,0.0
820767fffffffff,8.0,4.0,0.0,0.0,0.0
820887fffffffff,4.0,4.0,0.0,0.0,0.0
82088ffffffffff,5.0,0.0,0.0,0.0,0.0
8208d7fffffffff,2.0,0.0,2.0,0.0,0.0
8208effffffffff,2.0,2.0,0.0,0.0,0.0
820937fffffffff,2.0,0.0,0.0,0.0,0.0
820987fffffffff,2.0,0.0,0.0,0.0,0.0
8209a7fffffffff,4.0,0.0,0.0,0.0,0.0
820bb7fffffffff,2.0,0.0,2.0,0.0,0.0
820c17fffffffff,2.0,0.0,0.0,0.0,0.0
820c5ffffffffff,2.0,0.0,0.0,0.0,0.0
820ca7fffffffff,5.0,0.0,0.0,0.0,0.0
8210dffffffffff,1.0,0.0,0.0,0.0,0.0
82118ffffffffff,6.0,0.0,3.0,0.0,0.0
8211affffffffff,9.0,0.0,4.0,0.0,0.0
8214affffffffff,8.0,0.0,0.0,8.0,0.0
821597fffffffff,1.0,0.0,0.0,0.0,0.0
8215b7fffffffff,4.0,0.0,0.0,0.0,4.0
821657fffffffff,26.0,0.0,0.0,13.0,0.0
82165ffffffffff,2.0,0.0,0.0,0.0,0.0
82171ffffffffff,10.0,0.0,0.0,0.0,0.0
82182ffffffffff,17.0,16.0,0.0,0.0,0.0
821847fffffffff,10.0,0.0,0.0,0.0,0.0
82184ffffffffff,288.0,4.0,1.0,0.0,0.0
82185ffffffffff,35.0,0.0,0.0,0.0,0.0
821867fffffffff,8.0,2.0,0.0,0.0,0.0
82186ffffffffff,5.0,0.0,0.0,0.0,0.0
821877fffffffff,7.0,0.0,0.0,0.0,0.0
82190ffffffffff,12.0,0.0,0.0,0.0,0.0
82192ffffffffff,1.0,0.0,0.0,0.0,0.0
821947fffffffff,43.0,8.0,3.0,0.0,0.0
82194ffffffffff,75.0,24.0,40.0,0.0,0.0
821957fffffffff,14.0,5.0,0.0,0.0,0.0
82195ffffffffff,21.0,2.0,0.0,0.0,0.0
82196ffffffffff,7.0,7.0,0.0,0.0,0.0
821977fffffffff,8.0,3.0,0.0,0.0,0.0
821aa7fffffffff,77.0,4.0,0.0,0.0,0.0
821b9ffffffffff,2.0,0.0,0.0,0.0,0.0
821e07fffffffff,88.0,0.0,0.0,0.0,0.0
821e0ffffffffff,90.0,0.0,2.0,0.0,0.0
821e17fffffffff,3.0,0.0,0.0,0.0,0.0
821e1ffffffffff,14.0,0.0,3.0,0.0,0.0
821e27fffffffff,4.0,0.0,0.0,0.0,0.0
821e2ffffffffff,10.0,0.0,0.0,0.0,0.0
821e37fffffffff,103.0,2.0,0.0,0.0,0.0
821e5ffffffffff,12.0,0.0,0.0,0.0,0.0
821e77fffffffff,5.0,0.0,0.0,0.0,0.0
821e87fffffffff,1.0,0.0,0.0,0.0,0.0
821ea7fffffffff,9.0,0.0,0.0,0.0,0.0
821ec7fffffffff,10.0,0.0,0.0,0.0,0.0
821ecffffffffff,8.0,0.0,0.0,0.0,0.0
821eeffffffffff,4.0,0.0,0.0,0.0,0.0
821f07fffffffff,3.0,3.0,0.0,0.0,0.0
821f0ffffffffff,33.0,0.0,0.0,0.0,0.0
821f17fffffffff,10.0,4.0,0.0,0.0,0.0
821f1ffffffffff,3.0,0.0,0.0,0.0,0.0
821f2ffffffffff,12.0,7.0,5.0,0.0,0.0
821f37fffffffff,12.0,6.0,0.0,0.0,0.0
821f4ffffffffff,6.0,0.0,0.0,0.0,0.0
821f5ffffffffff,2.0,0.0,0.0,0.0,0.0
821f77fffffffff,5.0,0.0,0.0,0.0,0.0
821f87fffffffff,9.0,0.0,2.0,0.0,0.0
821f8ffffffffff,30.0,0.0,1.0,0.0,0.0
821f97fffffffff,4.0,0.0,0.0,0.0,0.0
821f9ffffffffff,5.0,0.0,0.0,0.0,0.0
821faffffffffff,32.0,0.0,0.0,0.0,0.0
822017fffffffff,1.0,0.0,0.0,0.0,0.0
8220cffffffffff,7.0,0.0,0.0,0.0,0.0
8220e7fffffffff,1.0,0.0,0.0,0.0,0.0
822157fffffffff,7.0,0.0,5.0,0.0,0.0
8222dffffffffff,29.0,0.0,0.0,0.0,0.0
8222effffffffff,33.0,0.0,0.0,0.0,0.0
82242ffffffffff,2.0,0.0,0.0,0.0,1.0
822477fffffffff,1.0,0.0,0.0,1.0,0.0
82248ffffffffff,4.0,0.0,0.0,0.0,0.0
82249ffffffffff,1.0,0.0,0.0,0.0,0.0
8225b7fffffffff,1.0,0.0,0.0,0.0,0.0
