cell_id,Trochocercus cyanomelas,Trochocercus cyanomelas [bivittatus Group],Trochocercus cyanomelas cyanomelas/segregus
827a47fffffffff,1.0,0.0,0.0
827a67fffffffff,2.0,2.0,0.0
827a6ffffffffff,5.0,0.0,0.0
827b4ffffffffff,11.0,3.0,0.0
829697fffffffff,7.0,0.0,0.0
829717fffffffff,1.0,1.0,0.0
82bc6ffffffffff,8.0,0.0,8.0
82bc8ffffffffff,2.0,0.0,0.0
82bce7fffffffff,2.0,0.0,2.0
82bcf7fffffffff,7.0,0.0,0.0
