cell_id,Setophaga dominica,Setophaga dominica albilora,Setophaga dominica dominica/stoddardi
8426585ffffffff,24.0,0.0,0.0
8426597ffffffff,2.0,0.0,0.0
8426599ffffffff,2.0,0.0,0.0
842659bffffffff,1.0,0.0,0.0
84265b5ffffffff,5.0,0.0,0.0
84265c1ffffffff,2.0,0.0,0.0
84265d9ffffffff,3.0,0.0,0.0
84265dbffffffff,12.0,0.0,0.0
84265e3ffffffff,2.0,0.0,0.0
84265e7ffffffff,2.0,0.0,0.0
84265e9ffffffff,2.0,0.0,0.0
84265ebffffffff,2.0,0.0,0.0
84265edffffffff,5.0,0.0,0.0
8426611ffffffff,1.0,0.0,0.0
842661bffffffff,1.0,0.0,0.0
8426621ffffffff,4.0,0.0,0.0
8426623ffffffff,1.0,0.0,0.0
8426629ffffffff,1.0,0.0,0.0
842662dffffffff,2.0,0.0,0.0
842663dffffffff,2.0,0.0,0.0
8426641ffffffff,2.0,0.0,0.0
8426645ffffffff,19.0,0.0,0.0
8426647ffffffff,5.0,0.0,0.0
842664bffffffff,9.0,0.0,0.0
842664dffffffff,29.0,2.0,0.0
8426651ffffffff,2.0,0.0,0.0
8426661ffffffff,6.0,0.0,0.0
8426669ffffffff,6.0,0.0,0.0
8426683ffffffff,2.0,0.0,0.0
8426689ffffffff,2.0,0.0,0.0
842668dffffffff,3.0,0.0,0.0
842669bffffffff,1.0,0.0,0.0
84266b7ffffffff,3.0,0.0,0.0
84266bbffffffff,2.0,0.0,0.0
84266c5ffffffff,4.0,0.0,0.0
84266c7ffffffff,2.0,0.0,0.0
84266d5ffffffff,4.0,0.0,0.0
84266e1ffffffff,2.0,0.0,0.0
84266e3ffffffff,2.0,0.0,0.0
84266ebffffffff,2.0,0.0,0.0
8426705ffffffff,15.0,0.0,0.0
8426707ffffffff,5.0,0.0,0.0
842670bffffffff,5.0,0.0,0.0
8426721ffffffff,1.0,0.0,0.0
8426743ffffffff,8.0,0.0,0.0
8426759ffffffff,1.0,0.0,0.0
8426767ffffffff,2.0,0.0,0.0
842681bffffffff,24.0,2.0,0.0
8426853ffffffff,31.0,0.0,0.0
8426859ffffffff,6.0,0.0,0.0
8426881ffffffff,96.0,5.0,0.0
8426889ffffffff,23.0,2.0,0.0
842688dffffffff,2.0,1.0,0.0
84268c7ffffffff,31.0,0.0,3.0
84268cdffffffff,72.0,2.0,0.0
84268d5ffffffff,5.0,0.0,0.0
8426995ffffffff,3.0,3.0,0.0
84269c1ffffffff,8.0,0.0,0.0
84269cdffffffff,1.0,0.0,0.0
8426a8bffffffff,2.0,0.0,0.0
8426aa5ffffffff,2.0,0.0,0.0
8426aa9ffffffff,2.0,0.0,0.0
8426ab9ffffffff,3.0,0.0,0.0
8426abbffffffff,2.0,0.0,0.0
8426ae9ffffffff,2.0,0.0,0.0
8426c11ffffffff,44.0,3.0,0.0
8426c19ffffffff,4.0,0.0,0.0
8426c1bffffffff,1.0,0.0,0.0
8426c3bffffffff,1.0,0.0,0.0
8426c81ffffffff,2.0,0.0,0.0
8426c83ffffffff,2.0,0.0,0.0
8426c87ffffffff,6.0,0.0,0.0
8426c89ffffffff,7.0,0.0,0.0
8426ca1ffffffff,2.0,0.0,0.0
8426ca3ffffffff,2.0,0.0,0.0
8426cabffffffff,12.0,0.0,0.0
8426cb1ffffffff,3.0,0.0,0.0
8426cb9ffffffff,8.0,0.0,0.0
8426cd1ffffffff,6.0,0.0,0.0
8426cd5ffffffff,1.0,0.0,0.0
8426dbbffffffff,4.0,0.0,0.0
8426e1bffffffff,2.0,0.0,0.0
8426e2dffffffff,4.0,0.0,0.0
8426e3dffffffff,2.0,0.0,0.0
8426e43ffffffff,7.0,0.0,0.0
8426e51ffffffff,1.0,0.0,0.0
8426e53ffffffff,1.0,0.0,0.0
8426e5bffffffff,19.0,0.0,0.0
8426e89ffffffff,2.0,0.0,0.0
8426e99ffffffff,4.0,0.0,0.0
8426e9dffffffff,4.0,0.0,0.0
8426ebdffffffff,1.0,0.0,0.0
8426ec1ffffffff,1.0,1.0,0.0
8426ecbffffffff,3.0,0.0,0.0
8426ecdffffffff,2.0,0.0,0.0
8426ed1ffffffff,4.0,0.0,0.0
8426ed3ffffffff,9.0,0.0,0.0
8426ed7ffffffff,7.0,0.0,0.0
8426eddffffffff,5.0,0.0,0.0
8426ee9ffffffff,1.0,0.0,0.0
8426f25ffffffff,2.0,0.0,0.0
8426f27ffffffff,7.0,0.0,0.0
8426f2dffffffff,14.0,2.0,0.0
842702dffffffff,2.0,0.0,0.0
8427131ffffffff,2.0,0.0,0.0
842719dffffffff,2.0,0.0,0.0
8427409ffffffff,1.0,0.0,0.0
8427411ffffffff,9.0,0.0,0.0
8427437ffffffff,2.0,0.0,0.0
8427445ffffffff,3.0,0.0,0.0
8427481ffffffff,7.0,0.0,0.0
8427485ffffffff,15.0,0.0,0.0
8427487ffffffff,1.0,0.0,0.0
842748dffffffff,1.0,0.0,0.0
8427491ffffffff,25.0,0.0,0.0
8427495ffffffff,2.0,0.0,0.0
8427497ffffffff,3.0,0.0,0.0
8427499ffffffff,20.0,0.0,0.0
842749bffffffff,15.0,0.0,0.0
842749dffffffff,4.0,0.0,0.0
84274abffffffff,2.0,0.0,0.0
84274b1ffffffff,4.0,0.0,0.0
84274b3ffffffff,2.0,0.0,0.0
84274b5ffffffff,16.0,0.0,0.0
84274bdffffffff,3.0,0.0,0.0
84274d7ffffffff,25.0,0.0,0.0
8427521ffffffff,6.0,0.0,0.0
8427527ffffffff,64.0,2.0,0.0
8427535ffffffff,5.0,1.0,0.0
8427539ffffffff,2.0,0.0,0.0
8427541ffffffff,1.0,0.0,0.0
8427569ffffffff,6.0,0.0,0.0
8427581ffffffff,20.0,0.0,0.0
8427583ffffffff,7.0,0.0,0.0
8427585ffffffff,4.0,0.0,0.0
8427587ffffffff,14.0,0.0,0.0
842758bffffffff,2.0,0.0,0.0
842758dffffffff,5.0,0.0,0.0
8427591ffffffff,2.0,0.0,0.0
8427593ffffffff,41.0,2.0,0.0
8427595ffffffff,4.0,0.0,0.0
8427597ffffffff,2.0,0.0,0.0
842759bffffffff,35.0,3.0,0.0
842759dffffffff,20.0,0.0,0.0
84275a1ffffffff,126.0,0.0,0.0
84275a3ffffffff,11.0,0.0,0.0
84275a5ffffffff,6.0,0.0,0.0
84275a9ffffffff,1.0,0.0,0.0
84275abffffffff,2.0,0.0,0.0
84275adffffffff,14.0,0.0,0.0
84275b5ffffffff,15.0,0.0,0.0
84275b7ffffffff,2.0,0.0,0.0
84275bbffffffff,6.0,0.0,0.0
84275cbffffffff,2.0,0.0,0.0
84275d1ffffffff,3.0,0.0,0.0
84275d3ffffffff,10.0,0.0,0.0
84275d7ffffffff,22.0,0.0,0.0
84275d9ffffffff,2.0,0.0,0.0
8427631ffffffff,8.0,0.0,0.0
8427691ffffffff,2.0,0.0,0.0
8427699ffffffff,2.0,0.0,0.0
84276bdffffffff,8.0,0.0,0.0
84276d5ffffffff,1.0,0.0,0.0
8427a03ffffffff,3.0,0.0,0.0
8428023ffffffff,9.0,0.0,0.0
842802bffffffff,8.0,2.0,0.0
84281b5ffffffff,15.0,0.0,0.0
8428301ffffffff,2.0,0.0,0.0
8428309ffffffff,58.0,14.0,3.0
842830bffffffff,1.0,1.0,0.0
842832dffffffff,3.0,0.0,0.0
8428343ffffffff,30.0,0.0,1.0
842834dffffffff,2.0,0.0,0.0
8428355ffffffff,7.0,4.0,0.0
8428357ffffffff,24.0,3.0,0.0
8428843ffffffff,4.0,0.0,0.0
842884bffffffff,24.0,0.0,0.0
8428945ffffffff,2.0,0.0,0.0
8428ae1ffffffff,5.0,0.0,0.0
8428ae9ffffffff,1.0,0.0,0.0
8428b65ffffffff,5.0,0.0,0.0
8428d29ffffffff,2.0,0.0,0.0
8428f09ffffffff,17.0,0.0,0.0
8428f19ffffffff,1.0,0.0,0.0
8428f39ffffffff,23.0,6.0,0.0
8428f43ffffffff,55.0,0.0,0.0
8429121ffffffff,1.0,0.0,0.0
8429127ffffffff,2.0,0.0,0.0
8429135ffffffff,2.0,0.0,0.0
84291a7ffffffff,5.0,3.0,0.0
8429819ffffffff,2.0,0.0,0.0
842981bffffffff,2.0,0.0,0.0
8429849ffffffff,2.0,0.0,0.0
8429855ffffffff,2.0,0.0,0.0
84298c9ffffffff,3.0,1.0,0.0
84298cbffffffff,3.0,0.0,0.0
842994dffffffff,4.0,0.0,0.0
8429a0bffffffff,2.0,0.0,0.0
8429a11ffffffff,1.0,0.0,0.0
8429a19ffffffff,10.0,0.0,0.0
8429a1bffffffff,4.0,0.0,0.0
8429a1dffffffff,13.0,6.0,0.0
8429a41ffffffff,22.0,12.0,0.0
8429a45ffffffff,6.0,4.0,0.0
8429a51ffffffff,3.0,0.0,0.0
8429a55ffffffff,2.0,0.0,0.0
8429a57ffffffff,43.0,5.0,0.0
8429a59ffffffff,3.0,0.0,0.0
8429a63ffffffff,19.0,0.0,0.0
8429a93ffffffff,13.0,2.0,0.0
8429ac9ffffffff,2.0,0.0,0.0
8429ad1ffffffff,14.0,2.0,0.0
8429b0bffffffff,3.0,0.0,0.0
8429b1dffffffff,2.0,2.0,0.0
8429b25ffffffff,8.0,0.0,0.0
8429b2dffffffff,28.0,3.0,0.0
842a065ffffffff,2.0,0.0,0.0
842a06dffffffff,4.0,0.0,4.0
842a101ffffffff,167.0,4.0,3.0
842a103ffffffff,15.0,0.0,2.0
842a105ffffffff,11.0,1.0,0.0
842a107ffffffff,60.0,0.0,0.0
842a109ffffffff,14.0,2.0,0.0
842a10bffffffff,232.0,0.0,4.0
842a10dffffffff,8.0,0.0,0.0
842a121ffffffff,38.0,0.0,0.0
842a123ffffffff,26.0,0.0,0.0
842a127ffffffff,2.0,0.0,0.0
842a129ffffffff,40.0,0.0,0.0
842a12bffffffff,10.0,0.0,0.0
842a12dffffffff,2.0,0.0,0.0
842a131ffffffff,2.0,0.0,1.0
842a133ffffffff,6.0,0.0,1.0
842a135ffffffff,21.0,0.0,0.0
842a137ffffffff,19.0,0.0,0.0
842a139ffffffff,4.0,0.0,0.0
842a13bffffffff,2.0,0.0,0.0
842a13dffffffff,36.0,0.0,0.0
842a141ffffffff,6.0,0.0,0.0
842a143ffffffff,43.0,0.0,0.0
842a147ffffffff,4.0,0.0,0.0
842a149ffffffff,1.0,0.0,0.0
842a14bffffffff,3.0,0.0,0.0
842a14dffffffff,3.0,0.0,0.0
842a155ffffffff,16.0,0.0,0.0
842a15dffffffff,10.0,0.0,0.0
842a163ffffffff,2.0,0.0,0.0
842a169ffffffff,13.0,0.0,0.0
842a1a5ffffffff,12.0,0.0,4.0
842a301ffffffff,33.0,4.0,3.0
842a303ffffffff,18.0,2.0,2.0
842a307ffffffff,50.0,8.0,0.0
842a30dffffffff,26.0,0.0,0.0
842a311ffffffff,29.0,7.0,2.0
842a313ffffffff,3.0,0.0,0.0
842a315ffffffff,2.0,0.0,0.0
842a317ffffffff,10.0,0.0,0.0
842a31dffffffff,12.0,5.0,0.0
842a327ffffffff,12.0,0.0,0.0
842a32bffffffff,57.0,0.0,3.0
842a32dffffffff,1.0,0.0,0.0
842a331ffffffff,14.0,1.0,0.0
842a333ffffffff,25.0,2.0,0.0
842a33bffffffff,13.0,0.0,0.0
842a341ffffffff,17.0,1.0,0.0
842a345ffffffff,2.0,0.0,0.0
842a347ffffffff,28.0,1.0,2.0
842a349ffffffff,16.0,0.0,0.0
842a34dffffffff,10.0,0.0,0.0
842a365ffffffff,5.0,0.0,0.0
842a4c1ffffffff,3.0,0.0,0.0
842a80bffffffff,7.0,0.0,0.0
842a80dffffffff,7.0,0.0,0.0
842a811ffffffff,2.0,0.0,0.0
842a813ffffffff,8.0,0.0,0.0
842a821ffffffff,2.0,0.0,0.0
842a825ffffffff,2.0,0.0,0.0
842a82bffffffff,1.0,0.0,0.0
842a841ffffffff,10.0,0.0,0.0
842a843ffffffff,14.0,0.0,0.0
842a845ffffffff,20.0,0.0,0.0
842a847ffffffff,48.0,0.0,0.0
842a84bffffffff,30.0,0.0,0.0
842a84dffffffff,2.0,0.0,0.0
842a851ffffffff,5.0,0.0,0.0
842a855ffffffff,81.0,18.0,0.0
842a857ffffffff,2.0,2.0,0.0
842a85bffffffff,2.0,1.0,0.0
842a86bffffffff,1.0,0.0,0.0
842a883ffffffff,3.0,2.0,0.0
842a887ffffffff,2.0,0.0,0.0
842a88dffffffff,5.0,0.0,0.0
842a897ffffffff,2.0,0.0,0.0
842a89dffffffff,14.0,7.0,2.0
842a8a1ffffffff,2.0,2.0,0.0
842a8a9ffffffff,2.0,2.0,0.0
842a8adffffffff,18.0,16.0,0.0
842a8b1ffffffff,5.0,0.0,0.0
842a8b9ffffffff,2.0,0.0,0.0
842a8bbffffffff,38.0,2.0,0.0
842a8c1ffffffff,6.0,0.0,0.0
842a8c3ffffffff,1.0,0.0,0.0
842a8c5ffffffff,7.0,0.0,0.0
842a8d7ffffffff,2.0,0.0,2.0
842a8d9ffffffff,17.0,1.0,0.0
842a8dbffffffff,4.0,0.0,0.0
842a8ddffffffff,5.0,2.0,0.0
842a8e3ffffffff,12.0,4.0,0.0
842a8e9ffffffff,1.0,0.0,0.0
842a8ebffffffff,48.0,0.0,0.0
842a903ffffffff,18.0,0.0,0.0
842a905ffffffff,2.0,0.0,0.0
842a907ffffffff,2.0,0.0,0.0
842a919ffffffff,4.0,0.0,0.0
842a929ffffffff,1.0,0.0,0.0
842a931ffffffff,2.0,0.0,0.0
842a93dffffffff,5.0,0.0,0.0
842a941ffffffff,1.0,0.0,0.0
842a943ffffffff,2.0,0.0,0.0
842a947ffffffff,4.0,0.0,0.0
842a949ffffffff,6.0,0.0,0.0
842a94dffffffff,54.0,0.0,0.0
842a955ffffffff,5.0,0.0,0.0
842a957ffffffff,10.0,0.0,0.0
842a965ffffffff,6.0,0.0,0.0
842a969ffffffff,2.0,0.0,0.0
842a96bffffffff,4.0,0.0,0.0
842a991ffffffff,4.0,3.0,0.0
842a995ffffffff,2.0,2.0,0.0
842a997ffffffff,8.0,0.0,0.0
842a999ffffffff,2.0,2.0,0.0
842a9a1ffffffff,2.0,0.0,0.0
842a9a5ffffffff,8.0,0.0,0.0
842a9adffffffff,3.0,0.0,0.0
842a9bbffffffff,13.0,0.0,0.0
842a9c7ffffffff,1.0,0.0,0.0
842a9d9ffffffff,6.0,6.0,0.0
842a9e9ffffffff,7.0,0.0,0.0
842aa03ffffffff,2.0,0.0,0.0
842aa09ffffffff,1.0,0.0,0.0
842aa0bffffffff,5.0,0.0,0.0
842aa13ffffffff,3.0,0.0,0.0
842aa17ffffffff,2.0,0.0,0.0
842aa19ffffffff,8.0,0.0,0.0
842aa25ffffffff,7.0,0.0,0.0
842aa27ffffffff,2.0,0.0,0.0
842aa29ffffffff,2.0,0.0,0.0
842aa2dffffffff,3.0,0.0,0.0
842aa31ffffffff,22.0,0.0,0.0
842aa33ffffffff,4.0,0.0,0.0
842aa37ffffffff,2.0,0.0,0.0
842aa39ffffffff,3.0,0.0,0.0
842aa3bffffffff,3.0,0.0,0.0
842aa45ffffffff,3.0,0.0,0.0
842aa4bffffffff,38.0,0.0,0.0
842aa4dffffffff,14.0,0.0,0.0
842aa53ffffffff,4.0,0.0,0.0
842aa65ffffffff,1.0,0.0,0.0
842aa67ffffffff,11.0,0.0,0.0
842aa6dffffffff,18.0,1.0,0.0
842aa81ffffffff,3.0,0.0,0.0
842aa83ffffffff,113.0,2.0,2.0
842aa85ffffffff,79.0,3.0,2.0
842aa87ffffffff,41.0,9.0,5.0
842aa89ffffffff,2.0,0.0,2.0
842aa8bffffffff,11.0,1.0,0.0
842aa8dffffffff,34.0,15.0,4.0
842aa91ffffffff,1.0,0.0,0.0
842aa95ffffffff,25.0,7.0,0.0
842aa99ffffffff,70.0,1.0,27.0
842aa9bffffffff,15.0,0.0,1.0
842aa9dffffffff,2.0,0.0,2.0
842aaa1ffffffff,5.0,0.0,0.0
842aaa3ffffffff,11.0,0.0,0.0
842aaa9ffffffff,10.0,0.0,0.0
842aab3ffffffff,4.0,0.0,0.0
842aab9ffffffff,5.0,0.0,0.0
842aabbffffffff,2.0,0.0,0.0
842aabdffffffff,40.0,7.0,0.0
842aac1ffffffff,64.0,0.0,0.0
842aac3ffffffff,7.0,0.0,2.0
842aac5ffffffff,9.0,0.0,0.0
842aac7ffffffff,11.0,0.0,2.0
842aac9ffffffff,31.0,1.0,0.0
842aacbffffffff,158.0,0.0,0.0
842aacdffffffff,8.0,0.0,0.0
842aad1ffffffff,35.0,6.0,6.0
842aad3ffffffff,4.0,0.0,0.0
842aad5ffffffff,1.0,1.0,0.0
842aad7ffffffff,7.0,0.0,2.0
842aad9ffffffff,44.0,0.0,0.0
842aadbffffffff,2.0,0.0,0.0
842aaddffffffff,17.0,0.0,0.0
842aae1ffffffff,4.0,0.0,0.0
842aae5ffffffff,2.0,0.0,0.0
842aae7ffffffff,2.0,0.0,0.0
842aae9ffffffff,39.0,0.0,0.0
842aaedffffffff,8.0,0.0,0.0
842ab03ffffffff,2.0,0.0,0.0
842ab05ffffffff,87.0,10.0,2.0
842ab09ffffffff,25.0,3.0,0.0
842ab21ffffffff,10.0,0.0,0.0
842ab23ffffffff,43.0,5.0,0.0
842ab25ffffffff,88.0,0.0,0.0
842ab27ffffffff,16.0,0.0,0.0
842ab29ffffffff,12.0,0.0,0.0
842ab2bffffffff,261.0,3.0,8.0
842ab35ffffffff,12.0,0.0,0.0
842ab3bffffffff,11.0,9.0,0.0
842ab49ffffffff,74.0,0.0,0.0
842ab51ffffffff,8.0,0.0,5.0
842ab55ffffffff,18.0,3.0,0.0
842ab59ffffffff,1.0,0.0,0.0
842ab5bffffffff,3.0,0.0,0.0
842ab61ffffffff,1.0,0.0,0.0
842ab67ffffffff,3.0,0.0,0.0
842ad03ffffffff,8.0,0.0,1.0
842ad15ffffffff,4.0,0.0,0.0
842ad21ffffffff,2.0,0.0,0.0
842ad27ffffffff,2.0,0.0,0.0
842ad2dffffffff,2.0,0.0,0.0
842ad43ffffffff,2.0,0.0,0.0
842ad55ffffffff,8.0,0.0,0.0
842ad61ffffffff,2.0,0.0,0.0
842ad65ffffffff,1.0,0.0,0.0
842ad6bffffffff,5.0,0.0,0.0
842ad6dffffffff,13.0,0.0,0.0
842af03ffffffff,2.0,0.0,2.0
842af05ffffffff,4.0,0.0,0.0
842af07ffffffff,5.0,0.0,0.0
842af0dffffffff,4.0,0.0,0.0
842af15ffffffff,4.0,0.0,0.0
842af17ffffffff,6.0,0.0,0.0
842af31ffffffff,6.0,0.0,0.0
842af37ffffffff,15.0,0.0,0.0
842af39ffffffff,6.0,0.0,0.0
842af61ffffffff,11.0,0.0,0.0
842af63ffffffff,3.0,0.0,0.0
842af65ffffffff,35.0,0.0,0.0
842af6dffffffff,3.0,0.0,0.0
842b007ffffffff,6.0,0.0,0.0
842b00bffffffff,4.0,0.0,0.0
842b011ffffffff,31.0,0.0,0.0
842b033ffffffff,2.0,0.0,0.0
842b03bffffffff,10.0,0.0,4.0
842b03dffffffff,1.0,0.0,0.0
842b055ffffffff,2.0,0.0,2.0
842b067ffffffff,2.0,0.0,0.0
842b0a1ffffffff,9.0,0.0,0.0
842b0a5ffffffff,3.0,0.0,0.0
842b0a7ffffffff,29.0,10.0,6.0
842b0a9ffffffff,2.0,2.0,0.0
842b0c5ffffffff,32.0,2.0,0.0
842b0cdffffffff,4.0,0.0,0.0
842b0e1ffffffff,50.0,5.0,0.0
842b0e9ffffffff,12.0,6.0,0.0
842b145ffffffff,1.0,0.0,0.0
842b161ffffffff,15.0,0.0,0.0
842b167ffffffff,1.0,0.0,0.0
842b187ffffffff,2.0,0.0,0.0
842b189ffffffff,2.0,0.0,0.0
842b199ffffffff,6.0,0.0,0.0
842b1a3ffffffff,5.0,3.0,0.0
842b1bdffffffff,2.0,0.0,0.0
842b1c9ffffffff,2.0,0.0,0.0
842b1d1ffffffff,2.0,0.0,0.0
842b2adffffffff,2.0,0.0,0.0
842b2c5ffffffff,7.0,0.0,0.0
842b303ffffffff,2.0,0.0,0.0
842b315ffffffff,2.0,0.0,0.0
842b317ffffffff,2.0,0.0,0.0
842b815ffffffff,2.0,0.0,0.0
842b819ffffffff,9.0,0.0,2.0
842b83bffffffff,3.0,0.0,0.0
842b893ffffffff,1.0,0.0,0.0
842b899ffffffff,2.0,0.0,0.0
842b8a3ffffffff,4.0,0.0,0.0
842b8b1ffffffff,1.0,0.0,0.0
842b8b7ffffffff,1.0,0.0,0.0
842b8cbffffffff,15.0,0.0,0.0
842b8ddffffffff,9.0,0.0,0.0
842b8e5ffffffff,1.0,0.0,0.0
842b991ffffffff,21.0,2.0,3.0
842b993ffffffff,18.0,0.0,0.0
842b9abffffffff,4.0,0.0,0.0
842b9b5ffffffff,49.0,0.0,0.0
842b9b7ffffffff,3.0,0.0,1.0
842b9b9ffffffff,10.0,0.0,2.0
842b9bbffffffff,2.0,0.0,0.0
842b9bdffffffff,22.0,2.0,0.0
842b9cdffffffff,2.0,0.0,0.0
842b9d3ffffffff,3.0,0.0,0.0
842b9d7ffffffff,1.0,0.0,0.0
842ba01ffffffff,1.0,0.0,0.0
842ba85ffffffff,4.0,0.0,0.0
842baa5ffffffff,37.0,2.0,1.0
842baabffffffff,36.0,6.0,0.0
842baadffffffff,79.0,0.0,0.0
842bab7ffffffff,4.0,0.0,0.0
842bac5ffffffff,79.0,1.0,0.0
842bac7ffffffff,7.0,1.0,0.0
842bae1ffffffff,2.0,0.0,0.0
842bae9ffffffff,2.0,0.0,0.0
844412dffffffff,6.0,6.0,0.0
8444133ffffffff,10.0,0.0,0.0
844415dffffffff,22.0,12.0,2.0
8444165ffffffff,12.0,5.0,2.0
844416bffffffff,6.0,6.0,0.0
84441a1ffffffff,7.0,0.0,6.0
84441a3ffffffff,1.0,1.0,0.0
84441a5ffffffff,2.0,0.0,0.0
84441a9ffffffff,5.0,3.0,0.0
84441abffffffff,3.0,0.0,2.0
84441adffffffff,2.0,0.0,0.0
84441e3ffffffff,7.0,7.0,0.0
84441e5ffffffff,15.0,0.0,7.0
84441e7ffffffff,5.0,1.0,0.0
8444325ffffffff,1.0,0.0,0.0
8444401ffffffff,6.0,0.0,0.0
8444405ffffffff,2.0,0.0,0.0
8444409ffffffff,2.0,0.0,0.0
844440dffffffff,116.0,6.0,0.0
8444429ffffffff,5.0,0.0,0.0
8444443ffffffff,7.0,0.0,0.0
8444445ffffffff,8.0,0.0,0.0
8444447ffffffff,1.0,0.0,0.0
8444457ffffffff,2.0,0.0,0.0
8444459ffffffff,16.0,0.0,0.0
844445dffffffff,22.0,0.0,0.0
8444461ffffffff,4.0,0.0,0.0
8444463ffffffff,23.0,0.0,0.0
8444465ffffffff,130.0,6.0,0.0
8444467ffffffff,18.0,0.0,1.0
8444469ffffffff,22.0,0.0,0.0
844446bffffffff,2.0,0.0,0.0
844446dffffffff,3.0,0.0,0.0
844448bffffffff,2.0,0.0,0.0
8444495ffffffff,1.0,0.0,0.0
8444499ffffffff,3.0,0.0,0.0
844449dffffffff,8.0,0.0,0.0
84444a7ffffffff,2.0,0.0,0.0
84444a9ffffffff,2.0,0.0,0.0
84444b1ffffffff,2.0,0.0,0.0
84444bbffffffff,3.0,0.0,0.0
84444c1ffffffff,3.0,0.0,0.0
84444c3ffffffff,3.0,0.0,0.0
84444c7ffffffff,2.0,0.0,0.0
84444c9ffffffff,2.0,0.0,0.0
84444d9ffffffff,2.0,0.0,0.0
84444dbffffffff,2.0,0.0,0.0
8444501ffffffff,3.0,0.0,0.0
8444507ffffffff,2.0,0.0,0.0
8444509ffffffff,14.0,0.0,0.0
844450dffffffff,4.0,0.0,0.0
8444511ffffffff,4.0,0.0,0.0
8444525ffffffff,2.0,0.0,0.0
8444529ffffffff,2.0,0.0,0.0
8444555ffffffff,37.0,0.0,0.0
844455bffffffff,12.0,0.0,0.0
8444563ffffffff,4.0,0.0,0.0
84445a9ffffffff,4.0,0.0,0.0
84445b1ffffffff,2.0,0.0,0.0
84445c1ffffffff,1.0,0.0,0.0
8444633ffffffff,50.0,0.0,0.0
8444637ffffffff,5.0,0.0,0.0
8444685ffffffff,29.0,29.0,0.0
8444693ffffffff,2.0,0.0,0.0
8444697ffffffff,1.0,0.0,0.0
8444699ffffffff,6.0,0.0,0.0
84446c1ffffffff,4.0,0.0,0.0
84446cbffffffff,8.0,0.0,0.0
84446cdffffffff,3.0,2.0,0.0
84446d3ffffffff,4.0,0.0,0.0
84446d5ffffffff,5.0,5.0,0.0
84446ddffffffff,3.0,0.0,0.0
84446e3ffffffff,4.0,4.0,0.0
84446e5ffffffff,14.0,0.0,0.0
84446ebffffffff,1.0,0.0,0.0
