cell_id,Ramphocelus passerinii,Ramphocelus passerinii passerinii,Ramphocelus passerinii costaricensis
824527fffffffff,11.0,1.0,0.0
82452ffffffffff,17.0,5.0,0.0
8266a7fffffffff,11.0,2.0,2.0
8266b7fffffffff,4527.0,11.0,4489.0
826797fffffffff,2.0,2.0,0.0
82679ffffffffff,10.0,4.0,0.0
826d27fffffffff,25.0,21.0,0.0
826d2ffffffffff,4.0,0.0,0.0
826d37fffffffff,6.0,4.0,0.0
826d6ffffffffff,3180.0,2915.0,24.0
