cell_id,Anser anser,Anser anser anser,Anser anser rubrirostris
840122bffffffff,1.0,0.0,0.0
840123dffffffff,4.0,0.0,0.0
8401243ffffffff,4.0,0.0,0.0
8401247ffffffff,3.0,1.0,0.0
840126bffffffff,2.0,0.0,0.0
840130bffffffff,174.0,26.0,0.0
8401319ffffffff,6.0,0.0,0.0
840131dffffffff,2.0,0.0,0.0
8401351ffffffff,70.0,11.0,0.0
8401353ffffffff,14.0,0.0,0.0
8401355ffffffff,10.0,0.0,0.0
8401359ffffffff,9.0,0.0,0.0
840135bffffffff,36.0,5.0,0.0
8407411ffffffff,77.0,23.0,0.0
8407417ffffffff,111.0,32.0,0.0
8407419ffffffff,19.0,0.0,0.0
840741dffffffff,23.0,4.0,0.0
8407421ffffffff,8.0,8.0,0.0
8407425ffffffff,212.0,81.0,0.0
8407427ffffffff,39.0,14.0,0.0
840742bffffffff,2.0,0.0,0.0
840742dffffffff,53.0,25.0,0.0
8407431ffffffff,79.0,26.0,0.0
8407433ffffffff,319.0,26.0,0.0
8407435ffffffff,1.0,0.0,0.0
8407437ffffffff,314.0,37.0,0.0
8407439ffffffff,8.0,6.0,0.0
840743bffffffff,64.0,9.0,0.0
840744bffffffff,35.0,9.0,0.0
840744dffffffff,3.0,0.0,0.0
8407451ffffffff,7.0,0.0,0.0
8407455ffffffff,7.0,0.0,0.0
8407457ffffffff,22.0,10.0,0.0
840745dffffffff,40.0,13.0,0.0
8407461ffffffff,388.0,140.0,0.0
8407465ffffffff,512.0,270.0,0.0
8407467ffffffff,43.0,11.0,0.0
840746dffffffff,102.0,47.0,0.0
84074edffffffff,14.0,4.0,0.0
8407513ffffffff,24.0,0.0,0.0
8407517ffffffff,4.0,0.0,0.0
8407519ffffffff,3.0,3.0,0.0
840751bffffffff,6.0,1.0,0.0
840753bffffffff,2.0,0.0,0.0
8407551ffffffff,12.0,5.0,0.0
8407553ffffffff,13.0,5.0,0.0
8407559ffffffff,5.0,5.0,0.0
840755bffffffff,46.0,6.0,0.0
840755dffffffff,4.0,2.0,0.0
8407581ffffffff,2.0,0.0,0.0
8407589ffffffff,18.0,2.0,0.0
840758dffffffff,39.0,6.0,0.0
84075c1ffffffff,21.0,10.0,0.0
84075c3ffffffff,56.0,9.0,0.0
84075c5ffffffff,34.0,8.0,0.0
84075c7ffffffff,61.0,6.0,0.0
84075c9ffffffff,8.0,2.0,0.0
84075cbffffffff,111.0,48.0,0.0
84075cdffffffff,19.0,6.0,0.0
84075d1ffffffff,609.0,194.0,0.0
84075d9ffffffff,288.0,67.0,0.0
84075ddffffffff,1249.0,188.0,0.0
84075e1ffffffff,65.0,2.0,0.0
84075e3ffffffff,25.0,6.0,0.0
84075e7ffffffff,5.0,3.0,0.0
84075e9ffffffff,18.0,5.0,0.0
84075ebffffffff,61.0,9.0,0.0
84075edffffffff,182.0,2.0,0.0
8407621ffffffff,29.0,22.0,0.0
8407623ffffffff,180.0,106.0,0.0
8407625ffffffff,36.0,8.0,0.0
8407627ffffffff,25.0,16.0,0.0
8407635ffffffff,211.0,94.0,0.0
8407703ffffffff,71.0,60.0,0.0
8407711ffffffff,9.0,6.0,0.0
8407713ffffffff,1.0,0.0,0.0
8407715ffffffff,71.0,59.0,0.0
8407719ffffffff,12.0,0.0,0.0
840771bffffffff,18.0,10.0,0.0
840771dffffffff,2.0,2.0,0.0
8407731ffffffff,240.0,176.0,0.0
8407733ffffffff,732.0,552.0,0.0
8407739ffffffff,138.0,108.0,0.0
840773bffffffff,263.0,196.0,0.0
8407741ffffffff,2.0,0.0,0.0
8407753ffffffff,51.0,13.0,0.0
8408021ffffffff,6.0,0.0,0.0
840802dffffffff,8.0,2.0,0.0
8408057ffffffff,6.0,0.0,0.0
8408065ffffffff,66.0,0.0,0.0
8408133ffffffff,8.0,0.0,0.0
840813bffffffff,2.0,0.0,0.0
8408151ffffffff,12.0,0.0,0.0
8408153ffffffff,17.0,0.0,0.0
8408159ffffffff,37.0,0.0,0.0
840815bffffffff,35.0,2.0,0.0
84081e5ffffffff,2.0,0.0,0.0
8408287ffffffff,5.0,0.0,0.0
84082a1ffffffff,1.0,0.0,0.0
84082a5ffffffff,4.0,2.0,0.0
8408305ffffffff,10.0,0.0,0.0
8408321ffffffff,3.0,0.0,0.0
8408333ffffffff,17.0,0.0,0.0
8408339ffffffff,7.0,0.0,0.0
840833bffffffff,17.0,0.0,0.0
840833dffffffff,2.0,0.0,0.0
8408361ffffffff,8.0,0.0,0.0
8408363ffffffff,2.0,0.0,0.0
8408365ffffffff,13.0,0.0,0.0
840836dffffffff,48.0,0.0,0.0
8408805ffffffff,12.0,6.0,0.0
8408807ffffffff,2.0,0.0,0.0
8408809ffffffff,19.0,2.0,0.0
840880bffffffff,10.0,0.0,0.0
840880dffffffff,86.0,9.0,0.0
8408821ffffffff,3.0,0.0,0.0
8408823ffffffff,2.0,0.0,0.0
8408829ffffffff,61.0,36.0,0.0
840882bffffffff,3.0,2.0,0.0
840882dffffffff,17.0,9.0,0.0
8408831ffffffff,14.0,1.0,0.0
8408837ffffffff,10.0,0.0,0.0
8408839ffffffff,18.0,2.0,0.0
840883dffffffff,34.0,2.0,0.0
8408841ffffffff,10.0,0.0,0.0
8408843ffffffff,3.0,0.0,0.0
8408845ffffffff,14.0,4.0,0.0
8408847ffffffff,4.0,0.0,0.0
840884bffffffff,4.0,0.0,0.0
840884dffffffff,1.0,0.0,0.0
8408851ffffffff,2.0,0.0,0.0
8408855ffffffff,30.0,6.0,0.0
840885bffffffff,2.0,0.0,0.0
840885dffffffff,4.0,0.0,0.0
8408861ffffffff,4.0,4.0,0.0
8408863ffffffff,76.0,24.0,0.0
8408865ffffffff,7.0,3.0,0.0
8408867ffffffff,133.0,27.0,0.0
8408869ffffffff,81.0,4.0,0.0
840886bffffffff,212.0,97.0,0.0
840886dffffffff,4.0,0.0,0.0
8408881ffffffff,2.0,0.0,0.0
8408889ffffffff,52.0,5.0,0.0
840888bffffffff,12.0,2.0,0.0
840888dffffffff,24.0,10.0,0.0
8408899ffffffff,3.0,0.0,0.0
84088a9ffffffff,4.0,0.0,0.0
84088adffffffff,3.0,0.0,0.0
84088d3ffffffff,4.0,4.0,0.0
84088e1ffffffff,29.0,27.0,0.0
84088e3ffffffff,4.0,2.0,0.0
84088e7ffffffff,4.0,4.0,0.0
84088edffffffff,2.0,0.0,0.0
8408901ffffffff,7.0,0.0,0.0
840890dffffffff,8.0,0.0,0.0
8408933ffffffff,3.0,0.0,0.0
8408937ffffffff,49.0,0.0,0.0
8408949ffffffff,4.0,0.0,0.0
8408959ffffffff,38.0,28.0,0.0
840895bffffffff,71.0,49.0,0.0
8408961ffffffff,10.0,2.0,0.0
8408963ffffffff,4.0,4.0,0.0
8408965ffffffff,9.0,4.0,0.0
8408967ffffffff,4.0,0.0,0.0
840896bffffffff,4.0,0.0,0.0
8408985ffffffff,32.0,0.0,0.0
840898bffffffff,44.0,0.0,0.0
8408991ffffffff,7.0,1.0,0.0
8408995ffffffff,32.0,0.0,0.0
8408997ffffffff,59.0,20.0,0.0
8408999ffffffff,8.0,0.0,0.0
840899dffffffff,7.0,0.0,0.0
84089a1ffffffff,5.0,0.0,0.0
84089a5ffffffff,6.0,0.0,0.0
84089a9ffffffff,232.0,2.0,0.0
84089abffffffff,7.0,0.0,0.0
84089adffffffff,17.0,0.0,0.0
84089b7ffffffff,2.0,0.0,0.0
84089bbffffffff,28.0,4.0,0.0
84089c3ffffffff,6.0,0.0,0.0
84089cbffffffff,9.0,0.0,0.0
84089d1ffffffff,11.0,0.0,0.0
84089d3ffffffff,57.0,0.0,0.0
