cell_id,Hemiphaga novaeseelandiae,Hemiphaga novaeseelandiae spadicea,Hemiphaga novaeseelandiae novaeseelandiae
82bb0ffffffffff,31.0,0.0,0.0
82bb2ffffffffff,15.0,0.0,0.0
82bb57fffffffff,7.0,0.0,0.0
82bb77fffffffff,13.0,0.0,0.0
82da87fffffffff,6.0,0.0,1.0
82da97fffffffff,1.0,0.0,0.0
82daaffffffffff,4.0,0.0,0.0
