cell_id,Myiopsitta monachus,Myiopsitta monachus [monachus Group],Myiopsitta monachus luchsi
82196ffffffffff,15.0,0.0,0.0
821e87fffffffff,307.0,2.0,0.0
821e8ffffffffff,2.0,0.0,0.0
821e97fffffffff,14.0,0.0,0.0
821edffffffffff,233.0,0.0,0.0
821f9ffffffffff,6.0,0.0,0.0
821fa7fffffffff,1.0,0.0,0.0
821fb7fffffffff,1.0,0.0,0.0
822667fffffffff,1303.0,89.0,0.0
8226cffffffffff,898.0,13.0,0.0
82275ffffffffff,8.0,0.0,0.0
8229a7fffffffff,42.0,0.0,0.0
822a17fffffffff,6074.0,231.0,0.0
822a37fffffffff,14.0,0.0,0.0
822db7fffffffff,1942.0,185.0,0.0
823447fffffffff,4.0,0.0,0.0
82344ffffffffff,144.0,0.0,0.0
82346ffffffffff,85.0,0.0,0.0
823827fffffffff,492.0,0.0,0.0
823837fffffffff,6.0,0.0,0.0
823907fffffffff,26.0,0.0,0.0
82390ffffffffff,5384.0,0.0,0.0
82391ffffffffff,2679.0,0.0,0.0
823927fffffffff,288.0,0.0,0.0
82392ffffffffff,72.0,0.0,0.0
823947fffffffff,2585.0,1.0,0.0
823957fffffffff,572.0,0.0,0.0
823967fffffffff,2.0,0.0,0.0
823977fffffffff,41.0,0.0,0.0
823e6ffffffffff,9.0,0.0,0.0
824417fffffffff,1114.0,34.0,0.0
82441ffffffffff,2586.0,51.0,0.0
824447fffffffff,1514.0,0.0,0.0
82446ffffffffff,1259.0,32.0,0.0
824477fffffffff,6.0,0.0,0.0
8244a7fffffffff,4279.0,160.0,0.0
8244affffffffff,3483.0,91.0,0.0
8245a7fffffffff,90.0,0.0,0.0
824807fffffffff,30.0,0.0,0.0
82480ffffffffff,21.0,0.0,0.0
824817fffffffff,74.0,0.0,0.0
82481ffffffffff,22.0,0.0,0.0
824827fffffffff,2.0,0.0,0.0
82482ffffffffff,139.0,0.0,0.0
824837fffffffff,27.0,0.0,0.0
82484ffffffffff,2.0,0.0,0.0
824857fffffffff,517.0,1.0,0.0
82485ffffffffff,235.0,0.0,0.0
824877fffffffff,100.0,0.0,0.0
824887fffffffff,181.0,0.0,0.0
824897fffffffff,398.0,22.0,0.0
82489ffffffffff,3470.0,137.0,0.0
8248a7fffffffff,186.0,0.0,0.0
8248b7fffffffff,1082.0,42.0,0.0
8248c7fffffffff,83.0,7.0,0.0
8248d7fffffffff,25.0,0.0,0.0
8248e7fffffffff,4.0,0.0,0.0
8248effffffffff,66.0,7.0,0.0
824987fffffffff,309.0,0.0,0.0
82498ffffffffff,10.0,0.0,0.0
824997fffffffff,3797.0,47.0,0.0
82499ffffffffff,4.0,0.0,0.0
8249affffffffff,341.0,18.0,0.0
8249b7fffffffff,167.0,0.0,0.0
824cc7fffffffff,3058.0,0.0,0.0
824ceffffffffff,4075.0,0.0,0.0
826527fffffffff,43.0,0.0,0.0
826d27fffffffff,350.0,3.0,0.0
826d37fffffffff,968.0,0.0,0.0
828b07fffffffff,1.0,0.0,0.0
828b17fffffffff,2.0,0.0,0.0
828b27fffffffff,422.0,6.0,243.0
828b2ffffffffff,3.0,0.0,2.0
828b37fffffffff,2.0,2.0,0.0
828b97fffffffff,1.0,0.0,0.0
828ba7fffffffff,28.0,0.0,0.0
828bb7fffffffff,27.0,2.0,0.0
82a807fffffffff,7.0,0.0,0.0
82a827fffffffff,105.0,0.0,0.0
82a82ffffffffff,51.0,0.0,0.0
82a837fffffffff,46.0,0.0,0.0
82a847fffffffff,816.0,23.0,0.0
82a84ffffffffff,36.0,0.0,0.0
82a857fffffffff,5.0,2.0,0.0
82a85ffffffffff,3846.0,163.0,0.0
82a867fffffffff,93.0,0.0,0.0
82a86ffffffffff,112.0,0.0,0.0
82a877fffffffff,24.0,0.0,0.0
82a8a7fffffffff,130.0,2.0,0.0
82a907fffffffff,529.0,36.0,0.0
82a90ffffffffff,443.0,6.0,0.0
82a91ffffffffff,239.0,0.0,0.0
82a927fffffffff,101.0,1.0,0.0
82a92ffffffffff,1632.0,45.0,0.0
82a947fffffffff,4559.0,4.0,0.0
82a94ffffffffff,2630.0,0.0,0.0
82a957fffffffff,1045.0,0.0,0.0
82a95ffffffffff,421.0,0.0,0.0
82a967fffffffff,2269.0,39.0,0.0
82a96ffffffffff,2013.0,0.0,0.0
82a977fffffffff,786.0,1.0,0.0
82b20ffffffffff,7.0,0.0,0.0
82b227fffffffff,5.0,0.0,0.0
82b22ffffffffff,1.0,0.0,0.0
82b247fffffffff,2571.0,63.0,0.0
82b24ffffffffff,2291.0,0.0,0.0
82b257fffffffff,187.0,0.0,0.0
82b25ffffffffff,4118.0,1.0,0.0
82b267fffffffff,1553.0,0.0,0.0
82b26ffffffffff,662.0,0.0,0.0
82b277fffffffff,355.0,0.0,0.0
82b2c7fffffffff,3785.0,348.0,0.0
82b2cffffffffff,5.0,0.0,0.0
82b2e7fffffffff,95.0,0.0,0.0
82b2effffffffff,794.0,0.0,0.0
82b32ffffffffff,19.0,0.0,4.0
82b347fffffffff,293.0,0.0,0.0
82b34ffffffffff,480.0,0.0,0.0
82b357fffffffff,3.0,0.0,0.0
82b35ffffffffff,590.0,0.0,0.0
82b367fffffffff,166.0,5.0,0.0
82b36ffffffffff,705.0,0.0,0.0
82c207fffffffff,340.0,6.0,0.0
82c21ffffffffff,2329.0,51.0,0.0
82c227fffffffff,108.0,0.0,0.0
82c22ffffffffff,985.0,7.0,0.0
82c2c7fffffffff,4172.0,12.0,0.0
82c2cffffffffff,3198.0,0.0,0.0
82c2d7fffffffff,1839.0,10.0,0.0
82c2dffffffffff,334.0,6.0,0.0
82c2e7fffffffff,13711.0,207.0,0.0
82c2effffffffff,1319.0,3.0,0.0
82c2f7fffffffff,7687.0,52.0,0.0
82c30ffffffffff,48.0,0.0,0.0
82c327fffffffff,34.0,0.0,0.0
82c32ffffffffff,10.0,0.0,0.0
82c347fffffffff,543.0,0.0,0.0
82c34ffffffffff,379.0,0.0,0.0
82c357fffffffff,498.0,6.0,0.0
82c35ffffffffff,89.0,0.0,0.0
82c367fffffffff,167.0,0.0,0.0
82c36ffffffffff,93.0,0.0,0.0
82c377fffffffff,363.0,0.0,0.0
82ce97fffffffff,1448.0,0.0,0.0
82ce9ffffffffff,7.0,0.0,0.0
82cf9ffffffffff,4.0,0.0,0.0
