cell_id,Himantopus mexicanus,Himantopus mexicanus mexicanus,Himantopus mexicanus knudseni,Himantopus mexicanus melanurus,Himantopus mexicanus mexicanus x melanurus
83260cfffffffff,2.0,0.0,0.0,0.0,0.0
83260dfffffffff,9.0,0.0,0.0,0.0,0.0
83260efffffffff,4.0,0.0,0.0,0.0,0.0
832611fffffffff,2.0,0.0,0.0,0.0,0.0
832612fffffffff,5.0,0.0,0.0,0.0,0.0
832613fffffffff,4.0,0.0,0.0,0.0,0.0
832615fffffffff,2.0,0.0,0.0,0.0,0.0
832619fffffffff,2.0,0.0,0.0,0.0,0.0
83261afffffffff,9.0,0.0,0.0,0.0,0.0
83261bfffffffff,1.0,0.0,0.0,0.0,0.0
83261dfffffffff,39.0,4.0,0.0,0.0,0.0
832620fffffffff,38.0,1.0,0.0,0.0,0.0
832621fffffffff,8.0,0.0,0.0,0.0,0.0
832622fffffffff,9.0,0.0,0.0,0.0,0.0
832623fffffffff,18.0,0.0,0.0,0.0,0.0
832628fffffffff,1.0,0.0,0.0,0.0,0.0
83262bfffffffff,4.0,0.0,0.0,0.0,0.0
83262cfffffffff,21.0,0.0,0.0,0.0,0.0
83262efffffffff,21.0,0.0,0.0,0.0,0.0
832630fffffffff,3.0,0.0,0.0,0.0,0.0
832633fffffffff,9.0,0.0,0.0,0.0,0.0
832634fffffffff,24.0,2.0,0.0,0.0,0.0
832635fffffffff,13.0,2.0,0.0,0.0,0.0
832636fffffffff,17.0,1.0,0.0,0.0,0.0
832640fffffffff,33.0,6.0,0.0,0.0,0.0
832641fffffffff,4.0,0.0,0.0,0.0,0.0
832642fffffffff,2.0,0.0,0.0,0.0,0.0
832643fffffffff,32.0,3.0,0.0,0.0,0.0
832644fffffffff,2.0,0.0,0.0,0.0,0.0
832646fffffffff,154.0,7.0,0.0,0.0,0.0
832648fffffffff,9.0,0.0,0.0,0.0,0.0
832649fffffffff,59.0,0.0,0.0,0.0,0.0
83264afffffffff,18.0,0.0,0.0,0.0,0.0
83264bfffffffff,3.0,0.0,0.0,0.0,0.0
83264cfffffffff,49.0,2.0,0.0,0.0,0.0
83264dfffffffff,2.0,0.0,0.0,0.0,0.0
83264efffffffff,165.0,0.0,0.0,0.0,0.0
832652fffffffff,6.0,0.0,0.0,0.0,0.0
832654fffffffff,1.0,0.0,0.0,0.0,0.0
832655fffffffff,50.0,0.0,0.0,0.0,0.0
832656fffffffff,4.0,0.0,0.0,0.0,0.0
832659fffffffff,81.0,56.0,0.0,0.0,0.0
83265afffffffff,6.0,0.0,0.0,0.0,0.0
83265bfffffffff,70.0,0.0,0.0,0.0,0.0
83265dfffffffff,32.0,0.0,0.0,0.0,0.0
832660fffffffff,10.0,0.0,0.0,0.0,0.0
832661fffffffff,4.0,0.0,0.0,0.0,0.0
832662fffffffff,32.0,0.0,0.0,0.0,0.0
832663fffffffff,24.0,0.0,0.0,0.0,0.0
832664fffffffff,139.0,7.0,0.0,0.0,0.0
832666fffffffff,54.0,4.0,0.0,0.0,0.0
832668fffffffff,20.0,0.0,0.0,0.0,0.0
832669fffffffff,1.0,0.0,0.0,0.0,0.0
83266afffffffff,43.0,0.0,0.0,0.0,0.0
83266bfffffffff,21.0,0.0,0.0,0.0,0.0
83266cfffffffff,8.0,0.0,0.0,0.0,0.0
83266dfffffffff,5.0,0.0,0.0,0.0,0.0
83266efffffffff,162.0,8.0,0.0,0.0,0.0
832670fffffffff,2.0,0.0,0.0,0.0,0.0
832671fffffffff,78.0,1.0,0.0,0.0,0.0
832674fffffffff,44.0,0.0,0.0,0.0,0.0
832675fffffffff,4.0,0.0,0.0,0.0,0.0
832680fffffffff,40.0,0.0,0.0,0.0,0.0
832681fffffffff,24.0,0.0,0.0,0.0,0.0
832682fffffffff,6.0,0.0,0.0,0.0,0.0
832683fffffffff,1.0,0.0,0.0,0.0,0.0
832685fffffffff,7.0,0.0,0.0,0.0,0.0
832686fffffffff,8.0,0.0,0.0,0.0,0.0
832688fffffffff,84.0,2.0,0.0,0.0,0.0
832689fffffffff,27.0,0.0,0.0,0.0,0.0
83268afffffffff,32.0,0.0,0.0,0.0,0.0
83268bfffffffff,8.0,0.0,0.0,0.0,0.0
83268cfffffffff,34.0,0.0,0.0,0.0,0.0
83268dfffffffff,17.0,0.0,0.0,0.0,0.0
83268efffffffff,7.0,0.0,0.0,0.0,0.0
832690fffffffff,8.0,1.0,0.0,0.0,0.0
832691fffffffff,2.0,0.0,0.0,0.0,0.0
832692fffffffff,2.0,0.0,0.0,0.0,0.0
832694fffffffff,8.0,2.0,0.0,0.0,0.0
832696fffffffff,143.0,66.0,0.0,0.0,0.0
832698fffffffff,29.0,0.0,0.0,0.0,0.0
832699fffffffff,20.0,0.0,0.0,0.0,0.0
83269cfffffffff,99.0,0.0,0.0,0.0,0.0
83269dfffffffff,7.0,3.0,0.0,0.0,0.0
83269efffffffff,3.0,3.0,0.0,0.0,0.0
8326a2fffffffff,10.0,2.0,0.0,0.0,0.0
8326a6fffffffff,2.0,0.0,0.0,0.0,0.0
8326a8fffffffff,13.0,0.0,0.0,0.0,0.0
8326a9fffffffff,4.0,0.0,0.0,0.0,0.0
8326aafffffffff,180.0,2.0,0.0,0.0,0.0
8326abfffffffff,2.0,0.0,0.0,0.0,0.0
8326acfffffffff,19.0,4.0,0.0,0.0,0.0
8326adfffffffff,8.0,2.0,0.0,0.0,0.0
8326aefffffffff,2.0,0.0,0.0,0.0,0.0
8326b0fffffffff,3.0,0.0,0.0,0.0,0.0
8326b2fffffffff,6.0,0.0,0.0,0.0,0.0
8326b3fffffffff,1.0,0.0,0.0,0.0,0.0
8326c1fffffffff,1.0,0.0,0.0,0.0,0.0
8326c3fffffffff,29.0,0.0,0.0,0.0,0.0
8326c4fffffffff,9.0,0.0,0.0,0.0,0.0
8326c8fffffffff,9.0,0.0,0.0,0.0,0.0
8326cbfffffffff,39.0,0.0,0.0,0.0,0.0
8326ccfffffffff,1.0,0.0,0.0,0.0,0.0
8326d0fffffffff,8.0,0.0,0.0,0.0,0.0
8326d1fffffffff,6.0,0.0,0.0,0.0,0.0
8326d3fffffffff,14.0,0.0,0.0,0.0,0.0
8326d4fffffffff,16.0,0.0,0.0,0.0,0.0
8326d5fffffffff,1.0,0.0,0.0,0.0,0.0
8326d6fffffffff,2.0,0.0,0.0,0.0,0.0
8326d8fffffffff,2.0,0.0,0.0,0.0,0.0
8326d9fffffffff,9.0,4.0,0.0,0.0,0.0
8326dafffffffff,4.0,0.0,0.0,0.0,0.0
8326dbfffffffff,2.0,0.0,0.0,0.0,0.0
8326ddfffffffff,10.0,0.0,0.0,0.0,0.0
8326defffffffff,2.0,0.0,0.0,0.0,0.0
8326e0fffffffff,2.0,0.0,0.0,0.0,0.0
8326e1fffffffff,2.0,0.0,0.0,0.0,0.0
8326e2fffffffff,164.0,0.0,0.0,0.0,0.0
8326e3fffffffff,10.0,0.0,0.0,0.0,0.0
8326e4fffffffff,10.0,0.0,0.0,0.0,0.0
8326e5fffffffff,11.0,0.0,0.0,0.0,0.0
8326e6fffffffff,17.0,0.0,0.0,0.0,0.0
8326e8fffffffff,2.0,0.0,0.0,0.0,0.0
8326ecfffffffff,19.0,0.0,0.0,0.0,0.0
8326edfffffffff,3.0,0.0,0.0,0.0,0.0
8326f0fffffffff,19.0,0.0,0.0,0.0,0.0
8326f1fffffffff,17.0,0.0,0.0,0.0,0.0
8326f2fffffffff,72.0,2.0,0.0,0.0,0.0
8326f3fffffffff,26.0,0.0,0.0,0.0,0.0
8326f4fffffffff,6.0,0.0,0.0,0.0,0.0
8326f5fffffffff,1.0,0.0,0.0,0.0,0.0
8326f6fffffffff,3.0,0.0,0.0,0.0,0.0
832702fffffffff,10.0,0.0,0.0,0.0,0.0
832711fffffffff,2.0,0.0,0.0,0.0,0.0
832713fffffffff,31.0,0.0,0.0,0.0,0.0
832718fffffffff,9.0,0.0,0.0,0.0,0.0
832719fffffffff,2.0,0.0,0.0,0.0,0.0
83271afffffffff,1.0,0.0,0.0,0.0,0.0
83271dfffffffff,2.0,0.0,0.0,0.0,0.0
832743fffffffff,16.0,0.0,0.0,0.0,0.0
832744fffffffff,2.0,0.0,0.0,0.0,0.0
832748fffffffff,37.0,0.0,0.0,0.0,0.0
832749fffffffff,37.0,0.0,0.0,0.0,0.0
83274bfffffffff,16.0,0.0,0.0,0.0,0.0
83274cfffffffff,3.0,0.0,0.0,0.0,0.0
83274dfffffffff,31.0,0.0,0.0,0.0,0.0
83274efffffffff,33.0,0.0,0.0,0.0,0.0
832751fffffffff,9.0,0.0,0.0,0.0,0.0
832752fffffffff,2.0,1.0,0.0,0.0,0.0
832758fffffffff,167.0,2.0,0.0,0.0,0.0
832759fffffffff,57.0,0.0,0.0,0.0,0.0
83275afffffffff,10.0,0.0,0.0,0.0,0.0
83275bfffffffff,55.0,0.0,0.0,0.0,0.0
83275cfffffffff,113.0,0.0,0.0,0.0,0.0
83275dfffffffff,235.0,5.0,0.0,0.0,0.0
83275efffffffff,4.0,0.0,0.0,0.0,0.0
832769fffffffff,1.0,0.0,0.0,0.0,0.0
83276afffffffff,2.0,0.0,0.0,0.0,0.0
83276bfffffffff,28.0,2.0,0.0,0.0,0.0
832786fffffffff,13.0,0.0,0.0,0.0,0.0
83278bfffffffff,2.0,0.0,0.0,0.0,0.0
83278cfffffffff,7.0,0.0,0.0,0.0,0.0
832792fffffffff,6.0,0.0,0.0,0.0,0.0
832793fffffffff,33.0,0.0,0.0,0.0,0.0
832794fffffffff,2.0,0.0,0.0,0.0,0.0
832796fffffffff,13.0,2.0,0.0,0.0,0.0
832799fffffffff,2.0,0.0,0.0,0.0,0.0
83279efffffffff,6.0,0.0,0.0,0.0,0.0
8327a0fffffffff,7.0,0.0,0.0,0.0,0.0
8327a2fffffffff,19.0,0.0,0.0,0.0,0.0
8327a4fffffffff,5.0,2.0,0.0,0.0,0.0
8327a8fffffffff,7.0,0.0,0.0,0.0,0.0
8327aafffffffff,10.0,0.0,0.0,0.0,0.0
8327adfffffffff,41.0,0.0,0.0,0.0,0.0
8327aefffffffff,19.0,0.0,0.0,0.0,0.0
8327b0fffffffff,2.0,0.0,0.0,0.0,0.0
8327b1fffffffff,2.0,0.0,0.0,0.0,0.0
8327b5fffffffff,11.0,0.0,0.0,0.0,0.0
832800fffffffff,10.0,0.0,0.0,0.0,0.0
832802fffffffff,77.0,7.0,0.0,0.0,0.0
832810fffffffff,7.0,1.0,0.0,0.0,0.0
832811fffffffff,4.0,0.0,0.0,0.0,0.0
832813fffffffff,157.0,2.0,0.0,0.0,0.0
832815fffffffff,1.0,0.0,0.0,0.0,0.0
832816fffffffff,2.0,2.0,0.0,0.0,0.0
832818fffffffff,6.0,0.0,0.0,0.0,0.0
832819fffffffff,15.0,0.0,0.0,0.0,0.0
83281bfffffffff,40.0,0.0,0.0,0.0,0.0
83281cfffffffff,16.0,0.0,0.0,0.0,0.0
83281dfffffffff,2.0,0.0,0.0,0.0,0.0
83281efffffffff,45.0,0.0,0.0,0.0,0.0
832830fffffffff,596.0,6.0,0.0,0.0,0.0
832831fffffffff,6.0,0.0,0.0,0.0,0.0
832832fffffffff,99.0,4.0,0.0,0.0,0.0
832833fffffffff,35.0,4.0,0.0,0.0,0.0
832834fffffffff,148.0,43.0,0.0,0.0,0.0
832835fffffffff,6.0,0.0,0.0,0.0,0.0
832836fffffffff,1342.0,9.0,0.0,0.0,0.0
832880fffffffff,1.0,0.0,0.0,0.0,0.0
832881fffffffff,5.0,0.0,0.0,0.0,0.0
832884fffffffff,94.0,4.0,0.0,0.0,0.0
832885fffffffff,73.0,12.0,0.0,0.0,0.0
832888fffffffff,55.0,7.0,0.0,0.0,0.0
832889fffffffff,28.0,0.0,0.0,0.0,0.0
83288afffffffff,25.0,2.0,0.0,0.0,0.0
83288bfffffffff,8.0,0.0,0.0,0.0,0.0
83288cfffffffff,7.0,0.0,0.0,0.0,0.0
83288dfffffffff,49.0,0.0,0.0,0.0,0.0
83288efffffffff,9.0,0.0,0.0,0.0,0.0
832890fffffffff,7.0,0.0,0.0,0.0,0.0
832892fffffffff,4.0,0.0,0.0,0.0,0.0
832893fffffffff,32.0,3.0,0.0,0.0,0.0
832894fffffffff,14.0,0.0,0.0,0.0,0.0
832896fffffffff,2.0,0.0,0.0,0.0,0.0
832898fffffffff,1.0,0.0,0.0,0.0,0.0
83289afffffffff,8.0,6.0,0.0,0.0,0.0
83289bfffffffff,8.0,0.0,0.0,0.0,0.0
83289dfffffffff,9.0,0.0,0.0,0.0,0.0
83289efffffffff,6.0,2.0,0.0,0.0,0.0
8328a2fffffffff,8.0,3.0,0.0,0.0,0.0
8328a9fffffffff,5.0,0.0,0.0,0.0,0.0
8328abfffffffff,5.0,0.0,0.0,0.0,0.0
8328acfffffffff,18.0,0.0,0.0,0.0,0.0
8328adfffffffff,12.0,3.0,0.0,0.0,0.0
8328aefffffffff,5.0,0.0,0.0,0.0,0.0
8328b1fffffffff,15.0,0.0,0.0,0.0,0.0
8328b2fffffffff,3.0,0.0,0.0,0.0,0.0
8328b6fffffffff,35.0,13.0,0.0,0.0,0.0
8328c6fffffffff,1.0,0.0,0.0,0.0,0.0
8328d0fffffffff,8.0,0.0,0.0,0.0,0.0
8328d1fffffffff,62.0,0.0,0.0,0.0,0.0
8328d3fffffffff,2.0,0.0,0.0,0.0,0.0
8328d5fffffffff,142.0,2.0,0.0,0.0,0.0
8328dcfffffffff,4.0,0.0,0.0,0.0,0.0
8328defffffffff,42.0,0.0,0.0,0.0,0.0
8328f0fffffffff,143.0,2.0,0.0,0.0,0.0
8328f1fffffffff,6.0,0.0,0.0,0.0,0.0
8328f2fffffffff,5.0,0.0,0.0,0.0,0.0
8328f4fffffffff,34.0,0.0,0.0,0.0,0.0
8328f5fffffffff,121.0,9.0,0.0,0.0,0.0
8328f6fffffffff,9.0,0.0,0.0,0.0,0.0
832912fffffffff,15.0,1.0,0.0,0.0,0.0
83291afffffffff,10.0,0.0,0.0,0.0,0.0
832984fffffffff,2.0,2.0,0.0,0.0,0.0
832985fffffffff,10.0,0.0,0.0,0.0,0.0
832986fffffffff,23.0,0.0,0.0,0.0,0.0
832989fffffffff,37.0,7.0,0.0,0.0,0.0
83298bfffffffff,12.0,0.0,0.0,0.0,0.0
83298cfffffffff,8.0,0.0,0.0,0.0,0.0
83298dfffffffff,13.0,3.0,0.0,0.0,0.0
832990fffffffff,23.0,0.0,0.0,0.0,0.0
832992fffffffff,2.0,0.0,0.0,0.0,0.0
832995fffffffff,2.0,0.0,0.0,0.0,0.0
8329a0fffffffff,113.0,3.0,0.0,0.0,0.0
8329a1fffffffff,13.0,8.0,0.0,0.0,0.0
8329a2fffffffff,3.0,0.0,0.0,0.0,0.0
8329a4fffffffff,11.0,0.0,0.0,0.0,0.0
8329a5fffffffff,7.0,0.0,0.0,0.0,0.0
8329a6fffffffff,167.0,18.0,0.0,0.0,0.0
8329a8fffffffff,28.0,1.0,0.0,0.0,0.0
8329a9fffffffff,60.0,4.0,0.0,0.0,0.0
8329aafffffffff,23.0,0.0,0.0,0.0,0.0
8329abfffffffff,20.0,1.0,0.0,0.0,0.0
8329acfffffffff,22.0,0.0,0.0,0.0,0.0
8329adfffffffff,50.0,3.0,0.0,0.0,0.0
8329b0fffffffff,26.0,2.0,0.0,0.0,0.0
8329b1fffffffff,65.0,4.0,0.0,0.0,0.0
8329b2fffffffff,3.0,2.0,0.0,0.0,0.0
8329b4fffffffff,13.0,11.0,0.0,0.0,0.0
8329b5fffffffff,27.0,0.0,0.0,0.0,0.0
8329b6fffffffff,24.0,10.0,0.0,0.0,0.0
832a10fffffffff,59.0,0.0,0.0,0.0,0.0
832a12fffffffff,12.0,0.0,0.0,0.0,0.0
832a13fffffffff,136.0,3.0,0.0,0.0,0.0
832a15fffffffff,66.0,0.0,0.0,0.0,0.0
832a30fffffffff,27.0,1.0,0.0,0.0,0.0
832a31fffffffff,31.0,2.0,0.0,0.0,0.0
832a33fffffffff,44.0,2.0,0.0,0.0,0.0
832a34fffffffff,72.0,0.0,0.0,0.0,0.0
832a4cfffffffff,4.0,0.0,0.0,0.0,0.0
832a84fffffffff,4.0,0.0,0.0,0.0,0.0
832a8dfffffffff,2.0,0.0,0.0,0.0,0.0
832a90fffffffff,32.0,0.0,0.0,0.0,0.0
832a91fffffffff,3.0,0.0,0.0,0.0,0.0
832a93fffffffff,13.0,0.0,0.0,0.0,0.0
832a94fffffffff,403.0,12.0,0.0,0.0,0.0
832a95fffffffff,28.0,6.0,0.0,0.0,0.0
832a96fffffffff,56.0,2.0,0.0,0.0,0.0
832a9efffffffff,2.0,0.0,0.0,0.0,0.0
832aa1fffffffff,8.0,0.0,0.0,0.0,0.0
832aa4fffffffff,75.0,27.0,0.0,0.0,0.0
832aa8fffffffff,707.0,94.0,0.0,0.0,0.0
832aa9fffffffff,120.0,3.0,0.0,0.0,0.0
832aabfffffffff,4.0,0.0,0.0,0.0,0.0
832aacfffffffff,23.0,0.0,0.0,0.0,0.0
832aadfffffffff,293.0,4.0,0.0,0.0,0.0
832ab0fffffffff,85.0,0.0,0.0,0.0,0.0
832ab1fffffffff,11.0,0.0,0.0,0.0,0.0
832ab2fffffffff,951.0,19.0,0.0,0.0,0.0
832ab3fffffffff,82.0,4.0,0.0,0.0,0.0
832ab4fffffffff,19.0,1.0,0.0,0.0,0.0
832ab5fffffffff,57.0,0.0,0.0,0.0,0.0
832ab6fffffffff,150.0,0.0,0.0,0.0,0.0
832ad3fffffffff,3.0,0.0,0.0,0.0,0.0
832ad5fffffffff,7.0,0.0,0.0,0.0,0.0
832ad6fffffffff,6.0,0.0,0.0,0.0,0.0
832af0fffffffff,62.0,13.0,0.0,0.0,0.0
832af1fffffffff,41.0,0.0,0.0,0.0,0.0
832af3fffffffff,8.0,0.0,0.0,0.0,0.0
832af6fffffffff,188.0,4.0,0.0,0.0,0.0
832b00fffffffff,4.0,0.0,0.0,0.0,0.0
832b03fffffffff,4.0,0.0,0.0,0.0,0.0
832b05fffffffff,2.0,0.0,0.0,0.0,0.0
832b0afffffffff,10.0,0.0,0.0,0.0,0.0
832b0cfffffffff,61.0,6.0,0.0,0.0,0.0
832b0efffffffff,2.0,0.0,0.0,0.0,0.0
832b11fffffffff,5.0,0.0,0.0,0.0,0.0
832b1afffffffff,19.0,2.0,0.0,0.0,0.0
832b2cfffffffff,6.0,2.0,0.0,0.0,0.0
832b81fffffffff,24.0,0.0,0.0,0.0,0.0
832b99fffffffff,43.0,4.0,0.0,0.0,0.0
832baefffffffff,148.0,0.0,0.0,0.0,0.0
834412fffffffff,6.0,2.0,0.0,0.0,0.0
834413fffffffff,17.0,0.0,0.0,0.0,0.0
834414fffffffff,2.0,0.0,0.0,0.0,0.0
834415fffffffff,2.0,0.0,0.0,0.0,0.0
834416fffffffff,14.0,0.0,0.0,0.0,0.0
83441afffffffff,203.0,23.0,0.0,0.0,0.0
83441efffffffff,59.0,0.0,0.0,0.0,0.0
834440fffffffff,317.0,0.0,0.0,0.0,0.0
834441fffffffff,2.0,0.0,0.0,0.0,0.0
834443fffffffff,1.0,0.0,0.0,0.0,0.0
834444fffffffff,1.0,0.0,0.0,0.0,0.0
834445fffffffff,17.0,0.0,0.0,0.0,0.0
834446fffffffff,12.0,0.0,0.0,0.0,0.0
834448fffffffff,25.0,2.0,0.0,0.0,0.0
834449fffffffff,1.0,0.0,0.0,0.0,0.0
83444afffffffff,2.0,0.0,0.0,0.0,0.0
83444bfffffffff,2.0,0.0,0.0,0.0,0.0
83444cfffffffff,38.0,2.0,0.0,0.0,0.0
83444dfffffffff,44.0,0.0,0.0,0.0,0.0
83444efffffffff,17.0,0.0,0.0,0.0,0.0
834450fffffffff,49.0,0.0,0.0,0.0,0.0
834453fffffffff,1.0,0.0,0.0,0.0,0.0
834455fffffffff,15.0,0.0,0.0,0.0,0.0
834458fffffffff,2.0,0.0,0.0,0.0,0.0
834459fffffffff,1.0,0.0,0.0,0.0,0.0
83445afffffffff,1.0,0.0,0.0,0.0,0.0
83445dfffffffff,10.0,0.0,0.0,0.0,0.0
834469fffffffff,15.0,0.0,0.0,0.0,0.0
83446bfffffffff,2.0,0.0,0.0,0.0,0.0
83446cfffffffff,56.0,3.0,0.0,0.0,0.0
83446dfffffffff,32.0,6.0,0.0,0.0,0.0
83446efffffffff,31.0,0.0,0.0,0.0,0.0
834471fffffffff,1.0,0.0,0.0,0.0,0.0
834473fffffffff,10.0,0.0,0.0,0.0,0.0
834484fffffffff,2.0,0.0,0.0,0.0,0.0
834485fffffffff,2.0,0.0,0.0,0.0,0.0
8344a1fffffffff,5.0,0.0,0.0,0.0,0.0
8344a3fffffffff,50.0,0.0,0.0,0.0,0.0
8344a4fffffffff,2.0,0.0,0.0,0.0,0.0
8344a8fffffffff,199.0,0.0,0.0,0.0,0.0
8344a9fffffffff,389.0,20.0,0.0,0.0,0.0
8344abfffffffff,27.0,2.0,0.0,0.0,0.0
8344acfffffffff,94.0,1.0,0.0,0.0,0.0
8344adfffffffff,30.0,0.0,0.0,0.0,0.0
8344b1fffffffff,7.0,0.0,0.0,0.0,0.0
8344b2fffffffff,1.0,0.0,0.0,0.0,0.0
8344b5fffffffff,24.0,0.0,0.0,0.0,0.0
8344b6fffffffff,7.0,0.0,0.0,0.0,0.0
8344c0fffffffff,5.0,2.0,0.0,0.0,0.0
8344c1fffffffff,4.0,0.0,0.0,0.0,0.0
8344c2fffffffff,26.0,0.0,0.0,0.0,0.0
8344c5fffffffff,123.0,4.0,0.0,0.0,0.0
8344cbfffffffff,1.0,0.0,0.0,0.0,0.0
8344ccfffffffff,1.0,0.0,0.0,0.0,0.0
8344cdfffffffff,5.0,1.0,0.0,0.0,0.0
8344d0fffffffff,161.0,0.0,0.0,0.0,0.0
8344d2fffffffff,210.0,2.0,0.0,0.0,0.0
8344d3fffffffff,2.0,0.0,0.0,0.0,0.0
8344d5fffffffff,1543.0,2.0,0.0,0.0,0.0
8344d9fffffffff,1.0,0.0,0.0,0.0,0.0
8344dbfffffffff,8.0,0.0,0.0,0.0,0.0
8344ddfffffffff,4.0,0.0,0.0,0.0,0.0
8344e0fffffffff,11.0,0.0,0.0,0.0,0.0
8344e2fffffffff,9.0,0.0,0.0,0.0,0.0
8344e6fffffffff,2.0,0.0,0.0,0.0,0.0
8344f0fffffffff,30.0,0.0,0.0,0.0,0.0
8344f3fffffffff,172.0,19.0,0.0,0.0,0.0
8344f4fffffffff,118.0,11.0,0.0,0.0,0.0
8344f5fffffffff,13.0,2.0,0.0,0.0,0.0
834505fffffffff,49.0,2.0,0.0,0.0,0.0
834509fffffffff,10.0,2.0,0.0,0.0,0.0
83450bfffffffff,1.0,1.0,0.0,0.0,0.0
834522fffffffff,2.0,2.0,0.0,0.0,0.0
834523fffffffff,12.0,0.0,0.0,0.0,0.0
834524fffffffff,1.0,0.0,0.0,0.0,0.0
834525fffffffff,14.0,0.0,0.0,0.0,0.0
83452afffffffff,48.0,2.0,0.0,0.0,0.0
83452cfffffffff,3.0,0.0,0.0,0.0,0.0
83452dfffffffff,1.0,1.0,0.0,0.0,0.0
83452efffffffff,148.0,0.0,0.0,0.0,0.0
834531fffffffff,4.0,0.0,0.0,0.0,0.0
834533fffffffff,3.0,3.0,0.0,0.0,0.0
834564fffffffff,5.0,2.0,0.0,0.0,0.0
83456dfffffffff,3.0,0.0,0.0,0.0,0.0
834583fffffffff,5.0,0.0,0.0,0.0,0.0
834584fffffffff,4.0,0.0,0.0,0.0,0.0
83458bfffffffff,1.0,0.0,0.0,0.0,0.0
834598fffffffff,16.0,9.0,0.0,0.0,0.0
8345a3fffffffff,14.0,0.0,0.0,0.0,0.0
8345b2fffffffff,11.0,0.0,0.0,0.0,0.0
834648fffffffff,20.0,0.0,20.0,0.0,0.0
83464efffffffff,18.0,0.0,18.0,0.0,0.0
834814fffffffff,4.0,0.0,0.0,0.0,0.0
834823fffffffff,5.0,5.0,0.0,0.0,0.0
83482afffffffff,111.0,0.0,0.0,0.0,0.0
83482bfffffffff,4.0,0.0,0.0,0.0,0.0
834833fffffffff,5.0,0.0,0.0,0.0,0.0
83484afffffffff,8.0,5.0,0.0,0.0,0.0
834859fffffffff,1.0,0.0,0.0,0.0,0.0
83485bfffffffff,11.0,3.0,0.0,0.0,0.0
834873fffffffff,1.0,0.0,0.0,0.0,0.0
834881fffffffff,5.0,0.0,0.0,0.0,0.0
834883fffffffff,2.0,0.0,0.0,0.0,0.0
834888fffffffff,2.0,0.0,0.0,0.0,0.0
83488bfffffffff,24.0,2.0,0.0,0.0,0.0
83488dfffffffff,2.0,0.0,0.0,0.0,0.0
83488efffffffff,5.0,0.0,0.0,0.0,0.0
834890fffffffff,19.0,0.0,0.0,0.0,0.0
834891fffffffff,13.0,0.0,0.0,0.0,0.0
834892fffffffff,13.0,0.0,0.0,0.0,0.0
834893fffffffff,15.0,0.0,0.0,0.0,0.0
834895fffffffff,11.0,0.0,0.0,0.0,0.0
834898fffffffff,16.0,0.0,0.0,0.0,0.0
83489afffffffff,2.0,0.0,0.0,0.0,0.0
83489cfffffffff,39.0,0.0,0.0,0.0,0.0
83489efffffffff,53.0,0.0,0.0,0.0,0.0
8348b1fffffffff,1.0,0.0,0.0,0.0,0.0
8348b2fffffffff,24.0,2.0,0.0,0.0,0.0
8348b3fffffffff,24.0,0.0,0.0,0.0,0.0
8348c2fffffffff,11.0,0.0,0.0,0.0,0.0
8348c3fffffffff,9.0,0.0,0.0,0.0,0.0
