cell_id,Phoenicurus ochruros,Phoenicurus ochruros gibraltariensis/aterrimus,Phoenicurus ochruros [ochruros Group]
831ea9fffffffff,1.0,0.0,0.0
831eb1fffffffff,2.0,2.0,0.0
831ec0fffffffff,6.0,0.0,0.0
831ec1fffffffff,1.0,0.0,0.0
831ec5fffffffff,2.0,0.0,0.0
831ec9fffffffff,12.0,0.0,0.0
831ecafffffffff,2.0,0.0,0.0
831ecbfffffffff,1.0,0.0,0.0
831ed1fffffffff,1.0,1.0,0.0
831ed2fffffffff,2.0,2.0,0.0
831ed3fffffffff,1.0,0.0,0.0
831edafffffffff,11.0,0.0,0.0
831ee3fffffffff,6.0,0.0,0.0
831ee5fffffffff,2.0,2.0,0.0
831ee9fffffffff,4.0,0.0,0.0
831f12fffffffff,2.0,0.0,0.0
831f18fffffffff,3.0,0.0,0.0
831f1afffffffff,46.0,44.0,0.0
831f28fffffffff,1.0,1.0,0.0
831f2afffffffff,2.0,0.0,0.0
831f81fffffffff,2.0,0.0,0.0
831f83fffffffff,4.0,0.0,0.0
831f88fffffffff,2.0,0.0,0.0
831f89fffffffff,12.0,10.0,0.0
831f8afffffffff,2.0,0.0,0.0
831f8bfffffffff,7.0,2.0,0.0
831f8dfffffffff,4.0,2.0,0.0
831f8efffffffff,1.0,0.0,0.0
831f94fffffffff,1.0,0.0,0.0
831f9cfffffffff,2.0,0.0,0.0
831fa8fffffffff,5.0,0.0,0.0
831facfffffffff,7.0,7.0,0.0
831fadfffffffff,13.0,13.0,0.0
831faefffffffff,7.0,0.0,0.0
831fb0fffffffff,2.0,2.0,0.0
831fb4fffffffff,2.0,2.0,0.0
83201afffffffff,3.0,0.0,1.0
83201bfffffffff,1.0,0.0,1.0
83204dfffffffff,4.0,0.0,4.0
832083fffffffff,9.0,0.0,9.0
83208efffffffff,5.0,0.0,5.0
8320adfffffffff,3.0,0.0,0.0
8320b3fffffffff,3.0,0.0,0.0
8320f1fffffffff,1.0,0.0,1.0
83240afffffffff,4.0,0.0,1.0
832512fffffffff,1.0,0.0,1.0
832513fffffffff,1.0,0.0,1.0
8325a8fffffffff,4.0,0.0,2.0
8325acfffffffff,25.0,0.0,23.0
832c0bfffffffff,7.0,0.0,0.0
832c19fffffffff,1.0,0.0,1.0
832c28fffffffff,2.0,0.0,2.0
832c90fffffffff,6.0,3.0,0.0
832c91fffffffff,6.0,0.0,0.0
832c93fffffffff,2.0,1.0,0.0
832ce4fffffffff,4.0,0.0,0.0
832cf1fffffffff,2.0,0.0,0.0
832d12fffffffff,4.0,0.0,0.0
832d30fffffffff,1.0,0.0,0.0
832d64fffffffff,2.0,0.0,0.0
832da1fffffffff,1.0,0.0,0.0
832db0fffffffff,9.0,0.0,0.0
832db1fffffffff,12.0,3.0,2.0
832db2fffffffff,25.0,5.0,5.0
832db6fffffffff,5.0,0.0,0.0
833099fffffffff,2.0,0.0,0.0
8330e2fffffffff,1.0,0.0,0.0
83318dfffffffff,4.0,0.0,0.0
833469fffffffff,2.0,2.0,0.0
83351bfffffffff,3.0,0.0,0.0
8335a9fffffffff,2.0,0.0,0.0
833862fffffffff,28.0,9.0,0.0
833871fffffffff,3.0,0.0,0.0
833874fffffffff,4.0,4.0,0.0
833875fffffffff,7.0,4.0,0.0
833900fffffffff,117.0,80.0,0.0
833901fffffffff,161.0,132.0,0.0
833903fffffffff,24.0,15.0,0.0
833904fffffffff,9.0,0.0,0.0
833905fffffffff,12.0,9.0,0.0
833906fffffffff,15.0,0.0,0.0
833908fffffffff,7.0,7.0,0.0
83390cfffffffff,30.0,30.0,0.0
833910fffffffff,61.0,0.0,0.0
833915fffffffff,6.0,0.0,0.0
833918fffffffff,78.0,76.0,0.0
833919fffffffff,43.0,41.0,0.0
83391afffffffff,4.0,4.0,0.0
83391bfffffffff,2.0,2.0,0.0
83391dfffffffff,1.0,0.0,0.0
833920fffffffff,6.0,2.0,0.0
833921fffffffff,2.0,0.0,0.0
833922fffffffff,21.0,1.0,0.0
833923fffffffff,7.0,0.0,0.0
833928fffffffff,24.0,0.0,0.0
833929fffffffff,5.0,5.0,0.0
83392afffffffff,4.0,4.0,0.0
83392cfffffffff,27.0,10.0,0.0
83392dfffffffff,3.0,2.0,0.0
83392efffffffff,1.0,0.0,0.0
833931fffffffff,9.0,3.0,0.0
833933fffffffff,12.0,6.0,0.0
833942fffffffff,12.0,0.0,0.0
833943fffffffff,10.0,2.0,0.0
833944fffffffff,2.0,0.0,0.0
833950fffffffff,4.0,4.0,0.0
833954fffffffff,4.0,0.0,0.0
833956fffffffff,22.0,22.0,0.0
83395cfffffffff,74.0,2.0,0.0
833970fffffffff,6.0,0.0,0.0
833972fffffffff,145.0,0.0,0.0
833973fffffffff,25.0,0.0,0.0
833974fffffffff,4.0,4.0,0.0
833976fffffffff,8.0,4.0,0.0
833c02fffffffff,9.0,0.0,3.0
833c0afffffffff,9.0,0.0,0.0
833c0efffffffff,1.0,0.0,0.0
833c15fffffffff,3.0,0.0,3.0
833c19fffffffff,2.0,0.0,0.0
833c1bfffffffff,1.0,0.0,0.0
833c1cfffffffff,2.0,0.0,0.0
833c1dfffffffff,4.0,0.0,0.0
833c33fffffffff,2.0,0.0,2.0
833c52fffffffff,7.0,0.0,0.0
833c58fffffffff,7.0,0.0,2.0
833c5afffffffff,3.0,0.0,2.0
833c5bfffffffff,17.0,0.0,0.0
833c5efffffffff,2.0,0.0,0.0
833c8dfffffffff,2.0,0.0,0.0
833ca8fffffffff,8.0,0.0,0.0
833ca9fffffffff,3.0,0.0,0.0
833cabfffffffff,3.0,0.0,0.0
833cc1fffffffff,2.0,0.0,0.0
833ce0fffffffff,2.0,0.0,0.0
833ce1fffffffff,7.0,0.0,0.0
833ce4fffffffff,5.0,0.0,0.0
833cecfffffffff,1.0,0.0,1.0
833cf2fffffffff,11.0,0.0,0.0
833cf4fffffffff,1.0,0.0,1.0
833cf6fffffffff,4.0,0.0,0.0
833d00fffffffff,2.0,0.0,0.0
833d02fffffffff,3.0,0.0,0.0
833d04fffffffff,2.0,0.0,0.0
833d10fffffffff,1.0,0.0,0.0
833d11fffffffff,3.0,0.0,0.0
833d14fffffffff,2.0,0.0,0.0
833d1efffffffff,1.0,0.0,0.0
833d30fffffffff,1.0,0.0,0.0
833d81fffffffff,2.0,0.0,2.0
833d84fffffffff,13.0,0.0,10.0
833d85fffffffff,3.0,0.0,3.0
833d8cfffffffff,2.0,0.0,0.0
833d8dfffffffff,4.0,0.0,0.0
833d99fffffffff,2.0,0.0,0.0
833d9dfffffffff,2.0,0.0,2.0
833da1fffffffff,7.0,0.0,7.0
833da3fffffffff,10.0,0.0,10.0
833da6fffffffff,9.0,0.0,9.0
833da9fffffffff,1.0,0.0,0.0
833dacfffffffff,4.0,0.0,0.0
833dadfffffffff,15.0,0.0,6.0
833db1fffffffff,5.0,0.0,5.0
833db2fffffffff,2.0,0.0,0.0
833db6fffffffff,2.0,0.0,2.0
833e45fffffffff,1.0,0.0,1.0
833e63fffffffff,1.0,0.0,0.0
833e68fffffffff,3.0,0.0,0.0
833e6cfffffffff,14.0,8.0,6.0
833f2dfffffffff,9.0,3.0,0.0
833f36fffffffff,57.0,0.0,0.0
833f45fffffffff,16.0,2.0,0.0
833f62fffffffff,2.0,0.0,0.0
83411cfffffffff,9.0,0.0,2.0
834159fffffffff,1.0,0.0,0.0
8341b4fffffffff,51.0,0.0,1.0
8341b5fffffffff,2.0,0.0,0.0
8341b6fffffffff,1.0,0.0,0.0
834220fffffffff,2.0,0.0,0.0
834253fffffffff,2.0,0.0,2.0
8342c2fffffffff,2.0,0.0,0.0
8342c4fffffffff,7.0,0.0,2.0
8342c5fffffffff,2.0,0.0,0.0
8342cbfffffffff,2.0,0.0,0.0
8342dcfffffffff,9.0,0.0,2.0
8342ddfffffffff,3.0,0.0,0.0
8342e3fffffffff,8.0,0.0,0.0
8342ebfffffffff,7.0,0.0,7.0
8343a0fffffffff,1.0,0.0,0.0
8343a1fffffffff,1.0,0.0,0.0
8343a8fffffffff,1.0,0.0,0.0
8343acfffffffff,4.0,0.0,0.0
8343aefffffffff,35.0,0.0,1.0
834ba6fffffffff,4.0,0.0,3.0
834bb5fffffffff,2.0,0.0,0.0
83534dfffffffff,5.0,0.0,3.0
835364fffffffff,1.0,1.0,0.0
83536afffffffff,2.0,0.0,0.0
836014fffffffff,11.0,0.0,0.0
836015fffffffff,2.0,0.0,0.0
836016fffffffff,4.0,0.0,0.0
83601efffffffff,1.0,0.0,0.0
836031fffffffff,2.0,0.0,0.0
836032fffffffff,2.0,0.0,0.0
836033fffffffff,2.0,0.0,0.0
836084fffffffff,3.0,0.0,0.0
83608bfffffffff,2.0,0.0,0.0
83608efffffffff,2.0,0.0,0.0
8360a0fffffffff,2.0,0.0,0.0
8360a1fffffffff,2.0,0.0,0.0
8360a4fffffffff,3.0,0.0,0.0
8360a9fffffffff,12.0,0.0,0.0
8360aefffffffff,1.0,0.0,1.0
836188fffffffff,6.0,0.0,0.0
836189fffffffff,2.0,0.0,0.0
83618afffffffff,1.0,0.0,0.0
83618bfffffffff,9.0,0.0,0.0
83618cfffffffff,7.0,0.0,0.0
836490fffffffff,1.0,0.0,1.0
836491fffffffff,1.0,0.0,0.0
836520fffffffff,15.0,0.0,0.0
