cell_id,Cinclodes antarcticus,Cinclodes antarcticus maculirostris,Cinclodes antarcticus antarcticus
84cf329ffffffff,8.0,0.0,0.0
84cf32dffffffff,3.0,0.0,0.0
84de62dffffffff,5.0,0.0,1.0
84de743ffffffff,6.0,0.0,0.0
84df44dffffffff,1.0,0.0,0.0
84df451ffffffff,48.0,5.0,0.0
84df455ffffffff,3.0,0.0,0.0
84df621ffffffff,4.0,0.0,0.0
