cell_id,Progne subis,Progne subis subis/arboricola,Progne subis hesperia
820c47fffffffff,10.0,0.0,0.0
820c57fffffffff,1.0,0.0,0.0
820d0ffffffffff,1.0,0.0,0.0
820d5ffffffffff,2.0,0.0,0.0
821257fffffffff,4.0,0.0,0.0
82125ffffffffff,2.0,0.0,0.0
82129ffffffffff,9.0,0.0,0.0
8212c7fffffffff,2.0,0.0,0.0
8212cffffffffff,4.0,0.0,0.0
8212d7fffffffff,1.0,0.0,0.0
8212e7fffffffff,2.0,0.0,0.0
8212effffffffff,32.0,0.0,0.0
821aa7fffffffff,35.0,0.0,0.0
821ab7fffffffff,2.0,0.0,0.0
821b9ffffffffff,2.0,0.0,0.0
822607fffffffff,9.0,4.0,0.0
82260ffffffffff,15.0,1.0,0.0
822617fffffffff,4.0,0.0,0.0
82261ffffffffff,2.0,0.0,0.0
822627fffffffff,7.0,0.0,0.0
82262ffffffffff,4.0,0.0,0.0
822637fffffffff,6.0,0.0,0.0
822647fffffffff,61.0,1.0,0.0
82264ffffffffff,121.0,6.0,0.0
822657fffffffff,108.0,2.0,0.0
82265ffffffffff,56.0,3.0,0.0
822667fffffffff,71.0,3.0,0.0
82266ffffffffff,97.0,0.0,0.0
822677fffffffff,27.0,4.0,0.0
822687fffffffff,34.0,0.0,0.0
82268ffffffffff,23.0,0.0,0.0
822697fffffffff,187.0,0.0,0.0
82269ffffffffff,69.0,0.0,0.0
8226a7fffffffff,1.0,0.0,0.0
8226affffffffff,13.0,0.0,0.0
8226c7fffffffff,16.0,0.0,0.0
8226cffffffffff,47.0,0.0,0.0
8226d7fffffffff,33.0,0.0,0.0
8226dffffffffff,34.0,0.0,0.0
8226e7fffffffff,10.0,0.0,0.0
8226effffffffff,13.0,0.0,0.0
8226f7fffffffff,43.0,0.0,0.0
822707fffffffff,10.0,0.0,0.0
82270ffffffffff,17.0,5.0,0.0
822717fffffffff,11.0,0.0,0.0
82271ffffffffff,21.0,0.0,0.0
822747fffffffff,52.0,0.0,0.0
82274ffffffffff,282.0,0.0,0.0
822757fffffffff,42.0,0.0,0.0
82275ffffffffff,95.0,1.0,0.0
822767fffffffff,5.0,0.0,0.0
82276ffffffffff,80.0,4.0,0.0
822777fffffffff,6.0,0.0,0.0
822787fffffffff,17.0,2.0,0.0
82278ffffffffff,7.0,0.0,0.0
8227a7fffffffff,17.0,0.0,0.0
8227affffffffff,37.0,0.0,0.0
8227b7fffffffff,8.0,0.0,0.0
822807fffffffff,13.0,0.0,0.0
822817fffffffff,137.0,0.0,0.0
82281ffffffffff,87.0,0.0,0.0
822837fffffffff,844.0,2.0,0.0
82288ffffffffff,1.0,0.0,0.0
822897fffffffff,3.0,0.0,0.0
8228a7fffffffff,2.0,0.0,0.0
8228affffffffff,12.0,0.0,0.0
8228b7fffffffff,36.0,0.0,0.0
8228c7fffffffff,55.0,0.0,0.0
8228cffffffffff,9.0,0.0,0.0
8228d7fffffffff,198.0,0.0,0.0
8228dffffffffff,104.0,4.0,0.0
8228f7fffffffff,228.0,0.0,0.0
822917fffffffff,26.0,0.0,0.0
82291ffffffffff,18.0,0.0,0.0
822987fffffffff,35.0,0.0,0.0
82298ffffffffff,11.0,0.0,0.0
822997fffffffff,7.0,0.0,0.0
8229a7fffffffff,310.0,0.0,0.0
8229affffffffff,89.0,5.0,0.0
8229b7fffffffff,33.0,3.0,0.0
822a07fffffffff,14.0,0.0,0.0
822a17fffffffff,1410.0,41.0,0.0
822a1ffffffffff,6.0,0.0,0.0
