cell_id,Pipilo maculatus,Pipilo maculatus [oregonus Group],Pipilo maculatus arcticus,Pipilo maculatus [maculatus Group],Pipilo maculatus macronyx,Pipilo maculatus socorroensis
830e49fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e4dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830edbfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830eecfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831258fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83125afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83129dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8312aafffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8312b0fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8312b1fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8312c1fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8312c8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8312c9fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8312cafffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8312ccfffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8312cefffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8312d0fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8312d1fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8312d3fffffffff,4.0,0.0,0.0,1.0,0.0,0.0
8312d8fffffffff,4.0,0.0,1.0,3.0,0.0,0.0
8312d9fffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8312dafffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8312ddfffffffff,21.0,0.0,0.0,0.0,0.0,0.0
8312defffffffff,5.0,0.0,0.0,5.0,0.0,0.0
8312e8fffffffff,16.0,0.0,2.0,0.0,0.0,0.0
8312edfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8312f6fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
831386fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83139efffffffff,7.0,0.0,0.0,0.0,0.0,0.0
831ab5fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832600fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
832601fffffffff,27.0,0.0,0.0,0.0,0.0,0.0
832602fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832603fffffffff,11.0,0.0,4.0,0.0,0.0,0.0
832605fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
832608fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
832609fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83260afffffffff,7.0,0.0,3.0,0.0,0.0,0.0
83260bfffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83260dfffffffff,19.0,0.0,0.0,0.0,0.0,0.0
83260efffffffff,8.0,0.0,2.0,0.0,0.0,0.0
832610fffffffff,4.0,0.0,2.0,0.0,0.0,0.0
832611fffffffff,33.0,0.0,0.0,0.0,0.0,0.0
832612fffffffff,7.0,0.0,1.0,2.0,0.0,0.0
832615fffffffff,1.0,0.0,1.0,0.0,0.0,0.0
832616fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832618fffffffff,10.0,0.0,2.0,0.0,0.0,0.0
83261afffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83261bfffffffff,5.0,0.0,3.0,0.0,0.0,0.0
83261dfffffffff,3.0,0.0,1.0,0.0,0.0,0.0
83261efffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832621fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
832623fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
832625fffffffff,102.0,0.0,0.0,0.0,0.0,0.0
832626fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
832628fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832629fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83262bfffffffff,9.0,0.0,0.0,0.0,0.0,0.0
83262cfffffffff,33.0,0.0,0.0,0.0,0.0,0.0
832633fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832636fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832640fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
832642fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
832643fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832645fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832646fffffffff,96.0,0.0,6.0,0.0,0.0,0.0
832648fffffffff,14.0,0.0,3.0,0.0,0.0,0.0
83264cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83264dfffffffff,15.0,0.0,0.0,0.0,0.0,0.0
83264efffffffff,11.0,0.0,0.0,0.0,0.0,0.0
832651fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832653fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
832654fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832655fffffffff,26.0,0.0,0.0,0.0,0.0,0.0
832656fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
832659fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83265bfffffffff,18.0,0.0,0.0,0.0,0.0,0.0
83265dfffffffff,8.0,0.0,0.0,0.0,0.0,0.0
832661fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
832662fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
832664fffffffff,63.0,0.0,4.0,0.0,0.0,0.0
832666fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
832668fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83266afffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83266cfffffffff,10.0,0.0,0.0,0.0,0.0,0.0
83266efffffffff,5.0,0.0,0.0,0.0,0.0,0.0
832671fffffffff,19.0,0.0,0.0,0.0,0.0,0.0
832673fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832674fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
832680fffffffff,2.0,0.0,0.0,1.0,0.0,0.0
832681fffffffff,132.0,0.0,5.0,14.0,0.0,0.0
832683fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
832685fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
832688fffffffff,149.0,0.0,0.0,18.0,0.0,0.0
832689fffffffff,46.0,0.0,2.0,6.0,0.0,0.0
83268afffffffff,25.0,0.0,0.0,5.0,0.0,0.0
83268bfffffffff,74.0,0.0,0.0,3.0,0.0,0.0
83268cfffffffff,215.0,0.0,2.0,20.0,0.0,0.0
83268dfffffffff,58.0,0.0,6.0,13.0,0.0,0.0
83268efffffffff,11.0,0.0,0.0,0.0,0.0,0.0
832690fffffffff,17.0,0.0,0.0,1.0,0.0,0.0
832692fffffffff,16.0,0.0,0.0,6.0,0.0,0.0
832694fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832695fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
832696fffffffff,341.0,1.0,0.0,254.0,0.0,0.0
832698fffffffff,34.0,0.0,0.0,0.0,0.0,0.0
832699fffffffff,16.0,0.0,0.0,0.0,0.0,0.0
83269afffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83269bfffffffff,9.0,0.0,0.0,0.0,0.0,0.0
83269cfffffffff,10.0,0.0,0.0,5.0,0.0,0.0
83269dfffffffff,24.0,0.0,0.0,3.0,0.0,0.0
83269efffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326a1fffffffff,14.0,0.0,2.0,0.0,0.0,0.0
8326a2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326a3fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8326a5fffffffff,3.0,0.0,2.0,0.0,0.0,0.0
8326a8fffffffff,39.0,0.0,5.0,1.0,0.0,0.0
8326a9fffffffff,63.0,0.0,19.0,20.0,0.0,0.0
8326aafffffffff,47.0,0.0,3.0,8.0,0.0,0.0
8326abfffffffff,63.0,0.0,6.0,21.0,0.0,0.0
8326acfffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8326adfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8326aefffffffff,29.0,0.0,2.0,3.0,0.0,0.0
8326b0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326b6fffffffff,4.0,0.0,0.0,2.0,0.0,0.0
8326c1fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8326c3fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8326c4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326c6fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8326cafffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326cbfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8326d1fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8326d4fffffffff,11.0,0.0,1.0,2.0,0.0,0.0
8326d5fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8326d9fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8326dbfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8326dcfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326ddfffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8326defffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8326e0fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8326e2fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8326e3fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8326e4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326e5fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8326e9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326edfffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8326f0fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8326f1fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8326f2fffffffff,70.0,0.0,4.0,13.0,0.0,0.0
8326f5fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8326f6fffffffff,8.0,0.0,2.0,6.0,0.0,0.0
832702fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
832709fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832710fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832711fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
832712fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
832713fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
832719fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83271afffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832743fffffffff,50.0,0.0,0.0,0.0,0.0,0.0
832748fffffffff,66.0,0.0,0.0,0.0,0.0,0.0
83274afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83274dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832751fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832752fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
832758fffffffff,59.0,0.0,0.0,0.0,0.0,0.0
832759fffffffff,30.0,0.0,0.0,0.0,0.0,0.0
83275cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83275dfffffffff,32.0,0.0,0.0,0.0,0.0,0.0
832763fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
83276bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83276efffffffff,10.0,0.0,0.0,0.0,0.0,0.0
832770fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832773fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
832775fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83278bfffffffff,2.0,0.0,2.0,0.0,0.0,0.0
832790fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
832792fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
832794fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832795fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832798fffffffff,2.0,0.0,2.0,0.0,0.0,0.0
832799fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83279efffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8327a0fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8327a6fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8327a9fffffffff,7.0,0.0,5.0,0.0,0.0,0.0
8327aafffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8327abfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8327b1fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8327b6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832802fffffffff,29.0,4.0,0.0,0.0,0.0,0.0
832803fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
832806fffffffff,49.0,46.0,0.0,0.0,0.0,0.0
832810fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
832811fffffffff,6.0,4.0,0.0,0.0,0.0,0.0
832813fffffffff,5.0,0.0,0.0,2.0,0.0,0.0
832814fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
832815fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832818fffffffff,7.0,3.0,0.0,0.0,0.0,0.0
83281cfffffffff,7.0,3.0,0.0,0.0,0.0,0.0
83281efffffffff,32.0,7.0,0.0,0.0,0.0,0.0
832830fffffffff,263.0,6.0,0.0,0.0,0.0,0.0
832831fffffffff,36.0,36.0,0.0,0.0,0.0,0.0
832832fffffffff,20.0,3.0,0.0,0.0,0.0,0.0
832833fffffffff,3.0,3.0,0.0,0.0,0.0,0.0
832834fffffffff,33.0,12.0,0.0,0.0,0.0,0.0
832835fffffffff,438.0,8.0,0.0,0.0,0.0,0.0
832836fffffffff,3331.0,0.0,0.0,0.0,0.0,0.0
832880fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
832883fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832884fffffffff,105.0,0.0,0.0,1.0,0.0,0.0
832888fffffffff,35.0,0.0,0.0,14.0,0.0,0.0
832889fffffffff,3.0,0.0,0.0,2.0,0.0,0.0
83288afffffffff,2.0,0.0,0.0,2.0,0.0,0.0
83288bfffffffff,4.0,0.0,0.0,4.0,0.0,0.0
83288cfffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83288dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83288efffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832890fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
