cell_id,Myophonus caeruleus,Myophonus caeruleus caeruleus,Myophonus caeruleus [flavirostris Group]
843c0b5ffffffff,372.0,0.0,67.0
843c0b7ffffffff,259.0,0.0,41.0
843c0bdffffffff,74.0,0.0,0.0
843c0c3ffffffff,1.0,0.0,0.0
843c0cdffffffff,1.0,0.0,0.0
843c0d5ffffffff,2.0,0.0,0.0
843c0e3ffffffff,18.0,0.0,0.0
843c0e7ffffffff,64.0,0.0,0.0
843c159ffffffff,16.0,0.0,1.0
843c15bffffffff,1.0,0.0,0.0
843c199ffffffff,850.0,0.0,0.0
843c19bffffffff,13.0,0.0,0.0
843c1c3ffffffff,5.0,0.0,0.0
843c1d1ffffffff,82.0,0.0,0.0
843c1d3ffffffff,797.0,0.0,0.0
843c1d7ffffffff,60.0,0.0,0.0
843c1dbffffffff,129.0,0.0,0.0
843c1ddffffffff,1.0,0.0,0.0
843c303ffffffff,14.0,0.0,0.0
843c307ffffffff,24.0,0.0,0.0
843c30bffffffff,2.0,0.0,0.0
843c311ffffffff,9.0,0.0,7.0
843c315ffffffff,106.0,0.0,14.0
843c317ffffffff,25.0,0.0,15.0
843c31dffffffff,5.0,0.0,3.0
843c333ffffffff,3.0,0.0,0.0
843c335ffffffff,2.0,0.0,0.0
843c337ffffffff,2.0,0.0,0.0
843c33bffffffff,178.0,0.0,6.0
843c33dffffffff,3.0,0.0,0.0
843c341ffffffff,8.0,0.0,0.0
843c345ffffffff,2.0,0.0,0.0
843c355ffffffff,1.0,0.0,0.0
843c369ffffffff,19.0,0.0,0.0
843c36bffffffff,19.0,0.0,0.0
843c421ffffffff,2.0,0.0,0.0
843c423ffffffff,6.0,0.0,0.0
843c431ffffffff,21.0,0.0,0.0
843c433ffffffff,2.0,0.0,0.0
843c437ffffffff,17.0,0.0,0.0
843c43dffffffff,2.0,0.0,0.0
843c521ffffffff,348.0,0.0,0.0
843c525ffffffff,77.0,0.0,2.0
843c527ffffffff,284.0,0.0,0.0
843c529ffffffff,46.0,0.0,0.0
843c52dffffffff,78.0,0.0,0.0
843c535ffffffff,2.0,0.0,0.0
843c537ffffffff,6.0,0.0,0.0
843c567ffffffff,22.0,0.0,0.0
843c56dffffffff,2.0,0.0,0.0
843c581ffffffff,762.0,0.0,0.0
843c583ffffffff,38.0,0.0,0.0
843c585ffffffff,11.0,0.0,0.0
843c587ffffffff,82.0,0.0,0.0
843c589ffffffff,7.0,0.0,0.0
843c58dffffffff,5.0,0.0,0.0
843c595ffffffff,110.0,0.0,0.0
843c5a1ffffffff,106.0,0.0,0.0
843c5a3ffffffff,1.0,0.0,0.0
843c5a9ffffffff,23.0,0.0,0.0
843c5abffffffff,4.0,0.0,0.0
843c5adffffffff,5.0,0.0,0.0
843c5b1ffffffff,8.0,0.0,0.0
843c5b3ffffffff,2.0,0.0,0.0
843c5b7ffffffff,27.0,0.0,0.0
843c5b9ffffffff,46.0,0.0,0.0
843c5bbffffffff,18.0,0.0,0.0
843c5bdffffffff,353.0,0.0,0.0
843c5c1ffffffff,39.0,0.0,0.0
843c5c3ffffffff,3.0,0.0,0.0
843c5c5ffffffff,18.0,0.0,0.0
843c5cbffffffff,117.0,0.0,0.0
843c5d1ffffffff,1.0,0.0,0.0
843c5d3ffffffff,1.0,0.0,0.0
843c5d5ffffffff,12.0,0.0,0.0
843c5ddffffffff,2.0,0.0,0.0
843c5e3ffffffff,12.0,0.0,0.0
843c5e5ffffffff,2.0,0.0,0.0
843c5ebffffffff,10.0,0.0,0.0
843cc03ffffffff,5.0,0.0,0.0
843cc0bffffffff,25.0,0.0,0.0
843cc0dffffffff,1.0,0.0,0.0
843cc11ffffffff,12.0,0.0,0.0
843cc1dffffffff,1.0,0.0,0.0
843cc31ffffffff,9.0,0.0,0.0
843cc39ffffffff,2.0,0.0,0.0
843cc41ffffffff,14.0,0.0,0.0
843cc47ffffffff,3.0,0.0,0.0
843cc55ffffffff,6.0,0.0,0.0
843cc5dffffffff,4.0,0.0,0.0
843cc6bffffffff,2.0,0.0,0.0
843cd8bffffffff,9.0,2.0,0.0
843cdc5ffffffff,2.0,0.0,0.0
843cdcdffffffff,3.0,0.0,0.0
843cdd5ffffffff,6.0,0.0,0.0
843cddbffffffff,5.0,0.0,0.0
843ce03ffffffff,3.0,0.0,0.0
843ce05ffffffff,3.0,0.0,0.0
843ce09ffffffff,3.0,0.0,0.0
843ce11ffffffff,8.0,0.0,0.0
843ce13ffffffff,5.0,0.0,0.0
843ce15ffffffff,111.0,0.0,0.0
843ce19ffffffff,8.0,0.0,0.0
843ce1bffffffff,13.0,0.0,0.0
843ce29ffffffff,13.0,0.0,0.0
843ce2bffffffff,26.0,0.0,0.0
843ce31ffffffff,42.0,0.0,0.0
843ce33ffffffff,2.0,0.0,0.0
843ce37ffffffff,2.0,0.0,0.0
843ce39ffffffff,1.0,0.0,0.0
843ce3bffffffff,21.0,0.0,0.0
843ce41ffffffff,27.0,0.0,0.0
843ce43ffffffff,41.0,0.0,0.0
843ce47ffffffff,4.0,0.0,0.0
843ce49ffffffff,15.0,0.0,2.0
843ce4bffffffff,122.0,0.0,7.0
843ce4dffffffff,139.0,0.0,0.0
843ce51ffffffff,108.0,0.0,2.0
843ce53ffffffff,64.0,0.0,0.0
843ce55ffffffff,141.0,0.0,9.0
843ce57ffffffff,82.0,0.0,0.0
843ce59ffffffff,225.0,0.0,29.0
843ce5bffffffff,249.0,0.0,17.0
843ce5dffffffff,340.0,0.0,47.0
843ce83ffffffff,4.0,0.0,0.0
843ce85ffffffff,182.0,0.0,0.0
843ce87ffffffff,4.0,0.0,0.0
843ce8bffffffff,9.0,0.0,0.0
843ce95ffffffff,19.0,0.0,0.0
843cea1ffffffff,26.0,0.0,0.0
843ceabffffffff,2.0,0.0,0.0
843cebbffffffff,2.0,0.0,0.0
843cebdffffffff,15.0,0.0,0.0
843cec1ffffffff,114.0,0.0,0.0
843cec3ffffffff,23.0,0.0,0.0
843cec9ffffffff,97.0,0.0,0.0
843cecbffffffff,4.0,0.0,0.0
843cecdffffffff,13.0,0.0,0.0
843ced1ffffffff,2.0,0.0,0.0
843ced5ffffffff,11.0,0.0,0.0
843ced7ffffffff,4.0,0.0,0.0
843ceddffffffff,2.0,0.0,0.0
843d005ffffffff,6.0,0.0,0.0
843d00dffffffff,1.0,0.0,0.0
843d025ffffffff,7.0,0.0,0.0
843d02dffffffff,3.0,0.0,0.0
843d041ffffffff,17.0,0.0,0.0
843d045ffffffff,13.0,0.0,0.0
843d047ffffffff,11.0,0.0,0.0
843d049ffffffff,30.0,0.0,0.0
843d04dffffffff,108.0,0.0,0.0
843d065ffffffff,2.0,0.0,0.0
843d069ffffffff,2.0,0.0,0.0
843d06bffffffff,2.0,0.0,0.0
843d06dffffffff,7.0,0.0,0.0
843d101ffffffff,91.0,0.0,0.0
843d103ffffffff,592.0,0.0,0.0
843d107ffffffff,1162.0,0.0,0.0
843d109ffffffff,566.0,0.0,0.0
843d10bffffffff,5.0,0.0,0.0
843d10dffffffff,43.0,0.0,0.0
843d111ffffffff,86.0,0.0,0.0
843d113ffffffff,4.0,0.0,0.0
843d115ffffffff,119.0,0.0,0.0
843d117ffffffff,12.0,0.0,0.0
843d119ffffffff,66.0,0.0,0.0
843d11dffffffff,61.0,0.0,0.0
843d131ffffffff,182.0,0.0,0.0
843d133ffffffff,61.0,0.0,0.0
843d135ffffffff,48.0,0.0,0.0
843d137ffffffff,559.0,0.0,0.0
843d139ffffffff,2337.0,0.0,0.0
843d13bffffffff,73.0,0.0,0.0
843d13dffffffff,216.0,0.0,0.0
843d141ffffffff,2.0,0.0,0.0
843d143ffffffff,32.0,0.0,0.0
843d147ffffffff,58.0,0.0,0.0
843d149ffffffff,17.0,0.0,0.0
843d14bffffffff,11.0,0.0,0.0
843d151ffffffff,173.0,0.0,0.0
843d153ffffffff,6.0,0.0,0.0
843d155ffffffff,95.0,0.0,0.0
843d157ffffffff,162.0,0.0,0.0
843d159ffffffff,40.0,0.0,0.0
843d15bffffffff,2.0,0.0,0.0
843d15dffffffff,221.0,0.0,0.0
843d1a1ffffffff,10.0,0.0,0.0
843d1a7ffffffff,3.0,0.0,0.0
843d1a9ffffffff,163.0,0.0,0.0
843d1abffffffff,3.0,0.0,0.0
843d1adffffffff,48.0,0.0,0.0
843d1e1ffffffff,5.0,0.0,0.0
843d1e5ffffffff,38.0,0.0,0.0
843d1e7ffffffff,1474.0,0.0,0.0
843d1e9ffffffff,38.0,0.0,0.0
843d1ebffffffff,11.0,0.0,0.0
843d1edffffffff,1393.0,0.0,0.0
843d221ffffffff,12.0,0.0,0.0
843d223ffffffff,12.0,0.0,0.0
843d225ffffffff,7.0,0.0,0.0
843d227ffffffff,21.0,0.0,0.0
843d229ffffffff,8.0,0.0,0.0
843d22bffffffff,2.0,0.0,0.0
843d22dffffffff,26.0,0.0,0.0
843d261ffffffff,3.0,0.0,0.0
843d269ffffffff,1.0,0.0,0.0
843d301ffffffff,87.0,0.0,0.0
843d303ffffffff,9.0,0.0,0.0
843d305ffffffff,38.0,0.0,0.0
843d307ffffffff,118.0,0.0,0.0
843d309ffffffff,2.0,0.0,0.0
843d30bffffffff,45.0,0.0,0.0
843d30dffffffff,43.0,0.0,0.0
843d31dffffffff,38.0,0.0,0.0
843d323ffffffff,53.0,0.0,0.0
843d333ffffffff,90.0,0.0,0.0
843d335ffffffff,110.0,0.0,0.0
843d337ffffffff,70.0,0.0,0.0
843d339ffffffff,8.0,0.0,0.0
843d33bffffffff,2.0,0.0,0.0
843d33dffffffff,237.0,0.0,0.0
843d341ffffffff,17.0,0.0,0.0
843d343ffffffff,55.0,0.0,0.0
843d345ffffffff,42.0,0.0,0.0
843d347ffffffff,16.0,0.0,0.0
843d349ffffffff,5.0,0.0,0.0
843d34bffffffff,370.0,0.0,0.0
843d34dffffffff,11.0,0.0,0.0
843d351ffffffff,2.0,0.0,0.0
843d353ffffffff,5.0,0.0,0.0
843d355ffffffff,46.0,0.0,0.0
843d357ffffffff,2.0,0.0,0.0
843d359ffffffff,61.0,0.0,0.0
843d35bffffffff,34.0,0.0,0.0
843d35dffffffff,412.0,0.0,0.0
843d363ffffffff,101.0,0.0,0.0
843d36bffffffff,54.0,0.0,0.0
843da91ffffffff,1.0,0.0,0.0
843da97ffffffff,2.0,0.0,0.0
843da99ffffffff,9.0,0.0,0.0
843dad1ffffffff,4877.0,0.0,0.0
843dad3ffffffff,24.0,0.0,0.0
843dad5ffffffff,2.0,0.0,0.0
843dad7ffffffff,28.0,0.0,0.0
843dad9ffffffff,842.0,0.0,0.0
843dadbffffffff,122.0,0.0,0.0
843daddffffffff,961.0,0.0,0.0
8440035ffffffff,4.0,0.0,0.0
8440041ffffffff,1.0,0.0,0.0
84400a3ffffffff,1.0,0.0,0.0
84400a5ffffffff,25.0,0.0,0.0
84400c1ffffffff,5.0,0.0,0.0
8440123ffffffff,2.0,0.0,0.0
8440135ffffffff,2.0,0.0,0.0
8440139ffffffff,3.0,0.0,0.0
844013bffffffff,2.0,0.0,0.0
844018bffffffff,1.0,0.0,0.0
84401a1ffffffff,4.0,0.0,0.0
84401dbffffffff,2.0,0.0,0.0
844020bffffffff,1.0,0.0,0.0
844022bffffffff,5.0,0.0,0.0
84402d7ffffffff,11.0,10.0,0.0
8440349ffffffff,4.0,0.0,0.0
844034bffffffff,3.0,0.0,0.0
8440369ffffffff,9.0,0.0,0.0
8440403ffffffff,2.0,0.0,2.0
8440431ffffffff,4.0,0.0,0.0
8440439ffffffff,19.0,0.0,5.0
8440447ffffffff,3.0,0.0,0.0
8440457ffffffff,8.0,0.0,8.0
84404c1ffffffff,4.0,0.0,0.0
84404c3ffffffff,13.0,0.0,9.0
84404c5ffffffff,119.0,0.0,54.0
84404c7ffffffff,14.0,0.0,5.0
84404cdffffffff,2.0,0.0,1.0
84404ddffffffff,227.0,0.0,94.0
84404e1ffffffff,19.0,0.0,7.0
84404e7ffffffff,2.0,0.0,0.0
84404e9ffffffff,5.0,0.0,0.0
84404edffffffff,2.0,0.0,0.0
8440527ffffffff,3.0,0.0,0.0
8440529ffffffff,2.0,2.0,0.0
844052dffffffff,9.0,6.0,0.0
8440589ffffffff,4.0,0.0,0.0
8440591ffffffff,23.0,0.0,23.0
8440595ffffffff,2.0,0.0,0.0
844059dffffffff,2.0,0.0,0.0
84405b9ffffffff,2.0,0.0,0.0
84405c1ffffffff,3.0,0.0,2.0
84405c9ffffffff,5.0,0.0,0.0
84405cbffffffff,5.0,0.0,3.0
84405ddffffffff,8.0,0.0,8.0
8440611ffffffff,4.0,0.0,0.0
844061bffffffff,2.0,0.0,0.0
8440627ffffffff,1.0,0.0,1.0
8440651ffffffff,2.0,0.0,2.0
8440653ffffffff,3.0,0.0,2.0
84406b7ffffffff,49.0,0.0,18.0
84406d7ffffffff,2.0,0.0,0.0
8440711ffffffff,2.0,0.0,0.0
8440715ffffffff,2.0,0.0,2.0
8440717ffffffff,8.0,0.0,0.0
844071dffffffff,4.0,0.0,0.0
8440733ffffffff,2.0,0.0,0.0
8440807ffffffff,1.0,0.0,0.0
844089dffffffff,12.0,0.0,0.0
8440a89ffffffff,1.0,0.0,0.0
8440a8dffffffff,1.0,0.0,0.0
8440ac5ffffffff,2.0,0.0,0.0
8440b51ffffffff,2.0,0.0,0.0
8440b53ffffffff,43.0,0.0,0.0
8440c05ffffffff,2.0,0.0,0.0
8440c19ffffffff,4.0,0.0,0.0
8440c2dffffffff,1.0,0.0,0.0
8440c41ffffffff,2.0,0.0,0.0
8440c59ffffffff,5.0,0.0,0.0
8440c5bffffffff,4.0,4.0,0.0
8440c61ffffffff,3.0,0.0,0.0
8440c6dffffffff,24.0,6.0,0.0
8440dedffffffff,2.0,0.0,0.0
8440e11ffffffff,48.0,12.0,0.0
8440e13ffffffff,50.0,12.0,0.0
8440e17ffffffff,6.0,4.0,0.0
8440e1dffffffff,2.0,0.0,0.0
8440e33ffffffff,1.0,0.0,0.0
8440e37ffffffff,21.0,7.0,0.0
8440e3bffffffff,2.0,0.0,0.0
8440e3dffffffff,3.0,0.0,0.0
8440e53ffffffff,3.0,3.0,0.0
8440e5bffffffff,8.0,0.0,0.0
8440ea9ffffffff,3.0,0.0,0.0
8440ec1ffffffff,11.0,4.0,0.0
8440ec5ffffffff,10.0,8.0,0.0
8440ee5ffffffff,14.0,4.0,0.0
8440ee9ffffffff,2.0,0.0,0.0
8440eebffffffff,6.0,2.0,0.0
8440eedffffffff,6.0,0.0,0.0
8441035ffffffff,199.0,37.0,0.0
8441037ffffffff,181.0,1.0,0.0
8441185ffffffff,1.0,0.0,0.0
8441189ffffffff,2.0,0.0,0.0
844118bffffffff,10.0,0.0,0.0
844118dffffffff,3.0,0.0,0.0
8441193ffffffff,1.0,0.0,0.0
8441199ffffffff,10.0,0.0,0.0
84411a1ffffffff,4.0,0.0,0.0
84411a5ffffffff,8.0,0.0,0.0
84411adffffffff,5.0,0.0,0.0
84411b5ffffffff,39.0,13.0,0.0
84411c9ffffffff,187.0,9.0,0.0
84411cbffffffff,450.0,112.0,0.0
84411d5ffffffff,4.0,0.0,0.0
84411ddffffffff,2.0,0.0,0.0
84411e3ffffffff,1.0,0.0,0.0
8441421ffffffff,3.0,0.0,0.0
8441425ffffffff,16.0,0.0,2.0
8441427ffffffff,2.0,0.0,0.0
8441431ffffffff,9.0,0.0,1.0
8441433ffffffff,8.0,2.0,0.0
8441439ffffffff,2.0,0.0,0.0
844143bffffffff,4.0,0.0,0.0
8441485ffffffff,1.0,0.0,0.0
8441493ffffffff,6.0,0.0,0.0
844149bffffffff,2.0,0.0,1.0
84414b1ffffffff,2.0,0.0,0.0
84414c3ffffffff,13.0,0.0,0.0
84414d5ffffffff,2.0,0.0,0.0
84414d9ffffffff,2.0,0.0,0.0
84414e3ffffffff,2.0,0.0,0.0
8441585ffffffff,3.0,1.0,0.0
8441593ffffffff,4.0,2.0,0.0
844159bffffffff,3.0,3.0,0.0
84415a1ffffffff,6.0,0.0,0.0
84415a9ffffffff,2.0,0.0,0.0
84415c3ffffffff,15.0,4.0,1.0
84415cbffffffff,6.0,2.0,0.0
84415ddffffffff,1.0,0.0,0.0
84415edffffffff,5.0,3.0,0.0
8441609ffffffff,5.0,0.0,0.0
8441617ffffffff,6.0,0.0,3.0
8441653ffffffff,2.0,0.0,0.0
8441655ffffffff,31.0,0.0,12.0
8441659ffffffff,8.0,0.0,4.0
8441685ffffffff,3.0,0.0,0.0
84416abffffffff,3.0,0.0,0.0
84416b1ffffffff,4.0,0.0,2.0
84416bdffffffff,2.0,0.0,0.0
84416c5ffffffff,3.0,0.0,0.0
84416e1ffffffff,8.0,0.0,2.0
84416e5ffffffff,11.0,0.0,3.0
84416edffffffff,7.0,0.0,7.0
8441719ffffffff,4.0,2.0,0.0
8441833ffffffff,2.0,0.0,0.0
844184bffffffff,3.0,0.0,0.0
8441855ffffffff,12.0,0.0,0.0
8441859ffffffff,8.0,0.0,0.0
844185dffffffff,4.0,0.0,0.0
8441863ffffffff,2.0,0.0,0.0
84418ddffffffff,2.0,0.0,0.0
8441907ffffffff,2.0,0.0,0.0
8441911ffffffff,13.0,0.0,0.0
8441919ffffffff,5.0,0.0,0.0
8441921ffffffff,40.0,1.0,0.0
8441925ffffffff,2.0,0.0,0.0
844192bffffffff,4.0,0.0,0.0
844192dffffffff,8.0,0.0,0.0
8441959ffffffff,2.0,0.0,0.0
844195dffffffff,3.0,0.0,0.0
84419bbffffffff,2.0,0.0,0.0
84419cdffffffff,3.0,0.0,0.0
8441a09ffffffff,58.0,11.0,0.0
8441a0bffffffff,8.0,0.0,0.0
8441a43ffffffff,1380.0,566.0,0.0
8441a55ffffffff,535.0,306.0,0.0
8441a97ffffffff,2.0,0.0,0.0
8441ab3ffffffff,2.0,0.0,0.0
8441b19ffffffff,1.0,0.0,0.0
8441b31ffffffff,6.0,0.0,0.0
8441b35ffffffff,1.0,0.0,0.0
8441b37ffffffff,6.0,0.0,0.0
8441b43ffffffff,35.0,3.0,0.0
8441b53ffffffff,27.0,0.0,0.0
8441b55ffffffff,276.0,20.0,0.0
8441b5dffffffff,736.0,94.0,0.0
8441b65ffffffff,2.0,0.0,0.0
8442695ffffffff,2.0,0.0,0.0
8442699ffffffff,9.0,0.0,0.0
844269bffffffff,32.0,0.0,0.0
844b30bffffffff,2.0,0.0,0.0
844b325ffffffff,3.0,0.0,0.0
844b32bffffffff,3.0,0.0,0.0
844b341ffffffff,4.0,0.0,0.0
844b35dffffffff,1.0,0.0,0.0
846414dffffffff,2.0,0.0,0.0
846416dffffffff,250.0,0.0,113.0
846422dffffffff,2.0,0.0,0.0
8464265ffffffff,5.0,0.0,0.0
8464319ffffffff,19.0,0.0,6.0
8464323ffffffff,12.0,0.0,7.0
8464339ffffffff,1.0,0.0,0.0
846433dffffffff,6.0,0.0,4.0
8464343ffffffff,6.0,0.0,0.0
846434bffffffff,2.0,0.0,0.0
8464351ffffffff,2.0,0.0,0.0
8464353ffffffff,30.0,0.0,19.0
8464357ffffffff,2.0,0.0,0.0
8464359ffffffff,3.0,0.0,0.0
846435bffffffff,44.0,0.0,5.0
846480bffffffff,3.0,0.0,0.0
846480dffffffff,6.0,2.0,2.0
8464821ffffffff,48.0,5.0,0.0
8464825ffffffff,38.0,6.0,3.0
8464827ffffffff,26.0,10.0,0.0
8464829ffffffff,1.0,1.0,0.0
846482bffffffff,1646.0,441.0,439.0
846482dffffffff,3.0,2.0,1.0
8464843ffffffff,2.0,2.0,0.0
8464845ffffffff,1.0,1.0,0.0
846484bffffffff,7.0,0.0,0.0
8464853ffffffff,2.0,0.0,0.0
846485dffffffff,2.0,0.0,0.0
846486dffffffff,2.0,0.0,0.0
84648ebffffffff,1.0,0.0,0.0
8464901ffffffff,5.0,0.0,2.0
8464903ffffffff,117.0,53.0,52.0
8464905ffffffff,2.0,0.0,0.0
8464911ffffffff,915.0,273.0,217.0
846491bffffffff,7.0,2.0,1.0
846491dffffffff,2.0,0.0,0.0
8464943ffffffff,4.0,0.0,4.0
8464949ffffffff,2.0,2.0,0.0
846494bffffffff,5.0,5.0,0.0
8464953ffffffff,4.0,0.0,2.0
8464981ffffffff,1.0,0.0,0.0
8464983ffffffff,12.0,2.0,2.0
8464987ffffffff,2.0,0.0,0.0
84649b5ffffffff,2.0,0.0,0.0
84649c9ffffffff,1.0,0.0,0.0
84649cdffffffff,2.0,0.0,0.0
8464a07ffffffff,20.0,0.0,13.0
8464a0bffffffff,1.0,0.0,1.0
8464a11ffffffff,2.0,0.0,2.0
8464a15ffffffff,5.0,0.0,0.0
8464a19ffffffff,4.0,0.0,1.0
8464a1bffffffff,2.0,0.0,0.0
8464a2bffffffff,2.0,0.0,0.0
8464a31ffffffff,2.0,0.0,0.0
8464a35ffffffff,47.0,14.0,8.0
8464a3dffffffff,22.0,7.0,6.0
8464a45ffffffff,60.0,0.0,29.0
8464a4bffffffff,3.0,0.0,0.0
8464a4dffffffff,2.0,0.0,0.0
8464a57ffffffff,37.0,0.0,3.0
8464a59ffffffff,4.0,0.0,2.0
8464a69ffffffff,1.0,0.0,0.0
8464a6bffffffff,11.0,0.0,7.0
8464b03ffffffff,13.0,1.0,2.0
8464b0bffffffff,31.0,25.0,0.0
8464b39ffffffff,2.0,0.0,2.0
8464b51ffffffff,1.0,1.0,0.0
8464b55ffffffff,17.0,0.0,12.0
8464b57ffffffff,1.0,1.0,0.0
8464b5dffffffff,7.0,1.0,0.0
846500bffffffff,21.0,0.0,0.0
8465039ffffffff,11.0,0.0,0.0
8465055ffffffff,10.0,0.0,0.0
8465099ffffffff,4.0,0.0,0.0
84650d1ffffffff,2.0,0.0,0.0
8465183ffffffff,6.0,0.0,2.0
8465189ffffffff,2.0,0.0,0.0
846518bffffffff,3.0,0.0,0.0
8465195ffffffff,2.0,0.0,2.0
84651b1ffffffff,1.0,0.0,1.0
84651b3ffffffff,6.0,0.0,2.0
84651b7ffffffff,6.0,0.0,2.0
84651bdffffffff,1.0,0.0,1.0
84651c7ffffffff,2.0,0.0,0.0
84652b7ffffffff,2.0,0.0,0.0
8465801ffffffff,3.0,0.0,0.0
8465803ffffffff,13.0,0.0,0.0
8465817ffffffff,11.0,0.0,0.0
8465851ffffffff,16.0,0.0,0.0
8465859ffffffff,2.0,0.0,0.0
8465891ffffffff,4.0,0.0,3.0
8465895ffffffff,2.0,0.0,0.0
84658a1ffffffff,7.0,0.0,6.0
84658a9ffffffff,2.0,0.0,2.0
84658b3ffffffff,1.0,0.0,0.0
8465915ffffffff,7.0,0.0,3.0
8465929ffffffff,2.0,0.0,0.0
8465935ffffffff,2.0,0.0,0.0
8465991ffffffff,4.0,0.0,2.0
8465993ffffffff,237.0,0.0,112.0
846599bffffffff,2.0,0.0,0.0
84659c1ffffffff,1.0,0.0,0.0
84659c9ffffffff,6.0,0.0,0.0
84659e9ffffffff,5.0,0.0,0.0
8465b01ffffffff,18.0,0.0,4.0
8465b2bffffffff,2.0,0.0,0.0
8465b39ffffffff,2.0,0.0,0.0
8465b3dffffffff,6.0,0.0,0.0
8465b61ffffffff,33.0,0.0,7.0
8465b67ffffffff,11.0,0.0,6.0
8465b6bffffffff,17.0,0.0,2.0
8469345ffffffff,5.0,0.0,0.0
848c101ffffffff,9.0,0.0,0.0
848c103ffffffff,53.0,0.0,0.0
848c109ffffffff,2.0,0.0,0.0
848cd0bffffffff,1.0,0.0,0.0
848cd55ffffffff,19.0,0.0,0.0
848cd5dffffffff,8.0,0.0,0.0
848d855ffffffff,4.0,0.0,0.0
848d85dffffffff,2.0,0.0,0.0
848d889ffffffff,4.0,0.0,0.0
848da25ffffffff,2.0,0.0,0.0
