cell_id,Buteo lineatus,Buteo lineatus [lineatus Group],Buteo lineatus extimus,Buteo lineatus elegans
822607fffffffff,31.0,8.0,0.0,0.0
82260ffffffffff,97.0,20.0,0.0,0.0
822617fffffffff,2.0,0.0,0.0,0.0
82261ffffffffff,3.0,0.0,0.0,0.0
822627fffffffff,16.0,0.0,0.0,0.0
82262ffffffffff,4.0,0.0,0.0,0.0
822647fffffffff,19.0,0.0,0.0,0.0
82264ffffffffff,99.0,60.0,0.0,0.0
822657fffffffff,49.0,13.0,0.0,0.0
82265ffffffffff,35.0,19.0,0.0,0.0
822667fffffffff,160.0,9.0,0.0,0.0
82266ffffffffff,14.0,1.0,0.0,0.0
822677fffffffff,14.0,0.0,0.0,0.0
82268ffffffffff,6.0,0.0,0.0,0.0
822697fffffffff,43.0,0.0,0.0,10.0
8226affffffffff,32.0,0.0,0.0,0.0
8226c7fffffffff,21.0,2.0,0.0,0.0
8226cffffffffff,60.0,3.0,0.0,0.0
8226d7fffffffff,25.0,0.0,0.0,0.0
8226dffffffffff,22.0,0.0,0.0,0.0
8226e7fffffffff,33.0,2.0,0.0,0.0
8226effffffffff,7.0,4.0,0.0,0.0
8226f7fffffffff,1.0,0.0,0.0,0.0
82270ffffffffff,2.0,0.0,0.0,0.0
82271ffffffffff,6.0,0.0,0.0,0.0
822747fffffffff,222.0,1.0,0.0,0.0
82274ffffffffff,277.0,1.0,0.0,0.0
822757fffffffff,108.0,5.0,0.0,0.0
82275ffffffffff,951.0,18.0,0.0,0.0
822767fffffffff,20.0,0.0,0.0,0.0
82276ffffffffff,35.0,1.0,0.0,0.0
822777fffffffff,8.0,0.0,0.0,0.0
822807fffffffff,6.0,0.0,0.0,0.0
822817fffffffff,25.0,0.0,0.0,6.0
82281ffffffffff,61.0,0.0,0.0,14.0
822837fffffffff,4495.0,0.0,0.0,1889.0
822887fffffffff,46.0,0.0,0.0,2.0
82288ffffffffff,45.0,0.0,0.0,12.0
8228a7fffffffff,3.0,0.0,0.0,0.0
8228affffffffff,89.0,0.0,0.0,0.0
8228b7fffffffff,29.0,0.0,0.0,0.0
8228c7fffffffff,55.0,0.0,0.0,2.0
8228d7fffffffff,716.0,0.0,0.0,37.0
8228f7fffffffff,215.0,0.0,0.0,12.0
822917fffffffff,3.0,0.0,0.0,0.0
82291ffffffffff,3.0,0.0,0.0,1.0
822987fffffffff,49.0,0.0,0.0,0.0
82298ffffffffff,167.0,0.0,0.0,53.0
822997fffffffff,30.0,0.0,0.0,13.0
82299ffffffffff,5.0,0.0,0.0,2.0
8229a7fffffffff,934.0,0.0,0.0,740.0
8229affffffffff,257.0,0.0,0.0,203.0
8229b7fffffffff,586.0,0.0,0.0,183.0
822a17fffffffff,1922.0,73.0,0.0,0.0
822a37fffffffff,583.0,84.0,0.0,0.0
822a87fffffffff,7.0,1.0,0.0,0.0
822a8ffffffffff,7.0,0.0,0.0,0.0
822a97fffffffff,40.0,1.0,0.0,0.0
822a9ffffffffff,2.0,0.0,0.0,0.0
822aa7fffffffff,116.0,23.0,0.0,0.0
822aaffffffffff,549.0,60.0,0.0,0.0
822ab7fffffffff,721.0,92.0,0.0,0.0
822ad7fffffffff,3.0,2.0,0.0,0.0
822af7fffffffff,2.0,0.0,0.0,0.0
822b07fffffffff,47.0,0.0,0.0,0.0
822b0ffffffffff,13.0,0.0,0.0,0.0
822b17fffffffff,41.0,0.0,0.0,0.0
822b1ffffffffff,212.0,10.0,0.0,0.0
822b87fffffffff,246.0,9.0,0.0,0.0
822b8ffffffffff,313.0,42.0,0.0,0.0
822b97fffffffff,2.0,0.0,0.0,0.0
822b9ffffffffff,453.0,53.0,0.0,0.0
822ba7fffffffff,67.0,0.0,0.0,0.0
822baffffffffff,348.0,6.0,0.0,0.0
822bb7fffffffff,4.0,0.0,0.0,0.0
824417fffffffff,178.0,13.0,15.0,0.0
82441ffffffffff,42.0,10.0,12.0,0.0
824447fffffffff,27.0,0.0,0.0,0.0
824457fffffffff,3.0,1.0,0.0,0.0
82445ffffffffff,1.0,0.0,0.0,0.0
82446ffffffffff,6.0,2.0,0.0,0.0
8244a7fffffffff,22.0,0.0,5.0,0.0
8244affffffffff,106.0,24.0,65.0,0.0
8244c7fffffffff,8.0,0.0,0.0,0.0
8244cffffffffff,16.0,9.0,0.0,0.0
8244d7fffffffff,9.0,0.0,0.0,0.0
8244dffffffffff,11.0,0.0,0.0,0.0
8244e7fffffffff,21.0,15.0,0.0,0.0
8244effffffffff,1.0,1.0,0.0,0.0
8244f7fffffffff,67.0,46.0,3.0,0.0
824807fffffffff,5.0,0.0,0.0,5.0
82480ffffffffff,4.0,0.0,0.0,0.0
824817fffffffff,7.0,0.0,0.0,0.0
82481ffffffffff,5.0,0.0,0.0,0.0
82482ffffffffff,8.0,0.0,0.0,1.0
824837fffffffff,3.0,0.0,0.0,0.0
824847fffffffff,37.0,0.0,0.0,0.0
824857fffffffff,3.0,0.0,0.0,0.0
82485ffffffffff,247.0,0.0,0.0,68.0
824877fffffffff,44.0,0.0,0.0,1.0
824887fffffffff,3.0,2.0,0.0,0.0
82488ffffffffff,33.0,0.0,0.0,0.0
824897fffffffff,5.0,2.0,0.0,0.0
82489ffffffffff,8.0,5.0,0.0,0.0
8248a7fffffffff,17.0,0.0,0.0,0.0
8248affffffffff,4.0,0.0,0.0,0.0
8248b7fffffffff,48.0,9.0,0.0,0.0
8248c7fffffffff,56.0,0.0,0.0,0.0
8248cffffffffff,4.0,0.0,0.0,2.0
8248d7fffffffff,29.0,0.0,0.0,0.0
8248effffffffff,106.0,0.0,0.0,50.0
8248f7fffffffff,15.0,0.0,0.0,0.0
824987fffffffff,25.0,0.0,0.0,0.0
82498ffffffffff,2.0,0.0,0.0,0.0
824997fffffffff,44.0,12.0,0.0,0.0
